Sexo;Municipios;Nacionalidad (continentes);Total
Ambos sexos;18095 Güevéjar;Africa;1
Ambos sexos;18095 Güevéjar;América;1
Ambos sexos;18095 Güevéjar;Asia;1
Ambos sexos;18095 Güevéjar;Europa;..
Ambos sexos;18095 Güevéjar;Resto;..
Ambos sexos;18096 Huélago;Africa;..
Ambos sexos;18096 Huélago;América;..
Ambos sexos;18096 Huélago;Asia;..
Ambos sexos;18096 Huélago;Europa;..
Ambos sexos;18096 Huélago;Resto;..
Ambos sexos;18097 Huéneja;Africa;1
Ambos sexos;18097 Huéneja;América;..
Ambos sexos;18097 Huéneja;Asia;..
Ambos sexos;18097 Huéneja;Europa;2
Ambos sexos;18097 Huéneja;Resto;..
Ambos sexos;18098 Huéscar;Africa;2
Ambos sexos;18098 Huéscar;América;4
Ambos sexos;18098 Huéscar;Asia;..
Ambos sexos;18098 Huéscar;Europa;4
Ambos sexos;18098 Huéscar;Resto;..
Ambos sexos;18099 Huétor de Santillán;Africa;2
Ambos sexos;18099 Huétor de Santillán;América;2
Ambos sexos;18099 Huétor de Santillán;Asia;..
Ambos sexos;18099 Huétor de Santillán;Europa;3
Ambos sexos;18099 Huétor de Santillán;Resto;..
Ambos sexos;18100 Huétor Tájar;Africa;1
Ambos sexos;18100 Huétor Tájar;América;3
Ambos sexos;18100 Huétor Tájar;Asia;..
Ambos sexos;18100 Huétor Tájar;Europa;..
Ambos sexos;18100 Huétor Tájar;Resto;..
Ambos sexos;18101 Huétor Vega;Africa;8
Ambos sexos;18101 Huétor Vega;América;12
Ambos sexos;18101 Huétor Vega;Asia;4
Ambos sexos;18101 Huétor Vega;Europa;45
Ambos sexos;18101 Huétor Vega;Resto;..
Ambos sexos;18102 Illora;Africa;1
Ambos sexos;18102 Illora;América;2
Ambos sexos;18102 Illora;Asia;..
Ambos sexos;18102 Illora;Europa;3
Ambos sexos;18102 Illora;Resto;..
Ambos sexos;18103 Itrabo;Africa;..
Ambos sexos;18103 Itrabo;América;..
Ambos sexos;18103 Itrabo;Asia;..
Ambos sexos;18103 Itrabo;Europa;..
Ambos sexos;18103 Itrabo;Resto;..
Ambos sexos;18105 Iznalloz;Africa;2
Ambos sexos;18105 Iznalloz;América;7
Ambos sexos;18105 Iznalloz;Asia;..
Ambos sexos;18105 Iznalloz;Europa;8
Ambos sexos;18105 Iznalloz;Resto;..
Ambos sexos;18107 Jayena;Africa;..
Ambos sexos;18107 Jayena;América;..
Ambos sexos;18107 Jayena;Asia;..
Ambos sexos;18107 Jayena;Europa;..
Ambos sexos;18107 Jayena;Resto;..
Ambos sexos;18108 Jerez del Marquesado;Africa;..
Ambos sexos;18108 Jerez del Marquesado;América;..
Ambos sexos;18108 Jerez del Marquesado;Asia;..
Ambos sexos;18108 Jerez del Marquesado;Europa;..
Ambos sexos;18108 Jerez del Marquesado;Resto;..
Ambos sexos;18109 Jete;Africa;..
Ambos sexos;18109 Jete;América;1
Ambos sexos;18109 Jete;Asia;..
Ambos sexos;18109 Jete;Europa;4
Ambos sexos;18109 Jete;Resto;..
Ambos sexos;18111 Jun;Africa;3
Ambos sexos;18111 Jun;América;2
Ambos sexos;18111 Jun;Asia;2
Ambos sexos;18111 Jun;Europa;3
Ambos sexos;18111 Jun;Resto;..
Ambos sexos;18112 Juviles;Africa;..
Ambos sexos;18112 Juviles;América;..
Ambos sexos;18112 Juviles;Asia;..
Ambos sexos;18112 Juviles;Europa;1
Ambos sexos;18112 Juviles;Resto;..
Ambos sexos;18114 Calahorra (La);Africa;..
Ambos sexos;18114 Calahorra (La);América;..
Ambos sexos;18114 Calahorra (La);Asia;..
Ambos sexos;18114 Calahorra (La);Europa;7
Ambos sexos;18114 Calahorra (La);Resto;3
Ambos sexos;18115 Láchar;Africa;..
Ambos sexos;18115 Láchar;América;..
Ambos sexos;18115 Láchar;Asia;..
Ambos sexos;18115 Láchar;Europa;..
Ambos sexos;18115 Láchar;Resto;..
Ambos sexos;18116 Lanjarón;Africa;1
Ambos sexos;18116 Lanjarón;América;5
Ambos sexos;18116 Lanjarón;Asia;..
Ambos sexos;18116 Lanjarón;Europa;31
Ambos sexos;18116 Lanjarón;Resto;..
Ambos sexos;18117 Lanteira;Africa;..
Ambos sexos;18117 Lanteira;América;..
Ambos sexos;18117 Lanteira;Asia;..
Ambos sexos;18117 Lanteira;Europa;..
Ambos sexos;18117 Lanteira;Resto;..
Ambos sexos;18119 Lecrín;Africa;1
Ambos sexos;18119 Lecrín;América;1
Ambos sexos;18119 Lecrín;Asia;1
Ambos sexos;18119 Lecrín;Europa;14
Ambos sexos;18119 Lecrín;Resto;..
Ambos sexos;18120 Lentegí;Africa;..
Ambos sexos;18120 Lentegí;América;..
Ambos sexos;18120 Lentegí;Asia;..
Ambos sexos;18120 Lentegí;Europa;3
Ambos sexos;18120 Lentegí;Resto;..
Ambos sexos;18121 Lobras;Africa;..
Ambos sexos;18121 Lobras;América;..
Ambos sexos;18121 Lobras;Asia;..
Ambos sexos;18121 Lobras;Europa;..
Ambos sexos;18121 Lobras;Resto;..
Ambos sexos;18122 Loja;Africa;22
Ambos sexos;18122 Loja;América;2
Ambos sexos;18122 Loja;Asia;2
Ambos sexos;18122 Loja;Europa;17
Ambos sexos;18122 Loja;Resto;..
Ambos sexos;18123 Lugros;Africa;..
Ambos sexos;18123 Lugros;América;..
Ambos sexos;18123 Lugros;Asia;..
Ambos sexos;18123 Lugros;Europa;..
Ambos sexos;18123 Lugros;Resto;..
Ambos sexos;18124 Lújar;Africa;1
Ambos sexos;18124 Lújar;América;..
Ambos sexos;18124 Lújar;Asia;..
Ambos sexos;18124 Lújar;Europa;9
Ambos sexos;18124 Lújar;Resto;..
Ambos sexos;18126 Malahá (La);Africa;1
Ambos sexos;18126 Malahá (La);América;..
Ambos sexos;18126 Malahá (La);Asia;..
Ambos sexos;18126 Malahá (La);Europa;..
Ambos sexos;18126 Malahá (La);Resto;..
Ambos sexos;18127 Maracena;Africa;17
Ambos sexos;18127 Maracena;América;27
Ambos sexos;18127 Maracena;Asia;9
Ambos sexos;18127 Maracena;Europa;22
Ambos sexos;18127 Maracena;Resto;1
Ambos sexos;18128 Marchal;Africa;..
Ambos sexos;18128 Marchal;América;..
Ambos sexos;18128 Marchal;Asia;..
Ambos sexos;18128 Marchal;Europa;..
Ambos sexos;18128 Marchal;Resto;..
Ambos sexos;18132 Moclín;Africa;..
Ambos sexos;18132 Moclín;América;..
Ambos sexos;18132 Moclín;Asia;..
Ambos sexos;18132 Moclín;Europa;2
Ambos sexos;18132 Moclín;Resto;..
Ambos sexos;18133 Molvízar;Africa;1
Ambos sexos;18133 Molvízar;América;..
Ambos sexos;18133 Molvízar;Asia;1
Ambos sexos;18133 Molvízar;Europa;1
Ambos sexos;18133 Molvízar;Resto;..
Ambos sexos;18134 Monachil;Africa;8
Ambos sexos;18134 Monachil;América;14
Ambos sexos;18134 Monachil;Asia;1
Ambos sexos;18134 Monachil;Europa;49
Ambos sexos;18134 Monachil;Resto;3
Ambos sexos;18135 Montefrío;Africa;..
Ambos sexos;18135 Montefrío;América;..
Ambos sexos;18135 Montefrío;Asia;..
Ambos sexos;18135 Montefrío;Europa;1
Ambos sexos;18135 Montefrío;Resto;..
Ambos sexos;18136 Montejícar;Africa;..
Ambos sexos;18136 Montejícar;América;..
Ambos sexos;18136 Montejícar;Asia;..
Ambos sexos;18136 Montejícar;Europa;2
Ambos sexos;18136 Montejícar;Resto;..
Ambos sexos;18137 Montillana;Africa;1
Ambos sexos;18137 Montillana;América;..
Ambos sexos;18137 Montillana;Asia;..
Ambos sexos;18137 Montillana;Europa;1
Ambos sexos;18137 Montillana;Resto;..
Ambos sexos;18138 Moraleda de Zafayona;Africa;21
Ambos sexos;18138 Moraleda de Zafayona;América;..
Ambos sexos;18138 Moraleda de Zafayona;Asia;..
Ambos sexos;18138 Moraleda de Zafayona;Europa;2
Ambos sexos;18138 Moraleda de Zafayona;Resto;..
Ambos sexos;18140 Motril;Africa;73
Ambos sexos;18140 Motril;América;55
Ambos sexos;18140 Motril;Asia;24
Ambos sexos;18140 Motril;Europa;159
Ambos sexos;18140 Motril;Resto;..
Ambos sexos;18141 Murtas;Africa;..
Ambos sexos;18141 Murtas;América;..
Ambos sexos;18141 Murtas;Asia;..
Ambos sexos;18141 Murtas;Europa;7
Ambos sexos;18141 Murtas;Resto;..
Ambos sexos;18143 Nigüelas;Africa;1
Ambos sexos;18143 Nigüelas;América;..
Ambos sexos;18143 Nigüelas;Asia;..
Ambos sexos;18143 Nigüelas;Europa;25
Ambos sexos;18143 Nigüelas;Resto;..
Ambos sexos;18144 Nívar;Africa;1
Ambos sexos;18144 Nívar;América;..
Ambos sexos;18144 Nívar;Asia;..
Ambos sexos;18144 Nívar;Europa;2
Ambos sexos;18144 Nívar;Resto;..
Ambos sexos;18145 Ogíjares;Africa;8
Ambos sexos;18145 Ogíjares;América;15
Ambos sexos;18145 Ogíjares;Asia;12
Ambos sexos;18145 Ogíjares;Europa;15
Ambos sexos;18145 Ogíjares;Resto;..
Ambos sexos;18146 Orce;Africa;2
Ambos sexos;18146 Orce;América;..
Ambos sexos;18146 Orce;Asia;..
Ambos sexos;18146 Orce;Europa;11
Ambos sexos;18146 Orce;Resto;..
Ambos sexos;18147 Órgiva;Africa;5
Ambos sexos;18147 Órgiva;América;9
Ambos sexos;18147 Órgiva;Asia;1
Ambos sexos;18147 Órgiva;Europa;212
Ambos sexos;18147 Órgiva;Resto;..
Ambos sexos;18148 Otívar;Africa;1
Ambos sexos;18148 Otívar;América;1
Ambos sexos;18148 Otívar;Asia;..
Ambos sexos;18148 Otívar;Europa;19
Ambos sexos;18148 Otívar;Resto;..
Ambos sexos;18149 Otura;Africa;5
Ambos sexos;18149 Otura;América;3
Ambos sexos;18149 Otura;Asia;..
Ambos sexos;18149 Otura;Europa;27
Ambos sexos;18149 Otura;Resto;..
Ambos sexos;18150 Padul;Africa;3
Ambos sexos;18150 Padul;América;1
Ambos sexos;18150 Padul;Asia;..
Ambos sexos;18150 Padul;Europa;25
Ambos sexos;18150 Padul;Resto;..
Ambos sexos;18151 Pampaneira;Africa;..
Ambos sexos;18151 Pampaneira;América;..
Ambos sexos;18151 Pampaneira;Asia;..
Ambos sexos;18151 Pampaneira;Europa;2
Ambos sexos;18151 Pampaneira;Resto;..
