Sexo;Municipios;Nacionalidad (principales nacionalidades);Total
Ambos sexos;41051 Huévar;Ecuador;1
Ambos sexos;41051 Huévar;Total Asia;0
Ambos sexos;41051 Huévar;Resto;0
Ambos sexos;41052 Lantejuela (La);Total Unión Europea;3
Ambos sexos;41052 Lantejuela (La);Reino Unido;0
Ambos sexos;41052 Lantejuela (La);Alemania;0
Ambos sexos;41052 Lantejuela (La);Total Africa;2
Ambos sexos;41052 Lantejuela (La);Marruecos;2
Ambos sexos;41052 Lantejuela (La);Total América;3
Ambos sexos;41052 Lantejuela (La);Colombia;3
Ambos sexos;41052 Lantejuela (La);Ecuador;0
Ambos sexos;41052 Lantejuela (La);Total Asia;0
Ambos sexos;41052 Lantejuela (La);Resto;0
Ambos sexos;41053 Lebrija;Total Unión Europea;15
Ambos sexos;41053 Lebrija;Reino Unido;1
