Sexo;Municipios;Nacionalidad (principales nacionalidades);Total
Ambos sexos;29035 Cañete la Real;Total Asia;0
Ambos sexos;29035 Cañete la Real;Resto;0
Ambos sexos;29036 Carratraca;Total Unión Europea;12
Ambos sexos;29036 Carratraca;Reino Unido;0
Ambos sexos;29036 Carratraca;Alemania;7
Ambos sexos;29036 Carratraca;Total Africa;2
Ambos sexos;29036 Carratraca;Marruecos;0
Ambos sexos;29036 Carratraca;Total América;3
Ambos sexos;29036 Carratraca;Colombia;0
Ambos sexos;29036 Carratraca;Ecuador;0
Ambos sexos;29036 Carratraca;Total Asia;0
Ambos sexos;29036 Carratraca;Resto;0
Ambos sexos;29037 Cartajima;Total Unión Europea;2
Ambos sexos;29037 Cartajima;Reino Unido;0
Ambos sexos;29037 Cartajima;Alemania;2
Ambos sexos;29037 Cartajima;Total Africa;1
Ambos sexos;29037 Cartajima;Marruecos;0
Ambos sexos;29037 Cartajima;Total América;0
Ambos sexos;29037 Cartajima;Colombia;0
Ambos sexos;29037 Cartajima;Ecuador;0
Ambos sexos;29037 Cartajima;Total Asia;0
Ambos sexos;29037 Cartajima;Resto;0
Ambos sexos;29038 Cártama;Total Unión Europea;190
Ambos sexos;29038 Cártama;Reino Unido;110
Ambos sexos;29038 Cártama;Alemania;21
Ambos sexos;29038 Cártama;Total Africa;16
Ambos sexos;29038 Cártama;Marruecos;13
Ambos sexos;29038 Cártama;Total América;32
Ambos sexos;29038 Cártama;Colombia;1
Ambos sexos;29038 Cártama;Ecuador;7
Ambos sexos;29038 Cártama;Total Asia;7
Ambos sexos;29038 Cártama;Resto;0
Ambos sexos;29039 Casabermeja;Total Unión Europea;31
Ambos sexos;29039 Casabermeja;Reino Unido;9
Ambos sexos;29039 Casabermeja;Alemania;11
Ambos sexos;29039 Casabermeja;Total Africa;12
Ambos sexos;29039 Casabermeja;Marruecos;11
Ambos sexos;29039 Casabermeja;Total América;7
Ambos sexos;29039 Casabermeja;Colombia;0
Ambos sexos;29039 Casabermeja;Ecuador;0
Ambos sexos;29039 Casabermeja;Total Asia;1
Ambos sexos;29039 Casabermeja;Resto;0
Ambos sexos;29040 Casarabonela;Total Unión Europea;41
Ambos sexos;29040 Casarabonela;Reino Unido;10
Ambos sexos;29040 Casarabonela;Alemania;20
Ambos sexos;29040 Casarabonela;Total Africa;3
Ambos sexos;29040 Casarabonela;Marruecos;2
Ambos sexos;29040 Casarabonela;Total América;3
Ambos sexos;29040 Casarabonela;Colombia;0
Ambos sexos;29040 Casarabonela;Ecuador;0
Ambos sexos;29040 Casarabonela;Total Asia;0
Ambos sexos;29040 Casarabonela;Resto;0
Ambos sexos;29041 Casares;Total Unión Europea;404
Ambos sexos;29041 Casares;Reino Unido;291
Ambos sexos;29041 Casares;Alemania;40
Ambos sexos;29041 Casares;Total Africa;14
Ambos sexos;29041 Casares;Marruecos;12
Ambos sexos;29041 Casares;Total América;24
Ambos sexos;29041 Casares;Colombia;1
Ambos sexos;29041 Casares;Ecuador;4
Ambos sexos;29041 Casares;Total Asia;5
Ambos sexos;29041 Casares;Resto;2
Ambos sexos;29042 Coín;Total Unión Europea;761
Ambos sexos;29042 Coín;Reino Unido;404
Ambos sexos;29042 Coín;Alemania;93
Ambos sexos;29042 Coín;Total Africa;100
Ambos sexos;29042 Coín;Marruecos;77
Ambos sexos;29042 Coín;Total América;126
Ambos sexos;29042 Coín;Colombia;45
Ambos sexos;29042 Coín;Ecuador;17
Ambos sexos;29042 Coín;Total Asia;21
Ambos sexos;29042 Coín;Resto;0
Ambos sexos;29043 Colmenar;Total Unión Europea;52
Ambos sexos;29043 Colmenar;Reino Unido;48
Ambos sexos;29043 Colmenar;Alemania;1
Ambos sexos;29043 Colmenar;Total Africa;1
Ambos sexos;29043 Colmenar;Marruecos;1
Ambos sexos;29043 Colmenar;Total América;7
Ambos sexos;29043 Colmenar;Colombia;1
Ambos sexos;29043 Colmenar;Ecuador;0
Ambos sexos;29043 Colmenar;Total Asia;2
Ambos sexos;29043 Colmenar;Resto;0
Ambos sexos;29044 Comares;Total Unión Europea;159
Ambos sexos;29044 Comares;Reino Unido;132
Ambos sexos;29044 Comares;Alemania;18
Ambos sexos;29044 Comares;Total Africa;4
Ambos sexos;29044 Comares;Marruecos;4
Ambos sexos;29044 Comares;Total América;4
Ambos sexos;29044 Comares;Colombia;1
Ambos sexos;29044 Comares;Ecuador;0
Ambos sexos;29044 Comares;Total Asia;0
Ambos sexos;29044 Comares;Resto;1
Ambos sexos;29045 Cómpeta;Total Unión Europea;579
Ambos sexos;29045 Cómpeta;Reino Unido;339
Ambos sexos;29045 Cómpeta;Alemania;103
Ambos sexos;29045 Cómpeta;Total Africa;4
Ambos sexos;29045 Cómpeta;Marruecos;4
Ambos sexos;29045 Cómpeta;Total América;10
Ambos sexos;29045 Cómpeta;Colombia;4
Ambos sexos;29045 Cómpeta;Ecuador;0
Ambos sexos;29045 Cómpeta;Total Asia;2
Ambos sexos;29045 Cómpeta;Resto;1
Ambos sexos;29046 Cortes de la Frontera;Total Unión Europea;18
Ambos sexos;29046 Cortes de la Frontera;Reino Unido;13
Ambos sexos;29046 Cortes de la Frontera;Alemania;2
Ambos sexos;29046 Cortes de la Frontera;Total Africa;1
Ambos sexos;29046 Cortes de la Frontera;Marruecos;1
Ambos sexos;29046 Cortes de la Frontera;Total América;3
Ambos sexos;29046 Cortes de la Frontera;Colombia;0
Ambos sexos;29046 Cortes de la Frontera;Ecuador;0
Ambos sexos;29046 Cortes de la Frontera;Total Asia;0
Ambos sexos;29046 Cortes de la Frontera;Resto;0
Ambos sexos;29047 Cuevas Bajas;Total Unión Europea;0
Ambos sexos;29047 Cuevas Bajas;Reino Unido;0
Ambos sexos;29047 Cuevas Bajas;Alemania;0
Ambos sexos;29047 Cuevas Bajas;Total Africa;1
Ambos sexos;29047 Cuevas Bajas;Marruecos;1
Ambos sexos;29047 Cuevas Bajas;Total América;3
Ambos sexos;29047 Cuevas Bajas;Colombia;0
Ambos sexos;29047 Cuevas Bajas;Ecuador;3
Ambos sexos;29047 Cuevas Bajas;Total Asia;0
Ambos sexos;29047 Cuevas Bajas;Resto;0
Ambos sexos;29048 Cuevas del Becerro;Total Unión Europea;0
Ambos sexos;29048 Cuevas del Becerro;Reino Unido;0
Ambos sexos;29048 Cuevas del Becerro;Alemania;0
Ambos sexos;29048 Cuevas del Becerro;Total Africa;8
Ambos sexos;29048 Cuevas del Becerro;Marruecos;6
Ambos sexos;29048 Cuevas del Becerro;Total América;17
Ambos sexos;29048 Cuevas del Becerro;Colombia;16
Ambos sexos;29048 Cuevas del Becerro;Ecuador;0
Ambos sexos;29048 Cuevas del Becerro;Total Asia;0
Ambos sexos;29048 Cuevas del Becerro;Resto;0
Ambos sexos;29049 Cuevas de San Marcos;Total Unión Europea;1
Ambos sexos;29049 Cuevas de San Marcos;Reino Unido;0
Ambos sexos;29049 Cuevas de San Marcos;Alemania;0
Ambos sexos;29049 Cuevas de San Marcos;Total Africa;6
Ambos sexos;29049 Cuevas de San Marcos;Marruecos;6
Ambos sexos;29049 Cuevas de San Marcos;Total América;1
Ambos sexos;29049 Cuevas de San Marcos;Colombia;1
Ambos sexos;29049 Cuevas de San Marcos;Ecuador;0
Ambos sexos;29049 Cuevas de San Marcos;Total Asia;0
Ambos sexos;29049 Cuevas de San Marcos;Resto;0
Ambos sexos;29050 Cútar;Total Unión Europea;19
Ambos sexos;29050 Cútar;Reino Unido;9
Ambos sexos;29050 Cútar;Alemania;5
Ambos sexos;29050 Cútar;Total Africa;1
Ambos sexos;29050 Cútar;Marruecos;1
Ambos sexos;29050 Cútar;Total América;1
Ambos sexos;29050 Cútar;Colombia;0
Ambos sexos;29050 Cútar;Ecuador;0
Ambos sexos;29050 Cútar;Total Asia;2
Ambos sexos;29050 Cútar;Resto;0
Ambos sexos;29051 Estepona;Total Unión Europea;5.518
Ambos sexos;29051 Estepona;Reino Unido;2.909
Ambos sexos;29051 Estepona;Alemania;751
Ambos sexos;29051 Estepona;Total Africa;523
Ambos sexos;29051 Estepona;Marruecos;424
Ambos sexos;29051 Estepona;Total América;751
Ambos sexos;29051 Estepona;Colombia;147
Ambos sexos;29051 Estepona;Ecuador;63
Ambos sexos;29051 Estepona;Total Asia;307
Ambos sexos;29051 Estepona;Resto;18
Ambos sexos;29052 Faraján;Total Unión Europea;9
Ambos sexos;29052 Faraján;Reino Unido;6
Ambos sexos;29052 Faraján;Alemania;2
Ambos sexos;29052 Faraján;Total Africa;0
Ambos sexos;29052 Faraján;Marruecos;0
Ambos sexos;29052 Faraján;Total América;0
Ambos sexos;29052 Faraján;Colombia;0
Ambos sexos;29052 Faraján;Ecuador;0
Ambos sexos;29052 Faraján;Total Asia;0
Ambos sexos;29052 Faraján;Resto;0
Ambos sexos;29053 Frigiliana;Total Unión Europea;233
Ambos sexos;29053 Frigiliana;Reino Unido;93
Ambos sexos;29053 Frigiliana;Alemania;81
Ambos sexos;29053 Frigiliana;Total Africa;3
Ambos sexos;29053 Frigiliana;Marruecos;3
Ambos sexos;29053 Frigiliana;Total América;33
Ambos sexos;29053 Frigiliana;Colombia;2
Ambos sexos;29053 Frigiliana;Ecuador;0
Ambos sexos;29053 Frigiliana;Total Asia;4
Ambos sexos;29053 Frigiliana;Resto;2
Ambos sexos;29054 Fuengirola;Total Unión Europea;6.920
Ambos sexos;29054 Fuengirola;Reino Unido;2.557
Ambos sexos;29054 Fuengirola;Alemania;260
Ambos sexos;29054 Fuengirola;Total Africa;1.180
Ambos sexos;29054 Fuengirola;Marruecos;1.037
Ambos sexos;29054 Fuengirola;Total América;1.351
Ambos sexos;29054 Fuengirola;Colombia;412
Ambos sexos;29054 Fuengirola;Ecuador;59
Ambos sexos;29054 Fuengirola;Total Asia;469
Ambos sexos;29054 Fuengirola;Resto;12
Ambos sexos;29055 Fuente de Piedra;Total Unión Europea;3
Ambos sexos;29055 Fuente de Piedra;Reino Unido;2
