Sexo;Municipios;Nacionalidad (principales nacionalidades);Total
Ambos sexos;29055 Fuente de Piedra;Alemania;0
Ambos sexos;29055 Fuente de Piedra;Total Africa;3
Ambos sexos;29055 Fuente de Piedra;Marruecos;3
Ambos sexos;29055 Fuente de Piedra;Total América;4
Ambos sexos;29055 Fuente de Piedra;Colombia;0
Ambos sexos;29055 Fuente de Piedra;Ecuador;0
Ambos sexos;29055 Fuente de Piedra;Total Asia;1
Ambos sexos;29055 Fuente de Piedra;Resto;0
Ambos sexos;29056 Gaucín;Total Unión Europea;134
Ambos sexos;29056 Gaucín;Reino Unido;114
Ambos sexos;29056 Gaucín;Alemania;11
Ambos sexos;29056 Gaucín;Total Africa;13
Ambos sexos;29056 Gaucín;Marruecos;11
Ambos sexos;29056 Gaucín;Total América;9
Ambos sexos;29056 Gaucín;Colombia;2
Ambos sexos;29056 Gaucín;Ecuador;0
Ambos sexos;29056 Gaucín;Total Asia;2
Ambos sexos;29056 Gaucín;Resto;0
Ambos sexos;29057 Genalguacil;Total Unión Europea;27
Ambos sexos;29057 Genalguacil;Reino Unido;13
Ambos sexos;29057 Genalguacil;Alemania;9
Ambos sexos;29057 Genalguacil;Total Africa;2
Ambos sexos;29057 Genalguacil;Marruecos;1
Ambos sexos;29057 Genalguacil;Total América;5
Ambos sexos;29057 Genalguacil;Colombia;0
Ambos sexos;29057 Genalguacil;Ecuador;0
Ambos sexos;29057 Genalguacil;Total Asia;0
Ambos sexos;29057 Genalguacil;Resto;0
Ambos sexos;29058 Guaro;Total Unión Europea;109
Ambos sexos;29058 Guaro;Reino Unido;62
Ambos sexos;29058 Guaro;Alemania;20
Ambos sexos;29058 Guaro;Total Africa;4
Ambos sexos;29058 Guaro;Marruecos;3
Ambos sexos;29058 Guaro;Total América;37
Ambos sexos;29058 Guaro;Colombia;18
Ambos sexos;29058 Guaro;Ecuador;0
Ambos sexos;29058 Guaro;Total Asia;0
Ambos sexos;29058 Guaro;Resto;0
Ambos sexos;29059 Humilladero;Total Unión Europea;1
Ambos sexos;29059 Humilladero;Reino Unido;1
Ambos sexos;29059 Humilladero;Alemania;0
Ambos sexos;29059 Humilladero;Total Africa;0
Ambos sexos;29059 Humilladero;Marruecos;0
Ambos sexos;29059 Humilladero;Total América;2
Ambos sexos;29059 Humilladero;Colombia;2
Ambos sexos;29059 Humilladero;Ecuador;0
Ambos sexos;29059 Humilladero;Total Asia;0
Ambos sexos;29059 Humilladero;Resto;0
Ambos sexos;29060 Igualeja;Total Unión Europea;0
Ambos sexos;29060 Igualeja;Reino Unido;0
Ambos sexos;29060 Igualeja;Alemania;0
Ambos sexos;29060 Igualeja;Total Africa;0
Ambos sexos;29060 Igualeja;Marruecos;0
Ambos sexos;29060 Igualeja;Total América;1
Ambos sexos;29060 Igualeja;Colombia;1
Ambos sexos;29060 Igualeja;Ecuador;0
Ambos sexos;29060 Igualeja;Total Asia;0
Ambos sexos;29060 Igualeja;Resto;0
Ambos sexos;29061 Istán;Total Unión Europea;69
Ambos sexos;29061 Istán;Reino Unido;39
Ambos sexos;29061 Istán;Alemania;16
Ambos sexos;29061 Istán;Total Africa;11
Ambos sexos;29061 Istán;Marruecos;4
Ambos sexos;29061 Istán;Total América;5
Ambos sexos;29061 Istán;Colombia;0
Ambos sexos;29061 Istán;Ecuador;1
Ambos sexos;29061 Istán;Total Asia;2
Ambos sexos;29061 Istán;Resto;0
Ambos sexos;29062 Iznate;Total Unión Europea;11
Ambos sexos;29062 Iznate;Reino Unido;10
Ambos sexos;29062 Iznate;Alemania;1
Ambos sexos;29062 Iznate;Total Africa;2
Ambos sexos;29062 Iznate;Marruecos;1
Ambos sexos;29062 Iznate;Total América;2
Ambos sexos;29062 Iznate;Colombia;0
Ambos sexos;29062 Iznate;Ecuador;0
Ambos sexos;29062 Iznate;Total Asia;1
Ambos sexos;29062 Iznate;Resto;0
Ambos sexos;29063 Jimera de Líbar;Total Unión Europea;11
Ambos sexos;29063 Jimera de Líbar;Reino Unido;11
Ambos sexos;29063 Jimera de Líbar;Alemania;0
Ambos sexos;29063 Jimera de Líbar;Total Africa;0
Ambos sexos;29063 Jimera de Líbar;Marruecos;0
Ambos sexos;29063 Jimera de Líbar;Total América;1
Ambos sexos;29063 Jimera de Líbar;Colombia;0
Ambos sexos;29063 Jimera de Líbar;Ecuador;0
Ambos sexos;29063 Jimera de Líbar;Total Asia;2
Ambos sexos;29063 Jimera de Líbar;Resto;0
Ambos sexos;29064 Jubrique;Total Unión Europea;7
Ambos sexos;29064 Jubrique;Reino Unido;3
Ambos sexos;29064 Jubrique;Alemania;0
Ambos sexos;29064 Jubrique;Total Africa;2
Ambos sexos;29064 Jubrique;Marruecos;2
Ambos sexos;29064 Jubrique;Total América;0
Ambos sexos;29064 Jubrique;Colombia;0
Ambos sexos;29064 Jubrique;Ecuador;0
Ambos sexos;29064 Jubrique;Total Asia;0
Ambos sexos;29064 Jubrique;Resto;0
Ambos sexos;29065 Júzcar;Total Unión Europea;0
Ambos sexos;29065 Júzcar;Reino Unido;0
Ambos sexos;29065 Júzcar;Alemania;0
Ambos sexos;29065 Júzcar;Total Africa;0
Ambos sexos;29065 Júzcar;Marruecos;0
Ambos sexos;29065 Júzcar;Total América;0
Ambos sexos;29065 Júzcar;Colombia;0
Ambos sexos;29065 Júzcar;Ecuador;0
Ambos sexos;29065 Júzcar;Total Asia;0
Ambos sexos;29065 Júzcar;Resto;0
Ambos sexos;29066 Macharaviaya;Total Unión Europea;11
Ambos sexos;29066 Macharaviaya;Reino Unido;7
Ambos sexos;29066 Macharaviaya;Alemania;2
Ambos sexos;29066 Macharaviaya;Total Africa;0
Ambos sexos;29066 Macharaviaya;Marruecos;0
Ambos sexos;29066 Macharaviaya;Total América;3
Ambos sexos;29066 Macharaviaya;Colombia;1
Ambos sexos;29066 Macharaviaya;Ecuador;0
Ambos sexos;29066 Macharaviaya;Total Asia;0
Ambos sexos;29066 Macharaviaya;Resto;0
Ambos sexos;29067 Málaga;Total Unión Europea;2.881
Ambos sexos;29067 Málaga;Reino Unido;472
Ambos sexos;29067 Málaga;Alemania;382
Ambos sexos;29067 Málaga;Total Africa;3.938
Ambos sexos;29067 Málaga;Marruecos;2.941
Ambos sexos;29067 Málaga;Total América;3.270
Ambos sexos;29067 Málaga;Colombia;768
Ambos sexos;29067 Málaga;Ecuador;252
Ambos sexos;29067 Málaga;Total Asia;704
Ambos sexos;29067 Málaga;Resto;16
Ambos sexos;29068 Manilva;Total Unión Europea;920
Ambos sexos;29068 Manilva;Reino Unido;661
Ambos sexos;29068 Manilva;Alemania;65
Ambos sexos;29068 Manilva;Total Africa;64
Ambos sexos;29068 Manilva;Marruecos;61
Ambos sexos;29068 Manilva;Total América;62
Ambos sexos;29068 Manilva;Colombia;21
Ambos sexos;29068 Manilva;Ecuador;0
Ambos sexos;29068 Manilva;Total Asia;45
Ambos sexos;29068 Manilva;Resto;1
Ambos sexos;29069 Marbella;Total Unión Europea;10.024
Ambos sexos;29069 Marbella;Reino Unido;3.205
Ambos sexos;29069 Marbella;Alemania;2.024
Ambos sexos;29069 Marbella;Total Africa;3.523
Ambos sexos;29069 Marbella;Marruecos;3.140
Ambos sexos;29069 Marbella;Total América;3.819
Ambos sexos;29069 Marbella;Colombia;770
Ambos sexos;29069 Marbella;Ecuador;940
Ambos sexos;29069 Marbella;Total Asia;1.776
Ambos sexos;29069 Marbella;Resto;45
Ambos sexos;29070 Mijas;Total Unión Europea;14.281
Ambos sexos;29070 Mijas;Reino Unido;8.393
Ambos sexos;29070 Mijas;Alemania;1.213
Ambos sexos;29070 Mijas;Total Africa;630
Ambos sexos;29070 Mijas;Marruecos;549
Ambos sexos;29070 Mijas;Total América;956
Ambos sexos;29070 Mijas;Colombia;179
Ambos sexos;29070 Mijas;Ecuador;30
Ambos sexos;29070 Mijas;Total Asia;443
Ambos sexos;29070 Mijas;Resto;39
Ambos sexos;29071 Moclinejo;Total Unión Europea;13
Ambos sexos;29071 Moclinejo;Reino Unido;5
Ambos sexos;29071 Moclinejo;Alemania;2
Ambos sexos;29071 Moclinejo;Total Africa;10
Ambos sexos;29071 Moclinejo;Marruecos;10
Ambos sexos;29071 Moclinejo;Total América;3
Ambos sexos;29071 Moclinejo;Colombia;0
Ambos sexos;29071 Moclinejo;Ecuador;2
Ambos sexos;29071 Moclinejo;Total Asia;0
Ambos sexos;29071 Moclinejo;Resto;0
Ambos sexos;29072 Mollina;Total Unión Europea;56
Ambos sexos;29072 Mollina;Reino Unido;53
Ambos sexos;29072 Mollina;Alemania;0
Ambos sexos;29072 Mollina;Total Africa;11
Ambos sexos;29072 Mollina;Marruecos;8
Ambos sexos;29072 Mollina;Total América;1
Ambos sexos;29072 Mollina;Colombia;0
Ambos sexos;29072 Mollina;Ecuador;0
Ambos sexos;29072 Mollina;Total Asia;0
Ambos sexos;29072 Mollina;Resto;0
Ambos sexos;29073 Monda;Total Unión Europea;64
Ambos sexos;29073 Monda;Reino Unido;37
Ambos sexos;29073 Monda;Alemania;7
Ambos sexos;29073 Monda;Total Africa;32
Ambos sexos;29073 Monda;Marruecos;32
Ambos sexos;29073 Monda;Total América;24
Ambos sexos;29073 Monda;Colombia;18
Ambos sexos;29073 Monda;Ecuador;1
Ambos sexos;29073 Monda;Total Asia;0
Ambos sexos;29073 Monda;Resto;0
Ambos sexos;29074 Montejaque;Total Unión Europea;10
Ambos sexos;29074 Montejaque;Reino Unido;4
Ambos sexos;29074 Montejaque;Alemania;5
Ambos sexos;29074 Montejaque;Total Africa;0
Ambos sexos;29074 Montejaque;Marruecos;0
Ambos sexos;29074 Montejaque;Total América;2
Ambos sexos;29074 Montejaque;Colombia;2
Ambos sexos;29074 Montejaque;Ecuador;0
Ambos sexos;29074 Montejaque;Total Asia;0
Ambos sexos;29074 Montejaque;Resto;0
Ambos sexos;29075 Nerja;Total Unión Europea;2.094
Ambos sexos;29075 Nerja;Reino Unido;1.174
Ambos sexos;29075 Nerja;Alemania;303
Ambos sexos;29075 Nerja;Total Africa;120
Ambos sexos;29075 Nerja;Marruecos;96
Ambos sexos;29075 Nerja;Total América;276
Ambos sexos;29075 Nerja;Colombia;42
Ambos sexos;29075 Nerja;Ecuador;5
Ambos sexos;29075 Nerja;Total Asia;79
Ambos sexos;29075 Nerja;Resto;3
Ambos sexos;29076 Ojén;Total Unión Europea;87
Ambos sexos;29076 Ojén;Reino Unido;10
Ambos sexos;29076 Ojén;Alemania;36
Ambos sexos;29076 Ojén;Total Africa;11
Ambos sexos;29076 Ojén;Marruecos;5
Ambos sexos;29076 Ojén;Total América;32
Ambos sexos;29076 Ojén;Colombia;3
Ambos sexos;29076 Ojén;Ecuador;3
Ambos sexos;29076 Ojén;Total Asia;6
Ambos sexos;29076 Ojén;Resto;0
Ambos sexos;29077 Parauta;Total Unión Europea;0
Ambos sexos;29077 Parauta;Reino Unido;0
Ambos sexos;29077 Parauta;Alemania;0
Ambos sexos;29077 Parauta;Total Africa;0
Ambos sexos;29077 Parauta;Marruecos;0
Ambos sexos;29077 Parauta;Total América;0
Ambos sexos;29077 Parauta;Colombia;0
Ambos sexos;29077 Parauta;Ecuador;0
Ambos sexos;29077 Parauta;Total Asia;0
Ambos sexos;29077 Parauta;Resto;0
Ambos sexos;29079 Periana;Total Unión Europea;26
Ambos sexos;29079 Periana;Reino Unido;17
Ambos sexos;29079 Periana;Alemania;6
Ambos sexos;29079 Periana;Total Africa;0
Ambos sexos;29079 Periana;Marruecos;0
Ambos sexos;29079 Periana;Total América;12
Ambos sexos;29079 Periana;Colombia;0
Ambos sexos;29079 Periana;Ecuador;9
Ambos sexos;29079 Periana;Total Asia;1
Ambos sexos;29079 Periana;Resto;0
Ambos sexos;29080 Pizarra;Total Unión Europea;47
Ambos sexos;29080 Pizarra;Reino Unido;22
Ambos sexos;29080 Pizarra;Alemania;14
Ambos sexos;29080 Pizarra;Total Africa;1
Ambos sexos;29080 Pizarra;Marruecos;0
Ambos sexos;29080 Pizarra;Total América;18
Ambos sexos;29080 Pizarra;Colombia;0
Ambos sexos;29080 Pizarra;Ecuador;0
Ambos sexos;29080 Pizarra;Total Asia;0
Ambos sexos;29080 Pizarra;Resto;3
Ambos sexos;29081 Pujerra;Total Unión Europea;0
Ambos sexos;29081 Pujerra;Reino Unido;0
Ambos sexos;29081 Pujerra;Alemania;0
Ambos sexos;29081 Pujerra;Total Africa;0
Ambos sexos;29081 Pujerra;Marruecos;0
Ambos sexos;29081 Pujerra;Total América;0
Ambos sexos;29081 Pujerra;Colombia;0
Ambos sexos;29081 Pujerra;Ecuador;0
Ambos sexos;29081 Pujerra;Total Asia;0
Ambos sexos;29081 Pujerra;Resto;0
Ambos sexos;29082 Rincón de la Victoria;Total Unión Europea;641
Ambos sexos;29082 Rincón de la Victoria;Reino Unido;119
Ambos sexos;29082 Rincón de la Victoria;Alemania;141
Ambos sexos;29082 Rincón de la Victoria;Total Africa;106
Ambos sexos;29082 Rincón de la Victoria;Marruecos;84
Ambos sexos;29082 Rincón de la Victoria;Total América;306
Ambos sexos;29082 Rincón de la Victoria;Colombia;34
Ambos sexos;29082 Rincón de la Victoria;Ecuador;9
Ambos sexos;29082 Rincón de la Victoria;Total Asia;11
Ambos sexos;29082 Rincón de la Victoria;Resto;1
Ambos sexos;29083 Riogordo;Total Unión Europea;39
Ambos sexos;29083 Riogordo;Reino Unido;30
Ambos sexos;29083 Riogordo;Alemania;5
Ambos sexos;29083 Riogordo;Total Africa;2
Ambos sexos;29083 Riogordo;Marruecos;2
Ambos sexos;29083 Riogordo;Total América;0
Ambos sexos;29083 Riogordo;Colombia;0
Ambos sexos;29083 Riogordo;Ecuador;0
Ambos sexos;29083 Riogordo;Total Asia;0
Ambos sexos;29083 Riogordo;Resto;0
Ambos sexos;29084 Ronda;Total Unión Europea;185
Ambos sexos;29084 Ronda;Reino Unido;46
Ambos sexos;29084 Ronda;Alemania;41
Ambos sexos;29084 Ronda;Total Africa;64
Ambos sexos;29084 Ronda;Marruecos;50
Ambos sexos;29084 Ronda;Total América;98
Ambos sexos;29084 Ronda;Colombia;26
Ambos sexos;29084 Ronda;Ecuador;10
Ambos sexos;29084 Ronda;Total Asia;24
Ambos sexos;29084 Ronda;Resto;1
Ambos sexos;29085 Salares;Total Unión Europea;4
Ambos sexos;29085 Salares;Reino Unido;4
Ambos sexos;29085 Salares;Alemania;0
Ambos sexos;29085 Salares;Total Africa;0
Ambos sexos;29085 Salares;Marruecos;0
Ambos sexos;29085 Salares;Total América;0
Ambos sexos;29085 Salares;Colombia;0
Ambos sexos;29085 Salares;Ecuador;0
Ambos sexos;29085 Salares;Total Asia;0
Ambos sexos;29085 Salares;Resto;0
Ambos sexos;29086 Sayalonga;Total Unión Europea;196
Ambos sexos;29086 Sayalonga;Reino Unido;78
Ambos sexos;29086 Sayalonga;Alemania;87
Ambos sexos;29086 Sayalonga;Total Africa;0
Ambos sexos;29086 Sayalonga;Marruecos;0
Ambos sexos;29086 Sayalonga;Total América;5
Ambos sexos;29086 Sayalonga;Colombia;0
Ambos sexos;29086 Sayalonga;Ecuador;0
Ambos sexos;29086 Sayalonga;Total Asia;1
Ambos sexos;29086 Sayalonga;Resto;0
Ambos sexos;29087 Sedella;Total Unión Europea;36
Ambos sexos;29087 Sedella;Reino Unido;29
Ambos sexos;29087 Sedella;Alemania;3
Ambos sexos;29087 Sedella;Total Africa;0
Ambos sexos;29087 Sedella;Marruecos;0
Ambos sexos;29087 Sedella;Total América;1
Ambos sexos;29087 Sedella;Colombia;0
Ambos sexos;29087 Sedella;Ecuador;0
Ambos sexos;29087 Sedella;Total Asia;0
Ambos sexos;29087 Sedella;Resto;0
Ambos sexos;29088 Sierra de Yeguas;Total Unión Europea;1
Ambos sexos;29088 Sierra de Yeguas;Reino Unido;0
Ambos sexos;29088 Sierra de Yeguas;Alemania;0
Ambos sexos;29088 Sierra de Yeguas;Total Africa;6
Ambos sexos;29088 Sierra de Yeguas;Marruecos;1
Ambos sexos;29088 Sierra de Yeguas;Total América;0
Ambos sexos;29088 Sierra de Yeguas;Colombia;0
Ambos sexos;29088 Sierra de Yeguas;Ecuador;0
Ambos sexos;29088 Sierra de Yeguas;Total Asia;0
Ambos sexos;29088 Sierra de Yeguas;Resto;0
Ambos sexos;29089 Teba;Total Unión Europea;1
Ambos sexos;29089 Teba;Reino Unido;0
Ambos sexos;29089 Teba;Alemania;0
Ambos sexos;29089 Teba;Total Africa;0
Ambos sexos;29089 Teba;Marruecos;0
Ambos sexos;29089 Teba;Total América;2
Ambos sexos;29089 Teba;Colombia;0
Ambos sexos;29089 Teba;Ecuador;2
Ambos sexos;29089 Teba;Total Asia;0
Ambos sexos;29089 Teba;Resto;0
Ambos sexos;29090 Tolox;Total Unión Europea;12
Ambos sexos;29090 Tolox;Reino Unido;2
Ambos sexos;29090 Tolox;Alemania;1
Ambos sexos;29090 Tolox;Total Africa;0
Ambos sexos;29090 Tolox;Marruecos;0
Ambos sexos;29090 Tolox;Total América;3
Ambos sexos;29090 Tolox;Colombia;1
Ambos sexos;29090 Tolox;Ecuador;0
Ambos sexos;29090 Tolox;Total Asia;0
Ambos sexos;29090 Tolox;Resto;0
Ambos sexos;29091 Torrox;Total Unión Europea;3.002
Ambos sexos;29091 Torrox;Reino Unido;419
Ambos sexos;29091 Torrox;Alemania;2.266
Ambos sexos;29091 Torrox;Total Africa;117
Ambos sexos;29091 Torrox;Marruecos;108
Ambos sexos;29091 Torrox;Total América;132
Ambos sexos;29091 Torrox;Colombia;15
Ambos sexos;29091 Torrox;Ecuador;18
Ambos sexos;29091 Torrox;Total Asia;6
Ambos sexos;29091 Torrox;Resto;4
Ambos sexos;29092 Totalán;Total Unión Europea;6
Ambos sexos;29092 Totalán;Reino Unido;5
Ambos sexos;29092 Totalán;Alemania;0
Ambos sexos;29092 Totalán;Total Africa;1
Ambos sexos;29092 Totalán;Marruecos;1
Ambos sexos;29092 Totalán;Total América;0
Ambos sexos;29092 Totalán;Colombia;0
Ambos sexos;29092 Totalán;Ecuador;0
Ambos sexos;29092 Totalán;Total Asia;0
Ambos sexos;29092 Totalán;Resto;0
Ambos sexos;29093 Valle de Abdalajís;Total Unión Europea;2
Ambos sexos;29093 Valle de Abdalajís;Reino Unido;0
Ambos sexos;29093 Valle de Abdalajís;Alemania;0
Ambos sexos;29093 Valle de Abdalajís;Total Africa;4
Ambos sexos;29093 Valle de Abdalajís;Marruecos;4
Ambos sexos;29093 Valle de Abdalajís;Total América;0
Ambos sexos;29093 Valle de Abdalajís;Colombia;0
Ambos sexos;29093 Valle de Abdalajís;Ecuador;0
Ambos sexos;29093 Valle de Abdalajís;Total Asia;0
Ambos sexos;29093 Valle de Abdalajís;Resto;0
Ambos sexos;29094 Vélez-Málaga;Total Unión Europea;977
Ambos sexos;29094 Vélez-Málaga;Reino Unido;165
Ambos sexos;29094 Vélez-Málaga;Alemania;374
Ambos sexos;29094 Vélez-Málaga;Total Africa;189
Ambos sexos;29094 Vélez-Málaga;Marruecos;146
Ambos sexos;29094 Vélez-Málaga;Total América;324
Ambos sexos;29094 Vélez-Málaga;Colombia;87
Ambos sexos;29094 Vélez-Málaga;Ecuador;16
Ambos sexos;29094 Vélez-Málaga;Total Asia;40
Ambos sexos;29094 Vélez-Málaga;Resto;0
Ambos sexos;29095 Villanueva de Algaidas;Total Unión Europea;4
Ambos sexos;29095 Villanueva de Algaidas;Reino Unido;0
Ambos sexos;29095 Villanueva de Algaidas;Alemania;2
Ambos sexos;29095 Villanueva de Algaidas;Total Africa;1
Ambos sexos;29095 Villanueva de Algaidas;Marruecos;0
Ambos sexos;29095 Villanueva de Algaidas;Total América;1
Ambos sexos;29095 Villanueva de Algaidas;Colombia;0
Ambos sexos;29095 Villanueva de Algaidas;Ecuador;0
Ambos sexos;29095 Villanueva de Algaidas;Total Asia;0
Ambos sexos;29095 Villanueva de Algaidas;Resto;0
Ambos sexos;29096 Villanueva del Rosario;Total Unión Europea;15
Ambos sexos;29096 Villanueva del Rosario;Reino Unido;10
Ambos sexos;29096 Villanueva del Rosario;Alemania;2
Ambos sexos;29096 Villanueva del Rosario;Total Africa;3
Ambos sexos;29096 Villanueva del Rosario;Marruecos;2
Ambos sexos;29096 Villanueva del Rosario;Total América;3
Ambos sexos;29096 Villanueva del Rosario;Colombia;0
Ambos sexos;29096 Villanueva del Rosario;Ecuador;0
Ambos sexos;29096 Villanueva del Rosario;Total Asia;1
Ambos sexos;29096 Villanueva del Rosario;Resto;0
Ambos sexos;29097 Villanueva del Trabuco;Total Unión Europea;17
Ambos sexos;29097 Villanueva del Trabuco;Reino Unido;15
Ambos sexos;29097 Villanueva del Trabuco;Alemania;0
Ambos sexos;29097 Villanueva del Trabuco;Total Africa;0
Ambos sexos;29097 Villanueva del Trabuco;Marruecos;0
Ambos sexos;29097 Villanueva del Trabuco;Total América;1
Ambos sexos;29097 Villanueva del Trabuco;Colombia;0
Ambos sexos;29097 Villanueva del Trabuco;Ecuador;0
Ambos sexos;29097 Villanueva del Trabuco;Total Asia;0
Ambos sexos;29097 Villanueva del Trabuco;Resto;0
Ambos sexos;29098 Villanueva de Tapia;Total Unión Europea;0
Ambos sexos;29098 Villanueva de Tapia;Reino Unido;0
Ambos sexos;29098 Villanueva de Tapia;Alemania;0
Ambos sexos;29098 Villanueva de Tapia;Total Africa;0
Ambos sexos;29098 Villanueva de Tapia;Marruecos;0
Ambos sexos;29098 Villanueva de Tapia;Total América;0
Ambos sexos;29098 Villanueva de Tapia;Colombia;0
Ambos sexos;29098 Villanueva de Tapia;Ecuador;0
Ambos sexos;29098 Villanueva de Tapia;Total Asia;0
Ambos sexos;29098 Villanueva de Tapia;Resto;0
Ambos sexos;29099 Viñuela;Total Unión Europea;87
Ambos sexos;29099 Viñuela;Reino Unido;67
Ambos sexos;29099 Viñuela;Alemania;7
Ambos sexos;29099 Viñuela;Total Africa;0
Ambos sexos;29099 Viñuela;Marruecos;0
Ambos sexos;29099 Viñuela;Total América;2
Ambos sexos;29099 Viñuela;Colombia;0
Ambos sexos;29099 Viñuela;Ecuador;0
Ambos sexos;29099 Viñuela;Total Asia;2
Ambos sexos;29099 Viñuela;Resto;0
Ambos sexos;29100 Yunquera;Total Unión Europea;7
Ambos sexos;29100 Yunquera;Reino Unido;0
Ambos sexos;29100 Yunquera;Alemania;0
Ambos sexos;29100 Yunquera;Total Africa;5
Ambos sexos;29100 Yunquera;Marruecos;0
Ambos sexos;29100 Yunquera;Total América;1
Ambos sexos;29100 Yunquera;Colombia;1
Ambos sexos;29100 Yunquera;Ecuador;0
Ambos sexos;29100 Yunquera;Total Asia;1
Ambos sexos;29100 Yunquera;Resto;0
Ambos sexos;29901 Torremolinos;Total Unión Europea;4.737
Ambos sexos;29901 Torremolinos;Reino Unido;1.722
Ambos sexos;29901 Torremolinos;Alemania;432
Ambos sexos;29901 Torremolinos;Total Africa;1.691
Ambos sexos;29901 Torremolinos;Marruecos;1.533
Ambos sexos;29901 Torremolinos;Total América;1.592
Ambos sexos;29901 Torremolinos;Colombia;466
Ambos sexos;29901 Torremolinos;Ecuador;53
Ambos sexos;29901 Torremolinos;Total Asia;796
Ambos sexos;29901 Torremolinos;Resto;13
