Sexo;Municipios;Nacionalidad (principales nacionalidades);Total
Ambos sexos;23098 Villardompardo;Total Unión Europea;0
Ambos sexos;23098 Villardompardo;Reino Unido;0
Ambos sexos;23098 Villardompardo;Alemania;0
Ambos sexos;23098 Villardompardo;Total Africa;0
Ambos sexos;23098 Villardompardo;Marruecos;0
Ambos sexos;23098 Villardompardo;Total América;0
Ambos sexos;23098 Villardompardo;Colombia;0
Ambos sexos;23098 Villardompardo;Ecuador;0
Ambos sexos;23098 Villardompardo;Total Asia;0
Ambos sexos;23098 Villardompardo;Resto;0
Ambos sexos;23099 Villares (Los);Total Unión Europea;1
Ambos sexos;23099 Villares (Los);Reino Unido;0
Ambos sexos;23099 Villares (Los);Alemania;0
Ambos sexos;23099 Villares (Los);Total Africa;0
Ambos sexos;23099 Villares (Los);Marruecos;0
Ambos sexos;23099 Villares (Los);Total América;3
Ambos sexos;23099 Villares (Los);Colombia;2
Ambos sexos;23099 Villares (Los);Ecuador;0
Ambos sexos;23099 Villares (Los);Total Asia;0
Ambos sexos;23099 Villares (Los);Resto;0
Ambos sexos;23101 Villarrodrigo;Total Unión Europea;0
Ambos sexos;23101 Villarrodrigo;Reino Unido;0
Ambos sexos;23101 Villarrodrigo;Alemania;0
Ambos sexos;23101 Villarrodrigo;Total Africa;5
Ambos sexos;23101 Villarrodrigo;Marruecos;4
Ambos sexos;23101 Villarrodrigo;Total América;5
Ambos sexos;23101 Villarrodrigo;Colombia;0
Ambos sexos;23101 Villarrodrigo;Ecuador;2
Ambos sexos;23101 Villarrodrigo;Total Asia;0
Ambos sexos;23101 Villarrodrigo;Resto;0
Ambos sexos;23901 Cárcheles;Total Unión Europea;0
Ambos sexos;23901 Cárcheles;Reino Unido;0
Ambos sexos;23901 Cárcheles;Alemania;0
Ambos sexos;23901 Cárcheles;Total Africa;0
Ambos sexos;23901 Cárcheles;Marruecos;0
Ambos sexos;23901 Cárcheles;Total América;1
Ambos sexos;23901 Cárcheles;Colombia;0
Ambos sexos;23901 Cárcheles;Ecuador;0
Ambos sexos;23901 Cárcheles;Total Asia;0
Ambos sexos;23901 Cárcheles;Resto;0
Ambos sexos;23902 Bedmar y Garcíez;Total Unión Europea;0
Ambos sexos;23902 Bedmar y Garcíez;Reino Unido;0
Ambos sexos;23902 Bedmar y Garcíez;Alemania;0
Ambos sexos;23902 Bedmar y Garcíez;Total Africa;1
Ambos sexos;23902 Bedmar y Garcíez;Marruecos;0
Ambos sexos;23902 Bedmar y Garcíez;Total América;1
Ambos sexos;23902 Bedmar y Garcíez;Colombia;1
Ambos sexos;23902 Bedmar y Garcíez;Ecuador;0
Ambos sexos;23902 Bedmar y Garcíez;Total Asia;0
Ambos sexos;23902 Bedmar y Garcíez;Resto;0
Ambos sexos;23903 Villatorres;Total Unión Europea;1
Ambos sexos;23903 Villatorres;Reino Unido;0
Ambos sexos;23903 Villatorres;Alemania;0
Ambos sexos;23903 Villatorres;Total Africa;80
Ambos sexos;23903 Villatorres;Marruecos;79
Ambos sexos;23903 Villatorres;Total América;2
Ambos sexos;23903 Villatorres;Colombia;0
Ambos sexos;23903 Villatorres;Ecuador;1
Ambos sexos;23903 Villatorres;Total Asia;0
Ambos sexos;23903 Villatorres;Resto;0
Ambos sexos;23904 Santiago-Pontones;Total Unión Europea;1
Ambos sexos;23904 Santiago-Pontones;Reino Unido;0
Ambos sexos;23904 Santiago-Pontones;Alemania;0
Ambos sexos;23904 Santiago-Pontones;Total Africa;0
Ambos sexos;23904 Santiago-Pontones;Marruecos;0
Ambos sexos;23904 Santiago-Pontones;Total América;0
Ambos sexos;23904 Santiago-Pontones;Colombia;0
Ambos sexos;23904 Santiago-Pontones;Ecuador;0
Ambos sexos;23904 Santiago-Pontones;Total Asia;0
Ambos sexos;23904 Santiago-Pontones;Resto;0
