Sexo;Municipios;Nacionalidad (continentes);Total
Ambos sexos;001  Albánchez de Úbeda;Africa;1
Ambos sexos;001  Albánchez de Úbeda;América;..
Ambos sexos;001  Albánchez de Úbeda;Asia;..
Ambos sexos;001  Albánchez de Úbeda;Europa;..
Ambos sexos;001  Albánchez de Úbeda;Resto;..
Ambos sexos;002  Alcalá la Real;Africa;..
Ambos sexos;002  Alcalá la Real;América;2
Ambos sexos;002  Alcalá la Real;Asia;..
Ambos sexos;002  Alcalá la Real;Europa;2
Ambos sexos;002  Alcalá la Real;Resto;..
Ambos sexos;003  Alcaudete;Africa;4
Ambos sexos;003  Alcaudete;América;3
Ambos sexos;003  Alcaudete;Asia;1
Ambos sexos;003  Alcaudete;Europa;13
Ambos sexos;003  Alcaudete;Resto;..
Ambos sexos;004  Aldeaquemada;Africa;..
Ambos sexos;004  Aldeaquemada;América;..
Ambos sexos;004  Aldeaquemada;Asia;..
Ambos sexos;004  Aldeaquemada;Europa;..
Ambos sexos;004  Aldeaquemada;Resto;..
Ambos sexos;005  Andújar;Africa;9
Ambos sexos;005  Andújar;América;8
Ambos sexos;005  Andújar;Asia;5
Ambos sexos;005  Andújar;Europa;52
Ambos sexos;005  Andújar;Resto;1
Ambos sexos;006  Arjona;Africa;..
Ambos sexos;006  Arjona;América;1
Ambos sexos;006  Arjona;Asia;..
Ambos sexos;006  Arjona;Europa;..
Ambos sexos;006  Arjona;Resto;..
Ambos sexos;007  Arjonilla;Africa;1
Ambos sexos;007  Arjonilla;América;2
Ambos sexos;007  Arjonilla;Asia;..
Ambos sexos;007  Arjonilla;Europa;2
Ambos sexos;007  Arjonilla;Resto;..
Ambos sexos;008  Arquillos;Africa;..
Ambos sexos;008  Arquillos;América;..
Ambos sexos;008  Arquillos;Asia;..
Ambos sexos;008  Arquillos;Europa;1
Ambos sexos;008  Arquillos;Resto;..
Ambos sexos;009  Baeza;Africa;22
Ambos sexos;009  Baeza;América;12
Ambos sexos;009  Baeza;Asia;1
Ambos sexos;009  Baeza;Europa;7
Ambos sexos;009  Baeza;Resto;..
Ambos sexos;010  Bailén;Africa;22
Ambos sexos;010  Bailén;América;1
Ambos sexos;010  Bailén;Asia;44
Ambos sexos;010  Bailén;Europa;6
Ambos sexos;010  Bailén;Resto;..
Ambos sexos;011  Baños de la Encina;Africa;..
Ambos sexos;011  Baños de la Encina;América;..
Ambos sexos;011  Baños de la Encina;Asia;2
Ambos sexos;011  Baños de la Encina;Europa;1
Ambos sexos;011  Baños de la Encina;Resto;..
Ambos sexos;012  Beas de Segura;Africa;36
Ambos sexos;012  Beas de Segura;América;3
Ambos sexos;012  Beas de Segura;Asia;..
Ambos sexos;012  Beas de Segura;Europa;1
Ambos sexos;012  Beas de Segura;Resto;..
Ambos sexos;014  Begíjar;Africa;..
Ambos sexos;014  Begíjar;América;..
Ambos sexos;014  Begíjar;Asia;..
Ambos sexos;014  Begíjar;Europa;..
Ambos sexos;014  Begíjar;Resto;..
Ambos sexos;015  Bélmez de la Moraleda;Africa;2
Ambos sexos;015  Bélmez de la Moraleda;América;..
Ambos sexos;015  Bélmez de la Moraleda;Asia;..
Ambos sexos;015  Bélmez de la Moraleda;Europa;..
Ambos sexos;015  Bélmez de la Moraleda;Resto;..
Ambos sexos;016  Benatae;Africa;1
Ambos sexos;016  Benatae;América;..
Ambos sexos;016  Benatae;Asia;..
Ambos sexos;016  Benatae;Europa;5
Ambos sexos;016  Benatae;Resto;..
Ambos sexos;017  Cabra del Santo Cristo;Africa;..
Ambos sexos;017  Cabra del Santo Cristo;América;..
Ambos sexos;017  Cabra del Santo Cristo;Asia;..
Ambos sexos;017  Cabra del Santo Cristo;Europa;..
Ambos sexos;017  Cabra del Santo Cristo;Resto;..
Ambos sexos;018  Cambil;Africa;..
Ambos sexos;018  Cambil;América;..
Ambos sexos;018  Cambil;Asia;..
Ambos sexos;018  Cambil;Europa;..
Ambos sexos;018  Cambil;Resto;..
Ambos sexos;019  Campillo de Arenas;Africa;..
Ambos sexos;019  Campillo de Arenas;América;..
Ambos sexos;019  Campillo de Arenas;Asia;..
Ambos sexos;019  Campillo de Arenas;Europa;1
Ambos sexos;019  Campillo de Arenas;Resto;..
Ambos sexos;020  Canena;Africa;5
Ambos sexos;020  Canena;América;..
Ambos sexos;020  Canena;Asia;..
Ambos sexos;020  Canena;Europa;1
Ambos sexos;020  Canena;Resto;..
Ambos sexos;021  Carboneros;Africa;..
Ambos sexos;021  Carboneros;América;..
Ambos sexos;021  Carboneros;Asia;..
Ambos sexos;021  Carboneros;Europa;..
Ambos sexos;021  Carboneros;Resto;..
Ambos sexos;024  Carolina (La);Africa;12
Ambos sexos;024  Carolina (La);América;8
Ambos sexos;024  Carolina (La);Asia;35
Ambos sexos;024  Carolina (La);Europa;66
Ambos sexos;024  Carolina (La);Resto;..
Ambos sexos;025  Castellar;Africa;..
Ambos sexos;025  Castellar;América;..
Ambos sexos;025  Castellar;Asia;..
Ambos sexos;025  Castellar;Europa;..
Ambos sexos;025  Castellar;Resto;..
Ambos sexos;026  Castillo de Locubín;Africa;..
Ambos sexos;026  Castillo de Locubín;América;..
Ambos sexos;026  Castillo de Locubín;Asia;..
Ambos sexos;026  Castillo de Locubín;Europa;5
Ambos sexos;026  Castillo de Locubín;Resto;..
Ambos sexos;027  Cazalilla;Africa;..
Ambos sexos;027  Cazalilla;América;..
Ambos sexos;027  Cazalilla;Asia;..
Ambos sexos;027  Cazalilla;Europa;..
Ambos sexos;027  Cazalilla;Resto;..
Ambos sexos;028  Cazorla;Africa;..
Ambos sexos;028  Cazorla;América;1
Ambos sexos;028  Cazorla;Asia;..
Ambos sexos;028  Cazorla;Europa;..
Ambos sexos;028  Cazorla;Resto;..
Ambos sexos;029  Chiclana de Segura;Africa;8
Ambos sexos;029  Chiclana de Segura;América;..
Ambos sexos;029  Chiclana de Segura;Asia;..
Ambos sexos;029  Chiclana de Segura;Europa;..
Ambos sexos;029  Chiclana de Segura;Resto;..
Ambos sexos;031  Escañuela;Africa;..
Ambos sexos;031  Escañuela;América;..
Ambos sexos;031  Escañuela;Asia;..
Ambos sexos;031  Escañuela;Europa;..
Ambos sexos;031  Escañuela;Resto;..
Ambos sexos;032  Espelúy;Africa;2
Ambos sexos;032  Espelúy;América;..
Ambos sexos;032  Espelúy;Asia;..
Ambos sexos;032  Espelúy;Europa;..
Ambos sexos;032  Espelúy;Resto;..
Ambos sexos;033  Frailes;Africa;..
Ambos sexos;033  Frailes;América;..
Ambos sexos;033  Frailes;Asia;..
Ambos sexos;033  Frailes;Europa;..
Ambos sexos;033  Frailes;Resto;..
Ambos sexos;034  Fuensanta de Martos;Africa;..
Ambos sexos;034  Fuensanta de Martos;América;..
Ambos sexos;034  Fuensanta de Martos;Asia;..
Ambos sexos;034  Fuensanta de Martos;Europa;12
Ambos sexos;034  Fuensanta de Martos;Resto;..
Ambos sexos;035  Fuerte del Rey;Africa;..
Ambos sexos;035  Fuerte del Rey;América;..
Ambos sexos;035  Fuerte del Rey;Asia;..
Ambos sexos;035  Fuerte del Rey;Europa;..
Ambos sexos;035  Fuerte del Rey;Resto;..
Ambos sexos;037  Génave;Africa;..
Ambos sexos;037  Génave;América;..
Ambos sexos;037  Génave;Asia;..
Ambos sexos;037  Génave;Europa;1
Ambos sexos;037  Génave;Resto;..
Ambos sexos;038  Guardia de Jaén (La);Africa;1
Ambos sexos;038  Guardia de Jaén (La);América;..
Ambos sexos;038  Guardia de Jaén (La);Asia;..
Ambos sexos;038  Guardia de Jaén (La);Europa;5
Ambos sexos;038  Guardia de Jaén (La);Resto;..
Ambos sexos;039  Guarromán;Africa;..
Ambos sexos;039  Guarromán;América;..
Ambos sexos;039  Guarromán;Asia;..
Ambos sexos;039  Guarromán;Europa;..
Ambos sexos;039  Guarromán;Resto;..
Ambos sexos;040  Lahiguera;Africa;..
Ambos sexos;040  Lahiguera;América;..
Ambos sexos;040  Lahiguera;Asia;..
Ambos sexos;040  Lahiguera;Europa;2
Ambos sexos;040  Lahiguera;Resto;..
Ambos sexos;041  Higuera de Calatrava;Africa;..
Ambos sexos;041  Higuera de Calatrava;América;..
Ambos sexos;041  Higuera de Calatrava;Asia;..
Ambos sexos;041  Higuera de Calatrava;Europa;..
Ambos sexos;041  Higuera de Calatrava;Resto;..
Ambos sexos;042  Hinojares;Africa;..
Ambos sexos;042  Hinojares;América;..
Ambos sexos;042  Hinojares;Asia;..
Ambos sexos;042  Hinojares;Europa;1
Ambos sexos;042  Hinojares;Resto;..
Ambos sexos;043  Hornos;Africa;..
Ambos sexos;043  Hornos;América;..
Ambos sexos;043  Hornos;Asia;..
Ambos sexos;043  Hornos;Europa;..
Ambos sexos;043  Hornos;Resto;..
Ambos sexos;044  Huelma;Africa;..
Ambos sexos;044  Huelma;América;..
Ambos sexos;044  Huelma;Asia;..
Ambos sexos;044  Huelma;Europa;..
Ambos sexos;044  Huelma;Resto;..
Ambos sexos;045  Huesa;Africa;..
Ambos sexos;045  Huesa;América;..
Ambos sexos;045  Huesa;Asia;..
Ambos sexos;045  Huesa;Europa;..
Ambos sexos;045  Huesa;Resto;..
Ambos sexos;046  Ibros;Africa;..
Ambos sexos;046  Ibros;América;..
Ambos sexos;046  Ibros;Asia;..
Ambos sexos;046  Ibros;Europa;..
Ambos sexos;046  Ibros;Resto;2
Ambos sexos;047  Iruela (La);Africa;..
Ambos sexos;047  Iruela (La);América;..
Ambos sexos;047  Iruela (La);Asia;..
Ambos sexos;047  Iruela (La);Europa;..
Ambos sexos;047  Iruela (La);Resto;..
Ambos sexos;048  Iznatoraf;Africa;6
Ambos sexos;048  Iznatoraf;América;..
Ambos sexos;048  Iznatoraf;Asia;..
Ambos sexos;048  Iznatoraf;Europa;1
Ambos sexos;048  Iznatoraf;Resto;..
Ambos sexos;049  Jabalquinto;Africa;..
Ambos sexos;049  Jabalquinto;América;..
Ambos sexos;049  Jabalquinto;Asia;..
Ambos sexos;049  Jabalquinto;Europa;1
Ambos sexos;049  Jabalquinto;Resto;..
Ambos sexos;050  Jaén;Africa;96
Ambos sexos;050  Jaén;América;70
Ambos sexos;050  Jaén;Asia;60
Ambos sexos;050  Jaén;Europa;65
Ambos sexos;050  Jaén;Resto;1
Ambos sexos;051  Jamilena;Africa;1
Ambos sexos;051  Jamilena;América;..
Ambos sexos;051  Jamilena;Asia;1
Ambos sexos;051  Jamilena;Europa;1
Ambos sexos;051  Jamilena;Resto;..
Ambos sexos;052  Jimena;Africa;..
Ambos sexos;052  Jimena;América;..
Ambos sexos;052  Jimena;Asia;..
Ambos sexos;052  Jimena;Europa;..
Ambos sexos;052  Jimena;Resto;..
Ambos sexos;053  Jódar;Africa;2
Ambos sexos;053  Jódar;América;..
Ambos sexos;053  Jódar;Asia;..
Ambos sexos;053  Jódar;Europa;..
Ambos sexos;053  Jódar;Resto;..
Ambos sexos;054  Larva;Africa;..
Ambos sexos;054  Larva;América;..
Ambos sexos;054  Larva;Asia;..
Ambos sexos;054  Larva;Europa;..
Ambos sexos;054  Larva;Resto;..
Ambos sexos;055  Linares;Africa;23
Ambos sexos;055  Linares;América;22
Ambos sexos;055  Linares;Asia;132
Ambos sexos;055  Linares;Europa;38
Ambos sexos;055  Linares;Resto;1
Ambos sexos;056  Lopera;Africa;..
Ambos sexos;056  Lopera;América;..
Ambos sexos;056  Lopera;Asia;..
Ambos sexos;056  Lopera;Europa;..
Ambos sexos;056  Lopera;Resto;..
Ambos sexos;057  Lupión;Africa;..
Ambos sexos;057  Lupión;América;..
Ambos sexos;057  Lupión;Asia;..
Ambos sexos;057  Lupión;Europa;..
Ambos sexos;057  Lupión;Resto;..
Ambos sexos;058  Mancha Real;Africa;5
Ambos sexos;058  Mancha Real;América;..
Ambos sexos;058  Mancha Real;Asia;..
Ambos sexos;058  Mancha Real;Europa;..
Ambos sexos;058  Mancha Real;Resto;..
Ambos sexos;059  Marmolejo;Africa;2
Ambos sexos;059  Marmolejo;América;..
Ambos sexos;059  Marmolejo;Asia;1
Ambos sexos;059  Marmolejo;Europa;1
Ambos sexos;059  Marmolejo;Resto;..
Ambos sexos;060  Martos;Africa;44
Ambos sexos;060  Martos;América;5
Ambos sexos;060  Martos;Asia;15
Ambos sexos;060  Martos;Europa;9
Ambos sexos;060  Martos;Resto;..
Ambos sexos;061  Mengíbar;Africa;16
Ambos sexos;061  Mengíbar;América;..
Ambos sexos;061  Mengíbar;Asia;3
Ambos sexos;061  Mengíbar;Europa;3
Ambos sexos;061  Mengíbar;Resto;..
Ambos sexos;062  Montizón;Africa;1
Ambos sexos;062  Montizón;América;..
Ambos sexos;062  Montizón;Asia;..
Ambos sexos;062  Montizón;Europa;..
Ambos sexos;062  Montizón;Resto;..
Ambos sexos;063  Navas de San Juan;Africa;..
Ambos sexos;063  Navas de San Juan;América;..
Ambos sexos;063  Navas de San Juan;Asia;..
Ambos sexos;063  Navas de San Juan;Europa;..
Ambos sexos;063  Navas de San Juan;Resto;..
Ambos sexos;064  Noalejo;Africa;..
Ambos sexos;064  Noalejo;América;..
Ambos sexos;064  Noalejo;Asia;..
Ambos sexos;064  Noalejo;Europa;..
Ambos sexos;064  Noalejo;Resto;..
Ambos sexos;065  Orcera;Africa;..
Ambos sexos;065  Orcera;América;..
Ambos sexos;065  Orcera;Asia;..
Ambos sexos;065  Orcera;Europa;..
Ambos sexos;065  Orcera;Resto;..
Ambos sexos;066  Peal de Becerro;Africa;..
Ambos sexos;066  Peal de Becerro;América;1
Ambos sexos;066  Peal de Becerro;Asia;..
Ambos sexos;066  Peal de Becerro;Europa;2
Ambos sexos;066  Peal de Becerro;Resto;..
Ambos sexos;067  Pegalajar;Africa;..
Ambos sexos;067  Pegalajar;América;..
Ambos sexos;067  Pegalajar;Asia;..
Ambos sexos;067  Pegalajar;Europa;1
Ambos sexos;067  Pegalajar;Resto;..
Ambos sexos;069  Porcuna;Africa;5
Ambos sexos;069  Porcuna;América;..
Ambos sexos;069  Porcuna;Asia;..
Ambos sexos;069  Porcuna;Europa;..
Ambos sexos;069  Porcuna;Resto;..
Ambos sexos;070  Pozo Alcón;Africa;1
Ambos sexos;070  Pozo Alcón;América;4
Ambos sexos;070  Pozo Alcón;Asia;..
Ambos sexos;070  Pozo Alcón;Europa;3
Ambos sexos;070  Pozo Alcón;Resto;..
Ambos sexos;071  Puente de Génave;Africa;..
Ambos sexos;071  Puente de Génave;América;..
Ambos sexos;071  Puente de Génave;Asia;..
Ambos sexos;071  Puente de Génave;Europa;..
Ambos sexos;071  Puente de Génave;Resto;..
Ambos sexos;072  Puerta de Segura (La);Africa;5
Ambos sexos;072  Puerta de Segura (La);América;1
Ambos sexos;072  Puerta de Segura (La);Asia;..
Ambos sexos;072  Puerta de Segura (La);Europa;1
Ambos sexos;072  Puerta de Segura (La);Resto;..
Ambos sexos;073  Quesada;Africa;..
Ambos sexos;073  Quesada;América;1
Ambos sexos;073  Quesada;Asia;..
Ambos sexos;073  Quesada;Europa;2
Ambos sexos;073  Quesada;Resto;..
Ambos sexos;074  Rus;Africa;..
Ambos sexos;074  Rus;América;..
Ambos sexos;074  Rus;Asia;..
Ambos sexos;074  Rus;Europa;1
Ambos sexos;074  Rus;Resto;..
Ambos sexos;075  Sabiote;Africa;..
Ambos sexos;075  Sabiote;América;1
Ambos sexos;075  Sabiote;Asia;..
Ambos sexos;075  Sabiote;Europa;5
Ambos sexos;075  Sabiote;Resto;..
Ambos sexos;076  Santa Elena;Africa;..
Ambos sexos;076  Santa Elena;América;..
Ambos sexos;076  Santa Elena;Asia;..
Ambos sexos;076  Santa Elena;Europa;..
Ambos sexos;076  Santa Elena;Resto;..
Ambos sexos;077  Santiago de Calatrava;Africa;1
Ambos sexos;077  Santiago de Calatrava;América;..
Ambos sexos;077  Santiago de Calatrava;Asia;..
Ambos sexos;077  Santiago de Calatrava;Europa;..
Ambos sexos;077  Santiago de Calatrava;Resto;..
Ambos sexos;079  Santisteban del Puerto;Africa;1
Ambos sexos;079  Santisteban del Puerto;América;..
Ambos sexos;079  Santisteban del Puerto;Asia;..
Ambos sexos;079  Santisteban del Puerto;Europa;..
Ambos sexos;079  Santisteban del Puerto;Resto;..
Ambos sexos;080  Santo Tomé;Africa;..
Ambos sexos;080  Santo Tomé;América;2
Ambos sexos;080  Santo Tomé;Asia;..
Ambos sexos;080  Santo Tomé;Europa;3
Ambos sexos;080  Santo Tomé;Resto;..
Ambos sexos;081  Segura de la Sierra;Africa;..
Ambos sexos;081  Segura de la Sierra;América;..
Ambos sexos;081  Segura de la Sierra;Asia;..
Ambos sexos;081  Segura de la Sierra;Europa;1
Ambos sexos;081  Segura de la Sierra;Resto;..
Ambos sexos;082  Siles;Africa;..
Ambos sexos;082  Siles;América;..
Ambos sexos;082  Siles;Asia;..
Ambos sexos;082  Siles;Europa;..
Ambos sexos;082  Siles;Resto;..
Ambos sexos;084  Sorihuela del Guadalimar;Africa;..
Ambos sexos;084  Sorihuela del Guadalimar;América;..
Ambos sexos;084  Sorihuela del Guadalimar;Asia;..
Ambos sexos;084  Sorihuela del Guadalimar;Europa;..
Ambos sexos;084  Sorihuela del Guadalimar;Resto;..
Ambos sexos;085  Torreblascopedro;Africa;..
Ambos sexos;085  Torreblascopedro;América;1
Ambos sexos;085  Torreblascopedro;Asia;..
Ambos sexos;085  Torreblascopedro;Europa;..
Ambos sexos;085  Torreblascopedro;Resto;..
Ambos sexos;086  Torre del Campo;Africa;2
Ambos sexos;086  Torre del Campo;América;3
Ambos sexos;086  Torre del Campo;Asia;..
Ambos sexos;086  Torre del Campo;Europa;2
Ambos sexos;086  Torre del Campo;Resto;..
Ambos sexos;087  Torredonjimeno;Africa;7
Ambos sexos;087  Torredonjimeno;América;2
Ambos sexos;087  Torredonjimeno;Asia;..
Ambos sexos;087  Torredonjimeno;Europa;9
Ambos sexos;087  Torredonjimeno;Resto;..
Ambos sexos;088  Torreperogil;Africa;4
Ambos sexos;088  Torreperogil;América;..
Ambos sexos;088  Torreperogil;Asia;..
Ambos sexos;088  Torreperogil;Europa;4
Ambos sexos;088  Torreperogil;Resto;..
Ambos sexos;090  Torres;Africa;..
Ambos sexos;090  Torres;América;..
Ambos sexos;090  Torres;Asia;..
Ambos sexos;090  Torres;Europa;..
Ambos sexos;090  Torres;Resto;..
Ambos sexos;092  Úbeda;Africa;14
Ambos sexos;092  Úbeda;América;11
Ambos sexos;092  Úbeda;Asia;3
Ambos sexos;092  Úbeda;Europa;5
Ambos sexos;092  Úbeda;Resto;..
Ambos sexos;093  Valdepeñas de Jaén;Africa;..
Ambos sexos;093  Valdepeñas de Jaén;América;..
Ambos sexos;093  Valdepeñas de Jaén;Asia;..
Ambos sexos;093  Valdepeñas de Jaén;Europa;..
Ambos sexos;093  Valdepeñas de Jaén;Resto;..
Ambos sexos;094  Vilches;Africa;1
Ambos sexos;094  Vilches;América;..
Ambos sexos;094  Vilches;Asia;..
Ambos sexos;094  Vilches;Europa;1
Ambos sexos;094  Vilches;Resto;..
Ambos sexos;095  Villacarrillo;Africa;1
Ambos sexos;095  Villacarrillo;América;5
Ambos sexos;095  Villacarrillo;Asia;..
Ambos sexos;095  Villacarrillo;Europa;64
Ambos sexos;095  Villacarrillo;Resto;..
Ambos sexos;096  Villanueva de la Reina;Africa;..
Ambos sexos;096  Villanueva de la Reina;América;..
Ambos sexos;096  Villanueva de la Reina;Asia;..
Ambos sexos;096  Villanueva de la Reina;Europa;3
Ambos sexos;096  Villanueva de la Reina;Resto;..
Ambos sexos;097  Villanueva del Arzobispo;Africa;151
Ambos sexos;097  Villanueva del Arzobispo;América;2
Ambos sexos;097  Villanueva del Arzobispo;Asia;..
