Sexo;Municipios;Nacionalidad (continentes);Total
Ambos sexos;001  Alájar;Africa;..
Ambos sexos;001  Alájar;América;1
Ambos sexos;001  Alájar;Asia;..
Ambos sexos;001  Alájar;Europa;30
Ambos sexos;001  Alájar;Resto;..
Ambos sexos;002  Aljaraque;Africa;17
Ambos sexos;002  Aljaraque;América;13
Ambos sexos;002  Aljaraque;Asia;..
Ambos sexos;002  Aljaraque;Europa;80
Ambos sexos;002  Aljaraque;Resto;..
Ambos sexos;003  Almendro (El);Africa;..
Ambos sexos;003  Almendro (El);América;..
Ambos sexos;003  Almendro (El);Asia;..
Ambos sexos;003  Almendro (El);Europa;7
Ambos sexos;003  Almendro (El);Resto;..
Ambos sexos;004  Almonaster la Real;Africa;1
Ambos sexos;004  Almonaster la Real;América;..
Ambos sexos;004  Almonaster la Real;Asia;..
Ambos sexos;004  Almonaster la Real;Europa;16
Ambos sexos;004  Almonaster la Real;Resto;2
Ambos sexos;005  Almonte;Africa;9
Ambos sexos;005  Almonte;América;8
Ambos sexos;005  Almonte;Asia;2
Ambos sexos;005  Almonte;Europa;19
Ambos sexos;005  Almonte;Resto;..
Ambos sexos;006  Alosno;Africa;2
Ambos sexos;006  Alosno;América;..
Ambos sexos;006  Alosno;Asia;..
Ambos sexos;006  Alosno;Europa;5
Ambos sexos;006  Alosno;Resto;..
Ambos sexos;007  Aracena;Africa;5
Ambos sexos;007  Aracena;América;3
Ambos sexos;007  Aracena;Asia;..
Ambos sexos;007  Aracena;Europa;16
Ambos sexos;007  Aracena;Resto;..
Ambos sexos;008  Aroche;Africa;..
Ambos sexos;008  Aroche;América;..
Ambos sexos;008  Aroche;Asia;..
Ambos sexos;008  Aroche;Europa;11
Ambos sexos;008  Aroche;Resto;..
Ambos sexos;009  Arroyomolinos de León;Africa;..
Ambos sexos;009  Arroyomolinos de León;América;..
Ambos sexos;009  Arroyomolinos de León;Asia;..
Ambos sexos;009  Arroyomolinos de León;Europa;..
Ambos sexos;009  Arroyomolinos de León;Resto;..
Ambos sexos;010  Ayamonte;Africa;21
Ambos sexos;010  Ayamonte;América;4
Ambos sexos;010  Ayamonte;Asia;3
Ambos sexos;010  Ayamonte;Europa;214
Ambos sexos;010  Ayamonte;Resto;..
Ambos sexos;011  Beas;Africa;4
Ambos sexos;011  Beas;América;2
Ambos sexos;011  Beas;Asia;..
Ambos sexos;011  Beas;Europa;9
Ambos sexos;011  Beas;Resto;..
Ambos sexos;012  Berrocal;Africa;..
Ambos sexos;012  Berrocal;América;..
Ambos sexos;012  Berrocal;Asia;..
Ambos sexos;012  Berrocal;Europa;1
Ambos sexos;012  Berrocal;Resto;..
Ambos sexos;013  Bollullos Par del Condado;Africa;10
Ambos sexos;013  Bollullos Par del Condado;América;1
Ambos sexos;013  Bollullos Par del Condado;Asia;..
Ambos sexos;013  Bollullos Par del Condado;Europa;25
Ambos sexos;013  Bollullos Par del Condado;Resto;..
Ambos sexos;014  Bonares;Africa;31
Ambos sexos;014  Bonares;América;2
Ambos sexos;014  Bonares;Asia;..
Ambos sexos;014  Bonares;Europa;13
Ambos sexos;014  Bonares;Resto;..
Ambos sexos;015  Cabezas Rubias;Africa;..
Ambos sexos;015  Cabezas Rubias;América;..
Ambos sexos;015  Cabezas Rubias;Asia;..
Ambos sexos;015  Cabezas Rubias;Europa;8
Ambos sexos;015  Cabezas Rubias;Resto;..
Ambos sexos;016  Cala;Africa;1
Ambos sexos;016  Cala;América;..
Ambos sexos;016  Cala;Asia;..
Ambos sexos;016  Cala;Europa;4
Ambos sexos;016  Cala;Resto;..
Ambos sexos;017  Calañas;Africa;1
Ambos sexos;017  Calañas;América;1
Ambos sexos;017  Calañas;Asia;..
Ambos sexos;017  Calañas;Europa;29
Ambos sexos;017  Calañas;Resto;..
Ambos sexos;018  Campillo (El);Africa;..
