Sexo;Municipios;Nacionalidad (principales nacionalidades);Total
Ambos sexos;18061 Chimeneas;Total Unión Europea;0
Ambos sexos;18061 Chimeneas;Reino Unido;0
Ambos sexos;18061 Chimeneas;Alemania;0
Ambos sexos;18061 Chimeneas;Total Africa;1
Ambos sexos;18061 Chimeneas;Marruecos;1
Ambos sexos;18061 Chimeneas;Total América;0
Ambos sexos;18061 Chimeneas;Colombia;0
Ambos sexos;18061 Chimeneas;Ecuador;0
Ambos sexos;18061 Chimeneas;Total Asia;0
Ambos sexos;18061 Chimeneas;Resto;0
Ambos sexos;18062 Churriana de la Vega;Total Unión Europea;7
Ambos sexos;18062 Churriana de la Vega;Reino Unido;0
Ambos sexos;18062 Churriana de la Vega;Alemania;2
Ambos sexos;18062 Churriana de la Vega;Total Africa;40
Ambos sexos;18062 Churriana de la Vega;Marruecos;18
Ambos sexos;18062 Churriana de la Vega;Total América;28
Ambos sexos;18062 Churriana de la Vega;Colombia;0
Ambos sexos;18062 Churriana de la Vega;Ecuador;0
Ambos sexos;18062 Churriana de la Vega;Total Asia;10
Ambos sexos;18062 Churriana de la Vega;Resto;0
Ambos sexos;18063 Darro;Total Unión Europea;3
Ambos sexos;18063 Darro;Reino Unido;0
Ambos sexos;18063 Darro;Alemania;3
Ambos sexos;18063 Darro;Total Africa;0
Ambos sexos;18063 Darro;Marruecos;0
Ambos sexos;18063 Darro;Total América;0
Ambos sexos;18063 Darro;Colombia;0
Ambos sexos;18063 Darro;Ecuador;0
Ambos sexos;18063 Darro;Total Asia;0
Ambos sexos;18063 Darro;Resto;0
Ambos sexos;18064 Dehesas de Guadix;Total Unión Europea;0
Ambos sexos;18064 Dehesas de Guadix;Reino Unido;0
Ambos sexos;18064 Dehesas de Guadix;Alemania;0
Ambos sexos;18064 Dehesas de Guadix;Total Africa;0
Ambos sexos;18064 Dehesas de Guadix;Marruecos;0
Ambos sexos;18064 Dehesas de Guadix;Total América;2
Ambos sexos;18064 Dehesas de Guadix;Colombia;0
