Sexo;Municipios;Nacionalidad (continentes);Total
Ambos sexos;21035 Gibraleón;Africa;4
Ambos sexos;21035 Gibraleón;América;16
Ambos sexos;21035 Gibraleón;Asia;..
Ambos sexos;21035 Gibraleón;Europa;29
Ambos sexos;21035 Gibraleón;Resto;..
Ambos sexos;21036 Granada de Río-Tinto (La);Africa;..
Ambos sexos;21036 Granada de Río-Tinto (La);América;2
Ambos sexos;21036 Granada de Río-Tinto (La);Asia;..
Ambos sexos;21036 Granada de Río-Tinto (La);Europa;..
Ambos sexos;21036 Granada de Río-Tinto (La);Resto;..
Ambos sexos;21037 Granado (El);Africa;..
Ambos sexos;21037 Granado (El);América;1
Ambos sexos;21037 Granado (El);Asia;..
Ambos sexos;21037 Granado (El);Europa;47
Ambos sexos;21037 Granado (El);Resto;..
Ambos sexos;21038 Higuera de la Sierra;Africa;..
Ambos sexos;21038 Higuera de la Sierra;América;..
Ambos sexos;21038 Higuera de la Sierra;Asia;..
Ambos sexos;21038 Higuera de la Sierra;Europa;5
Ambos sexos;21038 Higuera de la Sierra;Resto;..
Ambos sexos;21039 Hinojales;Africa;1
Ambos sexos;21039 Hinojales;América;..
Ambos sexos;21039 Hinojales;Asia;..
Ambos sexos;21039 Hinojales;Europa;5
Ambos sexos;21039 Hinojales;Resto;..
Ambos sexos;21040 Hinojos;Africa;3
Ambos sexos;21040 Hinojos;América;..
Ambos sexos;21040 Hinojos;Asia;..
Ambos sexos;21040 Hinojos;Europa;..
Ambos sexos;21040 Hinojos;Resto;..
Ambos sexos;21041 Huelva;Africa;320
Ambos sexos;21041 Huelva;América;171
Ambos sexos;21041 Huelva;Asia;39
Ambos sexos;21041 Huelva;Europa;253
Ambos sexos;21041 Huelva;Resto;..
Ambos sexos;21042 Isla Cristina;Africa;241
Ambos sexos;21042 Isla Cristina;América;17
Ambos sexos;21042 Isla Cristina;Asia;7
Ambos sexos;21042 Isla Cristina;Europa;151
Ambos sexos;21042 Isla Cristina;Resto;..
Ambos sexos;21043 Jabugo;Africa;3
Ambos sexos;21043 Jabugo;América;..
Ambos sexos;21043 Jabugo;Asia;..
Ambos sexos;21043 Jabugo;Europa;10
Ambos sexos;21043 Jabugo;Resto;..
Ambos sexos;21044 Lepe;Africa;301
Ambos sexos;21044 Lepe;América;15
Ambos sexos;21044 Lepe;Asia;10
Ambos sexos;21044 Lepe;Europa;185
