Sexo;Municipios;País de nacimiento;Total
Ambos sexos;14001-Adamuz;Total Población;4.317
Ambos sexos;14001-Adamuz;Nacidos en España;4.193
Ambos sexos;14001-Adamuz;Nacidos en el Extranjero;124
Ambos sexos;14001-Adamuz;Total Europa;85
Ambos sexos;14001-Adamuz;Total Unión Europea;83
Ambos sexos;14001-Adamuz;Alemania;1
Ambos sexos;14001-Adamuz;Bulgaria;0
Ambos sexos;14001-Adamuz;Francia;7
Ambos sexos;14001-Adamuz;Italia;0
Ambos sexos;14001-Adamuz;Polonia;0
Ambos sexos;14001-Adamuz;Portugal;1
Ambos sexos;14001-Adamuz;Reino Unido;0
Ambos sexos;14001-Adamuz;Rumanía;71
Ambos sexos;14001-Adamuz;Total Europa No Comunitaria;2
Ambos sexos;14001-Adamuz;Rusia;1
Ambos sexos;14001-Adamuz;Ucrania;0
Ambos sexos;14001-Adamuz;Total Africa;25
Ambos sexos;14001-Adamuz;Argelia;0
Ambos sexos;14001-Adamuz;Marruecos;25
Ambos sexos;14001-Adamuz;Nigeria;0
Ambos sexos;14001-Adamuz;Senegal;0
Ambos sexos;14001-Adamuz;Total América;13
Ambos sexos;14001-Adamuz;Argentina;0
Ambos sexos;14001-Adamuz;Bolivia;0
Ambos sexos;14001-Adamuz;Brasil;1
Ambos sexos;14001-Adamuz;Colombia;2
Ambos sexos;14001-Adamuz;Cuba;0
Ambos sexos;14001-Adamuz;Chile;0
Ambos sexos;14001-Adamuz;Ecuador;2
Ambos sexos;14001-Adamuz;Paraguay;1
Ambos sexos;14001-Adamuz;Perú;0
Ambos sexos;14001-Adamuz;República Dominicana;1
Ambos sexos;14001-Adamuz;Uruguay;0
Ambos sexos;14001-Adamuz;Venezuela;0
Ambos sexos;14001-Adamuz;Total Asia;1
Ambos sexos;14001-Adamuz;China;1
Ambos sexos;14001-Adamuz;Pakistán;0
Ambos sexos;14001-Adamuz;Total Oceanía;0
Ambos sexos;14002-Aguilar de la Frontera;Total Población;13.551
Ambos sexos;14002-Aguilar de la Frontera;Nacidos en España;13.240
Ambos sexos;14002-Aguilar de la Frontera;Nacidos en el Extranjero;311
Ambos sexos;14002-Aguilar de la Frontera;Total Europa;86
Ambos sexos;14002-Aguilar de la Frontera;Total Unión Europea;77
Ambos sexos;14002-Aguilar de la Frontera;Alemania;7
Ambos sexos;14002-Aguilar de la Frontera;Bulgaria;1
Ambos sexos;14002-Aguilar de la Frontera;Francia;5
Ambos sexos;14002-Aguilar de la Frontera;Italia;1
Ambos sexos;14002-Aguilar de la Frontera;Polonia;2
Ambos sexos;14002-Aguilar de la Frontera;Portugal;0
