Municipios,Año,Total,Provincia,Clasificación
Oria,2019,2249.0,Almería,3
Oria,2018,2238.0,Almería,3
Oria,2017,2265.0,Almería,3
Oria,2016,2330.0,Almería,3
Oria,2015,2428.0,Almería,3
Oria,2014,2495.0,Almería,3
Oria,2013,2366.0,Almería,3
Oria,2012,2858.0,Almería,3
Oria,2011,2892.0,Almería,3
Oria,2010,2888.0,Almería,3
Oria,2009,2898.0,Almería,3
Oria,2008,2920.0,Almería,3
Oria,2007,2777.0,Almería,3
Oria,2006,2619.0,Almería,3
Oria,2005,2488.0,Almería,3
Oria,2004,2350.0,Almería,3
Oria,2003,2293.0,Almería,3
Oria,2002,2161.0,Almería,3
Oria,2001,2128.0,Almería,3
Oria,2000,2129.0,Almería,3
Oria,1999,2138.0,Almería,3
Oria,1998,2121.0,Almería,3
Padules,2019,410.0,Almería,1
Padules,2018,419.0,Almería,1
Padules,2017,436.0,Almería,1
Padules,2016,449.0,Almería,1
Padules,2015,464.0,Almería,1
Padules,2014,484.0,Almería,1
Padules,2013,500.0,Almería,1
Padules,2012,520.0,Almería,1
Padules,2011,510.0,Almería,1
Padules,2010,502.0,Almería,1
Padules,2009,491.0,Almería,1
Padules,2008,513.0,Almería,1
Padules,2007,536.0,Almería,1
Padules,2006,523.0,Almería,1
Padules,2005,504.0,Almería,1
Padules,2004,455.0,Almería,1
Padules,2003,449.0,Almería,1
Padules,2002,466.0,Almería,1
Padules,2001,475.0,Almería,1
Padules,2000,481.0,Almería,1
Padules,1999,491.0,Almería,1
Padules,1998,491.0,Almería,1
Partaloa,2019,1110.0,Almería,1
Partaloa,2018,1055.0,Almería,1
Partaloa,2017,975.0,Almería,1
Partaloa,2016,915.0,Almería,1
Partaloa,2015,673.0,Almería,1
Partaloa,2014,671.0,Almería,1
Partaloa,2013,979.0,Almería,1
Partaloa,2012,969.0,Almería,1
Partaloa,2011,919.0,Almería,1
Partaloa,2010,898.0,Almería,1
Partaloa,2009,872.0,Almería,1
Partaloa,2008,819.0,Almería,1
Partaloa,2007,746.0,Almería,1
Partaloa,2006,679.0,Almería,1
Partaloa,2005,611.0,Almería,1
Partaloa,2004,529.0,Almería,1
Partaloa,2003,469.0,Almería,1
Partaloa,2002,391.0,Almería,1
Partaloa,2001,377.0,Almería,1
Partaloa,2000,384.0,Almería,1
Partaloa,1999,377.0,Almería,1
Partaloa,1998,381.0,Almería,1
Paterna del Río,2019,371.0,Almería,1
Paterna del Río,2018,362.0,Almería,1
Paterna del Río,2017,364.0,Almería,1
Paterna del Río,2016,372.0,Almería,1
Paterna del Río,2015,376.0,Almería,1
Paterna del Río,2014,411.0,Almería,1
Paterna del Río,2013,431.0,Almería,1
Paterna del Río,2012,433.0,Almería,1
Paterna del Río,2011,440.0,Almería,1
Paterna del Río,2010,449.0,Almería,1
Paterna del Río,2009,448.0,Almería,1
Paterna del Río,2008,475.0,Almería,1
Paterna del Río,2007,491.0,Almería,1
Paterna del Río,2006,406.0,Almería,1
Paterna del Río,2005,396.0,Almería,1
Paterna del Río,2004,415.0,Almería,1
Paterna del Río,2003,419.0,Almería,1
Paterna del Río,2002,389.0,Almería,1
Paterna del Río,2001,386.0,Almería,1
Paterna del Río,2000,393.0,Almería,1
Paterna del Río,1999,383.0,Almería,1
Paterna del Río,1998,363.0,Almería,1
Pechina,2019,4037.0,Almería,3
Pechina,2018,4018.0,Almería,3
Pechina,2017,4010.0,Almería,3
Pechina,2016,3900.0,Almería,3
Pechina,2015,3860.0,Almería,3
Pechina,2014,3849.0,Almería,3
Pechina,2013,3736.0,Almería,3
Pechina,2012,3746.0,Almería,3
Pechina,2011,3748.0,Almería,3
Pechina,2010,3720.0,Almería,3
Pechina,2009,3690.0,Almería,3
Pechina,2008,3614.0,Almería,3
Pechina,2007,3514.0,Almería,3
Pechina,2006,3463.0,Almería,3
Pechina,2005,3307.0,Almería,3
Pechina,2004,3114.0,Almería,3
Pechina,2003,3024.0,Almería,3
Pechina,2002,2910.0,Almería,3
Pechina,2001,2836.0,Almería,3
Pechina,2000,2763.0,Almería,3
Pechina,1999,2689.0,Almería,3
Pechina,1998,2663.0,Almería,3
Pulpí,2019,10055.0,Almería,3
Pulpí,2018,9502.0,Almería,3
Pulpí,2017,9055.0,Almería,3
Pulpí,2016,8909.0,Almería,3
Pulpí,2015,8762.0,Almería,3
Pulpí,2014,8562.0,Almería,3
Pulpí,2013,8871.0,Almería,3
Pulpí,2012,8848.0,Almería,3
Pulpí,2011,8726.0,Almería,3
Pulpí,2010,8429.0,Almería,3
Pulpí,2009,8182.0,Almería,3
Pulpí,2008,8013.0,Almería,3
Pulpí,2007,7911.0,Almería,3
Pulpí,2006,7537.0,Almería,3
Pulpí,2005,7600.0,Almería,3
Pulpí,2004,7368.0,Almería,3
Pulpí,2003,7353.0,Almería,3
Pulpí,2002,6492.0,Almería,3
Pulpí,2001,5997.0,Almería,3
Pulpí,2000,5477.0,Almería,3
Pulpí,1999,5375.0,Almería,3
Pulpí,1998,5291.0,Almería,3
Purchena,2019,1618.0,Almería,2
Purchena,2018,1621.0,Almería,2
Purchena,2017,1636.0,Almería,2
Purchena,2016,1638.0,Almería,2
Purchena,2015,1686.0,Almería,2
Purchena,2014,1662.0,Almería,2
Purchena,2013,1727.0,Almería,2
Purchena,2012,1761.0,Almería,2
Purchena,2011,1771.0,Almería,2
Purchena,2010,1772.0,Almería,2
Purchena,2009,1736.0,Almería,2
Purchena,2008,1673.0,Almería,2
Purchena,2007,1621.0,Almería,2
Purchena,2006,1653.0,Almería,2
Purchena,2005,1645.0,Almería,2
Purchena,2004,1629.0,Almería,2
Purchena,2003,1676.0,Almería,2
Purchena,2002,1650.0,Almería,2
Purchena,2001,1602.0,Almería,2
Purchena,2000,1600.0,Almería,2
Purchena,1999,1623.0,Almería,2
Purchena,1998,1634.0,Almería,2
Rágol,2019,316.0,Almería,1
Rágol,2018,304.0,Almería,1
Rágol,2017,307.0,Almería,1
Rágol,2016,316.0,Almería,1
Rágol,2015,338.0,Almería,1
Rágol,2014,331.0,Almería,1
Rágol,2013,340.0,Almería,1
Rágol,2012,356.0,Almería,1
Rágol,2011,379.0,Almería,1
Rágol,2010,356.0,Almería,1
Rágol,2009,361.0,Almería,1
Rágol,2008,385.0,Almería,1
Rágol,2007,376.0,Almería,1
Rágol,2006,365.0,Almería,1
Rágol,2005,367.0,Almería,1
Rágol,2004,382.0,Almería,1
Rágol,2003,386.0,Almería,1
Rágol,2002,392.0,Almería,1
Rágol,2001,391.0,Almería,1
Rágol,2000,390.0,Almería,1
Rágol,1999,398.0,Almería,1
Rágol,1998,384.0,Almería,1
Rioja,2019,1417.0,Almería,2
Rioja,2018,1364.0,Almería,2
Rioja,2017,1367.0,Almería,2
Rioja,2016,1356.0,Almería,2
Rioja,2015,1374.0,Almería,2
Rioja,2014,1406.0,Almería,2
Rioja,2013,1397.0,Almería,2
Rioja,2012,1355.0,Almería,2
Rioja,2011,1352.0,Almería,2
Rioja,2010,1361.0,Almería,2
Rioja,2009,1389.0,Almería,2
Rioja,2008,1418.0,Almería,2
Rioja,2007,1407.0,Almería,2
Rioja,2006,1363.0,Almería,2
Rioja,2005,1329.0,Almería,2
Rioja,2004,1278.0,Almería,2
Rioja,2003,1213.0,Almería,2
Rioja,2002,1213.0,Almería,2
Rioja,2001,1199.0,Almería,2
Rioja,2000,1191.0,Almería,2
Rioja,1999,1186.0,Almería,2
Rioja,1998,1185.0,Almería,2
Roquetas de Mar,2019,96800.0,Almería,4
Roquetas de Mar,2018,94925.0,Almería,4
Roquetas de Mar,2017,93363.0,Almería,4
Roquetas de Mar,2016,91965.0,Almería,4
Roquetas de Mar,2015,90623.0,Almería,4
Roquetas de Mar,2014,91682.0,Almería,4
Roquetas de Mar,2013,87868.0,Almería,4
Roquetas de Mar,2012,90358.0,Almería,4
Roquetas de Mar,2011,89851.0,Almería,4
Roquetas de Mar,2010,85808.0,Almería,4
Roquetas de Mar,2009,82665.0,Almería,4
Roquetas de Mar,2008,77423.0,Almería,4
Roquetas de Mar,2007,71279.0,Almería,4
Roquetas de Mar,2006,71740.0,Almería,4
Roquetas de Mar,2005,65886.0,Almería,4
Roquetas de Mar,2004,58519.0,Almería,4
Roquetas de Mar,2003,53815.0,Almería,4
Roquetas de Mar,2002,50954.0,Almería,4
Roquetas de Mar,2001,47570.0,Almería,4
Roquetas de Mar,2000,44370.0,Almería,4
Roquetas de Mar,1999,42333.0,Almería,4
Roquetas de Mar,1998,40582.0,Almería,4
Santa Cruz de Marchena,2019,208.0,Almería,1
Santa Cruz de Marchena,2018,218.0,Almería,1
Santa Cruz de Marchena,2017,225.0,Almería,1
Santa Cruz de Marchena,2016,241.0,Almería,1
Santa Cruz de Marchena,2015,254.0,Almería,1
Santa Cruz de Marchena,2014,216.0,Almería,1
Santa Cruz de Marchena,2013,214.0,Almería,1
Santa Cruz de Marchena,2012,231.0,Almería,1
Santa Cruz de Marchena,2011,240.0,Almería,1
Santa Cruz de Marchena,2010,240.0,Almería,1
Santa Cruz de Marchena,2009,232.0,Almería,1
Santa Cruz de Marchena,2008,240.0,Almería,1
Santa Cruz de Marchena,2007,241.0,Almería,1
Santa Cruz de Marchena,2006,245.0,Almería,1
Santa Cruz de Marchena,2005,237.0,Almería,1
Santa Cruz de Marchena,2004,204.0,Almería,1
Santa Cruz de Marchena,2003,204.0,Almería,1
Santa Cruz de Marchena,2002,200.0,Almería,1
Santa Cruz de Marchena,2001,209.0,Almería,1
Santa Cruz de Marchena,2000,208.0,Almería,1
Santa Cruz de Marchena,1999,215.0,Almería,1
Santa Cruz de Marchena,1998,219.0,Almería,1
Santa Fe de Mondújar,2019,452.0,Almería,1
Santa Fe de Mondújar,2018,432.0,Almería,1
Santa Fe de Mondújar,2017,429.0,Almería,1
Santa Fe de Mondújar,2016,431.0,Almería,1
Santa Fe de Mondújar,2015,448.0,Almería,1
Santa Fe de Mondújar,2014,390.0,Almería,1
Santa Fe de Mondújar,2013,419.0,Almería,1
Santa Fe de Mondújar,2012,463.0,Almería,1
Santa Fe de Mondújar,2011,476.0,Almería,1
Santa Fe de Mondújar,2010,489.0,Almería,1
Santa Fe de Mondújar,2009,485.0,Almería,1
Santa Fe de Mondújar,2008,511.0,Almería,1
Santa Fe de Mondújar,2007,494.0,Almería,1
Santa Fe de Mondújar,2006,468.0,Almería,1
Santa Fe de Mondújar,2005,437.0,Almería,1
Santa Fe de Mondújar,2004,433.0,Almería,1
Santa Fe de Mondújar,2003,437.0,Almería,1
Santa Fe de Mondújar,2002,456.0,Almería,1
Santa Fe de Mondújar,2001,458.0,Almería,1
Santa Fe de Mondújar,2000,473.0,Almería,1
Santa Fe de Mondújar,1999,414.0,Almería,1
Santa Fe de Mondújar,1998,412.0,Almería,1
Senés,2019,295.0,Almería,1
Senés,2018,300.0,Almería,1
Senés,2017,312.0,Almería,1
Senés,2016,322.0,Almería,1
Senés,2015,330.0,Almería,1
Senés,2014,320.0,Almería,1
Senés,2013,311.0,Almería,1
Senés,2012,307.0,Almería,1
Senés,2011,331.0,Almería,1
Senés,2010,338.0,Almería,1
Senés,2009,354.0,Almería,1
Senés,2008,348.0,Almería,1
Senés,2007,352.0,Almería,1
Senés,2006,331.0,Almería,1
Senés,2005,319.0,Almería,1
Senés,2004,314.0,Almería,1
Senés,2003,309.0,Almería,1
Senés,2002,314.0,Almería,1
Senés,2001,323.0,Almería,1
Senés,2000,325.0,Almería,1
Senés,1999,335.0,Almería,1
Senés,1998,335.0,Almería,1
Serón,2019,2041.0,Almería,3
Serón,2018,2035.0,Almería,3
Serón,2017,2080.0,Almería,3
Serón,2016,2135.0,Almería,3
Serón,2015,2167.0,Almería,3
Serón,2014,2218.0,Almería,3
Serón,2013,2290.0,Almería,3
Serón,2012,2328.0,Almería,3
Serón,2011,2381.0,Almería,3
Serón,2010,2385.0,Almería,3
Serón,2009,2385.0,Almería,3
Serón,2008,2409.0,Almería,3
Serón,2007,2456.0,Almería,3
Serón,2006,2422.0,Almería,3
Serón,2005,2429.0,Almería,3
Serón,2004,2427.0,Almería,3
Serón,2003,2414.0,Almería,3
Serón,2002,2488.0,Almería,3
Serón,2001,2495.0,Almería,3
Serón,2000,2555.0,Almería,3
Serón,1999,2673.0,Almería,3
Serón,1998,2673.0,Almería,3
Sierro,2019,381.0,Almería,1
Sierro,2018,393.0,Almería,1
Sierro,2017,400.0,Almería,1
Sierro,2016,401.0,Almería,1
Sierro,2015,392.0,Almería,1
Sierro,2014,401.0,Almería,1
Sierro,2013,436.0,Almería,1
Sierro,2012,439.0,Almería,1
Sierro,2011,453.0,Almería,1
Sierro,2010,460.0,Almería,1
Sierro,2009,451.0,Almería,1
Sierro,2008,451.0,Almería,1
Sierro,2007,461.0,Almería,1
Sierro,2006,472.0,Almería,1
Sierro,2005,457.0,Almería,1
Sierro,2004,452.0,Almería,1
Sierro,2003,452.0,Almería,1
Sierro,2002,452.0,Almería,1
Sierro,2001,472.0,Almería,1
Sierro,2000,471.0,Almería,1
Sierro,1999,484.0,Almería,1
Sierro,1998,495.0,Almería,1
Somontín,2019,446.0,Almería,1
Somontín,2018,463.0,Almería,1
Somontín,2017,471.0,Almería,1
Somontín,2016,477.0,Almería,1
Somontín,2015,492.0,Almería,1
Somontín,2014,502.0,Almería,1
Somontín,2013,521.0,Almería,1
Somontín,2012,525.0,Almería,1
Somontín,2011,542.0,Almería,1
Somontín,2010,525.0,Almería,1
Somontín,2009,529.0,Almería,1
Somontín,2008,542.0,Almería,1
Somontín,2007,543.0,Almería,1
Somontín,2006,529.0,Almería,1
Somontín,2005,515.0,Almería,1
Somontín,2004,530.0,Almería,1
Somontín,2003,501.0,Almería,1
Somontín,2002,508.0,Almería,1
Somontín,2001,506.0,Almería,1
Somontín,2000,509.0,Almería,1
Somontín,1999,492.0,Almería,1
Somontín,1998,500.0,Almería,1
Sorbas,2019,2388.0,Almería,3
Sorbas,2018,2389.0,Almería,3
Sorbas,2017,2463.0,Almería,3
Sorbas,2016,2541.0,Almería,3
Sorbas,2015,2608.0,Almería,3
Sorbas,2014,2689.0,Almería,3
Sorbas,2013,2765.0,Almería,3
Sorbas,2012,2742.0,Almería,3
Sorbas,2011,2787.0,Almería,3
Sorbas,2010,2905.0,Almería,3
Sorbas,2009,2854.0,Almería,3
Sorbas,2008,2923.0,Almería,3
Sorbas,2007,2842.0,Almería,3
Sorbas,2006,2836.0,Almería,3
Sorbas,2005,2840.0,Almería,3
Sorbas,2004,2707.0,Almería,3
Sorbas,2003,2749.0,Almería,3
Sorbas,2002,2732.0,Almería,3
Sorbas,2001,2651.0,Almería,3
Sorbas,2000,2693.0,Almería,3
Sorbas,1999,2735.0,Almería,3
Sorbas,1998,2748.0,Almería,3
Suflí,2019,204.0,Almería,1
Suflí,2018,217.0,Almería,1
Suflí,2017,222.0,Almería,1
Suflí,2016,235.0,Almería,1
Suflí,2015,252.0,Almería,1
Suflí,2014,219.0,Almería,1
Suflí,2013,251.0,Almería,1
Suflí,2012,260.0,Almería,1
Suflí,2011,267.0,Almería,1
Suflí,2010,262.0,Almería,1
Suflí,2009,279.0,Almería,1
Suflí,2008,288.0,Almería,1
Suflí,2007,280.0,Almería,1
Suflí,2006,253.0,Almería,1
Suflí,2005,260.0,Almería,1
Suflí,2004,234.0,Almería,1
Suflí,2003,242.0,Almería,1
Suflí,2002,255.0,Almería,1
Suflí,2001,251.0,Almería,1
Suflí,2000,256.0,Almería,1
Suflí,1999,249.0,Almería,1
Suflí,1998,246.0,Almería,1
Tabernas,2019,3688.0,Almería,3
Tabernas,2018,3704.0,Almería,3
Tabernas,2017,3679.0,Almería,3
Tabernas,2016,3654.0,Almería,3
Tabernas,2015,3668.0,Almería,3
Tabernas,2014,3646.0,Almería,3
Tabernas,2013,3696.0,Almería,3
Tabernas,2012,3682.0,Almería,3
Tabernas,2011,3648.0,Almería,3
Tabernas,2010,3626.0,Almería,3
Tabernas,2009,3627.0,Almería,3
Tabernas,2008,3632.0,Almería,3
Tabernas,2007,3579.0,Almería,3
Tabernas,2006,3494.0,Almería,3
Tabernas,2005,3410.0,Almería,3
Tabernas,2004,3180.0,Almería,3
Tabernas,2003,3110.0,Almería,3
Tabernas,2002,3217.0,Almería,3
Tabernas,2001,3204.0,Almería,3
Tabernas,2000,3210.0,Almería,3
Tabernas,1999,3241.0,Almería,3
Tabernas,1998,3241.0,Almería,3
Taberno,2019,925.0,Almería,2
Taberno,2018,963.0,Almería,2
Taberno,2017,984.0,Almería,2
Taberno,2016,972.0,Almería,2
Taberno,2015,1000.0,Almería,2
Taberno,2014,1029.0,Almería,2
Taberno,2013,1130.0,Almería,2
Taberno,2012,1174.0,Almería,2
Taberno,2011,1205.0,Almería,2
Taberno,2010,1149.0,Almería,2
Taberno,2009,1131.0,Almería,2
Taberno,2008,1133.0,Almería,2
Taberno,2007,1128.0,Almería,2
Taberno,2006,1106.0,Almería,2
Taberno,2005,1085.0,Almería,2
Taberno,2004,1081.0,Almería,2
Taberno,2003,1032.0,Almería,2
Taberno,2002,1012.0,Almería,2
Taberno,2001,990.0,Almería,2
Taberno,2000,974.0,Almería,2
Taberno,1999,1002.0,Almería,2
Taberno,1998,1002.0,Almería,2
Tahal,2019,362.0,Almería,1
Tahal,2018,324.0,Almería,1
Tahal,2017,346.0,Almería,1
Tahal,2016,362.0,Almería,1
Tahal,2015,396.0,Almería,1
Tahal,2014,396.0,Almería,1
Tahal,2013,441.0,Almería,1
Tahal,2012,473.0,Almería,1
Tahal,2011,553.0,Almería,1
Tahal,2010,431.0,Almería,1
Tahal,2009,446.0,Almería,1
Tahal,2008,439.0,Almería,1
Tahal,2007,441.0,Almería,1
Tahal,2006,416.0,Almería,1
Tahal,2005,383.0,Almería,1
Tahal,2004,385.0,Almería,1
Tahal,2003,373.0,Almería,1
Tahal,2002,378.0,Almería,1
Tahal,2001,395.0,Almería,1
Tahal,2000,407.0,Almería,1
Tahal,1999,392.0,Almería,1
Tahal,1998,368.0,Almería,1
Terque,2019,377.0,Almería,1
Terque,2018,381.0,Almería,1
Terque,2017,386.0,Almería,1
Terque,2016,395.0,Almería,1
Terque,2015,417.0,Almería,1
Terque,2014,440.0,Almería,1
Terque,2013,456.0,Almería,1
Terque,2012,454.0,Almería,1
Terque,2011,455.0,Almería,1
Terque,2010,464.0,Almería,1
Terque,2009,457.0,Almería,1
Terque,2008,456.0,Almería,1
Terque,2007,472.0,Almería,1
Terque,2006,440.0,Almería,1
Terque,2005,464.0,Almería,1
Terque,2004,457.0,Almería,1
Terque,2003,470.0,Almería,1
Terque,2002,463.0,Almería,1
Terque,2001,456.0,Almería,1
Terque,2000,430.0,Almería,1
Terque,1999,421.0,Almería,1
Terque,1998,430.0,Almería,1
Tíjola,2019,3541.0,Almería,3
Tíjola,2018,3569.0,Almería,3
Tíjola,2017,3615.0,Almería,3
Tíjola,2016,3676.0,Almería,3
Tíjola,2015,3701.0,Almería,3
Tíjola,2014,3776.0,Almería,3
Tíjola,2013,3840.0,Almería,3
Tíjola,2012,3838.0,Almería,3
Tíjola,2011,3875.0,Almería,3
Tíjola,2010,3955.0,Almería,3
Tíjola,2009,3985.0,Almería,3
Tíjola,2008,3961.0,Almería,3
Tíjola,2007,3949.0,Almería,3
Tíjola,2006,3877.0,Almería,3
Tíjola,2005,3820.0,Almería,3
Tíjola,2004,3755.0,Almería,3
Tíjola,2003,3798.0,Almería,3
Tíjola,2002,3814.0,Almería,3
Tíjola,2001,3787.0,Almería,3
Tíjola,2000,3757.0,Almería,3
Tíjola,1999,3796.0,Almería,3
Tíjola,1998,3796.0,Almería,3
Las Tres Villas,2019,568.0,Almería,1
Las Tres Villas,2018,570.0,Almería,1
Las Tres Villas,2017,598.0,Almería,1
Las Tres Villas,2016,625.0,Almería,1
Las Tres Villas,2015,615.0,Almería,1
Las Tres Villas,2014,583.0,Almería,1
Las Tres Villas,2013,603.0,Almería,1
Las Tres Villas,2012,665.0,Almería,1
Las Tres Villas,2011,706.0,Almería,1
Las Tres Villas,2010,655.0,Almería,1
Las Tres Villas,2009,656.0,Almería,1
Las Tres Villas,2008,690.0,Almería,1
Las Tres Villas,2007,682.0,Almería,1
Las Tres Villas,2006,581.0,Almería,1
Las Tres Villas,2005,587.0,Almería,1
Las Tres Villas,2004,632.0,Almería,1
Las Tres Villas,2003,663.0,Almería,1
Las Tres Villas,2002,588.0,Almería,1
Las Tres Villas,2001,601.0,Almería,1
Las Tres Villas,2000,607.0,Almería,1
Las Tres Villas,1999,605.0,Almería,1
Las Tres Villas,1998,630.0,Almería,1
Turre,2019,3549.0,Almería,3
Turre,2018,3384.0,Almería,3
Turre,2017,3317.0,Almería,3
Turre,2016,3351.0,Almería,3
Turre,2015,3346.0,Almería,3
Turre,2014,3563.0,Almería,3
Turre,2013,3960.0,Almería,3
Turre,2012,3929.0,Almería,3
Turre,2011,3901.0,Almería,3
Turre,2010,3791.0,Almería,3
Turre,2009,3626.0,Almería,3
Turre,2008,3453.0,Almería,3
Turre,2007,3264.0,Almería,3
Turre,2006,3045.0,Almería,3
Turre,2005,2884.0,Almería,3
Turre,2004,2656.0,Almería,3
Turre,2003,2547.0,Almería,3
Turre,2002,2453.0,Almería,3
Turre,2001,2365.0,Almería,3
Turre,2000,2331.0,Almería,3
Turre,1999,2233.0,Almería,3
Turre,1998,2151.0,Almería,3
Turrillas,2019,240.0,Almería,1
Turrillas,2018,233.0,Almería,1
Turrillas,2017,229.0,Almería,1
Turrillas,2016,238.0,Almería,1
Turrillas,2015,242.0,Almería,1
Turrillas,2014,229.0,Almería,1
Turrillas,2013,243.0,Almería,1
Turrillas,2012,234.0,Almería,1
Turrillas,2011,233.0,Almería,1
Turrillas,2010,233.0,Almería,1
Turrillas,2009,224.0,Almería,1
Turrillas,2008,235.0,Almería,1
Turrillas,2007,229.0,Almería,1
Turrillas,2006,249.0,Almería,1
Turrillas,2005,241.0,Almería,1
Turrillas,2004,240.0,Almería,1
Turrillas,2003,235.0,Almería,1
Turrillas,2002,242.0,Almería,1
Turrillas,2001,249.0,Almería,1
Turrillas,2000,250.0,Almería,1
Turrillas,1999,247.0,Almería,1
Turrillas,1998,242.0,Almería,1
Uleila del Campo,2019,833.0,Almería,1
Uleila del Campo,2018,836.0,Almería,1
Uleila del Campo,2017,848.0,Almería,1
Uleila del Campo,2016,871.0,Almería,1
Uleila del Campo,2015,897.0,Almería,1
Uleila del Campo,2014,924.0,Almería,1
Uleila del Campo,2013,963.0,Almería,1
Uleila del Campo,2012,989.0,Almería,1
Uleila del Campo,2011,989.0,Almería,1
Uleila del Campo,2010,1015.0,Almería,1
Uleila del Campo,2009,1015.0,Almería,1
Uleila del Campo,2008,1005.0,Almería,1
Uleila del Campo,2007,1003.0,Almería,1
Uleila del Campo,2006,1003.0,Almería,1
Uleila del Campo,2005,988.0,Almería,1
Uleila del Campo,2004,972.0,Almería,1
Uleila del Campo,2003,995.0,Almería,1
Uleila del Campo,2002,1007.0,Almería,1
Uleila del Campo,2001,979.0,Almería,1
Uleila del Campo,2000,977.0,Almería,1
Uleila del Campo,1999,976.0,Almería,1
Uleila del Campo,1998,969.0,Almería,1
Urrácal,2019,350.0,Almería,1
Urrácal,2018,329.0,Almería,1
Urrácal,2017,332.0,Almería,1
Urrácal,2016,327.0,Almería,1
Urrácal,2015,336.0,Almería,1
Urrácal,2014,312.0,Almería,1
Urrácal,2013,329.0,Almería,1
Urrácal,2012,342.0,Almería,1
Urrácal,2011,361.0,Almería,1
Urrácal,2010,348.0,Almería,1
Urrácal,2009,354.0,Almería,1
Urrácal,2008,368.0,Almería,1
Urrácal,2007,349.0,Almería,1
Urrácal,2006,347.0,Almería,1
Urrácal,2005,353.0,Almería,1
Urrácal,2004,350.0,Almería,1
Urrácal,2003,330.0,Almería,1
Urrácal,2002,338.0,Almería,1
Urrácal,2001,341.0,Almería,1
Urrácal,2000,349.0,Almería,1
Urrácal,1999,332.0,Almería,1
Urrácal,1998,332.0,Almería,1
Velefique,2019,242.0,Almería,1
Velefique,2018,253.0,Almería,1
Velefique,2017,247.0,Almería,1
Velefique,2016,256.0,Almería,1
Velefique,2015,268.0,Almería,1
Velefique,2014,278.0,Almería,1
Velefique,2013,292.0,Almería,1
Velefique,2012,297.0,Almería,1
Velefique,2011,303.0,Almería,1
Velefique,2010,295.0,Almería,1
Velefique,2009,300.0,Almería,1
Velefique,2008,320.0,Almería,1
Velefique,2007,327.0,Almería,1
Velefique,2006,250.0,Almería,1
Velefique,2005,261.0,Almería,1
Velefique,2004,263.0,Almería,1
Velefique,2003,284.0,Almería,1
Velefique,2002,310.0,Almería,1
Velefique,2001,318.0,Almería,1
Velefique,2000,314.0,Almería,1
Velefique,1999,313.0,Almería,1
Velefique,1998,312.0,Almería,1
Vélez-Blanco,2019,1904.0,Almería,3
Vélez-Blanco,2018,1938.0,Almería,3
Vélez-Blanco,2017,1918.0,Almería,3
Vélez-Blanco,2016,1984.0,Almería,3
Vélez-Blanco,2015,2035.0,Almería,3
Vélez-Blanco,2014,2064.0,Almería,3
Vélez-Blanco,2013,2066.0,Almería,3
Vélez-Blanco,2012,2238.0,Almería,3
Vélez-Blanco,2011,2276.0,Almería,3
Vélez-Blanco,2010,2282.0,Almería,3
Vélez-Blanco,2009,2259.0,Almería,3
Vélez-Blanco,2008,2223.0,Almería,3
Vélez-Blanco,2007,2219.0,Almería,3
Vélez-Blanco,2006,2165.0,Almería,3
Vélez-Blanco,2005,2126.0,Almería,3
Vélez-Blanco,2004,2051.0,Almería,3
Vélez-Blanco,2003,2052.0,Almería,3
Vélez-Blanco,2002,2001.0,Almería,3
Vélez-Blanco,2001,2043.0,Almería,3
Vélez-Blanco,2000,2061.0,Almería,3
Vélez-Blanco,1999,2144.0,Almería,3
Vélez-Blanco,1998,2190.0,Almería,3
Vélez-Rubio,2019,6555.0,Almería,3
Vélez-Rubio,2018,6630.0,Almería,3
Vélez-Rubio,2017,6661.0,Almería,3
Vélez-Rubio,2016,6692.0,Almería,3
Vélez-Rubio,2015,6767.0,Almería,3
Vélez-Rubio,2014,6791.0,Almería,3
Vélez-Rubio,2013,6841.0,Almería,3
Vélez-Rubio,2012,7071.0,Almería,3
Vélez-Rubio,2011,7134.0,Almería,3
Vélez-Rubio,2010,7138.0,Almería,3
Vélez-Rubio,2009,7150.0,Almería,3
Vélez-Rubio,2008,7147.0,Almería,3
Vélez-Rubio,2007,7062.0,Almería,3
Vélez-Rubio,2006,7025.0,Almería,3
Vélez-Rubio,2005,7037.0,Almería,3
Vélez-Rubio,2004,6905.0,Almería,3
Vélez-Rubio,2003,6736.0,Almería,3
Vélez-Rubio,2002,6592.0,Almería,3
Vélez-Rubio,2001,6472.0,Almería,3
Vélez-Rubio,2000,6519.0,Almería,3
Vélez-Rubio,1999,6502.0,Almería,3
Vélez-Rubio,1998,6463.0,Almería,3
Vera,2019,16452.0,Almería,4
Vera,2018,15837.0,Almería,4
Vera,2017,15528.0,Almería,4
Vera,2016,15168.0,Almería,4
Vera,2015,15108.0,Almería,4
Vera,2014,15018.0,Almería,4
Vera,2013,15424.0,Almería,4
Vera,2012,15010.0,Almería,4
Vera,2011,14689.0,Almería,4
Vera,2010,14371.0,Almería,4
Vera,2009,13985.0,Almería,4
Vera,2008,13473.0,Almería,4
Vera,2007,12256.0,Almería,4
Vera,2006,11159.0,Almería,4
Vera,2005,10439.0,Almería,4
Vera,2004,9504.0,Almería,4
Vera,2003,8717.0,Almería,4
Vera,2002,7970.0,Almería,4
Vera,2001,7351.0,Almería,4
Vera,2000,6930.0,Almería,4
Vera,1999,6926.0,Almería,4
Vera,1998,6695.0,Almería,4
Viator,2019,5885.0,Almería,3
Viator,2018,5791.0,Almería,3
