,Sexo,Municipios,País de nacimiento,Total,Año
1534,Ambos sexos,Rágol,Total Europa,2.0,2015
1535,Ambos sexos,Rágol,Total Europa,2.0,2016
1536,Ambos sexos,Rágol,Total Europa,2.0,2017
1537,Ambos sexos,Rágol,Total Europa,2.0,2018
1538,Ambos sexos,Rágol,Total Europa,3.0,2019
1539,Ambos sexos,Rioja,Europa,7,1998
1540,Ambos sexos,Rioja,Europa,6,1999
1541,Ambos sexos,Rioja,Europa,7,2000
1542,Ambos sexos,Rioja,Europa,10,2001
1543,Ambos sexos,Rioja,Total Unión Europea,12.0,2002
1544,Ambos sexos,Rioja,Total Europa,46.0,2004
1545,Ambos sexos,Rioja,Total Europa,53,2005
1546,Ambos sexos,Rioja,Total Europa,53.0,2006
1547,Ambos sexos,Rioja,Total Europa,65.0,2007
1548,Ambos sexos,Rioja,Total Europa,65.0,2008
1549,Ambos sexos,Rioja,Total Europa,67.0,2009
1550,Ambos sexos,Rioja,Total Europa,68.0,2010
1551,Ambos sexos,Rioja,Total Europa,64.0,2011
1552,Ambos sexos,Rioja,Total Europa,71.0,2012
1553,Ambos sexos,Rioja,Total Europa,75.0,2013
1554,Ambos sexos,Rioja,Total Europa,61.0,2014
1555,Ambos sexos,Rioja,Total Europa,52.0,2015
1556,Ambos sexos,Rioja,Total Europa,48.0,2016
1557,Ambos sexos,Rioja,Total Europa,59.0,2017
1558,Ambos sexos,Rioja,Total Europa,55.0,2018
1559,Ambos sexos,Rioja,Total Europa,63.0,2019
1560,Ambos sexos,Roquetas de Mar,Europa,683,1998
1561,Ambos sexos,Roquetas de Mar,Europa,772,1999
1562,Ambos sexos,Roquetas de Mar,Europa,939,2000
1563,Ambos sexos,Roquetas de Mar,Europa,1697,2001
1564,Ambos sexos,Roquetas de Mar,Total Unión Europea,1128.0,2002
1565,Ambos sexos,Roquetas de Mar,Total Europa,5502.0,2004
1566,Ambos sexos,Roquetas de Mar,Total Europa,7843,2005
1567,Ambos sexos,Roquetas de Mar,Total Europa,10140.0,2006
1568,Ambos sexos,Roquetas de Mar,Total Europa,10475.0,2007
1569,Ambos sexos,Roquetas de Mar,Total Europa,13073.0,2008
1570,Ambos sexos,Roquetas de Mar,Total Europa,14379.0,2009
1571,Ambos sexos,Roquetas de Mar,Total Europa,14880.0,2010
1572,Ambos sexos,Roquetas de Mar,Total Europa,15724.0,2011
1573,Ambos sexos,Roquetas de Mar,Total Europa,16270.0,2012
1574,Ambos sexos,Roquetas de Mar,Total Europa,13160.0,2013
1575,Ambos sexos,Roquetas de Mar,Total Europa,15124.0,2014
1576,Ambos sexos,Roquetas de Mar,Total Europa,13190.0,2015
1577,Ambos sexos,Roquetas de Mar,Total Europa,12687.0,2016
1578,Ambos sexos,Roquetas de Mar,Total Europa,11793.0,2017
1579,Ambos sexos,Roquetas de Mar,Total Europa,11673.0,2018
1580,Ambos sexos,Roquetas de Mar,Total Europa,11277.0,2019
1581,Ambos sexos,Santa Cruz de Marchena,Europa,5,1998
1582,Ambos sexos,Santa Cruz de Marchena,Europa,5,1999
1583,Ambos sexos,Santa Cruz de Marchena,Europa,5,2000
1584,Ambos sexos,Santa Cruz de Marchena,Europa,5,2001
1585,Ambos sexos,Santa Cruz de Marchena,Total Unión Europea,5.0,2002
1586,Ambos sexos,Santa Cruz de Marchena,Total Europa,11.0,2004
1587,Ambos sexos,Santa Cruz de Marchena,Total Europa,12,2005
1588,Ambos sexos,Santa Cruz de Marchena,Total Europa,11.0,2006
1589,Ambos sexos,Santa Cruz de Marchena,Total Europa,20.0,2007
1590,Ambos sexos,Santa Cruz de Marchena,Total Europa,20.0,2008
1591,Ambos sexos,Santa Cruz de Marchena,Total Europa,20.0,2009
1592,Ambos sexos,Santa Cruz de Marchena,Total Europa,21.0,2010
1593,Ambos sexos,Santa Cruz de Marchena,Total Europa,24.0,2011
1594,Ambos sexos,Santa Cruz de Marchena,Total Europa,23.0,2012
1595,Ambos sexos,Santa Cruz de Marchena,Total Europa,14.0,2013
1596,Ambos sexos,Santa Cruz de Marchena,Total Europa,14.0,2014
1597,Ambos sexos,Santa Cruz de Marchena,Total Europa,14.0,2015
1598,Ambos sexos,Santa Cruz de Marchena,Total Europa,11.0,2016
1599,Ambos sexos,Santa Cruz de Marchena,Total Europa,13.0,2017
1600,Ambos sexos,Santa Cruz de Marchena,Total Europa,12.0,2018
1601,Ambos sexos,Santa Cruz de Marchena,Total Europa,8.0,2019
1602,Ambos sexos,Santa Fe de Mondújar,Europa,1,1998
1603,Ambos sexos,Santa Fe de Mondújar,Europa,1,1999
1604,Ambos sexos,Santa Fe de Mondújar,Europa,4,2000
1605,Ambos sexos,Santa Fe de Mondújar,Europa,4,2001
1606,Ambos sexos,Santa Fe de Mondújar,Total Unión Europea,4.0,2002
1607,Ambos sexos,Santa Fe de Mondújar,Total Europa,9.0,2004
1608,Ambos sexos,Santa Fe de Mondújar,Total Europa,17,2005
1609,Ambos sexos,Santa Fe de Mondújar,Total Europa,42.0,2006
1610,Ambos sexos,Santa Fe de Mondújar,Total Europa,48.0,2007
1611,Ambos sexos,Santa Fe de Mondújar,Total Europa,62.0,2008
1612,Ambos sexos,Santa Fe de Mondújar,Total Europa,57.0,2009
1613,Ambos sexos,Santa Fe de Mondújar,Total Europa,69.0,2010
1614,Ambos sexos,Santa Fe de Mondújar,Total Europa,70.0,2011
1615,Ambos sexos,Santa Fe de Mondújar,Total Europa,70.0,2012
1616,Ambos sexos,Santa Fe de Mondújar,Total Europa,47.0,2013
1617,Ambos sexos,Santa Fe de Mondújar,Total Europa,36.0,2014
1618,Ambos sexos,Santa Fe de Mondújar,Total Europa,44.0,2015
1619,Ambos sexos,Santa Fe de Mondújar,Total Europa,38.0,2016
1620,Ambos sexos,Santa Fe de Mondújar,Total Europa,40.0,2017
1621,Ambos sexos,Santa Fe de Mondújar,Total Europa,32.0,2018
1622,Ambos sexos,Santa Fe de Mondújar,Total Europa,45.0,2019
1623,Ambos sexos,Senés,Europa,2,1998
1624,Ambos sexos,Senés,Europa,2,1999
1625,Ambos sexos,Senés,Europa,2,2000
1626,Ambos sexos,Senés,Europa,2,2001
1627,Ambos sexos,Senés,Total Unión Europea,2.0,2002
1628,Ambos sexos,Senés,Total Europa,26.0,2006
1629,Ambos sexos,Senés,Total Europa,29.0,2007
1630,Ambos sexos,Senés,Total Europa,30.0,2008
1631,Ambos sexos,Senés,Total Europa,29.0,2009
1632,Ambos sexos,Senés,Total Europa,29.0,2010
1633,Ambos sexos,Senés,Total Europa,30.0,2011
1634,Ambos sexos,Senés,Total Europa,29.0,2012
1635,Ambos sexos,Senés,Total Europa,19.0,2013
1636,Ambos sexos,Senés,Total Europa,18.0,2014
1637,Ambos sexos,Senés,Total Europa,22.0,2015
1638,Ambos sexos,Senés,Total Europa,19.0,2016
1639,Ambos sexos,Senés,Total Europa,20.0,2017
1640,Ambos sexos,Senés,Total Europa,21.0,2018
1641,Ambos sexos,Senés,Total Europa,18.0,2019
1642,Ambos sexos,Serón,Europa,1,1998
1643,Ambos sexos,Serón,Europa,1,1999
1644,Ambos sexos,Serón,Europa,3,2000
1645,Ambos sexos,Serón,Europa,15,2001
1646,Ambos sexos,Serón,Total Unión Europea,8.0,2002
1647,Ambos sexos,Serón,Total Europa,34.0,2004
1648,Ambos sexos,Serón,Total Europa,49,2005
1649,Ambos sexos,Serón,Total Europa,67.0,2006
1650,Ambos sexos,Serón,Total Europa,107.0,2007
1651,Ambos sexos,Serón,Total Europa,114.0,2008
1652,Ambos sexos,Serón,Total Europa,119.0,2009
1653,Ambos sexos,Serón,Total Europa,118.0,2010
1654,Ambos sexos,Serón,Total Europa,131.0,2011
1655,Ambos sexos,Serón,Total Europa,132.0,2012
1656,Ambos sexos,Serón,Total Europa,129.0,2013
1657,Ambos sexos,Serón,Total Europa,79.0,2014
1658,Ambos sexos,Serón,Total Europa,63.0,2015
1659,Ambos sexos,Serón,Total Europa,65.0,2016
1660,Ambos sexos,Serón,Total Europa,53.0,2017
1661,Ambos sexos,Serón,Total Europa,47.0,2018
1662,Ambos sexos,Serón,Total Europa,59.0,2019
1663,Ambos sexos,Sierro,Europa,0,1998
1664,Ambos sexos,Sierro,Europa,0,1999
1665,Ambos sexos,Sierro,Europa,0,2000
1666,Ambos sexos,Sierro,Europa,0,2001
1667,Ambos sexos,Sierro,Total Unión Europea,1.0,2002
1668,Ambos sexos,Sierro,Total Europa,7.0,2004
1669,Ambos sexos,Sierro,Total Europa,22,2005
1670,Ambos sexos,Sierro,Total Europa,33.0,2006
1671,Ambos sexos,Sierro,Total Europa,36.0,2007
1672,Ambos sexos,Sierro,Total Europa,35.0,2008
1673,Ambos sexos,Sierro,Total Europa,36.0,2009
1674,Ambos sexos,Sierro,Total Europa,38.0,2010
1675,Ambos sexos,Sierro,Total Europa,38.0,2011
1676,Ambos sexos,Sierro,Total Europa,38.0,2012
1677,Ambos sexos,Sierro,Total Europa,40.0,2013
1678,Ambos sexos,Sierro,Total Europa,22.0,2014
1679,Ambos sexos,Sierro,Total Europa,21.0,2015
1680,Ambos sexos,Sierro,Total Europa,21.0,2016
1681,Ambos sexos,Sierro,Total Europa,18.0,2017
1682,Ambos sexos,Sierro,Total Europa,16.0,2018
1683,Ambos sexos,Sierro,Total Europa,15.0,2019
1684,Ambos sexos,Somontín,Europa,1,1998
1685,Ambos sexos,Somontín,Europa,1,1999
1686,Ambos sexos,Somontín,Europa,1,2000
1687,Ambos sexos,Somontín,Europa,1,2001
1688,Ambos sexos,Somontín,Total Unión Europea,1.0,2002
1689,Ambos sexos,Somontín,Total Europa,14.0,2004
1690,Ambos sexos,Somontín,Total Europa,22,2005
1691,Ambos sexos,Somontín,Total Europa,47.0,2006
1692,Ambos sexos,Somontín,Total Europa,48.0,2007
1693,Ambos sexos,Somontín,Total Europa,55.0,2008
1694,Ambos sexos,Somontín,Total Europa,50.0,2009
1695,Ambos sexos,Somontín,Total Europa,50.0,2010
1696,Ambos sexos,Somontín,Total Europa,55.0,2011
1697,Ambos sexos,Somontín,Total Europa,63.0,2012
1698,Ambos sexos,Somontín,Total Europa,63.0,2013
1699,Ambos sexos,Somontín,Total Europa,55.0,2014
1700,Ambos sexos,Somontín,Total Europa,44.0,2015
1701,Ambos sexos,Somontín,Total Europa,44.0,2016
1702,Ambos sexos,Somontín,Total Europa,47.0,2017
1703,Ambos sexos,Somontín,Total Europa,45.0,2018
1704,Ambos sexos,Somontín,Total Europa,45.0,2019
1705,Ambos sexos,Sorbas,Europa,34,1998
1706,Ambos sexos,Sorbas,Europa,35,1999
1707,Ambos sexos,Sorbas,Europa,46,2000
1708,Ambos sexos,Sorbas,Europa,54,2001
1709,Ambos sexos,Sorbas,Total Unión Europea,79.0,2002
1710,Ambos sexos,Sorbas,Total Europa,168.0,2004
1711,Ambos sexos,Sorbas,Total Europa,263,2005
1712,Ambos sexos,Sorbas,Total Europa,334.0,2006
1713,Ambos sexos,Sorbas,Total Europa,372.0,2007
1714,Ambos sexos,Sorbas,Total Europa,428.0,2008
1715,Ambos sexos,Sorbas,Total Europa,428.0,2009
1716,Ambos sexos,Sorbas,Total Europa,472.0,2010
1717,Ambos sexos,Sorbas,Total Europa,380.0,2011
1718,Ambos sexos,Sorbas,Total Europa,402.0,2012
1719,Ambos sexos,Sorbas,Total Europa,424.0,2013
1720,Ambos sexos,Sorbas,Total Europa,362.0,2014
1721,Ambos sexos,Sorbas,Total Europa,316.0,2015
1722,Ambos sexos,Sorbas,Total Europa,306.0,2016
1723,Ambos sexos,Sorbas,Total Europa,296.0,2017
1724,Ambos sexos,Sorbas,Total Europa,293.0,2018
1725,Ambos sexos,Sorbas,Total Europa,307.0,2019
1726,Ambos sexos,Suflí,Europa,0,1998
1727,Ambos sexos,Suflí,Europa,0,1999
1728,Ambos sexos,Suflí,Europa,1,2000
1729,Ambos sexos,Suflí,Europa,1,2001
1730,Ambos sexos,Suflí,Total Unión Europea,1.0,2002
1731,Ambos sexos,Suflí,Total Europa,10.0,2004
1732,Ambos sexos,Suflí,Total Europa,20,2005
1733,Ambos sexos,Suflí,Total Europa,24.0,2006
1734,Ambos sexos,Suflí,Total Europa,43.0,2007
1735,Ambos sexos,Suflí,Total Europa,47.0,2008
1736,Ambos sexos,Suflí,Total Europa,47.0,2009
1737,Ambos sexos,Suflí,Total Europa,44.0,2010
1738,Ambos sexos,Suflí,Total Europa,44.0,2011
1739,Ambos sexos,Suflí,Total Europa,44.0,2012
1740,Ambos sexos,Suflí,Total Europa,43.0,2013
1741,Ambos sexos,Suflí,Total Europa,27.0,2014
1742,Ambos sexos,Suflí,Total Europa,28.0,2015
1743,Ambos sexos,Suflí,Total Europa,34.0,2016
1744,Ambos sexos,Suflí,Total Europa,30.0,2017
1745,Ambos sexos,Suflí,Total Europa,34.0,2018
1746,Ambos sexos,Suflí,Total Europa,33.0,2019
1747,Ambos sexos,Tabernas,Europa,8,1998
1748,Ambos sexos,Tabernas,Europa,13,1999
1749,Ambos sexos,Tabernas,Europa,17,2000
1750,Ambos sexos,Tabernas,Europa,29,2001
1751,Ambos sexos,Tabernas,Total Unión Europea,31.0,2002
1752,Ambos sexos,Tabernas,Total Europa,151.0,2004
1753,Ambos sexos,Tabernas,Total Europa,350,2005
1754,Ambos sexos,Tabernas,Total Europa,476.0,2006
1755,Ambos sexos,Tabernas,Total Europa,556.0,2007
1756,Ambos sexos,Tabernas,Total Europa,624.0,2008
1757,Ambos sexos,Tabernas,Total Europa,648.0,2009
1758,Ambos sexos,Tabernas,Total Europa,630.0,2010
1759,Ambos sexos,Tabernas,Total Europa,642.0,2011
1760,Ambos sexos,Tabernas,Total Europa,690.0,2012
1761,Ambos sexos,Tabernas,Total Europa,691.0,2013
1762,Ambos sexos,Tabernas,Total Europa,675.0,2014
1763,Ambos sexos,Tabernas,Total Europa,686.0,2015
1764,Ambos sexos,Tabernas,Total Europa,695.0,2016
1765,Ambos sexos,Tabernas,Total Europa,728.0,2017
1766,Ambos sexos,Tabernas,Total Europa,692.0,2018
1767,Ambos sexos,Tabernas,Total Europa,659.0,2019
1768,Ambos sexos,Taberno,Europa,2,1998
1769,Ambos sexos,Taberno,Europa,1,1999
1770,Ambos sexos,Taberno,Europa,3,2000
1771,Ambos sexos,Taberno,Europa,21,2001
1772,Ambos sexos,Taberno,Total Unión Europea,44.0,2002
1773,Ambos sexos,Taberno,Total Europa,143.0,2004
1774,Ambos sexos,Taberno,Total Europa,162,2005
1775,Ambos sexos,Taberno,Total Europa,194.0,2006
1776,Ambos sexos,Taberno,Total Europa,221.0,2007
1777,Ambos sexos,Taberno,Total Europa,237.0,2008
1778,Ambos sexos,Taberno,Total Europa,242.0,2009
1779,Ambos sexos,Taberno,Total Europa,256.0,2010
1780,Ambos sexos,Taberno,Total Europa,274.0,2011
1781,Ambos sexos,Taberno,Total Europa,268.0,2012
1782,Ambos sexos,Taberno,Total Europa,264.0,2013
1783,Ambos sexos,Taberno,Total Europa,186.0,2014
1784,Ambos sexos,Taberno,Total Europa,163.0,2015
1785,Ambos sexos,Taberno,Total Europa,144.0,2016
1786,Ambos sexos,Taberno,Total Europa,160.0,2017
1787,Ambos sexos,Taberno,Total Europa,154.0,2018
1788,Ambos sexos,Taberno,Total Europa,140.0,2019
1789,Ambos sexos,Tahal,Europa,0,1998
1790,Ambos sexos,Tahal,Europa,1,1999
1791,Ambos sexos,Tahal,Europa,1,2000
1792,Ambos sexos,Tahal,Europa,1,2001
1793,Ambos sexos,Tahal,Total Unión Europea,2.0,2002
1794,Ambos sexos,Tahal,Total Europa,14.0,2004
1795,Ambos sexos,Tahal,Total Europa,22,2005
1796,Ambos sexos,Tahal,Total Europa,44.0,2006
1797,Ambos sexos,Tahal,Total Europa,46.0,2007
1798,Ambos sexos,Tahal,Total Europa,57.0,2008
1799,Ambos sexos,Tahal,Total Europa,65.0,2009
1800,Ambos sexos,Tahal,Total Europa,63.0,2010
1801,Ambos sexos,Tahal,Total Europa,75.0,2011
1802,Ambos sexos,Tahal,Total Europa,73.0,2012
1803,Ambos sexos,Tahal,Total Europa,73.0,2013
1804,Ambos sexos,Tahal,Total Europa,39.0,2014
1805,Ambos sexos,Tahal,Total Europa,36.0,2015
1806,Ambos sexos,Tahal,Total Europa,37.0,2016
1807,Ambos sexos,Tahal,Total Europa,35.0,2017
1808,Ambos sexos,Tahal,Total Europa,29.0,2018
1809,Ambos sexos,Tahal,Total Europa,26.0,2019
1810,Ambos sexos,Terque,Europa,1,1998
1811,Ambos sexos,Terque,Europa,1,1999
1812,Ambos sexos,Terque,Europa,1,2000
1813,Ambos sexos,Terque,Europa,1,2001
1814,Ambos sexos,Terque,Total Unión Europea,1.0,2002
1815,Ambos sexos,Terque,Total Europa,6.0,2004
1816,Ambos sexos,Terque,Total Europa,15,2005
1817,Ambos sexos,Terque,Total Europa,11.0,2006
1818,Ambos sexos,Terque,Total Europa,21.0,2007
1819,Ambos sexos,Terque,Total Europa,20.0,2008
1820,Ambos sexos,Terque,Total Europa,25.0,2009
1821,Ambos sexos,Terque,Total Europa,26.0,2010
1822,Ambos sexos,Terque,Total Europa,30.0,2011
1823,Ambos sexos,Terque,Total Europa,31.0,2012
1824,Ambos sexos,Terque,Total Europa,31.0,2013
1825,Ambos sexos,Terque,Total Europa,27.0,2014
1826,Ambos sexos,Terque,Total Europa,25.0,2015
1827,Ambos sexos,Terque,Total Europa,22.0,2016
1828,Ambos sexos,Terque,Total Europa,17.0,2017
1829,Ambos sexos,Terque,Total Europa,13.0,2018
1830,Ambos sexos,Terque,Total Europa,16.0,2019
1831,Ambos sexos,Tíjola,Europa,7,1998
1832,Ambos sexos,Tíjola,Europa,6,1999
1833,Ambos sexos,Tíjola,Europa,7,2000
1834,Ambos sexos,Tíjola,Europa,19,2001
1835,Ambos sexos,Tíjola,Total Unión Europea,7.0,2002
1836,Ambos sexos,Tíjola,Total Europa,83.0,2004
1837,Ambos sexos,Tíjola,Total Europa,106,2005
1838,Ambos sexos,Tíjola,Total Europa,114.0,2006
1839,Ambos sexos,Tíjola,Total Europa,135.0,2007
1840,Ambos sexos,Tíjola,Total Europa,170.0,2008
1841,Ambos sexos,Tíjola,Total Europa,187.0,2009
1842,Ambos sexos,Tíjola,Total Europa,190.0,2010
1843,Ambos sexos,Tíjola,Total Europa,160.0,2011
1844,Ambos sexos,Tíjola,Total Europa,153.0,2012
1845,Ambos sexos,Tíjola,Total Europa,149.0,2013
1846,Ambos sexos,Tíjola,Total Europa,131.0,2014
1847,Ambos sexos,Tíjola,Total Europa,122.0,2015
1848,Ambos sexos,Tíjola,Total Europa,102.0,2016
1849,Ambos sexos,Tíjola,Total Europa,90.0,2017
1850,Ambos sexos,Tíjola,Total Europa,85.0,2018
1851,Ambos sexos,Tíjola,Total Europa,79.0,2019
1852,Ambos sexos,Turre,Europa,101,1998
1853,Ambos sexos,Turre,Europa,144,1999
1854,Ambos sexos,Turre,Europa,212,2000
1855,Ambos sexos,Turre,Europa,242,2001
1856,Ambos sexos,Turre,Total Unión Europea,279.0,2002
1857,Ambos sexos,Turre,Total Europa,476.0,2004
1858,Ambos sexos,Turre,Total Europa,657,2005
1859,Ambos sexos,Turre,Total Europa,837.0,2006
1860,Ambos sexos,Turre,Total Europa,987.0,2007
1861,Ambos sexos,Turre,Total Europa,1140.0,2008
1862,Ambos sexos,Turre,Total Europa,1254.0,2009
1863,Ambos sexos,Turre,Total Europa,1382.0,2010
1864,Ambos sexos,Turre,Total Europa,1454.0,2011
1865,Ambos sexos,Turre,Total Europa,1495.0,2012
1866,Ambos sexos,Turre,Total Europa,1550.0,2013
1867,Ambos sexos,Turre,Total Europa,1146.0,2014
1868,Ambos sexos,Turre,Total Europa,911.0,2015
1869,Ambos sexos,Turre,Total Europa,909.0,2016
1870,Ambos sexos,Turre,Total Europa,844.0,2017
1871,Ambos sexos,Turre,Total Europa,890.0,2018
1872,Ambos sexos,Turre,Total Europa,974.0,2019
1873,Ambos sexos,Turrillas,Europa,0,1998
1874,Ambos sexos,Turrillas,Europa,0,1999
1875,Ambos sexos,Turrillas,Europa,2,2000
1876,Ambos sexos,Turrillas,Europa,5,2001
1877,Ambos sexos,Turrillas,Total Unión Europea,0.0,2002
1878,Ambos sexos,Turrillas,Total Europa,9.0,2004
1879,Ambos sexos,Turrillas,Total Europa,11,2005
1880,Ambos sexos,Turrillas,Total Europa,19.0,2006
1881,Ambos sexos,Turrillas,Total Europa,12.0,2007
1882,Ambos sexos,Turrillas,Total Europa,15.0,2008
1883,Ambos sexos,Turrillas,Total Europa,15.0,2009
1884,Ambos sexos,Turrillas,Total Europa,18.0,2010
1885,Ambos sexos,Turrillas,Total Europa,18.0,2011
1886,Ambos sexos,Turrillas,Total Europa,17.0,2012
1887,Ambos sexos,Turrillas,Total Europa,19.0,2013
1888,Ambos sexos,Turrillas,Total Europa,13.0,2014
1889,Ambos sexos,Turrillas,Total Europa,20.0,2015
1890,Ambos sexos,Turrillas,Total Europa,19.0,2016
1891,Ambos sexos,Turrillas,Total Europa,19.0,2017
1892,Ambos sexos,Turrillas,Total Europa,19.0,2018
1893,Ambos sexos,Turrillas,Total Europa,16.0,2019
1894,Ambos sexos,Uleila del Campo,Europa,1,1998
1895,Ambos sexos,Uleila del Campo,Europa,1,1999
1896,Ambos sexos,Uleila del Campo,Europa,1,2000
1897,Ambos sexos,Uleila del Campo,Europa,3,2001
1898,Ambos sexos,Uleila del Campo,Total Unión Europea,4.0,2002
1899,Ambos sexos,Uleila del Campo,Total Europa,21.0,2004
1900,Ambos sexos,Uleila del Campo,Total Europa,33,2005
1901,Ambos sexos,Uleila del Campo,Total Europa,57.0,2006
1902,Ambos sexos,Uleila del Campo,Total Europa,52.0,2007
1903,Ambos sexos,Uleila del Campo,Total Europa,65.0,2008
1904,Ambos sexos,Uleila del Campo,Total Europa,80.0,2009
1905,Ambos sexos,Uleila del Campo,Total Europa,92.0,2010
1906,Ambos sexos,Uleila del Campo,Total Europa,98.0,2011
1907,Ambos sexos,Uleila del Campo,Total Europa,93.0,2012
1908,Ambos sexos,Uleila del Campo,Total Europa,84.0,2013
1909,Ambos sexos,Uleila del Campo,Total Europa,72.0,2014
1910,Ambos sexos,Uleila del Campo,Total Europa,60.0,2015
1911,Ambos sexos,Uleila del Campo,Total Europa,62.0,2016
1912,Ambos sexos,Uleila del Campo,Total Europa,63.0,2017
1913,Ambos sexos,Uleila del Campo,Total Europa,65.0,2018
1914,Ambos sexos,Uleila del Campo,Total Europa,54.0,2019
1915,Ambos sexos,Urrácal,Europa,0,1998
1916,Ambos sexos,Urrácal,Europa,0,1999
1917,Ambos sexos,Urrácal,Europa,0,2000
1918,Ambos sexos,Urrácal,Europa,0,2001
1919,Ambos sexos,Urrácal,Total Unión Europea,0.0,2002
1920,Ambos sexos,Urrácal,Total Europa,11.0,2004
1921,Ambos sexos,Urrácal,Total Europa,15,2005
1922,Ambos sexos,Urrácal,Total Europa,19.0,2006
1923,Ambos sexos,Urrácal,Total Europa,31.0,2007
1924,Ambos sexos,Urrácal,Total Europa,34.0,2008
1925,Ambos sexos,Urrácal,Total Europa,37.0,2009
1926,Ambos sexos,Urrácal,Total Europa,37.0,2010
1927,Ambos sexos,Urrácal,Total Europa,41.0,2011
1928,Ambos sexos,Urrácal,Total Europa,42.0,2012
1929,Ambos sexos,Urrácal,Total Europa,39.0,2013
1930,Ambos sexos,Urrácal,Total Europa,35.0,2014
1931,Ambos sexos,Urrácal,Total Europa,40.0,2015
1932,Ambos sexos,Urrácal,Total Europa,40.0,2016
1933,Ambos sexos,Urrácal,Total Europa,46.0,2017
1934,Ambos sexos,Urrácal,Total Europa,44.0,2018
1935,Ambos sexos,Urrácal,Total Europa,42.0,2019
1936,Ambos sexos,Velefique,Europa,0,1998
1937,Ambos sexos,Velefique,Europa,0,1999
1938,Ambos sexos,Velefique,Europa,0,2000
1939,Ambos sexos,Velefique,Europa,0,2001
1940,Ambos sexos,Velefique,Total Unión Europea,0.0,2002
1941,Ambos sexos,Velefique,Total Europa,5.0,2004
1942,Ambos sexos,Velefique,Total Europa,5,2005
1943,Ambos sexos,Velefique,Total Europa,4.0,2006
1944,Ambos sexos,Velefique,Total Europa,6.0,2007
1945,Ambos sexos,Velefique,Total Europa,7.0,2008
1946,Ambos sexos,Velefique,Total Europa,5.0,2009
1947,Ambos sexos,Velefique,Total Europa,8.0,2010
1948,Ambos sexos,Velefique,Total Europa,7.0,2011
1949,Ambos sexos,Velefique,Total Europa,5.0,2012
1950,Ambos sexos,Velefique,Total Europa,4.0,2013
1951,Ambos sexos,Velefique,Total Europa,7.0,2014
1952,Ambos sexos,Velefique,Total Europa,6.0,2015
1953,Ambos sexos,Velefique,Total Europa,6.0,2016
1954,Ambos sexos,Velefique,Total Europa,6.0,2017
1955,Ambos sexos,Velefique,Total Europa,7.0,2018
1956,Ambos sexos,Velefique,Total Europa,5.0,2019
1957,Ambos sexos,Vélez-Blanco,Europa,1,1998
1958,Ambos sexos,Vélez-Blanco,Europa,1,1999
1959,Ambos sexos,Vélez-Blanco,Europa,1,2000
1960,Ambos sexos,Vélez-Blanco,Europa,1,2001
1961,Ambos sexos,Vélez-Blanco,Total Unión Europea,9.0,2002
1962,Ambos sexos,Vélez-Blanco,Total Europa,248.0,2006
1963,Ambos sexos,Vélez-Blanco,Total Europa,302.0,2007
1964,Ambos sexos,Vélez-Blanco,Total Europa,334.0,2008
1965,Ambos sexos,Vélez-Blanco,Total Europa,370.0,2009
1966,Ambos sexos,Vélez-Blanco,Total Europa,403.0,2010
1967,Ambos sexos,Vélez-Blanco,Total Europa,436.0,2011
1968,Ambos sexos,Vélez-Blanco,Total Europa,417.0,2012
1969,Ambos sexos,Vélez-Blanco,Total Europa,285.0,2013
1970,Ambos sexos,Vélez-Blanco,Total Europa,289.0,2014
1971,Ambos sexos,Vélez-Blanco,Total Europa,302.0,2015
1972,Ambos sexos,Vélez-Blanco,Total Europa,267.0,2016
1973,Ambos sexos,Vélez-Blanco,Total Europa,231.0,2017
1974,Ambos sexos,Vélez-Blanco,Total Europa,248.0,2018
1975,Ambos sexos,Vélez-Blanco,Total Europa,259.0,2019
1976,Ambos sexos,Vélez-Rubio,Europa,11,1998
1977,Ambos sexos,Vélez-Rubio,Europa,14,1999
1978,Ambos sexos,Vélez-Rubio,Europa,17,2000
1979,Ambos sexos,Vélez-Rubio,Europa,37,2001
1980,Ambos sexos,Vélez-Rubio,Total Unión Europea,58.0,2002
1981,Ambos sexos,Vélez-Rubio,Total Europa,582.0,2006
1982,Ambos sexos,Vélez-Rubio,Total Europa,639.0,2007
1983,Ambos sexos,Vélez-Rubio,Total Europa,701.0,2008
1984,Ambos sexos,Vélez-Rubio,Total Europa,707.0,2009
1985,Ambos sexos,Vélez-Rubio,Total Europa,711.0,2010
1986,Ambos sexos,Vélez-Rubio,Total Europa,734.0,2011
1987,Ambos sexos,Vélez-Rubio,Total Europa,725.0,2012
1988,Ambos sexos,Vélez-Rubio,Total Europa,583.0,2013
1989,Ambos sexos,Vélez-Rubio,Total Europa,603.0,2014
1990,Ambos sexos,Vélez-Rubio,Total Europa,618.0,2015
1991,Ambos sexos,Vélez-Rubio,Total Europa,600.0,2016
1992,Ambos sexos,Vélez-Rubio,Total Europa,611.0,2017
1993,Ambos sexos,Vélez-Rubio,Total Europa,615.0,2018
1994,Ambos sexos,Vélez-Rubio,Total Europa,570.0,2019
1995,Ambos sexos,Vera,Europa,106,1998
1996,Ambos sexos,Vera,Europa,115,1999
1997,Ambos sexos,Vera,Europa,128,2000
1998,Ambos sexos,Vera,Europa,190,2001
1999,Ambos sexos,Vera,Total Unión Europea,229.0,2002
2000,Ambos sexos,Vera,Total Europa,848.0,2004
