,Sexo,Municipios,País de nacimiento,Total,Año
39,Ambos sexos,Antas,Total Europa,294.0,2017
40,Ambos sexos,Antas,Total Europa,320.0,2018
41,Ambos sexos,Antas,Total Europa,345.0,2019
42,Ambos sexos,Arboleas,Europa,15,1998
43,Ambos sexos,Arboleas,Europa,24,1999
44,Ambos sexos,Arboleas,Europa,40,2000
45,Ambos sexos,Arboleas,Europa,89,2001
46,Ambos sexos,Arboleas,Total Unión Europea,196.0,2002
47,Ambos sexos,Arboleas,Total Europa,711.0,2004
48,Ambos sexos,Arboleas,Total Europa,1168,2005
49,Ambos sexos,Arboleas,Total Europa,1618.0,2006
50,Ambos sexos,Arboleas,Total Europa,2121.0,2007
51,Ambos sexos,Arboleas,Total Europa,2557.0,2008
52,Ambos sexos,Arboleas,Total Europa,2813.0,2009
53,Ambos sexos,Arboleas,Total Europa,3002.0,2010
54,Ambos sexos,Arboleas,Total Europa,3163.0,2011
55,Ambos sexos,Arboleas,Total Europa,3308.0,2012
56,Ambos sexos,Arboleas,Total Europa,3418.0,2013
57,Ambos sexos,Arboleas,Total Europa,3013.0,2014
58,Ambos sexos,Arboleas,Total Europa,2989.0,2015
59,Ambos sexos,Arboleas,Total Europa,2869.0,2016
60,Ambos sexos,Arboleas,Total Europa,2818.0,2017
61,Ambos sexos,Arboleas,Total Europa,2951.0,2018
62,Ambos sexos,Arboleas,Total Europa,2953.0,2019
63,Ambos sexos,Benahadux,Europa,10,1998
64,Ambos sexos,Benahadux,Europa,14,1999
65,Ambos sexos,Benahadux,Europa,10,2000
66,Ambos sexos,Benahadux,Europa,6,2001
67,Ambos sexos,Benahadux,Total Unión Europea,8.0,2002
68,Ambos sexos,Benahadux,Total Europa,84.0,2004
69,Ambos sexos,Benahadux,Total Europa,98,2005
70,Ambos sexos,Benahadux,Total Europa,104.0,2006
71,Ambos sexos,Benahadux,Total Europa,129.0,2007
72,Ambos sexos,Benahadux,Total Europa,177.0,2008
73,Ambos sexos,Benahadux,Total Europa,217.0,2009
74,Ambos sexos,Benahadux,Total Europa,215.0,2010
75,Ambos sexos,Benahadux,Total Europa,245.0,2011
76,Ambos sexos,Benahadux,Total Europa,251.0,2012
77,Ambos sexos,Benahadux,Total Europa,253.0,2013
78,Ambos sexos,Benahadux,Total Europa,233.0,2014
79,Ambos sexos,Benahadux,Total Europa,226.0,2015
80,Ambos sexos,Benahadux,Total Europa,191.0,2016
81,Ambos sexos,Benahadux,Total Europa,175.0,2017
82,Ambos sexos,Benahadux,Total Europa,183.0,2018
83,Ambos sexos,Benahadux,Total Europa,148.0,2019
84,Ambos sexos,Cantoria,Europa,36,1998
85,Ambos sexos,Cantoria,Europa,33,1999
86,Ambos sexos,Cantoria,Europa,46,2000
87,Ambos sexos,Cantoria,Europa,66,2001
88,Ambos sexos,Cantoria,Total Unión Europea,110.0,2002
89,Ambos sexos,Cantoria,Total Europa,369.0,2004
90,Ambos sexos,Cantoria,Total Europa,499,2005
91,Ambos sexos,Cantoria,Total Europa,631.0,2006
92,Ambos sexos,Cantoria,Total Europa,761.0,2007
93,Ambos sexos,Cantoria,Total Europa,936.0,2008
94,Ambos sexos,Cantoria,Total Europa,1007.0,2009
95,Ambos sexos,Cantoria,Total Europa,1031.0,2010
96,Ambos sexos,Cantoria,Total Europa,1032.0,2011
97,Ambos sexos,Cantoria,Total Europa,1044.0,2012
98,Ambos sexos,Cantoria,Total Europa,1056.0,2013
99,Ambos sexos,Cantoria,Total Europa,791.0,2014
100,Ambos sexos,Cantoria,Total Europa,776.0,2015
101,Ambos sexos,Cantoria,Total Europa,621.0,2016
102,Ambos sexos,Cantoria,Total Europa,555.0,2017
103,Ambos sexos,Cantoria,Total Europa,555.0,2018
104,Ambos sexos,Cantoria,Total Europa,573.0,2019
105,Ambos sexos,Carboneras,Europa,73,1998
106,Ambos sexos,Carboneras,Europa,81,1999
107,Ambos sexos,Carboneras,Europa,90,2000
108,Ambos sexos,Carboneras,Europa,160,2001
109,Ambos sexos,Carboneras,Total Unión Europea,112.0,2002
110,Ambos sexos,Carboneras,Total Europa,412.0,2004
111,Ambos sexos,Carboneras,Total Europa,448,2005
112,Ambos sexos,Carboneras,Total Europa,572.0,2006
113,Ambos sexos,Carboneras,Total Europa,616.0,2007
114,Ambos sexos,Carboneras,Total Europa,699.0,2008
115,Ambos sexos,Carboneras,Total Europa,762.0,2009
116,Ambos sexos,Carboneras,Total Europa,818.0,2010
117,Ambos sexos,Carboneras,Total Europa,835.0,2011
118,Ambos sexos,Carboneras,Total Europa,822.0,2012
119,Ambos sexos,Carboneras,Total Europa,818.0,2013
120,Ambos sexos,Carboneras,Total Europa,627.0,2014
121,Ambos sexos,Carboneras,Total Europa,577.0,2015
122,Ambos sexos,Carboneras,Total Europa,534.0,2016
123,Ambos sexos,Carboneras,Total Europa,512.0,2017
124,Ambos sexos,Carboneras,Total Europa,492.0,2018
125,Ambos sexos,Carboneras,Total Europa,538.0,2019
126,Ambos sexos,Dalías,Europa,6,1998
127,Ambos sexos,Dalías,Europa,6,1999
128,Ambos sexos,Dalías,Europa,7,2000
129,Ambos sexos,Dalías,Europa,22,2001
130,Ambos sexos,Dalías,Total Unión Europea,3.0,2002
131,Ambos sexos,Dalías,Total Europa,37.0,2004
132,Ambos sexos,Dalías,Total Europa,67,2005
133,Ambos sexos,Dalías,Total Europa,74.0,2006
134,Ambos sexos,Dalías,Total Europa,84.0,2007
135,Ambos sexos,Dalías,Total Europa,106.0,2008
136,Ambos sexos,Dalías,Total Europa,109.0,2009
137,Ambos sexos,Dalías,Total Europa,99.0,2010
138,Ambos sexos,Dalías,Total Europa,98.0,2011
139,Ambos sexos,Dalías,Total Europa,100.0,2012
140,Ambos sexos,Dalías,Total Europa,97.0,2013
141,Ambos sexos,Dalías,Total Europa,101.0,2014
142,Ambos sexos,Dalías,Total Europa,91.0,2015
143,Ambos sexos,Dalías,Total Europa,97.0,2016
144,Ambos sexos,Dalías,Total Europa,93.0,2017
145,Ambos sexos,Dalías,Total Europa,97.0,2018
146,Ambos sexos,Dalías,Total Europa,87.0,2019
147,Ambos sexos,Fines,Europa,7,1998
148,Ambos sexos,Fines,Europa,7,1999
149,Ambos sexos,Fines,Europa,8,2000
150,Ambos sexos,Fines,Europa,16,2001
151,Ambos sexos,Fines,Total Unión Europea,7.0,2002
152,Ambos sexos,Fines,Total Europa,91.0,2004
153,Ambos sexos,Fines,Total Europa,138,2005
154,Ambos sexos,Fines,Total Europa,164.0,2006
155,Ambos sexos,Fines,Total Europa,216.0,2007
156,Ambos sexos,Fines,Total Europa,264.0,2008
157,Ambos sexos,Fines,Total Europa,324.0,2009
158,Ambos sexos,Fines,Total Europa,327.0,2010
159,Ambos sexos,Fines,Total Europa,292.0,2011
160,Ambos sexos,Fines,Total Europa,286.0,2012
161,Ambos sexos,Fines,Total Europa,278.0,2013
162,Ambos sexos,Fines,Total Europa,227.0,2014
163,Ambos sexos,Fines,Total Europa,142.0,2015
164,Ambos sexos,Fines,Total Europa,141.0,2016
165,Ambos sexos,Fines,Total Europa,125.0,2017
166,Ambos sexos,Fines,Total Europa,108.0,2018
167,Ambos sexos,Fines,Total Europa,165.0,2019
168,Ambos sexos,Fiñana,Europa,0,1998
169,Ambos sexos,Fiñana,Europa,1,1999
170,Ambos sexos,Fiñana,Europa,1,2000
171,Ambos sexos,Fiñana,Europa,1,2001
172,Ambos sexos,Fiñana,Total Unión Europea,1.0,2002
173,Ambos sexos,Fiñana,Total Europa,39.0,2004
174,Ambos sexos,Fiñana,Total Europa,64,2005
175,Ambos sexos,Fiñana,Total Europa,81.0,2006
176,Ambos sexos,Fiñana,Total Europa,109.0,2007
177,Ambos sexos,Fiñana,Total Europa,147.0,2008
178,Ambos sexos,Fiñana,Total Europa,153.0,2009
179,Ambos sexos,Fiñana,Total Europa,161.0,2010
180,Ambos sexos,Fiñana,Total Europa,166.0,2011
181,Ambos sexos,Fiñana,Total Europa,160.0,2012
182,Ambos sexos,Fiñana,Total Europa,93.0,2013
183,Ambos sexos,Fiñana,Total Europa,71.0,2014
184,Ambos sexos,Fiñana,Total Europa,69.0,2015
185,Ambos sexos,Fiñana,Total Europa,66.0,2016
186,Ambos sexos,Fiñana,Total Europa,44.0,2017
187,Ambos sexos,Fiñana,Total Europa,40.0,2018
188,Ambos sexos,Fiñana,Total Europa,52.0,2019
189,Ambos sexos,Gádor,Europa,4,1998
190,Ambos sexos,Gádor,Europa,4,1999
191,Ambos sexos,Gádor,Europa,5,2000
192,Ambos sexos,Gádor,Europa,10,2001
193,Ambos sexos,Gádor,Total Unión Europea,9.0,2002
194,Ambos sexos,Gádor,Total Europa,72.0,2004
195,Ambos sexos,Gádor,Total Europa,121,2005
196,Ambos sexos,Gádor,Total Europa,172.0,2006
197,Ambos sexos,Gádor,Total Europa,223.0,2007
198,Ambos sexos,Gádor,Total Europa,257.0,2008
199,Ambos sexos,Gádor,Total Europa,290.0,2009
200,Ambos sexos,Gádor,Total Europa,295.0,2010
201,Ambos sexos,Gádor,Total Europa,309.0,2011
202,Ambos sexos,Gádor,Total Europa,317.0,2012
203,Ambos sexos,Gádor,Total Europa,310.0,2013
204,Ambos sexos,Gádor,Total Europa,179.0,2014
205,Ambos sexos,Gádor,Total Europa,147.0,2015
206,Ambos sexos,Gádor,Total Europa,154.0,2016
207,Ambos sexos,Gádor,Total Europa,156.0,2017
208,Ambos sexos,Gádor,Total Europa,162.0,2018
209,Ambos sexos,Gádor,Total Europa,157.0,2019
210,Ambos sexos,Garrucha,Europa,63,1998
211,Ambos sexos,Garrucha,Europa,66,1999
212,Ambos sexos,Garrucha,Europa,76,2000
213,Ambos sexos,Garrucha,Europa,125,2001
214,Ambos sexos,Garrucha,Total Unión Europea,125.0,2002
215,Ambos sexos,Garrucha,Total Europa,494.0,2004
216,Ambos sexos,Garrucha,Total Europa,659,2005
217,Ambos sexos,Garrucha,Total Europa,809.0,2006
218,Ambos sexos,Garrucha,Total Europa,983.0,2007
219,Ambos sexos,Garrucha,Total Europa,1154.0,2008
220,Ambos sexos,Garrucha,Total Europa,1187.0,2009
221,Ambos sexos,Garrucha,Total Europa,1141.0,2010
222,Ambos sexos,Garrucha,Total Europa,1189.0,2011
223,Ambos sexos,Garrucha,Total Europa,1212.0,2012
224,Ambos sexos,Garrucha,Total Europa,1079.0,2013
225,Ambos sexos,Garrucha,Total Europa,963.0,2014
226,Ambos sexos,Garrucha,Total Europa,912.0,2015
227,Ambos sexos,Garrucha,Total Europa,867.0,2016
228,Ambos sexos,Garrucha,Total Europa,819.0,2017
229,Ambos sexos,Garrucha,Total Europa,868.0,2018
230,Ambos sexos,Garrucha,Total Europa,926.0,2019
231,Ambos sexos,Macael,Europa,3,1998
232,Ambos sexos,Macael,Europa,6,1999
233,Ambos sexos,Macael,Europa,8,2000
234,Ambos sexos,Macael,Europa,10,2001
235,Ambos sexos,Macael,Total Unión Europea,13.0,2002
236,Ambos sexos,Macael,Total Europa,55.0,2004
237,Ambos sexos,Macael,Total Europa,101,2005
238,Ambos sexos,Macael,Total Europa,119.0,2006
239,Ambos sexos,Macael,Total Europa,170.0,2007
240,Ambos sexos,Macael,Total Europa,221.0,2008
241,Ambos sexos,Macael,Total Europa,215.0,2009
242,Ambos sexos,Macael,Total Europa,210.0,2010
243,Ambos sexos,Macael,Total Europa,204.0,2011
244,Ambos sexos,Macael,Total Europa,203.0,2012
245,Ambos sexos,Macael,Total Europa,126.0,2013
246,Ambos sexos,Macael,Total Europa,115.0,2014
247,Ambos sexos,Macael,Total Europa,107.0,2015
248,Ambos sexos,Macael,Total Europa,95.0,2016
249,Ambos sexos,Macael,Total Europa,94.0,2017
250,Ambos sexos,Macael,Total Europa,89.0,2018
251,Ambos sexos,Macael,Total Europa,78.0,2019
252,Ambos sexos,Mojácar,Europa,1828,1998
253,Ambos sexos,Mojácar,Europa,1928,1999
254,Ambos sexos,Mojácar,Europa,2060,2000
255,Ambos sexos,Mojácar,Europa,2169,2001
256,Ambos sexos,Mojácar,Total Unión Europea,2277.0,2002
257,Ambos sexos,Mojácar,Total Europa,2187.0,2004
258,Ambos sexos,Mojácar,Total Europa,2635,2005
259,Ambos sexos,Mojácar,Total Europa,2937.0,2006
260,Ambos sexos,Mojácar,Total Europa,3161.0,2007
261,Ambos sexos,Mojácar,Total Europa,3465.0,2008
262,Ambos sexos,Mojácar,Total Europa,3946.0,2009
263,Ambos sexos,Mojácar,Total Europa,4102.0,2010
264,Ambos sexos,Mojácar,Total Europa,4322.0,2011
265,Ambos sexos,Mojácar,Total Europa,4428.0,2012
266,Ambos sexos,Mojácar,Total Europa,4544.0,2013
267,Ambos sexos,Mojácar,Total Europa,3110.0,2014
268,Ambos sexos,Mojácar,Total Europa,3003.0,2015
269,Ambos sexos,Mojácar,Total Europa,2699.0,2016
270,Ambos sexos,Mojácar,Total Europa,2574.0,2017
271,Ambos sexos,Mojácar,Total Europa,2480.0,2018
272,Ambos sexos,Mojácar,Total Europa,2490.0,2019
273,Ambos sexos,La Mojonera,Europa,10,1998
274,Ambos sexos,La Mojonera,Europa,10,1999
275,Ambos sexos,La Mojonera,Europa,8,2000
276,Ambos sexos,La Mojonera,Europa,39,2001
277,Ambos sexos,La Mojonera,Total Unión Europea,5.0,2002
278,Ambos sexos,La Mojonera,Total Europa,223.0,2004
279,Ambos sexos,La Mojonera,Total Europa,230,2005
280,Ambos sexos,La Mojonera,Total Europa,213.0,2006
281,Ambos sexos,La Mojonera,Total Europa,247.0,2007
282,Ambos sexos,La Mojonera,Total Europa,322.0,2008
283,Ambos sexos,La Mojonera,Total Europa,312.0,2009
284,Ambos sexos,La Mojonera,Total Europa,260.0,2010
285,Ambos sexos,La Mojonera,Total Europa,232.0,2011
286,Ambos sexos,La Mojonera,Total Europa,225.0,2012
287,Ambos sexos,La Mojonera,Total Europa,227.0,2013
288,Ambos sexos,La Mojonera,Total Europa,241.0,2014
289,Ambos sexos,La Mojonera,Total Europa,207.0,2015
290,Ambos sexos,La Mojonera,Total Europa,173.0,2016
291,Ambos sexos,La Mojonera,Total Europa,151.0,2017
292,Ambos sexos,La Mojonera,Total Europa,160.0,2018
293,Ambos sexos,La Mojonera,Total Europa,140.0,2019
294,Ambos sexos,Olula del Río,Europa,5,1998
295,Ambos sexos,Olula del Río,Europa,6,1999
296,Ambos sexos,Olula del Río,Europa,6,2000
297,Ambos sexos,Olula del Río,Europa,14,2001
298,Ambos sexos,Olula del Río,Total Unión Europea,10.0,2002
299,Ambos sexos,Olula del Río,Total Europa,175.0,2004
300,Ambos sexos,Olula del Río,Total Europa,209,2005
301,Ambos sexos,Olula del Río,Total Europa,237.0,2006
302,Ambos sexos,Olula del Río,Total Europa,296.0,2007
303,Ambos sexos,Olula del Río,Total Europa,347.0,2008
304,Ambos sexos,Olula del Río,Total Europa,397.0,2009
305,Ambos sexos,Olula del Río,Total Europa,422.0,2010
306,Ambos sexos,Olula del Río,Total Europa,424.0,2011
307,Ambos sexos,Olula del Río,Total Europa,395.0,2012
308,Ambos sexos,Olula del Río,Total Europa,381.0,2013
309,Ambos sexos,Olula del Río,Total Europa,320.0,2014
310,Ambos sexos,Olula del Río,Total Europa,285.0,2015
311,Ambos sexos,Olula del Río,Total Europa,269.0,2016
312,Ambos sexos,Olula del Río,Total Europa,266.0,2017
313,Ambos sexos,Olula del Río,Total Europa,248.0,2018
314,Ambos sexos,Olula del Río,Total Europa,236.0,2019
315,Ambos sexos,Oria,Europa,2,1998
316,Ambos sexos,Oria,Europa,2,1999
317,Ambos sexos,Oria,Europa,14,2000
318,Ambos sexos,Oria,Europa,42,2001
319,Ambos sexos,Oria,Total Unión Europea,95.0,2002
320,Ambos sexos,Oria,Total Europa,289.0,2004
321,Ambos sexos,Oria,Total Europa,452,2005
322,Ambos sexos,Oria,Total Europa,604.0,2006
323,Ambos sexos,Oria,Total Europa,728.0,2007
324,Ambos sexos,Oria,Total Europa,862.0,2008
325,Ambos sexos,Oria,Total Europa,906.0,2009
326,Ambos sexos,Oria,Total Europa,927.0,2010
327,Ambos sexos,Oria,Total Europa,964.0,2011
328,Ambos sexos,Oria,Total Europa,970.0,2012
329,Ambos sexos,Oria,Total Europa,508.0,2013
330,Ambos sexos,Oria,Total Europa,629.0,2014
331,Ambos sexos,Oria,Total Europa,548.0,2015
332,Ambos sexos,Oria,Total Europa,507.0,2016
333,Ambos sexos,Oria,Total Europa,442.0,2017
334,Ambos sexos,Oria,Total Europa,462.0,2018
335,Ambos sexos,Oria,Total Europa,461.0,2019
336,Ambos sexos,Pechina,Europa,20,1998
337,Ambos sexos,Pechina,Europa,21,1999
338,Ambos sexos,Pechina,Europa,23,2000
339,Ambos sexos,Pechina,Europa,25,2001
340,Ambos sexos,Pechina,Total Unión Europea,31.0,2002
341,Ambos sexos,Pechina,Total Europa,133.0,2004
342,Ambos sexos,Pechina,Total Europa,174,2005
343,Ambos sexos,Pechina,Total Europa,231.0,2006
344,Ambos sexos,Pechina,Total Europa,240.0,2007
345,Ambos sexos,Pechina,Total Europa,283.0,2008
346,Ambos sexos,Pechina,Total Europa,298.0,2009
347,Ambos sexos,Pechina,Total Europa,321.0,2010
348,Ambos sexos,Pechina,Total Europa,331.0,2011
349,Ambos sexos,Pechina,Total Europa,317.0,2012
350,Ambos sexos,Pechina,Total Europa,327.0,2013
351,Ambos sexos,Pechina,Total Europa,262.0,2014
352,Ambos sexos,Pechina,Total Europa,255.0,2015
353,Ambos sexos,Pechina,Total Europa,243.0,2016
354,Ambos sexos,Pechina,Total Europa,259.0,2017
355,Ambos sexos,Pechina,Total Europa,256.0,2018
356,Ambos sexos,Pechina,Total Europa,240.0,2019
357,Ambos sexos,Pulpí,Europa,80,1998
358,Ambos sexos,Pulpí,Europa,104,1999
359,Ambos sexos,Pulpí,Europa,119,2000
360,Ambos sexos,Pulpí,Europa,169,2001
361,Ambos sexos,Pulpí,Total Unión Europea,199.0,2002
362,Ambos sexos,Pulpí,Total Europa,529.0,2004
363,Ambos sexos,Pulpí,Total Europa,612,2005
364,Ambos sexos,Pulpí,Total Europa,730.0,2006
365,Ambos sexos,Pulpí,Total Europa,813.0,2007
366,Ambos sexos,Pulpí,Total Europa,893.0,2008
367,Ambos sexos,Pulpí,Total Europa,941.0,2009
368,Ambos sexos,Pulpí,Total Europa,1006.0,2010
369,Ambos sexos,Pulpí,Total Europa,1061.0,2011
370,Ambos sexos,Pulpí,Total Europa,1103.0,2012
371,Ambos sexos,Pulpí,Total Europa,1115.0,2013
372,Ambos sexos,Pulpí,Total Europa,729.0,2014
373,Ambos sexos,Pulpí,Total Europa,714.0,2015
374,Ambos sexos,Pulpí,Total Europa,738.0,2016
375,Ambos sexos,Pulpí,Total Europa,688.0,2017
376,Ambos sexos,Pulpí,Total Europa,737.0,2018
377,Ambos sexos,Pulpí,Total Europa,816.0,2019
378,Ambos sexos,Serón,Europa,1,1998
379,Ambos sexos,Serón,Europa,1,1999
380,Ambos sexos,Serón,Europa,3,2000
381,Ambos sexos,Serón,Europa,15,2001
382,Ambos sexos,Serón,Total Unión Europea,8.0,2002
383,Ambos sexos,Serón,Total Europa,34.0,2004
384,Ambos sexos,Serón,Total Europa,49,2005
385,Ambos sexos,Serón,Total Europa,67.0,2006
386,Ambos sexos,Serón,Total Europa,107.0,2007
387,Ambos sexos,Serón,Total Europa,114.0,2008
388,Ambos sexos,Serón,Total Europa,119.0,2009
389,Ambos sexos,Serón,Total Europa,118.0,2010
390,Ambos sexos,Serón,Total Europa,131.0,2011
391,Ambos sexos,Serón,Total Europa,132.0,2012
392,Ambos sexos,Serón,Total Europa,129.0,2013
393,Ambos sexos,Serón,Total Europa,79.0,2014
394,Ambos sexos,Serón,Total Europa,63.0,2015
395,Ambos sexos,Serón,Total Europa,65.0,2016
396,Ambos sexos,Serón,Total Europa,53.0,2017
397,Ambos sexos,Serón,Total Europa,47.0,2018
398,Ambos sexos,Serón,Total Europa,59.0,2019
399,Ambos sexos,Sorbas,Europa,34,1998
400,Ambos sexos,Sorbas,Europa,35,1999
401,Ambos sexos,Sorbas,Europa,46,2000
402,Ambos sexos,Sorbas,Europa,54,2001
403,Ambos sexos,Sorbas,Total Unión Europea,79.0,2002
404,Ambos sexos,Sorbas,Total Europa,168.0,2004
405,Ambos sexos,Sorbas,Total Europa,263,2005
406,Ambos sexos,Sorbas,Total Europa,334.0,2006
407,Ambos sexos,Sorbas,Total Europa,372.0,2007
408,Ambos sexos,Sorbas,Total Europa,428.0,2008
409,Ambos sexos,Sorbas,Total Europa,428.0,2009
410,Ambos sexos,Sorbas,Total Europa,472.0,2010
411,Ambos sexos,Sorbas,Total Europa,380.0,2011
412,Ambos sexos,Sorbas,Total Europa,402.0,2012
413,Ambos sexos,Sorbas,Total Europa,424.0,2013
414,Ambos sexos,Sorbas,Total Europa,362.0,2014
415,Ambos sexos,Sorbas,Total Europa,316.0,2015
416,Ambos sexos,Sorbas,Total Europa,306.0,2016
417,Ambos sexos,Sorbas,Total Europa,296.0,2017
418,Ambos sexos,Sorbas,Total Europa,293.0,2018
419,Ambos sexos,Sorbas,Total Europa,307.0,2019
420,Ambos sexos,Tabernas,Europa,8,1998
421,Ambos sexos,Tabernas,Europa,13,1999
422,Ambos sexos,Tabernas,Europa,17,2000
423,Ambos sexos,Tabernas,Europa,29,2001
424,Ambos sexos,Tabernas,Total Unión Europea,31.0,2002
425,Ambos sexos,Tabernas,Total Europa,151.0,2004
426,Ambos sexos,Tabernas,Total Europa,350,2005
427,Ambos sexos,Tabernas,Total Europa,476.0,2006
428,Ambos sexos,Tabernas,Total Europa,556.0,2007
429,Ambos sexos,Tabernas,Total Europa,624.0,2008
430,Ambos sexos,Tabernas,Total Europa,648.0,2009
431,Ambos sexos,Tabernas,Total Europa,630.0,2010
432,Ambos sexos,Tabernas,Total Europa,642.0,2011
433,Ambos sexos,Tabernas,Total Europa,690.0,2012
434,Ambos sexos,Tabernas,Total Europa,691.0,2013
435,Ambos sexos,Tabernas,Total Europa,675.0,2014
436,Ambos sexos,Tabernas,Total Europa,686.0,2015
437,Ambos sexos,Tabernas,Total Europa,695.0,2016
438,Ambos sexos,Tabernas,Total Europa,728.0,2017
439,Ambos sexos,Tabernas,Total Europa,692.0,2018
440,Ambos sexos,Tabernas,Total Europa,659.0,2019
441,Ambos sexos,Tíjola,Europa,7,1998
442,Ambos sexos,Tíjola,Europa,6,1999
443,Ambos sexos,Tíjola,Europa,7,2000
444,Ambos sexos,Tíjola,Europa,19,2001
445,Ambos sexos,Tíjola,Total Unión Europea,7.0,2002
446,Ambos sexos,Tíjola,Total Europa,83.0,2004
447,Ambos sexos,Tíjola,Total Europa,106,2005
448,Ambos sexos,Tíjola,Total Europa,114.0,2006
449,Ambos sexos,Tíjola,Total Europa,135.0,2007
450,Ambos sexos,Tíjola,Total Europa,170.0,2008
451,Ambos sexos,Tíjola,Total Europa,187.0,2009
452,Ambos sexos,Tíjola,Total Europa,190.0,2010
453,Ambos sexos,Tíjola,Total Europa,160.0,2011
454,Ambos sexos,Tíjola,Total Europa,153.0,2012
455,Ambos sexos,Tíjola,Total Europa,149.0,2013
456,Ambos sexos,Tíjola,Total Europa,131.0,2014
457,Ambos sexos,Tíjola,Total Europa,122.0,2015
458,Ambos sexos,Tíjola,Total Europa,102.0,2016
459,Ambos sexos,Tíjola,Total Europa,90.0,2017
460,Ambos sexos,Tíjola,Total Europa,85.0,2018
461,Ambos sexos,Tíjola,Total Europa,79.0,2019
462,Ambos sexos,Turre,Europa,101,1998
463,Ambos sexos,Turre,Europa,144,1999
464,Ambos sexos,Turre,Europa,212,2000
465,Ambos sexos,Turre,Europa,242,2001
466,Ambos sexos,Turre,Total Unión Europea,279.0,2002
467,Ambos sexos,Turre,Total Europa,476.0,2004
468,Ambos sexos,Turre,Total Europa,657,2005
469,Ambos sexos,Turre,Total Europa,837.0,2006
470,Ambos sexos,Turre,Total Europa,987.0,2007
471,Ambos sexos,Turre,Total Europa,1140.0,2008
472,Ambos sexos,Turre,Total Europa,1254.0,2009
473,Ambos sexos,Turre,Total Europa,1382.0,2010
474,Ambos sexos,Turre,Total Europa,1454.0,2011
475,Ambos sexos,Turre,Total Europa,1495.0,2012
476,Ambos sexos,Turre,Total Europa,1550.0,2013
477,Ambos sexos,Turre,Total Europa,1146.0,2014
478,Ambos sexos,Turre,Total Europa,911.0,2015
479,Ambos sexos,Turre,Total Europa,909.0,2016
480,Ambos sexos,Turre,Total Europa,844.0,2017
481,Ambos sexos,Turre,Total Europa,890.0,2018
482,Ambos sexos,Turre,Total Europa,974.0,2019
483,Ambos sexos,Vélez-Blanco,Europa,1,1998
484,Ambos sexos,Vélez-Blanco,Europa,1,1999
485,Ambos sexos,Vélez-Blanco,Europa,1,2000
486,Ambos sexos,Vélez-Blanco,Europa,1,2001
487,Ambos sexos,Vélez-Blanco,Total Unión Europea,9.0,2002
488,Ambos sexos,Vélez-Blanco,Total Europa,248.0,2006
489,Ambos sexos,Vélez-Blanco,Total Europa,302.0,2007
490,Ambos sexos,Vélez-Blanco,Total Europa,334.0,2008
491,Ambos sexos,Vélez-Blanco,Total Europa,370.0,2009
492,Ambos sexos,Vélez-Blanco,Total Europa,403.0,2010
493,Ambos sexos,Vélez-Blanco,Total Europa,436.0,2011
494,Ambos sexos,Vélez-Blanco,Total Europa,417.0,2012
495,Ambos sexos,Vélez-Blanco,Total Europa,285.0,2013
