Provincia,Municipios,Población,Resultado Izquierda,Resultado Derecha,Diferencia,Fecha,Mes,Año
Granada,Algarinejo,4335,66.64,32.48,34.16,200403,03,2004
Granada,Alhama de Granada,6074,65.11,33.95,31.16,200403,03,2004
Granada,Alhendín,4506,59.23,39.03,20.2,200403,03,2004
Granada,Alicún de Ortega,609,64.94,34.81,30.13,200403,03,2004
Granada,Almegíjar,405,51.9,46.52,5.38,200403,03,2004
Granada,Almuñécar,23378,61.29,37.56,23.73,200403,03,2004
Granada,Alquife,840,67.45,30.52,36.93,200403,03,2004
Granada,Arenas del Rey,1976,69.61,29.67,39.94,200403,03,2004
Granada,Armilla,16524,63.89,33.85,30.04,200403,03,2004
Granada,Atarfe,11680,73.06,25.94,47.12,200403,03,2004
Granada,Baza,21209,62.68,35.72,26.96,200403,03,2004
Granada,Beas de Granada,1061,61.0,37.94,23.06,200403,03,2004
Granada,Beas de Guadix,351,67.84,31.37,36.47,200403,03,2004
Granada,Benalúa,3239,79.08,20.41,58.67,200403,03,2004
Granada,Benalúa de las Villas,1366,55.38,44.2,11.18,200403,03,2004
Granada,Benamaurel,2346,75.12,24.22,50.9,200403,03,2004
Granada,Bérchules,769,64.15,35.64,28.51,200403,03,2004
Granada,Bubión,357,43.43,55.05,-11.62,200403,03,2004
Granada,Busquístar,368,60.0,38.72,21.28,200403,03,2004
Granada,Cacín,753,72.85,26.55,46.3,200403,03,2004
Granada,Cádiar,1636,52.87,45.89,6.98,200403,03,2004
Granada,Cájar,3653,44.21,50.97,-6.76,200403,03,2004
Granada,Calicasas,563,55.84,44.16,11.68,200403,03,2004
Granada,Campotéjar,1402,68.17,30.58,37.59,200403,03,2004
Granada,Caniles,4668,71.53,27.95,43.58,200403,03,2004
Granada,Cáñar,345,64.97,35.03,29.94,200403,03,2004
Granada,Capileira,570,58.42,39.13,19.29,200403,03,2004
Granada,Carataunas,202,56.6,38.68,17.92,200403,03,2004
Granada,Cástaras,262,69.03,30.32,38.71,200403,03,2004
Granada,Castilléjar,1617,67.21,31.82,35.39,200403,03,2004
Granada,Castril,2569,72.81,26.86,45.95,200403,03,2004
Granada,Cenes de la Vega,5882,62.66,34.82,27.84,200403,03,2004
Granada,Cijuela,1758,72.57,26.52,46.05,200403,03,2004
Granada,Cogollos de Guadix,711,70.73,29.27,41.46,200403,03,2004
Granada,Cogollos de la Vega,1957,63.87,35.5,28.37,200403,03,2004
Granada,Colomera,1591,69.62,29.56,40.06,200403,03,2004
Granada,Cortes de Baza,2435,73.75,25.97,47.78,200403,03,2004
Granada,Cortes y Graena,1043,49.57,50.0,-0.43,200403,03,2004
Granada,Cúllar,4820,64.61,34.81,29.8,200403,03,2004
Granada,Cúllar Vega,4799,59.96,37.74,22.22,200403,03,2004
Granada,Chauchina,4251,76.13,23.22,52.91,200403,03,2004
Granada,Chimeneas,1493,62.05,37.66,24.39,200403,03,2004
Granada,Churriana de la Vega,7948,62.65,35.75,26.9,200403,03,2004
Granada,Darro,1463,69.39,30.18,39.21,200403,03,2004
Granada,Dehesas de Guadix,592,66.29,33.71,32.58,200403,03,2004
Granada,Deifontes,2338,78.73,20.68,58.05,200403,03,2004
Granada,Diezma,864,60.1,39.73,20.37,200403,03,2004
Granada,Dílar,1472,55.43,42.84,12.59,200403,03,2004
Granada,Dólar,591,69.59,29.72,39.87,200403,03,2004
Granada,Dúdar,310,47.68,50.63,-2.95,200403,03,2004
Granada,Dúrcal,5158,71.48,26.81,44.67,200403,03,2004
Granada,Escúzar,781,73.84,25.81,48.03,200403,03,2004
Granada,Ferreira,327,61.04,38.55,22.49,200403,03,2004
Granada,Fonelas,1176,74.07,25.93,48.14,200403,03,2004
Granada,Freila,983,67.51,31.55,35.96,200403,03,2004
Granada,Fuente Vaqueros,3937,79.92,19.68,60.24,200403,03,2004
Granada,Galera,1197,61.16,37.94,23.22,200403,03,2004
Granada,Gobernador,327,49.81,49.43,0.38,200403,03,2004
Granada,Gójar,3823,55.66,42.74,12.92,200403,03,2004
Granada,Gor,1084,64.29,34.95,29.34,200403,03,2004
Granada,Gorafe,541,77.15,22.58,54.57,200403,03,2004
Granada,Granada,237663,49.79,47.3,2.49,200403,03,2004
Granada,Guadahortuna,2179,72.33,27.53,44.8,200403,03,2004
Granada,Guadix,20163,60.23,38.46,21.77,200403,03,2004
Granada,Gualchos,2694,58.43,40.86,17.57,200403,03,2004
Granada,Güejar Sierra,2576,54.84,43.91,10.93,200403,03,2004
Granada,Güevéjar,1756,66.64,32.05,34.59,200403,03,2004
Granada,Huélago,486,64.24,34.55,29.69,200403,03,2004
Granada,Huéneja,1201,61.63,37.87,23.76,200403,03,2004
Granada,Huéscar,8197,66.86,32.23,34.63,200403,03,2004
Granada,Huétor de Santillán,1698,64.33,34.47,29.86,200403,03,2004
Granada,Huétor Tájar,8759,71.3,27.36,43.94,200403,03,2004
Granada,Huétor Vega,10193,59.93,38.05,21.88,200403,03,2004
Granada,Illora,10130,76.17,23.12,53.05,200403,03,2004
Granada,Itrabo,983,56.38,43.35,13.03,200403,03,2004
Granada,Iznalloz,6885,78.87,20.4,58.47,200403,03,2004
Granada,Jayena,1296,66.92,32.09,34.83,200403,03,2004
Granada,Jerez del Marquesado,1066,67.69,30.29,37.4,200403,03,2004
Granada,Jete,758,49.4,49.2,0.2,200403,03,2004
Granada,Jun,1978,73.21,24.15,49.06,200403,03,2004
Granada,Juviles,160,51.75,46.49,5.26,200403,03,2004
Granada,La Calahorra,816,72.02,27.12,44.9,200403,03,2004
Granada,Láchar,2525,75.4,24.19,51.21,200403,03,2004
Granada,Lanjarón,3736,60.63,38.01,22.62,200403,03,2004
Granada,Lanteira,522,63.39,34.55,28.84,200403,03,2004
Granada,Lecrín,2274,62.52,35.86,26.66,200403,03,2004
Granada,Lentegí,329,81.93,17.65,64.28,200403,03,2004
Granada,Lobras,140,55.05,43.12,11.93,200403,03,2004
Granada,Loja,20576,66.54,31.92,34.62,200403,03,2004
Granada,Lugros,374,70.45,28.79,41.66,200403,03,2004
Granada,Lújar,514,44.16,55.21,-11.05,200403,03,2004
Granada,La Malahá,1597,83.92,15.46,68.46,200403,03,2004
Granada,Maracena,16587,68.31,29.66,38.65,200403,03,2004
Granada,Marchal,390,54.7,44.95,9.75,200403,03,2004
Granada,Moclín,4310,81.83,17.5,64.33,200403,03,2004
Granada,Molvízar,2802,50.05,49.59,0.46,200403,03,2004
Granada,Monachil,5684,59.18,38.79,20.39,200403,03,2004
Granada,Montefrío,6474,70.12,29.12,41.0,200403,03,2004
Granada,Montejícar,2728,73.74,25.48,48.26,200403,03,2004
Granada,Montillana,1336,53.86,45.71,8.15,200403,03,2004
Granada,Moraleda de Zafayona,2803,80.95,18.24,62.71,200403,03,2004
Granada,Motril,53597,61.02,37.35,23.67,200403,03,2004
Granada,Murtas,698,36.82,62.95,-26.13,200403,03,2004
Granada,Nigüelas,979,69.35,29.57,39.78,200403,03,2004
Granada,Nívar,660,50.21,48.09,2.12,200403,03,2004
Granada,Ogíjares,10494,56.63,40.87,15.76,200403,03,2004
Granada,Orce,1390,62.73,36.37,26.36,200403,03,2004
Granada,Órgiva,5152,68.66,30.09,38.57,200403,03,2004
Granada,Otívar,1052,58.29,40.71,17.58,200403,03,2004
Granada,Villa de Otura,5090,51.95,46.21,5.74,200403,03,2004
Granada,Padul,7155,67.35,31.43,35.92,200403,03,2004
Granada,Pampaneira,337,75.34,24.2,51.14,200403,03,2004
Granada,Pedro Martínez,1320,73.26,26.11,47.15,200403,03,2004
Granada,Peligros,8500,64.5,33.96,30.54,200403,03,2004
Granada,La Peza,1359,51.44,47.79,3.65,200403,03,2004
Granada,Pinos Genil,1237,54.9,42.2,12.7,200403,03,2004
Granada,Pinos Puente,13105,77.92,21.07,56.85,200403,03,2004
Granada,Píñar,1296,79.16,20.3,58.86,200403,03,2004
Granada,Polícar,256,60.8,39.2,21.6,200403,03,2004
Granada,Polopos,1398,62.91,36.7,26.21,200403,03,2004
Granada,Pórtugos,425,58.61,39.93,18.68,200403,03,2004
Granada,Puebla de Don Fadrique,2532,55.8,43.49,12.31,200403,03,2004
Granada,Pulianas,4683,69.92,28.66,41.26,200403,03,2004
Granada,Purullena,2356,67.6,31.66,35.94,200403,03,2004
Granada,Quéntar,1116,63.31,34.57,28.74,200403,03,2004
Granada,Rubite,478,59.4,38.93,20.47,200403,03,2004
Granada,Salar,2742,77.73,21.44,56.29,200403,03,2004
Granada,Salobreña,11134,65.31,33.18,32.13,200403,03,2004
Granada,Santa Cruz del Comercio,517,61.8,37.36,24.44,200403,03,2004
Granada,Santa Fe,13476,65.59,32.78,32.81,200403,03,2004
Granada,Soportújar,266,90.22,8.7,81.52,200403,03,2004
Granada,Sorvilán,621,52.58,46.2,6.38,200403,03,2004
Granada,Torre-Cardela,1170,54.44,45.31,9.13,200403,03,2004
Granada,Torvizcón,822,59.85,38.83,21.02,200403,03,2004
Granada,Trevélez,816,77.08,22.33,54.75,200403,03,2004
Granada,Turón,329,29.86,69.67,-39.81,200403,03,2004
Granada,Ugíjar,2514,68.69,30.77,37.92,200403,03,2004
Granada,Válor,791,59.81,39.25,20.56,200403,03,2004
Granada,Vélez de Benaudalla,2508,65.65,33.59,32.06,200403,03,2004
Granada,Ventas de Huelma,670,55.64,42.18,13.46,200403,03,2004
Granada,Villanueva de las Torres,829,84.76,14.82,69.94,200403,03,2004
Granada,Villanueva Mesía,2046,68.16,30.82,37.34,200403,03,2004
Granada,Víznar,753,60.79,37.9,22.89,200403,03,2004
Granada,Zafarraya,2225,74.83,24.48,50.35,200403,03,2004
Granada,La Zubia,15017,62.15,35.59,26.56,200403,03,2004
Granada,Zújar,2700,79.16,19.93,59.23,200403,03,2004
Granada,La Taha,784,58.85,40.49,18.36,200403,03,2004
Granada,El Valle,1170,70.57,29.09,41.48,200403,03,2004
Granada,Nevada,1237,74.18,25.46,48.72,200403,03,2004
Granada,Alpujarra de la Sierra,1147,80.37,19.1,61.27,200403,03,2004
Granada,Las Gabias,9773,65.71,32.77,32.94,200403,03,2004
Granada,Los Guajares,1229,53.72,45.93,7.79,200403,03,2004
Granada,Valle del Zalabí,2314,53.38,46.09,7.29,200403,03,2004
Granada,Villamena,979,75.79,22.92,52.87,200403,03,2004
Granada,Morelábor,899,59.25,40.44,18.81,200403,03,2004
Granada,El Pinar,1136,64.71,34.41,30.3,200403,03,2004
Granada,Vegas del Genil,3994,66.34,31.67,34.67,200403,03,2004
Granada,Cuevas del Campo,2050,79.65,19.51,60.14,200403,03,2004
Granada,Zagra,1089,45.79,53.4,-7.61,200403,03,2004
Huelva,Alájar,769,81.14,17.27,63.87,200403,03,2004
Huelva,Aljaraque,13009,60.06,37.2,22.86,200403,03,2004
Huelva,El Almendro,841,90.25,8.66,81.59,200403,03,2004
Huelva,Almonaster la Real,1879,79.5,19.34,60.16,200403,03,2004
Huelva,Almonte,18446,75.98,23.4,52.58,200403,03,2004
Huelva,Alosno,4514,82.9,16.32,66.58,200403,03,2004
Huelva,Aracena,6939,73.24,25.68,47.56,200403,03,2004
Huelva,Aroche,3396,73.46,25.39,48.07,200403,03,2004
Huelva,Arroyomolinos de León,1117,79.41,20.17,59.24,200403,03,2004
Huelva,Ayamonte,17402,70.96,27.56,43.4,200403,03,2004
Huelva,Beas,4036,80.44,19.06,61.38,200403,03,2004
Huelva,Berrocal,374,59.33,39.67,19.66,200403,03,2004
Huelva,Bollullos Par del Condado,13041,73.8,25.26,48.54,200403,03,2004
Huelva,Bonares,5295,72.38,27.06,45.32,200403,03,2004
Huelva,Cabezas Rubias,935,85.44,14.56,70.88,200403,03,2004
Huelva,Cala,1344,77.07,21.91,55.16,200403,03,2004
Huelva,Calañas,4553,79.79,19.19,60.6,200403,03,2004
Huelva,El Campillo,2335,83.12,15.81,67.31,200403,03,2004
Huelva,Campofrío,845,80.14,18.26,61.88,200403,03,2004
Huelva,Cañaveral de León,464,74.09,25.18,48.91,200403,03,2004
Huelva,Cartaya,14106,71.58,26.93,44.65,200403,03,2004
Huelva,Castaño del Robledo,192,86.67,13.33,73.34,200403,03,2004
Huelva,El Cerro de Andévalo,2700,81.44,17.9,63.54,200403,03,2004
Huelva,Corteconcepción,632,75.62,22.41,53.21,200403,03,2004
Huelva,Cortegana,5005,73.92,24.65,49.27,200403,03,2004
Huelva,Cortelazor,314,85.38,14.15,71.23,200403,03,2004
Huelva,Cumbres de Enmedio,50,83.72,16.28,67.44,200403,03,2004
Huelva,Cumbres de San Bartolomé,541,74.5,24.36,50.14,200403,03,2004
Huelva,Cumbres Mayores,2018,65.69,32.09,33.6,200403,03,2004
Huelva,Chucena,2005,63.13,36.06,27.07,200403,03,2004
Huelva,Encinasola,1710,70.64,28.56,42.08,200403,03,2004
Huelva,Escacena del Campo,2156,70.06,28.78,41.28,200403,03,2004
Huelva,Fuenteheridos,677,84.38,14.42,69.96,200403,03,2004
Huelva,Galaroza,1631,74.47,24.27,50.2,200403,03,2004
Huelva,Gibraleón,11022,60.0,39.13,20.87,200403,03,2004
Huelva,La Granada de Río-Tinto,231,54.76,43.45,11.31,200403,03,2004
Huelva,El Granado,639,86.94,12.61,74.33,200403,03,2004
Huelva,Higuera de la Sierra,1311,68.78,29.39,39.39,200403,03,2004
Huelva,Hinojales,400,74.81,25.19,49.62,200403,03,2004
Huelva,Hinojos,3591,73.64,24.79,48.85,200403,03,2004
Huelva,Huelva,144831,61.38,36.27,25.11,200403,03,2004
Huelva,Isla Cristina,19027,64.26,33.72,30.54,200403,03,2004
Huelva,Jabugo,2522,77.31,20.89,56.42,200403,03,2004
Huelva,Lepe,21223,54.63,44.26,10.37,200403,03,2004
Huelva,Linares de la Sierra,300,77.53,21.91,55.62,200403,03,2004
Huelva,Lucena del Puerto,2025,66.3,32.61,33.69,200403,03,2004
Huelva,Manzanilla,2432,69.77,29.42,40.35,200403,03,2004
Huelva,Los Marines,329,74.89,25.11,49.78,200403,03,2004
Huelva,Minas de Riotinto,4567,80.25,18.18,62.07,200403,03,2004
Huelva,Moguer,15980,63.43,34.68,28.75,200403,03,2004
Huelva,La Nava,295,78.72,21.28,57.44,200403,03,2004
Huelva,Nerva,6101,82.79,16.16,66.63,200403,03,2004
Huelva,Niebla,3933,77.39,21.87,55.52,200403,03,2004
Huelva,La Palma del Condado,9675,45.82,53.16,-7.34,200403,03,2004
Huelva,Palos de la Frontera,7895,57.52,41.22,16.3,200403,03,2004
Huelva,Paterna del Campo,3777,74.69,23.74,50.95,200403,03,2004
Huelva,Paymogo,1262,76.1,23.26,52.84,200403,03,2004
Huelva,Puebla de Guzmán,3193,76.29,22.51,53.78,200403,03,2004
Huelva,Puerto Moral,259,82.35,15.69,66.66,200403,03,2004
Huelva,Punta Umbría,12925,65.06,33.05,32.01,200403,03,2004
Huelva,Rociana del Condado,6370,73.63,25.52,48.11,200403,03,2004
Huelva,Rosal de la Frontera,1792,68.9,30.83,38.07,200403,03,2004
Huelva,San Bartolomé de la Torre,2951,83.49,15.85,67.64,200403,03,2004
Huelva,San Juan del Puerto,6244,73.05,25.2,47.85,200403,03,2004
Huelva,Sanlúcar de Guadiana,379,46.78,53.22,-6.44,200403,03,2004
Huelva,San Silvestre de Guzmán,629,78.19,21.59,56.6,200403,03,2004
Huelva,Santa Ana la Real,494,85.03,14.37,70.66,200403,03,2004
Huelva,Santa Bárbara de Casa,1255,76.5,22.99,53.51,200403,03,2004
Huelva,Santa Olalla del Cala,2173,75.99,22.66,53.33,200403,03,2004
Huelva,Trigueros,7194,75.17,23.61,51.56,200403,03,2004
Huelva,Valdelarco,256,69.32,30.11,39.21,200403,03,2004
Huelva,Valverde del Camino,12487,76.91,21.15,55.76,200403,03,2004
Huelva,Villablanca,2146,69.46,29.46,40.0,200403,03,2004
Huelva,Villalba del Alcor,3475,73.63,25.53,48.1,200403,03,2004
Huelva,Villanueva de las Cruces,400,72.35,27.01,45.34,200403,03,2004
Huelva,Villanueva de los Castillejos,2667,75.5,23.55,51.95,200403,03,2004
Huelva,Villarrasa,2074,72.01,27.57,44.44,200403,03,2004
Huelva,Zalamea la Real,3534,81.17,18.25,62.92,200403,03,2004
Huelva,Zufre,910,80.13,19.71,60.42,200403,03,2004
Jaén,Albanchez de Mágina,1405,67.18,31.75,35.43,200403,03,2004
Jaén,Alcalá la Real,21880,68.71,30.2,38.51,200403,03,2004
Jaén,Alcaudete,11151,64.47,34.78,29.69,200403,03,2004
Jaén,Aldeaquemada,549,47.21,52.33,-5.12,200403,03,2004
Jaén,Andújar,37681,62.02,36.62,25.4,200403,03,2004
Jaén,Arjona,5641,75.66,23.65,52.01,200403,03,2004
Jaén,Arjonilla,3971,72.79,26.45,46.34,200403,03,2004
Jaén,Arquillos,1944,81.16,17.93,63.23,200403,03,2004
Jaén,Baeza,15072,56.05,42.41,13.64,200403,03,2004
Jaén,Bailén,17845,64.21,34.27,29.94,200403,03,2004
Jaén,Baños de la Encina,2716,76.73,21.99,54.74,200403,03,2004
Jaén,Beas de Segura,5647,62.07,37.19,24.88,200403,03,2004
Jaén,Begíjar,3118,73.3,26.08,47.22,200403,03,2004
Jaén,Bélmez de la Moraleda,1954,65.93,33.14,32.79,200403,03,2004
Jaén,Benatae,622,66.75,32.78,33.97,200403,03,2004
Jaén,Cabra del Santo Cristo,2238,64.37,35.04,29.33,200403,03,2004
Jaén,Cambil,2995,79.43,19.84,59.59,200403,03,2004
Jaén,Campillo de Arenas,2118,73.84,25.82,48.02,200403,03,2004
Jaén,Canena,2118,72.11,26.75,45.36,200403,03,2004
Jaén,Carboneros,673,72.93,25.45,47.48,200403,03,2004
Jaén,La Carolina,15198,50.76,48.03,2.73,200403,03,2004
Jaén,Castellar,3701,62.05,37.48,24.57,200403,03,2004
Jaén,Castillo de Locubín,4916,60.11,38.83,21.28,200403,03,2004
Jaén,Cazalilla,823,63.93,35.23,28.7,200403,03,2004
Jaén,Cazorla,8167,65.8,33.22,32.58,200403,03,2004
Jaén,Chiclana de Segura,1267,46.84,52.34,-5.5,200403,03,2004
Jaén,Chilluévar,1719,66.84,32.55,34.29,200403,03,2004
Jaén,Escañuela,956,79.42,20.43,58.99,200403,03,2004
Jaén,Espelúy,792,79.06,20.55,58.51,200403,03,2004
Jaén,Frailes,1822,69.5,30.03,39.47,200403,03,2004
Jaén,Fuensanta de Martos,3278,68.1,31.37,36.73,200403,03,2004
Jaén,Fuerte del Rey,1204,59.34,40.54,18.8,200403,03,2004
Jaén,Génave,616,69.7,30.3,39.4,200403,03,2004
Jaén,La Guardia de Jaén,2105,56.18,42.82,13.36,200403,03,2004
Jaén,Guarromán,2829,67.65,31.39,36.26,200403,03,2004
Jaén,Lahiguera,1884,76.14,23.58,52.56,200403,03,2004
Jaén,Higuera de Calatrava,676,63.65,36.15,27.5,200403,03,2004
Jaén,Hinojares,454,54.84,44.19,10.65,200403,03,2004
Jaén,Hornos,690,60.38,37.71,22.67,200403,03,2004
Jaén,Huelma,6106,67.37,31.71,35.66,200403,03,2004
Jaén,Huesa,2756,74.79,24.42,50.37,200403,03,2004
Jaén,Ibros,3025,73.46,25.98,47.48,200403,03,2004
Jaén,La Iruela,1860,68.8,30.81,37.99,200403,03,2004
Jaén,Iznatoraf,1235,46.79,52.31,-5.52,200403,03,2004
Jaén,Jabalquinto,2454,83.93,15.83,68.1,200403,03,2004
Jaén,Jaén,115638,53.19,44.31,8.88,200403,03,2004
Jaén,Jamilena,3371,63.89,35.8,28.09,200403,03,2004
Jaén,Jimena,1501,62.46,37.35,25.11,200403,03,2004
Jaén,Jódar,11991,81.44,17.96,63.48,200403,03,2004
Jaén,Larva,503,68.44,30.97,37.47,200403,03,2004
Jaén,Linares,58257,65.55,32.93,32.62,200403,03,2004
Jaén,Lopera,4020,73.98,25.36,48.62,200403,03,2004
Jaén,Lupión,1049,75.03,24.44,50.59,200403,03,2004
Jaén,Mancha Real,9562,68.21,30.39,37.82,200403,03,2004
Jaén,Marmolejo,7553,72.01,27.31,44.7,200403,03,2004
Jaén,Martos,22862,70.68,28.42,42.26,200403,03,2004
Jaén,Mengíbar,8929,64.88,34.33,30.55,200403,03,2004
Jaén,Montizón,2001,63.37,36.56,26.81,200403,03,2004
Jaén,Navas de San Juan,5109,71.63,27.54,44.09,200403,03,2004
Jaén,Noalejo,2183,54.39,45.48,8.91,200403,03,2004
Jaén,Orcera,2160,59.37,39.97,19.4,200403,03,2004
Jaén,Peal de Becerro,5417,67.47,31.88,35.59,200403,03,2004
Jaén,Pegalajar,3084,68.09,31.04,37.05,200403,03,2004
Jaén,Porcuna,6899,63.74,35.41,28.33,200403,03,2004
Jaén,Pozo Alcón,5602,69.45,30.03,39.42,200403,03,2004
Jaén,Puente de Génave,2086,59.39,40.23,19.16,200403,03,2004
Jaén,La Puerta de Segura,2612,70.33,29.38,40.95,200403,03,2004
Jaén,Quesada,5954,67.48,32.11,35.37,200403,03,2004
Jaén,Rus,3762,67.79,31.42,36.37,200403,03,2004
Jaén,Sabiote,4143,65.26,33.67,31.59,200403,03,2004
Jaén,Santa Elena,1012,66.77,32.48,34.29,200403,03,2004
Jaén,Santiago de Calatrava,929,62.54,36.85,25.69,200403,03,2004
Jaén,Santisteban del Puerto,4835,68.99,30.41,38.58,200403,03,2004
Jaén,Santo Tomé,2269,72.47,26.91,45.56,200403,03,2004
Jaén,Segura de la Sierra,1951,74.91,23.89,51.02,200403,03,2004
Jaén,Siles,2475,60.89,38.24,22.65,200403,03,2004
Jaén,Sorihuela del Guadalimar,1283,65.72,33.45,32.27,200403,03,2004
Jaén,Torreblascopedro,2916,74.27,24.79,49.48,200403,03,2004
Jaén,Torredelcampo,13628,75.9,22.82,53.08,200403,03,2004
Jaén,Torredonjimeno,13827,75.41,23.51,51.9,200403,03,2004
Jaén,Torreperogil,7118,76.3,22.59,53.71,200403,03,2004
Jaén,Torres,1792,54.83,44.7,10.13,200403,03,2004
Jaén,Torres de Albánchez,956,53.89,45.69,8.2,200403,03,2004
Jaén,Úbeda,33347,60.18,37.43,22.75,200403,03,2004
Jaén,Valdepeñas de Jaén,4411,78.65,20.52,58.13,200403,03,2004
Jaén,Vilches,4976,78.79,20.53,58.26,200403,03,2004
Jaén,Villacarrillo,11180,61.65,37.62,24.03,200403,03,2004
Jaén,Villanueva de la Reina,3300,79.98,19.15,60.83,200403,03,2004
Jaén,Villanueva del Arzobispo,8761,65.5,33.37,32.13,200403,03,2004
Jaén,Villardompardo,1203,62.11,37.33,24.78,200403,03,2004
Jaén,Los Villares,5164,61.56,37.1,24.46,200403,03,2004
Jaén,Villarrodrigo,563,60.64,38.83,21.81,200403,03,2004
Jaén,Cárcheles,1463,60.81,38.41,22.4,200403,03,2004
Jaén,Bedmar y Garcíez,3237,70.81,28.88,41.93,200403,03,2004
Jaén,Villatorres,4333,64.41,35.0,29.41,200403,03,2004
Jaén,Santiago-Pontones,4230,68.07,31.03,37.04,200403,03,2004
Jaén,Arroyo del Ojanco,2287,63.71,35.64,28.07,200403,03,2004
Málaga,Alameda,5066,80.81,18.48,62.33,200403,03,2004
Málaga,Alcaucín,1599,69.18,29.73,39.45,200403,03,2004
Málaga,Alfarnate,1401,73.67,25.92,47.75,200403,03,2004
Málaga,Alfarnatejo,387,60.36,38.55,21.81,200403,03,2004
Málaga,Algarrobo,4862,64.73,34.16,30.57,200403,03,2004
Málaga,Algatocín,954,84.19,15.48,68.71,200403,03,2004
Málaga,Alhaurín de la Torre,25401,56.92,40.86,16.06,200403,03,2004
Málaga,Alhaurín el Grande,18797,58.55,40.2,18.35,200403,03,2004
Málaga,Almáchar,1902,83.35,16.09,67.26,200403,03,2004
Málaga,Almargen,2096,72.38,26.75,45.63,200403,03,2004
Málaga,Almogía,4269,78.69,20.78,57.91,200403,03,2004
Málaga,Álora,12739,72.74,26.21,46.53,200403,03,2004
Málaga,Alozaina,2211,78.57,20.72,57.85,200403,03,2004
Málaga,Alpandeire,298,72.04,26.88,45.16,200403,03,2004
Málaga,Antequera,41953,63.99,34.52,29.47,200403,03,2004
Málaga,Árchez,355,69.39,28.06,41.33,200403,03,2004
Málaga,Archidona,8267,75.15,24.21,50.94,200403,03,2004
Málaga,Ardales,2650,75.18,23.46,51.72,200403,03,2004
Málaga,Arenas,1202,69.85,29.15,40.7,200403,03,2004
Málaga,Arriate,3586,78.83,20.43,58.4,200403,03,2004
Málaga,Atajate,175,56.07,43.93,12.14,200403,03,2004
Málaga,Benadalid,263,72.19,26.63,45.56,200403,03,2004
Málaga,Benahavís,2401,46.96,51.49,-4.53,200403,03,2004
Málaga,Benalauría,481,69.51,28.2,41.31,200403,03,2004
Málaga,Benalmádena,40064,57.81,39.98,17.83,200403,03,2004
Málaga,Benamargosa,1528,67.06,32.2,34.86,200403,03,2004
Málaga,Benamocarra,2852,80.26,19.11,61.15,200403,03,2004
Málaga,Benaoján,1584,76.28,23.23,53.05,200403,03,2004
Málaga,Benarrabá,585,63.77,35.36,28.41,200403,03,2004
Málaga,El Borge,988,94.54,5.04,89.5,200403,03,2004
Málaga,El Burgo,2061,87.23,12.23,75.0,200403,03,2004
Málaga,Campillos,7813,73.56,25.7,47.86,200403,03,2004
Málaga,Canillas de Aceituno,2037,79.06,20.23,58.83,200403,03,2004
Málaga,Canillas de Albaida,755,57.11,42.64,14.47,200403,03,2004
Málaga,Cañete la Real,2090,78.5,21.02,57.48,200403,03,2004
Málaga,Carratraca,824,78.09,21.55,56.54,200403,03,2004
Málaga,Cartajima,237,44.24,55.76,-11.52,200403,03,2004
Málaga,Cártama,14783,69.77,28.63,41.14,200403,03,2004
Málaga,Casabermeja,2942,78.66,20.46,58.2,200403,03,2004
Málaga,Casarabonela,2492,68.25,30.64,37.61,200403,03,2004
Málaga,Casares,3661,79.7,19.29,60.41,200403,03,2004
Málaga,Coín,19213,68.66,30.0,38.66,200403,03,2004
Málaga,Colmenar,3167,74.89,24.02,50.87,200403,03,2004
Málaga,Comares,1365,59.07,40.65,18.42,200403,03,2004
Málaga,Cómpeta,3195,67.1,32.82,34.28,200403,03,2004
Málaga,Cortes de la Frontera,3523,78.51,20.92,57.59,200403,03,2004
Málaga,Cuevas Bajas,1435,86.15,13.65,72.5,200403,03,2004
Málaga,Cuevas del Becerro,1886,86.42,12.97,73.45,200403,03,2004
Málaga,Cuevas de San Marcos,3994,78.87,20.47,58.4,200403,03,2004
Málaga,Cútar,637,60.68,37.76,22.92,200403,03,2004
Málaga,Estepona,47697,63.76,34.27,29.49,200403,03,2004
Málaga,Faraján,267,57.22,42.22,15.0,200403,03,2004
Málaga,Frigiliana,2328,68.13,31.47,36.66,200403,03,2004
Málaga,Fuengirola,57133,53.45,44.81,8.64,200403,03,2004
Málaga,Fuente de Piedra,2024,68.37,31.63,36.74,200403,03,2004
Málaga,Gaucín,1793,64.51,34.91,29.6,200403,03,2004
Málaga,Genalguacil,528,79.04,20.4,58.64,200403,03,2004
Málaga,Guaro,2013,74.67,25.16,49.51,200403,03,2004
Málaga,Humilladero,2745,82.84,16.27,66.57,200403,03,2004
Málaga,Igualeja,967,52.5,47.21,5.29,200403,03,2004
Málaga,Istán,1362,68.18,31.36,36.82,200403,03,2004
Málaga,Iznate,805,60.15,39.67,20.48,200403,03,2004
Málaga,Jimera de Líbar,386,54.37,42.97,11.4,200403,03,2004
Málaga,Jubrique,745,73.55,25.83,47.72,200403,03,2004
Málaga,Júzcar,211,38.19,61.11,-22.92,200403,03,2004
Málaga,Macharaviaya,368,57.42,41.63,15.79,200403,03,2004
Málaga,Málaga,547105,57.28,40.22,17.06,200403,03,2004
Málaga,Manilva,7270,70.66,27.76,42.9,200403,03,2004
Málaga,Marbella,116234,59.56,38.1,21.46,200403,03,2004
Málaga,Mijas,52189,64.74,33.59,31.15,200403,03,2004
