Provincia,Municipios,Población,Resultado Izquierda,Resultado Derecha,Diferencia,Fecha,Mes,Año
Granada,Pulianas,2291,76.76,22.97,53.79,198606,06,1986
Granada,Purullena,2757,64.82,35.1,29.72,198606,06,1986
Granada,Quéntar,1253,58.99,40.69,18.3,198606,06,1986
Granada,Rubite,554,75.31,24.69,50.62,198606,06,1986
Granada,Salar,2867,76.46,23.2,53.26,198606,06,1986
Granada,Salobreña,8926,77.84,21.85,55.99,198606,06,1986
Granada,Santa Cruz del Comercio,627,68.44,31.56,36.88,198606,06,1986
Granada,Santa Fe,11695,73.91,25.87,48.04,198606,06,1986
Granada,Soportújar,274,84.38,15.62,68.76,198606,06,1986
Granada,Sorvilán,1025,62.45,37.34,25.11,198606,06,1986
Granada,Torre-Cardela,1500,54.87,45.13,9.74,198606,06,1986
Granada,Torvizcón,1309,58.33,41.17,17.16,198606,06,1986
Granada,Trevélez,877,80.22,19.78,60.44,198606,06,1986
Granada,Turón,515,30.15,69.85,-39.7,198606,06,1986
Granada,Ugíjar,3149,68.87,30.58,38.29,198606,06,1986
Granada,Válor,1202,66.62,33.38,33.24,198606,06,1986
Granada,Vélez de Benaudalla,2630,63.59,36.15,27.44,198606,06,1986
Granada,Ventas de Huelma,777,56.57,42.72,13.85,198606,06,1986
Granada,Villanueva de las Torres,1118,76.47,23.53,52.94,198606,06,1986
Granada,Villanueva Mesía,1814,64.26,35.74,28.52,198606,06,1986
Granada,Víznar,683,64.87,34.87,30.0,198606,06,1986
Granada,Zafarraya,2244,83.79,16.21,67.58,198606,06,1986
Granada,La Zubia,7120,74.43,25.33,49.1,198606,06,1986
Granada,Zújar,3547,78.0,21.94,56.06,198606,06,1986
Granada,La Taha,920,52.13,47.63,4.5,198606,06,1986
Granada,El Valle,1644,76.15,23.85,52.3,198606,06,1986
Granada,Nevada,1599,74.11,25.79,48.32,198606,06,1986
Granada,Alpujarra de la Sierra,1484,74.57,25.16,49.41,198606,06,1986
Granada,Las Gabias,5373,77.1,22.55,54.55,198606,06,1986
Granada,Los Guajares,1630,55.75,44.03,11.72,198606,06,1986
Granada,Valle del Zalabí,2657,57.4,42.46,14.94,198606,06,1986
Granada,Villamena,1168,82.19,17.37,64.82,198606,06,1986
Granada,Morelábor,1161,58.08,41.49,16.59,198606,06,1986
Granada,El Pinar,1478,63.63,36.25,27.38,198606,06,1986
Granada,Vegas del Genil,2595,68.57,31.29,37.28,198606,06,1986
Granada,Cuevas del Campo,2588,82.98,16.55,66.43,198606,06,1986
Granada,Zagra,1501,46.02,53.73,-7.71,198606,06,1986
Huelva,Alájar,908,73.67,26.12,47.55,198606,06,1986
Huelva,Aljaraque,5390,66.51,33.03,33.48,198606,06,1986
Huelva,El Almendro,889,81.78,17.11,64.67,198606,06,1986
Huelva,Almonaster la Real,2377,83.33,16.67,66.66,198606,06,1986
Huelva,Almonte,14604,81.42,18.04,63.38,198606,06,1986
Huelva,Alosno,5045,86.0,13.76,72.24,198606,06,1986
Huelva,Aracena,6331,71.0,28.09,42.91,198606,06,1986
Huelva,Aroche,3845,69.45,29.86,39.59,198606,06,1986
Huelva,Arroyomolinos de León,1320,64.83,34.91,29.92,198606,06,1986
Huelva,Ayamonte,16745,71.39,28.4,42.99,198606,06,1986
Huelva,Beas,4010,77.46,22.19,55.27,198606,06,1986
Huelva,Berrocal,446,48.88,51.12,-2.24,198606,06,1986
Huelva,Bollullos Par del Condado,12304,74.76,24.94,49.82,198606,06,1986
Huelva,Bonares,4872,74.46,25.33,49.13,198606,06,1986
Huelva,Cabezas Rubias,960,83.65,15.88,67.77,198606,06,1986
Huelva,Cala,1558,75.3,24.38,50.92,198606,06,1986
Huelva,Calañas,5371,84.21,15.47,68.74,198606,06,1986
Huelva,El Campillo,2912,88.98,10.58,78.4,198606,06,1986
Huelva,Campofrío,923,82.62,16.77,65.85,198606,06,1986
Huelva,Cañaveral de León,603,70.76,28.9,41.86,198606,06,1986
Huelva,Cartaya,9867,74.25,25.59,48.66,198606,06,1986
Huelva,Castaño del Robledo,211,75.34,24.66,50.68,198606,06,1986
Huelva,El Cerro de Andévalo,3082,73.86,25.78,48.08,198606,06,1986
Huelva,Corteconcepción,724,78.86,20.6,58.26,198606,06,1986
Huelva,Cortegana,5474,73.57,26.09,47.48,198606,06,1986
Huelva,Cortelazor,378,86.91,11.52,75.39,198606,06,1986
Huelva,Cumbres de Enmedio,61,80.39,19.61,60.78,198606,06,1986
Huelva,Cumbres de San Bartolomé,763,86.4,13.39,73.01,198606,06,1986
Huelva,Cumbres Mayores,2491,73.98,25.55,48.43,198606,06,1986
Huelva,Chucena,1914,59.73,39.35,20.38,198606,06,1986
Huelva,Encinasola,2431,76.59,22.94,53.65,198606,06,1986
Huelva,Escacena del Campo,2229,60.53,39.39,21.14,198606,06,1986
Huelva,Fuenteheridos,645,75.78,24.22,51.56,198606,06,1986
Huelva,Galaroza,1694,69.41,30.27,39.14,198606,06,1986
Huelva,Gibraleón,9733,74.56,24.87,49.69,198606,06,1986
Huelva,La Granada de Río-Tinto,225,73.98,23.58,50.4,198606,06,1986
Huelva,El Granado,717,86.44,13.3,73.14,198606,06,1986
Huelva,Higuera de la Sierra,1439,66.37,33.12,33.25,198606,06,1986
Huelva,Hinojales,499,66.8,31.95,34.85,198606,06,1986
Huelva,Hinojos,3421,73.07,26.49,46.58,198606,06,1986
Huelva,Huelva,135210,65.1,34.28,30.82,198606,06,1986
Huelva,Isla Cristina,15535,67.28,32.53,34.75,198606,06,1986
Huelva,Jabugo,2544,71.8,27.56,44.24,198606,06,1986
Huelva,Lepe,15223,65.32,34.39,30.93,198606,06,1986
Huelva,Linares de la Sierra,281,73.05,26.95,46.1,198606,06,1986
Huelva,Lucena del Puerto,1988,73.01,26.99,46.02,198606,06,1986
Huelva,Manzanilla,2471,68.49,31.43,37.06,198606,06,1986
Huelva,Los Marines,373,72.09,27.91,44.18,198606,06,1986
Huelva,Minas de Riotinto,6220,82.07,17.46,64.61,198606,06,1986
Huelva,Moguer,11009,72.36,27.23,45.13,198606,06,1986
Huelva,La Nava,387,77.35,22.65,54.7,198606,06,1986
Huelva,Nerva,7336,85.23,14.26,70.97,198606,06,1986
Huelva,Niebla,3941,76.59,23.06,53.53,198606,06,1986
Huelva,La Palma del Condado,9252,55.09,44.62,10.47,198606,06,1986
Huelva,Palos de la Frontera,6406,68.44,30.86,37.58,198606,06,1986
Huelva,Paterna del Campo,3790,66.87,32.99,33.88,198606,06,1986
Huelva,Paymogo,1538,69.34,30.66,38.68,198606,06,1986
Huelva,Puebla de Guzmán,3383,78.28,21.47,56.81,198606,06,1986
Huelva,Puerto Moral,239,75.34,23.97,51.37,198606,06,1986
Huelva,Punta Umbría,9526,75.74,23.98,51.76,198606,06,1986
Huelva,Rociana del Condado,6153,76.15,23.59,52.56,198606,06,1986
Huelva,Rosal de la Frontera,2073,69.14,30.86,38.28,198606,06,1986
Huelva,San Bartolomé de la Torre,2745,86.87,12.49,74.38,198606,06,1986
Huelva,San Juan del Puerto,5419,74.78,24.72,50.06,198606,06,1986
Huelva,Sanlúcar de Guadiana,445,46.02,53.54,-7.52,198606,06,1986
Huelva,San Silvestre de Guzmán,774,72.89,27.11,45.78,198606,06,1986
Huelva,Santa Ana la Real,578,83.76,16.24,67.52,198606,06,1986
Huelva,Santa Bárbara de Casa,1580,75.11,24.75,50.36,198606,06,1986
Huelva,Santa Olalla del Cala,2425,76.91,22.65,54.26,198606,06,1986
Huelva,Trigueros,6962,76.47,23.1,53.37,198606,06,1986
Huelva,Valdelarco,340,75.32,24.68,50.64,198606,06,1986
Huelva,Valverde del Camino,11911,79.31,20.2,59.11,198606,06,1986
Huelva,Villablanca,1927,75.69,23.57,52.12,198606,06,1986
Huelva,Villalba del Alcor,3770,68.12,31.53,36.59,198606,06,1986
Huelva,Villanueva de las Cruces,484,65.88,33.83,32.05,198606,06,1986
Huelva,Villanueva de los Castillejos,2686,68.96,30.89,38.07,198606,06,1986
Huelva,Villarrasa,2246,67.69,32.24,35.45,198606,06,1986
Huelva,Zalamea la Real,3913,82.04,17.56,64.48,198606,06,1986
Huelva,Zufre,1501,79.82,20.18,59.64,198606,06,1986
Jaén,Albanchez de Mágina,1851,68.9,30.81,38.09,198606,06,1986
Jaén,Alcalá la Real,20289,69.61,29.89,39.72,198606,06,1986
Jaén,Alcaudete,11902,68.4,31.38,37.02,198606,06,1986
Jaén,Aldeaquemada,658,50.88,48.89,1.99,198606,06,1986
Jaén,Andújar,35479,68.53,31.12,37.41,198606,06,1986
Jaén,Arjona,6038,70.6,29.2,41.4,198606,06,1986
Jaén,Arjonilla,3944,69.55,30.16,39.39,198606,06,1986
Jaén,Arquillos,1872,78.53,21.38,57.15,198606,06,1986
Jaén,Baeza,14630,64.75,34.97,29.78,198606,06,1986
Jaén,Bailén,16019,72.35,27.38,44.97,198606,06,1986
Jaén,Baños de la Encina,2787,83.84,15.98,67.86,198606,06,1986
Jaén,Beas de Segura,8716,64.03,35.8,28.23,198606,06,1986
Jaén,Begíjar,3135,74.3,25.7,48.6,198606,06,1986
Jaén,Bélmez de la Moraleda,2100,56.25,43.33,12.92,198606,06,1986
Jaén,Benatae,767,74.63,25.12,49.51,198606,06,1986
Jaén,Cabra del Santo Cristo,2644,67.96,31.86,36.1,198606,06,1986
Jaén,Cambil,4019,75.19,24.62,50.57,198606,06,1986
Jaén,Campillo de Arenas,2415,76.73,23.2,53.53,198606,06,1986
Jaén,Canena,2109,69.89,29.29,40.6,198606,06,1986
Jaén,Carboneros,766,80.57,19.22,61.35,198606,06,1986
Jaén,La Carolina,15006,59.27,40.34,18.93,198606,06,1986
Jaén,Castellar,3655,54.36,45.32,9.04,198606,06,1986
Jaén,Castillo de Locubín,6080,61.38,38.26,23.12,198606,06,1986
Jaén,Cazalilla,962,54.35,45.32,9.03,198606,06,1986
Jaén,Cazorla,9253,68.59,31.23,37.36,198606,06,1986
Jaén,Chiclana de Segura,2215,45.98,54.02,-8.04,198606,06,1986
Jaén,Chilluévar,2098,66.22,33.7,32.52,198606,06,1986
Jaén,Escañuela,1062,76.13,23.87,52.26,198606,06,1986
Jaén,Espelúy,859,79.01,20.99,58.02,198606,06,1986
Jaén,Frailes,2012,68.29,31.63,36.66,198606,06,1986
Jaén,Fuensanta de Martos,3650,63.74,36.09,27.65,198606,06,1986
Jaén,Fuerte del Rey,1176,62.91,36.97,25.94,198606,06,1986
Jaén,Génave,873,74.02,25.8,48.22,198606,06,1986
Jaén,La Guardia de Jaén,1824,65.09,34.65,30.44,198606,06,1986
Jaén,Guarromán,3157,66.77,33.17,33.6,198606,06,1986
Jaén,Lahiguera,1956,66.23,33.54,32.69,198606,06,1986
Jaén,Higuera de Calatrava,817,64.29,35.12,29.17,198606,06,1986
Jaén,Hinojares,762,57.42,42.58,14.84,198606,06,1986
Jaén,Hornos,871,62.19,36.86,25.33,198606,06,1986
Jaén,Huelma,6009,66.32,33.3,33.02,198606,06,1986
Jaén,Huesa,2899,69.39,30.54,38.85,198606,06,1986
Jaén,Ibros,3252,72.42,27.39,45.03,198606,06,1986
Jaén,La Iruela,2374,69.65,29.95,39.7,198606,06,1986
Jaén,Iznatoraf,1422,48.59,51.29,-2.7,198606,06,1986
Jaén,Jabalquinto,2765,78.9,21.04,57.86,198606,06,1986
Jaén,Jaén,102933,54.99,44.49,10.5,198606,06,1986
Jaén,Jamilena,3079,59.37,40.08,19.29,198606,06,1986
Jaén,Jimena,1891,57.76,42.24,15.52,198606,06,1986
Jaén,Jódar,12048,76.79,23.14,53.65,198606,06,1986
Jaén,Larva,803,62.11,37.89,24.22,198606,06,1986
Jaén,Linares,57401,69.27,30.29,38.98,198606,06,1986
Jaén,Lopera,3921,81.73,18.23,63.5,198606,06,1986
Jaén,Lupión,1259,69.88,30.12,39.76,198606,06,1986
Jaén,Mancha Real,8090,68.39,31.41,36.98,198606,06,1986
Jaén,Marmolejo,7305,74.11,25.71,48.4,198606,06,1986
Jaén,Martos,21893,70.33,29.42,40.91,198606,06,1986
Jaén,Mengíbar,8149,60.04,39.7,20.34,198606,06,1986
Jaén,Montizón,2129,61.9,38.1,23.8,198606,06,1986
Jaén,Navas de San Juan,5424,73.7,26.02,47.68,198606,06,1986
Jaén,Noalejo,2438,50.6,49.27,1.33,198606,06,1986
Jaén,Orcera,2540,60.54,39.09,21.45,198606,06,1986
Jaén,Peal de Becerro,5499,65.56,34.31,31.25,198606,06,1986
Jaén,Pegalajar,3294,66.83,33.03,33.8,198606,06,1986
Jaén,Porcuna,7335,59.35,40.38,18.97,198606,06,1986
Jaén,Pozo Alcón,6093,71.27,28.53,42.74,198606,06,1986
Jaén,Puente de Génave,2153,58.13,41.54,16.59,198606,06,1986
Jaén,La Puerta de Segura,3129,65.0,34.53,30.47,198606,06,1986
Jaén,Quesada,7389,69.94,29.8,40.14,198606,06,1986
Jaén,Rus,3624,66.31,33.38,32.93,198606,06,1986
Jaén,Sabiote,4532,62.21,37.69,24.52,198606,06,1986
Jaén,Santa Elena,1077,72.96,27.04,45.92,198606,06,1986
Jaén,Santiago de Calatrava,1120,48.77,50.68,-1.91,198606,06,1986
Jaén,Santisteban del Puerto,5099,65.74,34.22,31.52,198606,06,1986
Jaén,Santo Tomé,2944,68.57,31.04,37.53,198606,06,1986
Jaén,Segura de la Sierra,2681,74.94,24.76,50.18,198606,06,1986
Jaén,Siles,2888,61.58,38.06,23.52,198606,06,1986
Jaén,Sorihuela del Guadalimar,1512,70.23,29.77,40.46,198606,06,1986
Jaén,Torreblascopedro,3328,68.65,30.95,37.7,198606,06,1986
Jaén,Torredelcampo,11028,80.99,18.63,62.36,198606,06,1986
Jaén,Torredonjimeno,13330,73.52,26.21,47.31,198606,06,1986
Jaén,Torreperogil,7763,78.72,20.97,57.75,198606,06,1986
Jaén,Torres,2176,58.29,41.5,16.79,198606,06,1986
Jaén,Torres de Albánchez,1237,55.1,44.77,10.33,198606,06,1986
Jaén,Úbeda,30451,69.47,30.2,39.27,198606,06,1986
Jaén,Valdepeñas de Jaén,5046,74.52,25.28,49.24,198606,06,1986
Jaén,Vilches,5358,80.98,18.73,62.25,198606,06,1986
Jaén,Villacarrillo,12120,66.24,33.5,32.74,198606,06,1986
Jaén,Villanueva de la Reina,3578,80.67,19.12,61.55,198606,06,1986
Jaén,Villanueva del Arzobispo,8915,68.41,31.25,37.16,198606,06,1986
Jaén,Villardompardo,1310,56.27,43.43,12.84,198606,06,1986
Jaén,Los Villares,4276,54.56,44.97,9.59,198606,06,1986
Jaén,Villarrodrigo,940,52.84,46.53,6.31,198606,06,1986
Jaén,Cárcheles,1678,58.71,41.11,17.6,198606,06,1986
Jaén,Bedmar y Garcíez,4045,74.26,25.64,48.62,198606,06,1986
Jaén,Villatorres,3917,64.79,34.93,29.86,198606,06,1986
Jaén,Santiago-Pontones,5532,74.37,25.56,48.81,198606,06,1986
Málaga,Alameda,4721,77.32,22.56,54.76,198606,06,1986
Málaga,Alcaucín,1504,70.1,29.78,40.32,198606,06,1986
Málaga,Alfarnate,1589,76.79,22.32,54.47,198606,06,1986
Málaga,Alfarnatejo,432,47.13,52.87,-5.74,198606,06,1986
Málaga,Algarrobo,4668,84.16,15.66,68.5,198606,06,1986
Málaga,Algatocín,1082,84.32,15.68,68.64,198606,06,1986
Málaga,Alhaurín de la Torre,10213,77.44,22.51,54.93,198606,06,1986
Málaga,Alhaurín el Grande,16142,74.7,25.07,49.63,198606,06,1986
Málaga,Almáchar,2056,64.76,34.7,30.06,198606,06,1986
Málaga,Almargen,2418,75.24,24.61,50.63,198606,06,1986
Málaga,Almogía,4149,81.28,18.67,62.61,198606,06,1986
Málaga,Álora,13673,75.24,24.28,50.96,198606,06,1986
Málaga,Alozaina,2949,86.78,12.94,73.84,198606,06,1986
Málaga,Alpandeire,382,82.61,17.39,65.22,198606,06,1986
Málaga,Antequera,40732,71.33,28.31,43.02,198606,06,1986
Málaga,Árchez,389,65.38,34.62,30.76,198606,06,1986
Málaga,Archidona,10147,77.71,21.85,55.86,198606,06,1986
Málaga,Ardales,3126,75.72,23.79,51.93,198606,06,1986
Málaga,Arenas,1326,67.99,32.01,35.98,198606,06,1986
Málaga,Arriate,3288,78.03,21.67,56.36,198606,06,1986
Málaga,Atajate,151,60.0,40.0,20.0,198606,06,1986
Málaga,Benadalid,279,81.97,16.39,65.58,198606,06,1986
Málaga,Benahavís,2006,50.75,49.25,1.5,198606,06,1986
Málaga,Benalauría,602,55.45,44.55,10.9,198606,06,1986
Málaga,Benalmádena,19727,69.22,30.48,38.74,198606,06,1986
Málaga,Benamargosa,1700,60.42,39.58,20.84,198606,06,1986
Málaga,Benamocarra,2720,82.06,17.13,64.93,198606,06,1986
Málaga,Benaoján,1817,94.13,5.87,88.26,198606,06,1986
Málaga,Benarrabá,765,61.54,37.69,23.85,198606,06,1986
Málaga,El Borge,1116,88.47,10.43,78.04,198606,06,1986
Málaga,El Burgo,2150,79.78,20.04,59.74,198606,06,1986
Málaga,Campillos,7402,73.17,26.46,46.71,198606,06,1986
Málaga,Canillas de Aceituno,2715,77.97,21.52,56.45,198606,06,1986
Málaga,Canillas de Albaida,642,67.35,32.65,34.7,198606,06,1986
Málaga,Cañete la Real,2361,75.14,24.71,50.43,198606,06,1986
Málaga,Carratraca,1008,78.56,21.44,57.12,198606,06,1986
Málaga,Cartajima,423,58.25,41.75,16.5,198606,06,1986
Málaga,Cártama,11452,83.95,15.82,68.13,198606,06,1986
Málaga,Casabermeja,3025,81.75,17.22,64.53,198606,06,1986
Málaga,Casarabonela,2840,78.09,20.99,57.1,198606,06,1986
Málaga,Casares,3133,87.83,12.05,75.78,198606,06,1986
Málaga,Coín,20054,82.5,17.03,65.47,198606,06,1986
Málaga,Colmenar,3334,76.35,23.65,52.7,198606,06,1986
Málaga,Comares,1733,64.86,34.91,29.95,198606,06,1986
Málaga,Cómpeta,2261,68.16,31.6,36.56,198606,06,1986
Málaga,Cortes de la Frontera,4112,85.53,13.96,71.57,198606,06,1986
Málaga,Cuevas Bajas,1646,85.1,14.9,70.2,198606,06,1986
Málaga,Cuevas del Becerro,2087,90.85,9.15,81.7,198606,06,1986
Málaga,Cuevas de San Marcos,4205,76.55,23.3,53.25,198606,06,1986
Málaga,Cútar,644,81.4,18.6,62.8,198606,06,1986
Málaga,Estepona,28016,74.59,25.03,49.56,198606,06,1986
Málaga,Faraján,367,70.05,29.95,40.1,198606,06,1986
Málaga,Frigiliana,2108,79.36,20.46,58.9,198606,06,1986
Málaga,Fuengirola,34008,66.01,33.46,32.55,198606,06,1986
Málaga,Fuente de Piedra,2159,64.38,35.35,29.03,198606,06,1986
Málaga,Gaucín,2026,61.7,37.92,23.78,198606,06,1986
Málaga,Genalguacil,782,75.28,24.49,50.79,198606,06,1986
Málaga,Guaro,2122,80.42,19.32,61.1,198606,06,1986
Málaga,Humilladero,2292,78.62,21.23,57.39,198606,06,1986
Málaga,Igualeja,1110,70.4,29.6,40.8,198606,06,1986
Málaga,Istán,1605,64.91,34.35,30.56,198606,06,1986
Málaga,Iznate,739,59.95,40.05,19.9,198606,06,1986
Málaga,Jimera de Líbar,557,71.91,27.76,44.15,198606,06,1986
Málaga,Jubrique,1067,89.43,10.23,79.2,198606,06,1986
Málaga,Júzcar,299,29.71,69.57,-39.86,198606,06,1986
Málaga,Macharaviaya,350,70.07,28.47,41.6,198606,06,1986
Málaga,Málaga,563332,66.75,32.62,34.13,198606,06,1986
Málaga,Manilva,4340,81.92,17.93,63.99,198606,06,1986
Málaga,Marbella,74807,67.79,31.84,35.95,198606,06,1986
Málaga,Mijas,24065,77.39,22.38,55.01,198606,06,1986
Málaga,Moclinejo,1151,72.41,27.59,44.82,198606,06,1986
Málaga,Mollina,3169,77.86,21.74,56.12,198606,06,1986
Málaga,Monda,1744,78.09,21.43,56.66,198606,06,1986
Málaga,Montejaque,1401,87.48,12.37,75.11,198606,06,1986
Málaga,Nerja,12018,68.18,31.51,36.67,198606,06,1986
Málaga,Ojén,2132,89.19,10.63,78.56,198606,06,1986
Málaga,Parauta,402,74.5,25.5,49.0,198606,06,1986
Málaga,Periana,3642,70.49,29.13,41.36,198606,06,1986
Málaga,Pizarra,6259,81.83,18.08,63.75,198606,06,1986
Málaga,Pujerra,337,69.57,30.43,39.14,198606,06,1986
Málaga,Rincón de la Victoria,9160,73.68,25.92,47.76,198606,06,1986
Málaga,Riogordo,2818,71.17,28.29,42.88,198606,06,1986
Málaga,Ronda,31971,71.35,27.84,43.51,198606,06,1986
Málaga,Salares,307,79.38,20.0,59.38,198606,06,1986
Málaga,Sayalonga,1135,78.38,21.43,56.95,198606,06,1986
Málaga,Sedella,601,85.84,13.87,71.97,198606,06,1986
Málaga,Sierra de Yeguas,3251,77.63,22.03,55.6,198606,06,1986
Málaga,Teba,4455,83.3,16.4,66.9,198606,06,1986
Málaga,Tolox,3100,82.27,17.66,64.61,198606,06,1986
Málaga,Torrox,10073,76.03,23.93,52.1,198606,06,1986
Málaga,Totalán,616,86.95,13.05,73.9,198606,06,1986
Málaga,Valle de Abdalajís,3160,67.5,32.32,35.18,198606,06,1986
Málaga,Vélez-Málaga,50438,71.2,28.21,42.99,198606,06,1986
Málaga,Villanueva de Algaidas,4440,74.54,24.83,49.71,198606,06,1986
Málaga,Villanueva del Rosario,3131,81.76,18.0,63.76,198606,06,1986
Málaga,Villanueva del Trabuco,4408,72.36,26.84,45.52,198606,06,1986
Málaga,Villanueva de Tapia,1568,74.69,25.31,49.38,198606,06,1986
Málaga,Viñuela,1187,80.03,19.83,60.2,198606,06,1986
Málaga,Yunquera,3113,78.49,21.17,57.32,198606,06,1986
Sevilla,Aguadulce,1940,74.38,25.53,48.85,198606,06,1986
Sevilla,Alanís,2235,73.91,25.87,48.04,198606,06,1986
Sevilla,Albaida del Aljarafe,1677,61.85,37.76,24.09,198606,06,1986
Sevilla,Alcalá de Guadaíra,50181,81.93,17.8,64.13,198606,06,1986
Sevilla,Alcalá del Río,8828,85.44,14.48,70.96,198606,06,1986
Sevilla,Alcolea del Río,3468,78.33,21.52,56.81,198606,06,1986
Sevilla,La Algaba,12080,81.3,18.14,63.16,198606,06,1986
Sevilla,Algámitas,1569,82.61,17.39,65.22,198606,06,1986
Sevilla,Almadén de la Plata,1905,82.57,17.34,65.23,198606,06,1986
Sevilla,Almensilla,1635,66.7,33.19,33.51,198606,06,1986
Sevilla,Arahal,17011,82.65,17.07,65.58,198606,06,1986
Sevilla,Aznalcázar,3070,70.1,29.67,40.43,198606,06,1986
Sevilla,Aznalcóllar,5332,84.15,15.55,68.6,198606,06,1986
Sevilla,Badolatosa,3109,86.63,13.26,73.37,198606,06,1986
Sevilla,Benacazón,4597,77.41,22.48,54.93,198606,06,1986
Sevilla,Bollullos de la Mitación,4290,67.7,31.71,35.99,198606,06,1986
Sevilla,Bormujos,4890,69.36,30.56,38.8,198606,06,1986
Sevilla,Brenes,9861,83.94,15.94,68.0,198606,06,1986
Sevilla,Burguillos,3109,80.45,19.36,61.09,198606,06,1986
Sevilla,Las Cabezas de San Juan,14286,84.03,15.79,68.24,198606,06,1986
Sevilla,Camas,25161,83.35,16.19,67.16,198606,06,1986
Sevilla,La Campana,5359,86.75,13.15,73.6,198606,06,1986
Sevilla,Cantillana,8786,77.78,22.1,55.68,198606,06,1986
Sevilla,Carmona,23773,79.76,19.92,59.84,198606,06,1986
Sevilla,Carrión de los Céspedes,2471,63.77,36.09,27.68,198606,06,1986
Sevilla,Casariche,4842,91.39,8.57,82.82,198606,06,1986
Sevilla,Castilblanco de los Arroyos,3735,75.86,24.09,51.77,198606,06,1986
Sevilla,Castilleja de Guzmán,216,67.88,31.39,36.49,198606,06,1986
Sevilla,Castilleja de la Cuesta,13527,71.5,28.02,43.48,198606,06,1986
Sevilla,Castilleja del Campo,612,69.93,28.88,41.05,198606,06,1986
Sevilla,El Castillo de las Guardas,1834,72.82,26.86,45.96,198606,06,1986
Sevilla,Cazalla de la Sierra,5357,78.53,21.0,57.53,198606,06,1986
Sevilla,Constantina,7825,75.99,23.9,52.09,198606,06,1986
Sevilla,Coria del Río,21364,84.26,15.37,68.89,198606,06,1986
Sevilla,Coripe,1848,74.55,25.34,49.21,198606,06,1986
Sevilla,El Coronil,5205,79.54,20.16,59.38,198606,06,1986
Sevilla,Los Corrales,3849,88.88,10.97,77.91,198606,06,1986
Sevilla,Dos Hermanas,66819,82.0,17.66,64.34,198606,06,1986
Sevilla,Écija,35161,74.96,24.85,50.11,198606,06,1986
Sevilla,Espartinas,2273,58.23,41.53,16.7,198606,06,1986
Sevilla,Estepa,10459,73.32,26.27,47.05,198606,06,1986
Sevilla,Fuentes de Andalucía,7605,76.98,22.85,54.13,198606,06,1986
Sevilla,El Garrobo,745,82.78,16.97,65.81,198606,06,1986
Sevilla,Gelves,3703,75.13,24.65,50.48,198606,06,1986
Sevilla,Gerena,5039,79.73,20.02,59.71,198606,06,1986
Sevilla,Gilena,3698,82.7,16.9,65.8,198606,06,1986
Sevilla,Gines,4755,62.28,36.94,25.34,198606,06,1986
Sevilla,Guadalcanal,3287,73.41,26.05,47.36,198606,06,1986
Sevilla,Guillena,7573,80.76,19.02,61.74,198606,06,1986
Sevilla,Herrera,5454,75.8,24.17,51.63,198606,06,1986
Sevilla,Huévar del Aljarafe,2071,69.15,30.61,38.54,198606,06,1986
Sevilla,Lantejuela,3201,83.2,16.57,66.63,198606,06,1986
Sevilla,Lebrija,27913,82.67,17.13,65.54,198606,06,1986
Sevilla,Lora de Estepa,664,74.94,24.83,50.11,198606,06,1986
Sevilla,Lora del Río,18914,75.61,24.18,51.43,198606,06,1986
Sevilla,La Luisiana,6665,90.32,9.47,80.85,198606,06,1986
Sevilla,El Madroño,467,68.38,30.77,37.61,198606,06,1986
Sevilla,Mairena del Alcor,13730,73.06,26.73,46.33,198606,06,1986
Sevilla,Mairena del Aljarafe,16502,77.77,21.7,56.07,198606,06,1986
Sevilla,Marchena,17297,77.81,22.08,55.73,198606,06,1986
Sevilla,Marinaleda,2380,84.25,15.6,68.65,198606,06,1986
Sevilla,Martín de la Jara,2696,87.45,12.16,75.29,198606,06,1986
Sevilla,Los Molares,2641,85.46,14.54,70.92,198606,06,1986
Sevilla,Montellano,7037,83.74,16.02,67.72,198606,06,1986
Sevilla,Morón de la Frontera,28439,80.81,18.9,61.91,198606,06,1986
Sevilla,Olivares,6191,63.55,36.15,27.4,198606,06,1986
Sevilla,Osuna,16732,77.97,21.68,56.29,198606,06,1986
Sevilla,Palomares del Río,1697,77.98,21.9,56.08,198606,06,1986
Sevilla,Paradas,7154,78.02,21.3,56.72,198606,06,1986
Sevilla,Pedrera,4656,86.05,13.69,72.36,198606,06,1986
Sevilla,El Pedroso,2474,76.47,23.32,53.15,198606,06,1986
Sevilla,Peñaflor,4016,75.61,24.22,51.39,198606,06,1986
Sevilla,Pilas,10173,71.21,28.41,42.8,198606,06,1986
Sevilla,Pruna,3944,67.44,32.56,34.88,198606,06,1986
Sevilla,La Puebla de Cazalla,10466,77.57,22.09,55.48,198606,06,1986
Sevilla,La Puebla de los Infantes,3936,76.31,23.51,52.8,198606,06,1986
Sevilla,La Puebla del Río,15247,86.43,13.35,73.08,198606,06,1986
Sevilla,El Real de la Jara,1828,78.4,20.96,57.44,198606,06,1986
Sevilla,La Rinconada,20106,86.43,13.42,73.01,198606,06,1986
Sevilla,La Roda de Andalucía,4012,77.61,22.05,55.56,198606,06,1986
Sevilla,El Ronquillo,1414,84.81,14.78,70.03,198606,06,1986
Sevilla,El Rubio,3810,74.41,25.27,49.14,198606,06,1986
Sevilla,Salteras,2304,66.04,33.67,32.37,198606,06,1986
Sevilla,San Juan de Aznalfarache,20808,80.56,18.95,61.61,198606,06,1986
