,Municipio,variable,value
1846,Andújar,marzo_2007,4.8
1847,Antequera,marzo_2007,5.59
1848,Arahal,marzo_2007,3.87
1849,Arcos de la Frontera,marzo_2007,5.69
1850,Armilla,marzo_2007,2.8
1851,Atarfe,marzo_2007,3.62
1852,Ayamonte,marzo_2007,5.03
1853,Baena,marzo_2007,4.27
1854,Baeza,marzo_2007,4.1
1855,Bailén,marzo_2007,6.66
1856,Barbate,marzo_2007,2.12
1857,Baza,marzo_2007,1.47
1858,Benalmádena,marzo_2007,3.61
1859,Berja,marzo_2007,1.43
1860,Bollullos Par del Condado,marzo_2007,7.37
1861,Bormujos,marzo_2007,3.49
1862,Brenes,marzo_2007,10.21
1863,Cabra,marzo_2007,6.56
1864,Camas,marzo_2007,2.44
1865,Carmona,marzo_2007,7.35
1866,Cartaya,marzo_2007,12.68
1867,Castilleja de la Cuesta,marzo_2007,2.17
1868,Chiclana de la Frontera,marzo_2007,3.09
1869,Chipiona,marzo_2007,3.83
1870,Conil de la Frontera,marzo_2007,3.03
1871,Coria del Río,marzo_2007,2.39
1872,Coín,marzo_2007,2.57
1873,Cuevas del Almanzora,marzo_2007,11.01
1874,Cártama,marzo_2007,2.41
1875,El Ejido,marzo_2007,5.54
1876,El Puerto de Santa María,marzo_2007,4.79
1877,El Viso del Alcor,marzo_2007,2.58
1878,Estepa,marzo_2007,6.39
1879,Estepona,marzo_2007,3.95
1880,Fuengirola,marzo_2007,3.56
1881,Fuente Palmera,marzo_2007,5.75
1882,Gibraleón,marzo_2007,6.9
1883,Gines,marzo_2007,2.42
1884,Guadix,marzo_2007,2.34
1885,Huércal de Almería,marzo_2007,3.27
1886,Huércal-Overa,marzo_2007,3.11
1887,Huétor Vega,marzo_2007,1.54
1888,Illora,marzo_2007,6.12
1889,Isla Cristina,marzo_2007,6.23
1890,Jódar,marzo_2007,2.74
1891,La Algaba,marzo_2007,1.91
1892,La Carlota,marzo_2007,3.66
1893,La Carolina,marzo_2007,2.34
1894,La Línea de la Concepción,marzo_2007,2.1
1895,La Puebla de Cazalla,marzo_2007,3.9
1896,La Puebla del Río,marzo_2007,1.5
1897,La Rinconada,marzo_2007,5.3
1898,La Zubia,marzo_2007,1.51
1899,Las Cabezas de San Juan,marzo_2007,6.37
1900,Las Gabias,marzo_2007,2.33
1901,Lebrija,marzo_2007,4.46
1902,Lepe,marzo_2007,15.17
1903,Linares,marzo_2007,2.19
1904,Loja,marzo_2007,7.61
1905,Lora del Río,marzo_2007,8.93
1906,Los Barrios,marzo_2007,5.74
1907,Los Palacios y Villafranca,marzo_2007,6.05
1908,Lucena,marzo_2007,8.03
1909,Mairena del Alcor,marzo_2007,4.28
1910,Mairena del Aljarafe,marzo_2007,4.15
1911,Mancha Real,marzo_2007,3.91
1912,Maracena,marzo_2007,1.45
1913,Marchena,marzo_2007,4.32
1914,Martos,marzo_2007,5.03
1915,Medina-Sidonia,marzo_2007,4.13
1916,Mijas,marzo_2007,3.2
1917,Moguer,marzo_2007,26.91
1918,Montilla,marzo_2007,4.3
1919,Morón de la Frontera,marzo_2007,3.23
1920,Motril,marzo_2007,4.65
1921,Nerja,marzo_2007,3.3
1922,Níjar,marzo_2007,3.7
1923,Ogíjares,marzo_2007,1.5
1924,Osuna,marzo_2007,4.37
1925,Palma del Río,marzo_2007,10.68
1926,Peligros,marzo_2007,3.95
1927,Peñarroya-Pueblonuevo,marzo_2007,1.28
1928,Pilas,marzo_2007,4.01
1929,Pinos Puente,marzo_2007,3.4
1930,Pozoblanco,marzo_2007,2.81
1931,Priego de Córdoba,marzo_2007,5.17
1932,Puente Genil,marzo_2007,4.63
1933,Puerto Real,marzo_2007,5.36
1934,Punta Umbría,marzo_2007,4.36
1935,Rincón de la Victoria,marzo_2007,1.68
1936,Ronda,marzo_2007,2.64
1937,Roquetas de Mar,marzo_2007,3.96
1938,Rota,marzo_2007,3.94
1939,Rute,marzo_2007,12.43
1940,Salobreña,marzo_2007,2.6
1941,San Fernando,marzo_2007,1.67
1942,San Juan de Aznalfarache,marzo_2007,2.35
1943,San Roque,marzo_2007,5.67
1944,Sanlúcar de Barrameda,marzo_2007,3.84
1945,Sanlúcar la Mayor,marzo_2007,6.15
1946,Santa Fe,marzo_2007,3.3
1947,Tarifa,marzo_2007,2.46
1948,Tomares,marzo_2007,2.85
1949,Torre del Campo,marzo_2007,2.39
1950,Torredonjimeno,marzo_2007,3.87
1951,Torremolinos,marzo_2007,4.95
1952,Torrox,marzo_2007,3.27
1953,Ubrique,marzo_2007,2.28
1954,Utrera,marzo_2007,4.74
1955,Valverde del Camino,marzo_2007,2.64
1956,Vejer de la Frontera,marzo_2007,3.66
1957,Vera,marzo_2007,7.1
1958,Villacarrillo,marzo_2007,13.57
1959,Villamartín,marzo_2007,5.47
1960,Vélez-Málaga,marzo_2007,3.01
1961,Vícar,marzo_2007,3.56
1962,Álora,marzo_2007,2.16
1963,Écija,marzo_2007,5.75
1964,Úbeda,marzo_2007,3.83
1965,Adra,abril_2007,2.07
1966,Aguilar de la Frontera,abril_2007,4.98
1967,Albolote,abril_2007,3.82
1968,Albox,abril_2007,2.38
1969,Alcalá de Guadaíra,abril_2007,3.93
1970,Alcalá la Real,abril_2007,2.28
1971,Alcaudete,abril_2007,5.25
1972,Alhaurín de la Torre,abril_2007,2.44
1973,Alhaurín el Grande,abril_2007,1.75
1974,Aljaraque,abril_2007,2.32
1975,Almonte,abril_2007,13.18
1976,Almuñécar,abril_2007,2.97
1977,Andújar,abril_2007,3.12
1978,Antequera,abril_2007,4.18
1979,Arahal,abril_2007,3.6
1980,Arcos de la Frontera,abril_2007,5.27
1981,Armilla,abril_2007,2.57
1982,Atarfe,abril_2007,3.05
1983,Ayamonte,abril_2007,5.05
1984,Baena,abril_2007,7.25
1985,Baeza,abril_2007,3.74
1986,Bailén,abril_2007,3.05
1987,Barbate,abril_2007,2.26
1988,Baza,abril_2007,1.45
1989,Benalmádena,abril_2007,3.81
1990,Berja,abril_2007,1.32
1991,Bollullos Par del Condado,abril_2007,5.56
1992,Bormujos,abril_2007,3.08
1993,Brenes,abril_2007,10.26
1994,Cabra,abril_2007,3.29
1995,Camas,abril_2007,2.51
1996,Carmona,abril_2007,6.23
1997,Cartaya,abril_2007,9.02
1998,Castilleja de la Cuesta,abril_2007,1.7
1999,Chiclana de la Frontera,abril_2007,3.27
2000,Chipiona,abril_2007,4.5
2001,Conil de la Frontera,abril_2007,3.36
2002,Coria del Río,abril_2007,2.12
2003,Coín,abril_2007,1.82
2004,Cuevas del Almanzora,abril_2007,9.32
2005,Cártama,abril_2007,1.99
2006,El Ejido,abril_2007,5.46
2007,El Puerto de Santa María,abril_2007,3.74
2008,El Viso del Alcor,abril_2007,3.33
2009,Estepa,abril_2007,5.8
2010,Estepona,abril_2007,3.76
2011,Fuengirola,abril_2007,3.1
2012,Fuente Palmera,abril_2007,5.07
2013,Gibraleón,abril_2007,5.57
2014,Gines,abril_2007,1.57
2015,Guadix,abril_2007,1.8
2016,Huércal de Almería,abril_2007,3.18
2017,Huércal-Overa,abril_2007,2.85
2018,Huétor Vega,abril_2007,1.07
2019,Illora,abril_2007,3.77
2020,Isla Cristina,abril_2007,4.63
2021,Jódar,abril_2007,4.69
2022,La Algaba,abril_2007,1.73
2023,La Carlota,abril_2007,7.26
2024,La Carolina,abril_2007,1.96
2025,La Línea de la Concepción,abril_2007,1.74
2026,La Puebla de Cazalla,abril_2007,7.5
2027,La Puebla del Río,abril_2007,1.86
2028,La Rinconada,abril_2007,4.83
2029,La Zubia,abril_2007,1.23
2030,Las Cabezas de San Juan,abril_2007,5.84
2031,Las Gabias,abril_2007,1.59
2032,Lebrija,abril_2007,4.56
2033,Lepe,abril_2007,9.17
2034,Linares,abril_2007,1.85
2035,Loja,abril_2007,4.88
2036,Lora del Río,abril_2007,7.61
2037,Los Barrios,abril_2007,4.83
2038,Los Palacios y Villafranca,abril_2007,5.39
2039,Lucena,abril_2007,3.77
2040,Mairena del Alcor,abril_2007,3.36
2041,Mairena del Aljarafe,abril_2007,3.35
2042,Mancha Real,abril_2007,2.59
2043,Maracena,abril_2007,1.43
2044,Marchena,abril_2007,4.84
2045,Martos,abril_2007,3.28
2046,Medina-Sidonia,abril_2007,4.08
2047,Mijas,abril_2007,2.57
2048,Moguer,abril_2007,16.42
2049,Montilla,abril_2007,3.51
2050,Morón de la Frontera,abril_2007,3.46
2051,Motril,abril_2007,3.87
2052,Nerja,abril_2007,3.51
2053,Níjar,abril_2007,3.8
2054,Ogíjares,abril_2007,1.12
2055,Osuna,abril_2007,3.78
2056,Palma del Río,abril_2007,6.8
2057,Peligros,abril_2007,3.27
2058,Peñarroya-Pueblonuevo,abril_2007,1.06
2059,Pilas,abril_2007,2.99
2060,Pinos Puente,abril_2007,3.15
2061,Pozoblanco,abril_2007,3.26
2062,Priego de Córdoba,abril_2007,2.68
2063,Puente Genil,abril_2007,2.66
2064,Puerto Real,abril_2007,3.5
2065,Punta Umbría,abril_2007,3.99
2066,Rincón de la Victoria,abril_2007,1.7
2067,Ronda,abril_2007,2.38
2068,Roquetas de Mar,abril_2007,3.49
2069,Rota,abril_2007,3.74
2070,Rute,abril_2007,5.27
2071,Salobreña,abril_2007,1.94
2072,San Fernando,abril_2007,1.5
2073,San Juan de Aznalfarache,abril_2007,1.73
2074,San Roque,abril_2007,5.48
2075,Sanlúcar de Barrameda,abril_2007,3.17
2076,Sanlúcar la Mayor,abril_2007,4.89
2077,Santa Fe,abril_2007,2.78
2078,Tarifa,abril_2007,3.11
2079,Tomares,abril_2007,3.28
2080,Torre del Campo,abril_2007,2.21
2081,Torredonjimeno,abril_2007,2.88
2082,Torremolinos,abril_2007,4.82
2083,Torrox,abril_2007,2.82
2084,Ubrique,abril_2007,2.19
2085,Utrera,abril_2007,3.99
2086,Valverde del Camino,abril_2007,1.44
2087,Vejer de la Frontera,abril_2007,3.02
2088,Vera,abril_2007,6.17
2089,Villacarrillo,abril_2007,7.33
2090,Villamartín,abril_2007,5.44
2091,Vélez-Málaga,abril_2007,2.77
2092,Vícar,abril_2007,3.48
2093,Álora,abril_2007,1.8
2094,Écija,abril_2007,5.7
2095,Úbeda,abril_2007,3.04
2096,Adra,mayo_2007,2.67
2097,Aguilar de la Frontera,mayo_2007,6.9
2098,Albolote,mayo_2007,4.74
2099,Albox,mayo_2007,2.33
2100,Alcalá de Guadaíra,mayo_2007,4.14
2101,Alcalá la Real,mayo_2007,2.66
2102,Alcaudete,mayo_2007,5.2
2103,Alhaurín de la Torre,mayo_2007,3.28
2104,Alhaurín el Grande,mayo_2007,1.8
2105,Aljaraque,mayo_2007,2.36
2106,Almonte,mayo_2007,14.68
2107,Almuñécar,mayo_2007,2.78
2108,Andújar,mayo_2007,4.1
2109,Antequera,mayo_2007,4.81
2110,Arahal,mayo_2007,4.13
2111,Arcos de la Frontera,mayo_2007,6.3
2112,Armilla,mayo_2007,3.1
2113,Atarfe,mayo_2007,3.44
2114,Ayamonte,mayo_2007,4.45
2115,Baena,mayo_2007,3.31
2116,Baeza,mayo_2007,3.27
2117,Bailén,mayo_2007,3.53
2118,Barbate,mayo_2007,2.31
2119,Baza,mayo_2007,1.58
2120,Benalmádena,mayo_2007,3.89
2121,Berja,mayo_2007,1.85
2122,Bollullos Par del Condado,mayo_2007,4.81
2123,Bormujos,mayo_2007,3.5
2124,Brenes,mayo_2007,11.61
2125,Cabra,mayo_2007,3.39
2126,Camas,mayo_2007,3.37
2127,Carmona,mayo_2007,8.28
2128,Cartaya,mayo_2007,10.11
2129,Castilleja de la Cuesta,mayo_2007,1.89
2130,Chiclana de la Frontera,mayo_2007,3.81
2131,Chipiona,mayo_2007,4.66
2132,Conil de la Frontera,mayo_2007,3.65
2133,Coria del Río,mayo_2007,2.35
2134,Coín,mayo_2007,2.17
2135,Cuevas del Almanzora,mayo_2007,12.51
2136,Cártama,mayo_2007,2.15
2137,El Ejido,mayo_2007,4.51
2138,El Puerto de Santa María,mayo_2007,3.34
2139,El Viso del Alcor,mayo_2007,2.93
2140,Estepa,mayo_2007,6.32
2141,Estepona,mayo_2007,3.77
2142,Fuengirola,mayo_2007,3.5
2143,Fuente Palmera,mayo_2007,10.96
2144,Gibraleón,mayo_2007,7.72
2145,Gines,mayo_2007,2.0
2146,Guadix,mayo_2007,2.57
2147,Huércal de Almería,mayo_2007,3.59
2148,Huércal-Overa,mayo_2007,3.64
2149,Huétor Vega,mayo_2007,1.28
2150,Illora,mayo_2007,3.46
2151,Isla Cristina,mayo_2007,6.3
2152,Jódar,mayo_2007,2.34
2153,La Algaba,mayo_2007,2.67
2154,La Carlota,mayo_2007,3.57
2155,La Carolina,mayo_2007,2.25
2156,La Línea de la Concepción,mayo_2007,2.44
2157,La Puebla de Cazalla,mayo_2007,7.85
2158,La Puebla del Río,mayo_2007,1.48
2159,La Rinconada,mayo_2007,6.96
2160,La Zubia,mayo_2007,1.52
2161,Las Cabezas de San Juan,mayo_2007,7.51
2162,Las Gabias,mayo_2007,1.71
2163,Lebrija,mayo_2007,5.37
2164,Lepe,mayo_2007,7.98
2165,Linares,mayo_2007,2.47
2166,Loja,mayo_2007,4.59
2167,Lora del Río,mayo_2007,10.27
2168,Los Barrios,mayo_2007,5.26
2169,Los Palacios y Villafranca,mayo_2007,6.12
2170,Lucena,mayo_2007,4.44
2171,Mairena del Alcor,mayo_2007,5.0
2172,Mairena del Aljarafe,mayo_2007,3.82
2173,Mancha Real,mayo_2007,3.33
2174,Maracena,mayo_2007,1.35
2175,Marchena,mayo_2007,3.9
2176,Martos,mayo_2007,3.64
2177,Medina-Sidonia,mayo_2007,3.5
2178,Mijas,mayo_2007,3.18
2179,Moguer,mayo_2007,8.52
2180,Montilla,mayo_2007,4.11
2181,Morón de la Frontera,mayo_2007,3.6
2182,Motril,mayo_2007,4.43
2183,Nerja,mayo_2007,3.22
2184,Níjar,mayo_2007,3.92
2185,Ogíjares,mayo_2007,1.69
2186,Osuna,mayo_2007,3.5
2187,Palma del Río,mayo_2007,17.36
2188,Peligros,mayo_2007,4.52
2189,Peñarroya-Pueblonuevo,mayo_2007,1.02
2190,Pilas,mayo_2007,2.81
2191,Pinos Puente,mayo_2007,3.43
2192,Pozoblanco,mayo_2007,2.9
2193,Priego de Córdoba,mayo_2007,3.3
2194,Puente Genil,mayo_2007,3.79
2195,Puerto Real,mayo_2007,3.94
2196,Punta Umbría,mayo_2007,5.16
2197,Rincón de la Victoria,mayo_2007,1.64
2198,Ronda,mayo_2007,2.86
2199,Roquetas de Mar,mayo_2007,3.46
2200,Rota,mayo_2007,3.75
2201,Rute,mayo_2007,3.99
2202,Salobreña,mayo_2007,2.3
2203,San Fernando,mayo_2007,1.81
2204,San Juan de Aznalfarache,mayo_2007,2.2
2205,San Roque,mayo_2007,5.93
2206,Sanlúcar de Barrameda,mayo_2007,4.02
2207,Sanlúcar la Mayor,mayo_2007,7.0
2208,Santa Fe,mayo_2007,3.12
2209,Tarifa,mayo_2007,2.64
2210,Tomares,mayo_2007,3.63
2211,Torre del Campo,mayo_2007,2.73
2212,Torredonjimeno,mayo_2007,3.26
2213,Torremolinos,mayo_2007,5.35
2214,Torrox,mayo_2007,2.75
2215,Ubrique,mayo_2007,2.34
2216,Utrera,mayo_2007,4.05
2217,Valverde del Camino,mayo_2007,1.89
2218,Vejer de la Frontera,mayo_2007,4.29
2219,Vera,mayo_2007,6.36
2220,Villacarrillo,mayo_2007,7.06
2221,Villamartín,mayo_2007,5.17
2222,Vélez-Málaga,mayo_2007,3.19
2223,Vícar,mayo_2007,4.38
2224,Álora,mayo_2007,2.11
2225,Écija,mayo_2007,6.98
2226,Úbeda,mayo_2007,2.75
2227,Adra,junio_2007,3.0
2228,Aguilar de la Frontera,junio_2007,6.04
2229,Albolote,junio_2007,4.18
2230,Albox,junio_2007,2.27
2231,Alcalá de Guadaíra,junio_2007,3.9
2232,Alcalá la Real,junio_2007,2.84
2233,Alcaudete,junio_2007,3.71
2234,Alhaurín de la Torre,junio_2007,2.32
2235,Alhaurín el Grande,junio_2007,1.42
2236,Aljaraque,junio_2007,2.19
2237,Almonte,junio_2007,16.62
2238,Almuñécar,junio_2007,2.74
2239,Andújar,junio_2007,3.98
2240,Antequera,junio_2007,4.16
2241,Arahal,junio_2007,3.65
2242,Arcos de la Frontera,junio_2007,5.33
2243,Armilla,junio_2007,2.29
2244,Atarfe,junio_2007,3.32
2245,Ayamonte,junio_2007,4.96
2246,Baena,junio_2007,2.47
2247,Baeza,junio_2007,2.73
2248,Bailén,junio_2007,2.6
2249,Barbate,junio_2007,1.88
2250,Baza,junio_2007,2.1
2251,Benalmádena,junio_2007,3.73
2252,Berja,junio_2007,1.27
2253,Bollullos Par del Condado,junio_2007,4.05
2254,Bormujos,junio_2007,2.92
2255,Brenes,junio_2007,8.11
2256,Cabra,junio_2007,3.17
2257,Camas,junio_2007,2.68
2258,Carmona,junio_2007,6.44
2259,Cartaya,junio_2007,6.89
2260,Castilleja de la Cuesta,junio_2007,2.34
2261,Chiclana de la Frontera,junio_2007,3.81
2262,Chipiona,junio_2007,5.0
2263,Conil de la Frontera,junio_2007,3.41
2264,Coria del Río,junio_2007,2.38
2265,Coín,junio_2007,2.66
2266,Cuevas del Almanzora,junio_2007,5.76
2267,Cártama,junio_2007,1.82
2268,El Ejido,junio_2007,4.26
2269,El Puerto de Santa María,junio_2007,3.34
2270,El Viso del Alcor,junio_2007,3.08
2271,Estepa,junio_2007,5.42
2272,Estepona,junio_2007,3.97
2273,Fuengirola,junio_2007,3.45
2274,Fuente Palmera,junio_2007,5.24
2275,Gibraleón,junio_2007,4.07
2276,Gines,junio_2007,1.9
2277,Guadix,junio_2007,2.59
2278,Huércal de Almería,junio_2007,3.64
2279,Huércal-Overa,junio_2007,3.84
2280,Huétor Vega,junio_2007,1.33
2281,Illora,junio_2007,2.01
2282,Isla Cristina,junio_2007,4.67
2283,Jódar,junio_2007,1.48
2284,La Algaba,junio_2007,2.41
2285,La Carlota,junio_2007,2.65
2286,La Carolina,junio_2007,1.98
2287,La Línea de la Concepción,junio_2007,2.04
2288,La Puebla de Cazalla,junio_2007,3.85
2289,La Puebla del Río,junio_2007,2.23
2290,La Rinconada,junio_2007,7.01
2291,La Zubia,junio_2007,1.27
2292,Las Cabezas de San Juan,junio_2007,5.13
2293,Las Gabias,junio_2007,1.79
2294,Lebrija,junio_2007,4.53
2295,Lepe,junio_2007,5.85
2296,Linares,junio_2007,2.12
2297,Loja,junio_2007,2.85
2298,Lora del Río,junio_2007,6.52
2299,Los Barrios,junio_2007,5.67
2300,Los Palacios y Villafranca,junio_2007,6.08
2301,Lucena,junio_2007,3.42
2302,Mairena del Alcor,junio_2007,3.04
2303,Mairena del Aljarafe,junio_2007,3.63
2304,Mancha Real,junio_2007,2.38
2305,Maracena,junio_2007,1.21
2306,Marchena,junio_2007,4.28
2307,Martos,junio_2007,2.74
2308,Medina-Sidonia,junio_2007,2.61
2309,Mijas,junio_2007,3.19
2310,Moguer,junio_2007,3.7
2311,Montilla,junio_2007,4.2
2312,Morón de la Frontera,junio_2007,2.82
2313,Motril,junio_2007,3.67
2314,Nerja,junio_2007,3.53
2315,Níjar,junio_2007,3.15
2316,Ogíjares,junio_2007,1.41
2317,Osuna,junio_2007,3.36
2318,Palma del Río,junio_2007,9.85
2319,Peligros,junio_2007,4.2
2320,Peñarroya-Pueblonuevo,junio_2007,1.23
2321,Pilas,junio_2007,2.89
2322,Pinos Puente,junio_2007,3.42
2323,Pozoblanco,junio_2007,2.61
2324,Priego de Córdoba,junio_2007,2.19
2325,Puente Genil,junio_2007,3.38
2326,Puerto Real,junio_2007,3.83
2327,Punta Umbría,junio_2007,6.84
2328,Rincón de la Victoria,junio_2007,1.95
2329,Ronda,junio_2007,2.52
2330,Roquetas de Mar,junio_2007,3.56
2331,Rota,junio_2007,4.95
2332,Rute,junio_2007,3.01
2333,Salobreña,junio_2007,2.19
2334,San Fernando,junio_2007,1.74
2335,San Juan de Aznalfarache,junio_2007,2.1
2336,San Roque,junio_2007,5.29
2337,Sanlúcar de Barrameda,junio_2007,3.47
2338,Sanlúcar la Mayor,junio_2007,6.6
2339,Santa Fe,junio_2007,3.13
2340,Tarifa,junio_2007,3.44
2341,Tomares,junio_2007,2.96
2342,Torre del Campo,junio_2007,2.11
2343,Torredonjimeno,junio_2007,2.33
2344,Torremolinos,junio_2007,5.7
2345,Torrox,junio_2007,2.57
2346,Ubrique,junio_2007,2.4
2347,Utrera,junio_2007,4.05
2348,Valverde del Camino,junio_2007,1.64
2349,Vejer de la Frontera,junio_2007,3.34
2350,Vera,junio_2007,5.54
2351,Villacarrillo,junio_2007,6.14
2352,Villamartín,junio_2007,4.61
2353,Vélez-Málaga,junio_2007,3.07
2354,Vícar,junio_2007,3.23
2355,Álora,junio_2007,1.62
2356,Écija,junio_2007,6.74
2357,Úbeda,junio_2007,2.56
2358,Adra,julio_2007,2.81
2359,Aguilar de la Frontera,julio_2007,4.83
2360,Albolote,julio_2007,5.25
2361,Albox,julio_2007,2.43
2362,Alcalá de Guadaíra,julio_2007,4.29
2363,Alcalá la Real,julio_2007,2.7
2364,Alcaudete,julio_2007,3.32
2365,Alhaurín de la Torre,julio_2007,2.01
2366,Alhaurín el Grande,julio_2007,1.53
2367,Aljaraque,julio_2007,2.78
2368,Almonte,julio_2007,14.24
2369,Almuñécar,julio_2007,3.84
2370,Andújar,julio_2007,3.63
2371,Antequera,julio_2007,4.49
2372,Arahal,julio_2007,3.62
2373,Arcos de la Frontera,julio_2007,5.06
2374,Armilla,julio_2007,2.86
2375,Atarfe,julio_2007,4.06
2376,Ayamonte,julio_2007,6.88
2377,Baena,julio_2007,3.3
2378,Baeza,julio_2007,3.5
2379,Bailén,julio_2007,2.58
2380,Barbate,julio_2007,3.33
2381,Baza,julio_2007,1.88
2382,Benalmádena,julio_2007,4.74
2383,Berja,julio_2007,1.36
2384,Bollullos Par del Condado,julio_2007,4.68
2385,Bormujos,julio_2007,4.53
2386,Brenes,julio_2007,6.99
2387,Cabra,julio_2007,3.65
2388,Camas,julio_2007,3.05
2389,Carmona,julio_2007,5.7
2390,Cartaya,julio_2007,7.09
2391,Castilleja de la Cuesta,julio_2007,2.11
2392,Chiclana de la Frontera,julio_2007,4.6
2393,Chipiona,julio_2007,6.7
2394,Conil de la Frontera,julio_2007,4.1
2395,Coria del Río,julio_2007,2.81
2396,Coín,julio_2007,2.41
2397,Cuevas del Almanzora,julio_2007,5.2
2398,Cártama,julio_2007,1.99
2399,El Ejido,julio_2007,4.46
2400,El Puerto de Santa María,julio_2007,5.93
2401,El Viso del Alcor,julio_2007,2.9
2402,Estepa,julio_2007,4.61
2403,Estepona,julio_2007,4.48
2404,Fuengirola,julio_2007,4.24
2405,Fuente Palmera,julio_2007,5.76
2406,Gibraleón,julio_2007,4.93
2407,Gines,julio_2007,2.24
2408,Guadix,julio_2007,2.36
2409,Huércal de Almería,julio_2007,3.96
2410,Huércal-Overa,julio_2007,3.62
2411,Huétor Vega,julio_2007,1.23
2412,Illora,julio_2007,2.2
2413,Isla Cristina,julio_2007,7.37
2414,Jódar,julio_2007,1.79
2415,La Algaba,julio_2007,2.15
2416,La Carlota,julio_2007,3.04
2417,La Carolina,julio_2007,2.01
2418,La Línea de la Concepción,julio_2007,2.23
2419,La Puebla de Cazalla,julio_2007,4.07
2420,La Puebla del Río,julio_2007,2.54
2421,La Rinconada,julio_2007,7.7
2422,La Zubia,julio_2007,1.89
2423,Las Cabezas de San Juan,julio_2007,5.89
2424,Las Gabias,julio_2007,2.95
2425,Lebrija,julio_2007,3.38
2426,Lepe,julio_2007,7.05
2427,Linares,julio_2007,2.66
2428,Loja,julio_2007,3.19
2429,Lora del Río,julio_2007,6.79
2430,Los Barrios,julio_2007,5.32
2431,Los Palacios y Villafranca,julio_2007,5.72
2432,Lucena,julio_2007,3.08
2433,Mairena del Alcor,julio_2007,4.32
2434,Mairena del Aljarafe,julio_2007,4.05
2435,Mancha Real,julio_2007,3.23
2436,Maracena,julio_2007,1.66
2437,Marchena,julio_2007,3.96
2438,Martos,julio_2007,3.67
2439,Medina-Sidonia,julio_2007,2.82
2440,Mijas,julio_2007,3.4
2441,Moguer,julio_2007,5.36
2442,Montilla,julio_2007,3.86
2443,Morón de la Frontera,julio_2007,3.92
2444,Motril,julio_2007,4.83
2445,Nerja,julio_2007,3.85
2446,Níjar,julio_2007,3.62
2447,Ogíjares,julio_2007,1.8
2448,Osuna,julio_2007,3.68
2449,Palma del Río,julio_2007,9.46
2450,Peligros,julio_2007,4.94
2451,Peñarroya-Pueblonuevo,julio_2007,1.29
2452,Pilas,julio_2007,3.27
2453,Pinos Puente,julio_2007,3.4
2454,Pozoblanco,julio_2007,3.36
2455,Priego de Córdoba,julio_2007,2.21
2456,Puente Genil,julio_2007,3.51
2457,Puerto Real,julio_2007,5.22
2458,Punta Umbría,julio_2007,10.16
2459,Rincón de la Victoria,julio_2007,2.07
2460,Ronda,julio_2007,3.19
2461,Roquetas de Mar,julio_2007,3.72
2462,Rota,julio_2007,5.81
2463,Rute,julio_2007,2.55
2464,Salobreña,julio_2007,3.24
2465,San Fernando,julio_2007,2.01
2466,San Juan de Aznalfarache,julio_2007,2.47
2467,San Roque,julio_2007,6.29
2468,Sanlúcar de Barrameda,julio_2007,3.56
2469,Sanlúcar la Mayor,julio_2007,6.71
2470,Santa Fe,julio_2007,2.7
2471,Tarifa,julio_2007,5.28
2472,Tomares,julio_2007,2.17
2473,Torre del Campo,julio_2007,2.2
2474,Torredonjimeno,julio_2007,3.15
2475,Torremolinos,julio_2007,6.09
2476,Torrox,julio_2007,3.08
2477,Ubrique,julio_2007,2.39
2478,Utrera,julio_2007,5.14
2479,Valverde del Camino,julio_2007,2.11
2480,Vejer de la Frontera,julio_2007,4.01
2481,Vera,julio_2007,6.58
2482,Villacarrillo,julio_2007,5.98
2483,Villamartín,julio_2007,5.05
2484,Vélez-Málaga,julio_2007,3.61
2485,Vícar,julio_2007,4.17
2486,Álora,julio_2007,1.85
2487,Écija,julio_2007,5.42
2488,Úbeda,julio_2007,3.06
2489,Adra,agosto_2007,2.44
2490,Aguilar de la Frontera,agosto_2007,5.3
2491,Albolote,agosto_2007,4.67
2492,Albox,agosto_2007,1.39
2493,Alcalá de Guadaíra,agosto_2007,3.72
2494,Alcalá la Real,agosto_2007,2.41
2495,Alcaudete,agosto_2007,3.74
2496,Alhaurín de la Torre,agosto_2007,1.61
2497,Alhaurín el Grande,agosto_2007,1.11
2498,Aljaraque,agosto_2007,2.13
2499,Almonte,agosto_2007,9.2
2500,Almuñécar,agosto_2007,2.94
2501,Andújar,agosto_2007,3.57
2502,Antequera,agosto_2007,3.32
2503,Arahal,agosto_2007,3.65
2504,Arcos de la Frontera,agosto_2007,4.26
2505,Armilla,agosto_2007,2.68
2506,Atarfe,agosto_2007,2.77
2507,Ayamonte,agosto_2007,3.97
2508,Baena,agosto_2007,2.72
2509,Baeza,agosto_2007,3.15
2510,Bailén,agosto_2007,2.78
2511,Barbate,agosto_2007,2.15
2512,Baza,agosto_2007,1.53
2513,Benalmádena,agosto_2007,3.3
2514,Berja,agosto_2007,1.39
2515,Bollullos Par del Condado,agosto_2007,3.93
2516,Bormujos,agosto_2007,2.32
2517,Brenes,agosto_2007,6.84
2518,Cabra,agosto_2007,2.57
2519,Camas,agosto_2007,2.46
2520,Carmona,agosto_2007,5.11
2521,Cartaya,agosto_2007,5.4
2522,Castilleja de la Cuesta,agosto_2007,1.59
2523,Chiclana de la Frontera,agosto_2007,3.15
2524,Chipiona,agosto_2007,4.52
2525,Conil de la Frontera,agosto_2007,2.8
2526,Coria del Río,agosto_2007,1.57
