,Sexo,Municipios,País de nacimiento,Total,Año
111,Ambos sexos,Láujar de Andarax,Total Europa,34.0,2007
112,Ambos sexos,Láujar de Andarax,Total Europa,37.0,2008
113,Ambos sexos,Láujar de Andarax,Total Europa,41.0,2009
114,Ambos sexos,Láujar de Andarax,Total Europa,46.0,2010
115,Ambos sexos,Láujar de Andarax,Total Europa,43.0,2011
116,Ambos sexos,Láujar de Andarax,Total Europa,42.0,2012
117,Ambos sexos,Láujar de Andarax,Total Europa,26.0,2013
118,Ambos sexos,Láujar de Andarax,Total Europa,26.0,2014
119,Ambos sexos,Láujar de Andarax,Total Europa,17.0,2015
120,Ambos sexos,Láujar de Andarax,Total Europa,18.0,2016
121,Ambos sexos,Láujar de Andarax,Total Europa,18.0,2017
122,Ambos sexos,Láujar de Andarax,Total Europa,21.0,2018
123,Ambos sexos,Láujar de Andarax,Total Europa,21.0,2019
124,Ambos sexos,Lubrín,Europa,10,1998
125,Ambos sexos,Lubrín,Europa,14,1999
126,Ambos sexos,Lubrín,Europa,19,2000
127,Ambos sexos,Lubrín,Europa,20,2001
128,Ambos sexos,Lubrín,Total Unión Europea,23.0,2002
129,Ambos sexos,Lubrín,Total Europa,109.0,2004
130,Ambos sexos,Lubrín,Total Europa,151,2005
131,Ambos sexos,Lubrín,Total Europa,211.0,2006
132,Ambos sexos,Lubrín,Total Europa,264.0,2007
133,Ambos sexos,Lubrín,Total Europa,309.0,2008
134,Ambos sexos,Lubrín,Total Europa,319.0,2009
135,Ambos sexos,Lubrín,Total Europa,328.0,2010
136,Ambos sexos,Lubrín,Total Europa,328.0,2011
137,Ambos sexos,Lubrín,Total Europa,341.0,2012
138,Ambos sexos,Lubrín,Total Europa,350.0,2013
139,Ambos sexos,Lubrín,Total Europa,275.0,2014
140,Ambos sexos,Lubrín,Total Europa,268.0,2015
141,Ambos sexos,Lubrín,Total Europa,240.0,2016
142,Ambos sexos,Lubrín,Total Europa,235.0,2017
143,Ambos sexos,Lubrín,Total Europa,243.0,2018
144,Ambos sexos,Lubrín,Total Europa,270.0,2019
145,Ambos sexos,María,Europa,0,1998
146,Ambos sexos,María,Europa,0,1999
147,Ambos sexos,María,Europa,0,2000
148,Ambos sexos,María,Europa,0,2001
149,Ambos sexos,María,Total Unión Europea,1.0,2002
150,Ambos sexos,María,Total Europa,12.0,2004
151,Ambos sexos,María,Total Europa,13,2005
152,Ambos sexos,María,Total Europa,19.0,2006
153,Ambos sexos,María,Total Europa,23.0,2007
154,Ambos sexos,María,Total Europa,25.0,2008
155,Ambos sexos,María,Total Europa,28.0,2009
156,Ambos sexos,María,Total Europa,34.0,2010
157,Ambos sexos,María,Total Europa,36.0,2011
158,Ambos sexos,María,Total Europa,33.0,2012
159,Ambos sexos,María,Total Europa,33.0,2013
160,Ambos sexos,María,Total Europa,20.0,2014
161,Ambos sexos,María,Total Europa,19.0,2015
162,Ambos sexos,María,Total Europa,37.0,2016
163,Ambos sexos,María,Total Europa,37.0,2017
164,Ambos sexos,María,Total Europa,36.0,2018
165,Ambos sexos,María,Total Europa,36.0,2019
166,Ambos sexos,Purchena,Europa,1,1998
167,Ambos sexos,Purchena,Europa,1,1999
168,Ambos sexos,Purchena,Europa,3,2000
169,Ambos sexos,Purchena,Europa,4,2001
170,Ambos sexos,Purchena,Total Unión Europea,7.0,2002
171,Ambos sexos,Purchena,Total Europa,36.0,2004
172,Ambos sexos,Purchena,Total Europa,59,2005
173,Ambos sexos,Purchena,Total Europa,77.0,2006
174,Ambos sexos,Purchena,Total Europa,81.0,2007
175,Ambos sexos,Purchena,Total Europa,85.0,2008
176,Ambos sexos,Purchena,Total Europa,94.0,2009
177,Ambos sexos,Purchena,Total Europa,93.0,2010
178,Ambos sexos,Purchena,Total Europa,98.0,2011
179,Ambos sexos,Purchena,Total Europa,99.0,2012
180,Ambos sexos,Purchena,Total Europa,99.0,2013
181,Ambos sexos,Purchena,Total Europa,77.0,2014
182,Ambos sexos,Purchena,Total Europa,73.0,2015
183,Ambos sexos,Purchena,Total Europa,75.0,2016
184,Ambos sexos,Purchena,Total Europa,67.0,2017
185,Ambos sexos,Purchena,Total Europa,73.0,2018
186,Ambos sexos,Purchena,Total Europa,70.0,2019
187,Ambos sexos,Rioja,Europa,7,1998
188,Ambos sexos,Rioja,Europa,6,1999
189,Ambos sexos,Rioja,Europa,7,2000
190,Ambos sexos,Rioja,Europa,10,2001
191,Ambos sexos,Rioja,Total Unión Europea,12.0,2002
192,Ambos sexos,Rioja,Total Europa,46.0,2004
193,Ambos sexos,Rioja,Total Europa,53,2005
194,Ambos sexos,Rioja,Total Europa,53.0,2006
195,Ambos sexos,Rioja,Total Europa,65.0,2007
196,Ambos sexos,Rioja,Total Europa,65.0,2008
197,Ambos sexos,Rioja,Total Europa,67.0,2009
198,Ambos sexos,Rioja,Total Europa,68.0,2010
199,Ambos sexos,Rioja,Total Europa,64.0,2011
200,Ambos sexos,Rioja,Total Europa,71.0,2012
201,Ambos sexos,Rioja,Total Europa,75.0,2013
202,Ambos sexos,Rioja,Total Europa,61.0,2014
203,Ambos sexos,Rioja,Total Europa,52.0,2015
204,Ambos sexos,Rioja,Total Europa,48.0,2016
205,Ambos sexos,Rioja,Total Europa,59.0,2017
206,Ambos sexos,Rioja,Total Europa,55.0,2018
207,Ambos sexos,Rioja,Total Europa,63.0,2019
208,Ambos sexos,Taberno,Europa,2,1998
209,Ambos sexos,Taberno,Europa,1,1999
210,Ambos sexos,Taberno,Europa,3,2000
211,Ambos sexos,Taberno,Europa,21,2001
212,Ambos sexos,Taberno,Total Unión Europea,44.0,2002
213,Ambos sexos,Taberno,Total Europa,143.0,2004
214,Ambos sexos,Taberno,Total Europa,162,2005
215,Ambos sexos,Taberno,Total Europa,194.0,2006
216,Ambos sexos,Taberno,Total Europa,221.0,2007
217,Ambos sexos,Taberno,Total Europa,237.0,2008
218,Ambos sexos,Taberno,Total Europa,242.0,2009
219,Ambos sexos,Taberno,Total Europa,256.0,2010
220,Ambos sexos,Taberno,Total Europa,274.0,2011
221,Ambos sexos,Taberno,Total Europa,268.0,2012
222,Ambos sexos,Taberno,Total Europa,264.0,2013
223,Ambos sexos,Taberno,Total Europa,186.0,2014
224,Ambos sexos,Taberno,Total Europa,163.0,2015
225,Ambos sexos,Taberno,Total Europa,144.0,2016
226,Ambos sexos,Taberno,Total Europa,160.0,2017
227,Ambos sexos,Taberno,Total Europa,154.0,2018
228,Ambos sexos,Taberno,Total Europa,140.0,2019
229,Ambos sexos,Algar,Europa,0,1998
230,Ambos sexos,Algar,Europa,0,1999
231,Ambos sexos,Algar,Europa,0,2000
232,Ambos sexos,Algar,Europa,0,2001
233,Ambos sexos,Algar,Total Unión Europea,0.0,2002
234,Ambos sexos,Algar,Total Europa,4.0,2004
235,Ambos sexos,Algar,Total Europa,5.0,2005
236,Ambos sexos,Algar,Total Europa,7.0,2006
237,Ambos sexos,Algar,Total Europa,9.0,2007
238,Ambos sexos,Algar,Total Europa,12.0,2008
239,Ambos sexos,Algar,Total Europa,13.0,2009
240,Ambos sexos,Algar,Total Europa,15.0,2010
241,Ambos sexos,Algar,Total Europa,15.0,2011
242,Ambos sexos,Algar,Total Europa,10.0,2012
243,Ambos sexos,Algar,Total Europa,12.0,2013
244,Ambos sexos,Algar,Total Europa,12.0,2014
245,Ambos sexos,Algar,Total Europa,10.0,2015
246,Ambos sexos,Algar,Total Europa,10.0,2016
247,Ambos sexos,Algar,Total Europa,10.0,2017
248,Ambos sexos,Algar,Total Europa,8.0,2018
249,Ambos sexos,Algar,Total Europa,8.0,2019
250,Ambos sexos,El Gastor,Europa,1,1998
251,Ambos sexos,El Gastor,Europa,1,1999
252,Ambos sexos,El Gastor,Europa,1,2000
253,Ambos sexos,El Gastor,Europa,4,2001
254,Ambos sexos,El Gastor,Total Unión Europea,5.0,2002
255,Ambos sexos,El Gastor,Total Europa,37.0,2004
256,Ambos sexos,El Gastor,Total Europa,50.0,2005
257,Ambos sexos,El Gastor,Total Europa,51.0,2006
258,Ambos sexos,El Gastor,Total Europa,63.0,2007
259,Ambos sexos,El Gastor,Total Europa,73.0,2008
260,Ambos sexos,El Gastor,Total Europa,77.0,2009
261,Ambos sexos,El Gastor,Total Europa,77.0,2010
262,Ambos sexos,El Gastor,Total Europa,81.0,2011
263,Ambos sexos,El Gastor,Total Europa,90.0,2012
264,Ambos sexos,El Gastor,Total Europa,89.0,2013
265,Ambos sexos,El Gastor,Total Europa,86.0,2014
266,Ambos sexos,El Gastor,Total Europa,82.0,2015
267,Ambos sexos,El Gastor,Total Europa,75.0,2016
268,Ambos sexos,El Gastor,Total Europa,68.0,2017
269,Ambos sexos,El Gastor,Total Europa,64.0,2018
270,Ambos sexos,El Gastor,Total Europa,75.0,2019
271,Ambos sexos,Zahara,Europa,3,1998
272,Ambos sexos,Zahara,Europa,3,1999
273,Ambos sexos,Zahara,Europa,3,2000
274,Ambos sexos,Zahara,Europa,3,2001
275,Ambos sexos,Zahara,Total Unión Europea,2.0,2002
276,Ambos sexos,Zahara,Total Europa,21.0,2004
277,Ambos sexos,Zahara,Total Europa,24.0,2005
278,Ambos sexos,Zahara,Total Europa,27.0,2006
279,Ambos sexos,Zahara,Total Europa,33.0,2007
280,Ambos sexos,Zahara,Total Europa,32.0,2008
281,Ambos sexos,Zahara,Total Europa,37.0,2009
282,Ambos sexos,Zahara,Total Europa,40.0,2010
283,Ambos sexos,Zahara,Total Europa,42.0,2011
284,Ambos sexos,Zahara,Total Europa,35.0,2012
285,Ambos sexos,Zahara,Total Europa,35.0,2013
286,Ambos sexos,Zahara,Total Europa,33.0,2014
287,Ambos sexos,Zahara,Total Europa,32.0,2015
288,Ambos sexos,Zahara,Total Europa,23.0,2016
289,Ambos sexos,Zahara,Total Europa,25.0,2017
290,Ambos sexos,Zahara,Total Europa,24.0,2018
291,Ambos sexos,Zahara,Total Europa,25.0,2019
292,Ambos sexos,Alcaracejos,Europa,0,1998
293,Ambos sexos,Alcaracejos,Europa,0,1999
294,Ambos sexos,Alcaracejos,Europa,1,2000
295,Ambos sexos,Alcaracejos,Europa,2,2001
296,Ambos sexos,Alcaracejos,Total Unión Europea,1.0,2002
297,Ambos sexos,Alcaracejos,Total Europa,14.0,2004
298,Ambos sexos,Alcaracejos,Total Europa,11.0,2005
299,Ambos sexos,Alcaracejos,Total Europa,14.0,2006
300,Ambos sexos,Alcaracejos,Total Europa,23.0,2007
301,Ambos sexos,Alcaracejos,Total Europa,48.0,2008
302,Ambos sexos,Alcaracejos,Total Europa,44.0,2009
303,Ambos sexos,Alcaracejos,Total Europa,44.0,2010
304,Ambos sexos,Alcaracejos,Total Europa,44.0,2011
305,Ambos sexos,Alcaracejos,Total Europa,44.0,2012
306,Ambos sexos,Alcaracejos,Total Europa,29.0,2013
307,Ambos sexos,Alcaracejos,Total Europa,25.0,2014
308,Ambos sexos,Alcaracejos,Total Europa,30.0,2015
309,Ambos sexos,Alcaracejos,Total Europa,30.0,2016
310,Ambos sexos,Alcaracejos,Total Europa,32.0,2017
311,Ambos sexos,Alcaracejos,Total Europa,24.0,2018
312,Ambos sexos,Alcaracejos,Total Europa,22.0,2019
313,Ambos sexos,Añora,Europa,0,1998
314,Ambos sexos,Añora,Europa,0,1999
315,Ambos sexos,Añora,Europa,0,2000
316,Ambos sexos,Añora,Europa,0,2001
317,Ambos sexos,Añora,Total Unión Europea,0.0,2002
318,Ambos sexos,Añora,Total Europa,0.0,2004
319,Ambos sexos,Añora,Total Europa,5.0,2005
320,Ambos sexos,Añora,Total Europa,2.0,2006
321,Ambos sexos,Añora,Total Europa,2.0,2007
322,Ambos sexos,Añora,Total Europa,6.0,2008
323,Ambos sexos,Añora,Total Europa,10.0,2009
324,Ambos sexos,Añora,Total Europa,14.0,2010
325,Ambos sexos,Añora,Total Europa,13.0,2011
326,Ambos sexos,Añora,Total Europa,14.0,2012
327,Ambos sexos,Añora,Total Europa,19.0,2013
328,Ambos sexos,Añora,Total Europa,13.0,2014
329,Ambos sexos,Añora,Total Europa,10.0,2015
330,Ambos sexos,Añora,Total Europa,7.0,2016
331,Ambos sexos,Añora,Total Europa,8.0,2017
332,Ambos sexos,Añora,Total Europa,9.0,2018
333,Ambos sexos,Añora,Total Europa,10.0,2019
334,Ambos sexos,Cardeña,Europa,0,1998
335,Ambos sexos,Cardeña,Europa,0,1999
336,Ambos sexos,Cardeña,Europa,0,2000
337,Ambos sexos,Cardeña,Europa,0,2001
338,Ambos sexos,Cardeña,Total Unión Europea,0.0,2002
339,Ambos sexos,Cardeña,Total Europa,2.0,2004
340,Ambos sexos,Cardeña,Total Europa,4.0,2005
341,Ambos sexos,Cardeña,Total Europa,25.0,2006
342,Ambos sexos,Cardeña,Total Europa,27.0,2007
343,Ambos sexos,Cardeña,Total Europa,36.0,2008
344,Ambos sexos,Cardeña,Total Europa,37.0,2009
345,Ambos sexos,Cardeña,Total Europa,30.0,2010
346,Ambos sexos,Cardeña,Total Europa,33.0,2011
347,Ambos sexos,Cardeña,Total Europa,35.0,2012
348,Ambos sexos,Cardeña,Total Europa,25.0,2013
349,Ambos sexos,Cardeña,Total Europa,27.0,2014
350,Ambos sexos,Cardeña,Total Europa,23.0,2015
351,Ambos sexos,Cardeña,Total Europa,19.0,2016
352,Ambos sexos,Cardeña,Total Europa,16.0,2017
353,Ambos sexos,Cardeña,Total Europa,13.0,2018
354,Ambos sexos,Cardeña,Total Europa,13.0,2019
355,Ambos sexos,Guadalcázar,Europa,0,1998
356,Ambos sexos,Guadalcázar,Europa,0,1999
357,Ambos sexos,Guadalcázar,Europa,0,2000
358,Ambos sexos,Guadalcázar,Europa,0,2001
359,Ambos sexos,Guadalcázar,Total Unión Europea,9.0,2002
360,Ambos sexos,Guadalcázar,Total Europa,11.0,2004
361,Ambos sexos,Guadalcázar,Total Europa,11.0,2005
362,Ambos sexos,Guadalcázar,Total Europa,15.0,2006
363,Ambos sexos,Guadalcázar,Total Europa,7.0,2007
364,Ambos sexos,Guadalcázar,Total Europa,5.0,2008
365,Ambos sexos,Guadalcázar,Total Europa,6.0,2009
366,Ambos sexos,Guadalcázar,Total Europa,8.0,2010
367,Ambos sexos,Guadalcázar,Total Europa,11.0,2011
368,Ambos sexos,Guadalcázar,Total Europa,16.0,2012
369,Ambos sexos,Guadalcázar,Total Europa,9.0,2013
370,Ambos sexos,Guadalcázar,Total Europa,8.0,2014
371,Ambos sexos,Guadalcázar,Total Europa,8.0,2015
372,Ambos sexos,Guadalcázar,Total Europa,7.0,2016
373,Ambos sexos,Guadalcázar,Total Europa,8.0,2017
374,Ambos sexos,Guadalcázar,Total Europa,7.0,2018
375,Ambos sexos,Guadalcázar,Total Europa,7.0,2019
376,Ambos sexos,Obejo,Europa,0,1998
377,Ambos sexos,Obejo,Europa,0,1999
378,Ambos sexos,Obejo,Europa,0,2000
379,Ambos sexos,Obejo,Europa,0,2001
380,Ambos sexos,Obejo,Total Unión Europea,0.0,2002
381,Ambos sexos,Obejo,Total Europa,4.0,2004
382,Ambos sexos,Obejo,Total Europa,12.0,2005
383,Ambos sexos,Obejo,Total Europa,25.0,2006
384,Ambos sexos,Obejo,Total Europa,35.0,2007
385,Ambos sexos,Obejo,Total Europa,54.0,2008
386,Ambos sexos,Obejo,Total Europa,66.0,2009
387,Ambos sexos,Obejo,Total Europa,69.0,2010
388,Ambos sexos,Obejo,Total Europa,81.0,2011
389,Ambos sexos,Obejo,Total Europa,86.0,2012
390,Ambos sexos,Obejo,Total Europa,57.0,2013
391,Ambos sexos,Obejo,Total Europa,46.0,2014
392,Ambos sexos,Obejo,Total Europa,42.0,2015
393,Ambos sexos,Obejo,Total Europa,31.0,2016
394,Ambos sexos,Obejo,Total Europa,28.0,2017
395,Ambos sexos,Obejo,Total Europa,33.0,2018
396,Ambos sexos,Obejo,Total Europa,45.0,2019
397,Ambos sexos,Palenciana,Europa,1,1998
398,Ambos sexos,Palenciana,Europa,1,1999
399,Ambos sexos,Palenciana,Europa,1,2000
400,Ambos sexos,Palenciana,Europa,3,2001
401,Ambos sexos,Palenciana,Total Unión Europea,1.0,2002
402,Ambos sexos,Palenciana,Total Europa,2.0,2004
403,Ambos sexos,Palenciana,Total Europa,29.0,2005
404,Ambos sexos,Palenciana,Total Europa,35.0,2006
405,Ambos sexos,Palenciana,Total Europa,35.0,2007
406,Ambos sexos,Palenciana,Total Europa,37.0,2008
407,Ambos sexos,Palenciana,Total Europa,36.0,2009
408,Ambos sexos,Palenciana,Total Europa,47.0,2010
409,Ambos sexos,Palenciana,Total Europa,40.0,2011
410,Ambos sexos,Palenciana,Total Europa,41.0,2012
411,Ambos sexos,Palenciana,Total Europa,38.0,2013
412,Ambos sexos,Palenciana,Total Europa,38.0,2014
413,Ambos sexos,Palenciana,Total Europa,29.0,2015
414,Ambos sexos,Palenciana,Total Europa,27.0,2016
415,Ambos sexos,Palenciana,Total Europa,27.0,2017
416,Ambos sexos,Palenciana,Total Europa,26.0,2018
417,Ambos sexos,Palenciana,Total Europa,28.0,2019
418,Ambos sexos,Pedroche,Europa,0,1998
419,Ambos sexos,Pedroche,Europa,0,1999
420,Ambos sexos,Pedroche,Europa,0,2000
421,Ambos sexos,Pedroche,Europa,0,2001
422,Ambos sexos,Pedroche,Total Unión Europea,0.0,2002
423,Ambos sexos,Pedroche,Total Europa,21.0,2004
424,Ambos sexos,Pedroche,Total Europa,23.0,2005
425,Ambos sexos,Pedroche,Total Europa,22.0,2006
426,Ambos sexos,Pedroche,Total Europa,19.0,2007
427,Ambos sexos,Pedroche,Total Europa,18.0,2008
428,Ambos sexos,Pedroche,Total Europa,20.0,2009
429,Ambos sexos,Pedroche,Total Europa,20.0,2010
430,Ambos sexos,Pedroche,Total Europa,20.0,2011
431,Ambos sexos,Pedroche,Total Europa,24.0,2012
432,Ambos sexos,Pedroche,Total Europa,20.0,2013
433,Ambos sexos,Pedroche,Total Europa,11.0,2014
434,Ambos sexos,Pedroche,Total Europa,10.0,2015
435,Ambos sexos,Pedroche,Total Europa,12.0,2016
436,Ambos sexos,Pedroche,Total Europa,12.0,2017
437,Ambos sexos,Pedroche,Total Europa,9.0,2018
438,Ambos sexos,Pedroche,Total Europa,9.0,2019
439,Ambos sexos,Santa Eufemia,Europa,0,1998
440,Ambos sexos,Santa Eufemia,Europa,0,1999
441,Ambos sexos,Santa Eufemia,Europa,1,2000
442,Ambos sexos,Santa Eufemia,Europa,1,2001
443,Ambos sexos,Santa Eufemia,Total Unión Europea,1.0,2002
444,Ambos sexos,Santa Eufemia,Total Europa,10.0,2004
445,Ambos sexos,Santa Eufemia,Total Europa,12.0,2005
446,Ambos sexos,Santa Eufemia,Total Europa,14.0,2006
447,Ambos sexos,Santa Eufemia,Total Europa,14.0,2007
448,Ambos sexos,Santa Eufemia,Total Europa,15.0,2008
449,Ambos sexos,Santa Eufemia,Total Europa,16.0,2009
450,Ambos sexos,Santa Eufemia,Total Europa,15.0,2010
451,Ambos sexos,Santa Eufemia,Total Europa,13.0,2011
452,Ambos sexos,Santa Eufemia,Total Europa,13.0,2012
453,Ambos sexos,Santa Eufemia,Total Europa,13.0,2013
454,Ambos sexos,Santa Eufemia,Total Europa,14.0,2014
455,Ambos sexos,Santa Eufemia,Total Europa,13.0,2015
456,Ambos sexos,Santa Eufemia,Total Europa,13.0,2016
457,Ambos sexos,Santa Eufemia,Total Europa,13.0,2017
458,Ambos sexos,Santa Eufemia,Total Europa,9.0,2018
459,Ambos sexos,Santa Eufemia,Total Europa,10.0,2019
460,Ambos sexos,Torrecampo,Europa,1,1998
461,Ambos sexos,Torrecampo,Europa,0,1999
462,Ambos sexos,Torrecampo,Europa,0,2000
463,Ambos sexos,Torrecampo,Europa,0,2001
464,Ambos sexos,Torrecampo,Total Unión Europea,0.0,2002
465,Ambos sexos,Torrecampo,Total Europa,2.0,2004
466,Ambos sexos,Torrecampo,Total Europa,1.0,2005
467,Ambos sexos,Torrecampo,Total Europa,1.0,2006
468,Ambos sexos,Torrecampo,Total Europa,5.0,2007
469,Ambos sexos,Torrecampo,Total Europa,5.0,2008
470,Ambos sexos,Torrecampo,Total Europa,2.0,2009
471,Ambos sexos,Torrecampo,Total Europa,0.0,2010
472,Ambos sexos,Torrecampo,Total Europa,0.0,2011
473,Ambos sexos,Torrecampo,Total Europa,0.0,2012
474,Ambos sexos,Torrecampo,Total Europa,0.0,2013
475,Ambos sexos,Torrecampo,Total Europa,0.0,2014
476,Ambos sexos,Torrecampo,Total Europa,1.0,2015
477,Ambos sexos,Torrecampo,Total Europa,0.0,2016
478,Ambos sexos,Torrecampo,Total Europa,4.0,2017
479,Ambos sexos,Torrecampo,Total Europa,4.0,2018
480,Ambos sexos,Torrecampo,Total Europa,6.0,2019
481,Ambos sexos,Valenzuela,Europa,0,1998
482,Ambos sexos,Valenzuela,Europa,0,1999
483,Ambos sexos,Valenzuela,Europa,0,2000
484,Ambos sexos,Valenzuela,Europa,1,2001
485,Ambos sexos,Valenzuela,Total Unión Europea,0.0,2002
486,Ambos sexos,Valenzuela,Total Europa,3.0,2004
487,Ambos sexos,Valenzuela,Total Europa,4.0,2005
488,Ambos sexos,Valenzuela,Total Europa,7.0,2006
489,Ambos sexos,Valenzuela,Total Europa,7.0,2007
490,Ambos sexos,Valenzuela,Total Europa,7.0,2008
491,Ambos sexos,Valenzuela,Total Europa,4.0,2009
492,Ambos sexos,Valenzuela,Total Europa,5.0,2010
