Municipios,Origen,Total,Año,Provincia
Otívar,Asia,0.0,2004,Granada
Otívar,Oceanía,0.0,2004,Granada
Villa de Otura,Europa,3.0639601685178093,2004,Granada
Villa de Otura,Africa,0.3446955189582535,2004,Granada
Villa de Otura,América,0.9000382995021065,2004,Granada
Villa de Otura,Asia,0.11489850631941785,2004,Granada
Villa de Otura,Oceanía,0.0,2004,Granada
Padul,Europa,3.4086185395593738,2004,Granada
Padul,Africa,0.263267285575724,2004,Granada
Padul,América,0.8867950672024387,2004,Granada
Padul,Asia,0.02771234585007621,2004,Granada
Padul,Oceanía,0.02771234585007621,2004,Granada
Pampaneira,Europa,3.058103975535168,2004,Granada
Pampaneira,Africa,0.0,2004,Granada
Pampaneira,América,0.3058103975535168,2004,Granada
Pampaneira,Asia,0.3058103975535168,2004,Granada
Pampaneira,Oceanía,0.0,2004,Granada
Pedro Martínez,Europa,1.6574585635359116,2004,Granada
Pedro Martínez,Africa,0.23677979479084454,2004,Granada
Pedro Martínez,América,0.07892659826361484,2004,Granada
Pedro Martínez,Asia,0.0,2004,Granada
Pedro Martínez,Oceanía,0.0,2004,Granada
Peligros,Europa,1.598245064243184,2004,Granada
Peligros,Africa,0.4178418468609631,2004,Granada
Peligros,América,0.6894390473205891,2004,Granada
Peligros,Asia,0.08356836937219263,2004,Granada
Peligros,Oceanía,0.0,2004,Granada
La Peza,Europa,2.1052631578947367,2004,Granada
La Peza,Africa,0.5263157894736842,2004,Granada
La Peza,América,0.0,2004,Granada
La Peza,Asia,0.0,2004,Granada
La Peza,Oceanía,0.0,2004,Granada
Pinos Genil,Europa,1.935483870967742,2004,Granada
Pinos Genil,Africa,0.4838709677419355,2004,Granada
Pinos Genil,América,0.7258064516129032,2004,Granada
Pinos Genil,Asia,0.08064516129032258,2004,Granada
Pinos Genil,Oceanía,0.0,2004,Granada
Pinos Puente,Europa,1.3380440502142372,2004,Granada
Pinos Puente,Africa,0.06765391265128166,2004,Granada
Pinos Puente,América,0.5261970983988574,2004,Granada
Pinos Puente,Asia,0.02255130421709389,2004,Granada
Pinos Puente,Oceanía,0.0,2004,Granada
Píñar,Europa,2.1617293835068057,2004,Granada
Píñar,Africa,0.08006405124099279,2004,Granada
Píñar,América,1.0408326661329064,2004,Granada
Píñar,Asia,0.0,2004,Granada
Píñar,Oceanía,0.0,2004,Granada
Polícar,Europa,0.4149377593360996,2004,Granada
Polícar,Africa,0.0,2004,Granada
Polícar,América,1.2448132780082988,2004,Granada
Polícar,Asia,0.0,2004,Granada
Polícar,Oceanía,0.0,2004,Granada
Polopos,Europa,15.137307434695243,2004,Granada
Polopos,Africa,7.635632953784327,2004,Granada
Polopos,América,0.7367716008037508,2004,Granada
Polopos,Asia,0.0,2004,Granada
Polopos,Oceanía,0.06697923643670461,2004,Granada
Pórtugos,Europa,4.819277108433735,2004,Granada
Pórtugos,Africa,0.24096385542168677,2004,Granada
Pórtugos,América,1.9277108433734942,2004,Granada
Pórtugos,Asia,0.0,2004,Granada
Pórtugos,Oceanía,0.0,2004,Granada
Puebla de Don Fadrique,Europa,0.0,2004,Granada
Puebla de Don Fadrique,Africa,2.464922260144103,2004,Granada
Puebla de Don Fadrique,América,1.5168752370117558,2004,Granada
Puebla de Don Fadrique,Asia,0.037921880925293895,2004,Granada
Puebla de Don Fadrique,Oceanía,0.0,2004,Granada
Pulianas,Europa,1.2392354547364,2004,Granada
Pulianas,Africa,0.33606385213190504,2004,Granada
Pulianas,América,0.5250997689561017,2004,Granada
Pulianas,Asia,0.21003990758244068,2004,Granada
Pulianas,Oceanía,0.0,2004,Granada
Purullena,Europa,1.1811023622047243,2004,Granada
Purullena,Africa,0.6561679790026247,2004,Granada
Purullena,América,0.3499562554680665,2004,Granada
Purullena,Asia,0.0,2004,Granada
Purullena,Oceanía,0.0,2004,Granada
Quéntar,Europa,1.0357815442561207,2004,Granada
Quéntar,Africa,0.0,2004,Granada
Quéntar,América,1.0357815442561207,2004,Granada
Quéntar,Asia,0.18832391713747645,2004,Granada
Quéntar,Oceanía,0.0,2004,Granada
Rubite,Europa,11.991869918699187,2004,Granada
Rubite,Africa,0.40650406504065045,2004,Granada
Rubite,América,0.6097560975609756,2004,Granada
Rubite,Asia,0.0,2004,Granada
Rubite,Oceanía,0.0,2004,Granada
Salar,Europa,0.5797101449275363,2004,Granada
Salar,Africa,0.14492753623188406,2004,Granada
Salar,América,0.43478260869565216,2004,Granada
Salar,Asia,0.0,2004,Granada
Salar,Oceanía,0.0,2004,Granada
Salobreña,Europa,5.63922942206655,2004,Granada
Salobreña,Africa,0.9281961471103328,2004,Granada
Salobreña,América,1.2959719789842383,2004,Granada
Salobreña,Asia,0.2276707530647986,2004,Granada
Salobreña,Oceanía,0.008756567425569177,2004,Granada
Santa Cruz del Comercio,Europa,0.0,2004,Granada
Santa Cruz del Comercio,Africa,0.19455252918287938,2004,Granada
Santa Cruz del Comercio,América,0.38910505836575876,2004,Granada
Santa Cruz del Comercio,Asia,0.0,2004,Granada
Santa Cruz del Comercio,Oceanía,0.0,2004,Granada
Santa Fe,Europa,2.064768528580743,2004,Granada
Santa Fe,Africa,0.38397449829747154,2004,Granada
Santa Fe,América,1.557632398753894,2004,Granada
Santa Fe,Asia,0.04346881112801565,2004,Granada
Santa Fe,Oceanía,0.007244801854669276,2004,Granada
Soportújar,Europa,2.973977695167286,2004,Granada
Soportújar,Africa,0.7434944237918215,2004,Granada
Soportújar,América,1.486988847583643,2004,Granada
Soportújar,Asia,0.0,2004,Granada
Soportújar,Oceanía,0.0,2004,Granada
Sorvilán,Europa,3.602305475504323,2004,Granada
Sorvilán,Africa,4.755043227665706,2004,Granada
Sorvilán,América,2.3054755043227666,2004,Granada
Sorvilán,Asia,0.0,2004,Granada
Sorvilán,Oceanía,0.0,2004,Granada
Torre-Cardela,Europa,4.497354497354497,2004,Granada
Torre-Cardela,Africa,0.0,2004,Granada
Torre-Cardela,América,0.7936507936507936,2004,Granada
Torre-Cardela,Asia,0.0,2004,Granada
Torre-Cardela,Oceanía,0.0,2004,Granada
Torvizcón,Europa,2.973977695167286,2004,Granada
Torvizcón,Africa,0.0,2004,Granada
Torvizcón,América,0.24783147459727387,2004,Granada
Torvizcón,Asia,0.0,2004,Granada
Torvizcón,Oceanía,0.0,2004,Granada
Trevélez,Europa,1.4510278113663846,2004,Granada
Trevélez,Africa,0.12091898428053204,2004,Granada
Trevélez,América,0.6045949214026602,2004,Granada
Trevélez,Asia,0.0,2004,Granada
Trevélez,Oceanía,0.0,2004,Granada
Turón,Europa,2.6865671641791042,2004,Granada
Turón,Africa,0.0,2004,Granada
Turón,América,0.2985074626865672,2004,Granada
Turón,Asia,0.2985074626865672,2004,Granada
Turón,Oceanía,0.0,2004,Granada
Ugíjar,Europa,1.8890200708382525,2004,Granada
Ugíjar,Africa,0.15741833923652104,2004,Granada
Ugíjar,América,0.8264462809917356,2004,Granada
Ugíjar,Asia,0.0,2004,Granada
Ugíjar,Oceanía,0.0,2004,Granada
Válor,Europa,1.3020833333333335,2004,Granada
Válor,Africa,0.0,2004,Granada
Válor,América,0.13020833333333331,2004,Granada
Válor,Asia,0.13020833333333331,2004,Granada
Válor,Oceanía,0.0,2004,Granada
Vélez de Benaudalla,Europa,2.7184466019417477,2004,Granada
Vélez de Benaudalla,Africa,0.31067961165048547,2004,Granada
Vélez de Benaudalla,América,0.6213592233009709,2004,Granada
Vélez de Benaudalla,Asia,0.03883495145631068,2004,Granada
Vélez de Benaudalla,Oceanía,0.0,2004,Granada
Ventas de Huelma,Europa,0.4524886877828055,2004,Granada
Ventas de Huelma,Africa,0.1508295625942685,2004,Granada
Ventas de Huelma,América,0.1508295625942685,2004,Granada
Ventas de Huelma,Asia,0.0,2004,Granada
Ventas de Huelma,Oceanía,0.0,2004,Granada
Villanueva de las Torres,Europa,0.2544529262086514,2004,Granada
Villanueva de las Torres,Africa,0.1272264631043257,2004,Granada
Villanueva de las Torres,América,0.0,2004,Granada
Villanueva de las Torres,Asia,0.0,2004,Granada
Villanueva de las Torres,Oceanía,0.0,2004,Granada
Villanueva Mesía,Europa,0.5260640841702534,2004,Granada
Villanueva Mesía,Africa,0.19129603060736491,2004,Granada
Villanueva Mesía,América,1.6738402678144428,2004,Granada
Villanueva Mesía,Asia,0.0,2004,Granada
Villanueva Mesía,Oceanía,0.0,2004,Granada
Víznar,Europa,1.171875,2004,Granada
Víznar,Africa,0.78125,2004,Granada
Víznar,América,1.8229166666666667,2004,Granada
Víznar,Asia,0.0,2004,Granada
Víznar,Oceanía,0.0,2004,Granada
Zafarraya,Europa,1.4986376021798364,2004,Granada
Zafarraya,Africa,4.995458673932789,2004,Granada
Zafarraya,América,0.6811989100817438,2004,Granada
Zafarraya,Asia,0.0,2004,Granada
Zafarraya,Oceanía,0.0,2004,Granada
La Zubia,Europa,2.19435736677116,2004,Granada
La Zubia,Africa,0.4702194357366771,2004,Granada
La Zubia,América,1.0579937304075235,2004,Granada
La Zubia,Asia,0.06530825496342738,2004,Granada
La Zubia,Oceanía,0.01959247648902821,2004,Granada
Zújar,Europa,2.0347761746207915,2004,Granada
Zújar,Africa,0.07399186089530152,2004,Granada
Zújar,América,0.6659267480577136,2004,Granada
Zújar,Asia,0.03699593044765076,2004,Granada
Zújar,Oceanía,0.0,2004,Granada
La Taha,Europa,12.610340479192939,2004,Granada
La Taha,Africa,0.25220680958385877,2004,Granada
La Taha,América,2.1437578814627996,2004,Granada
La Taha,Asia,0.25220680958385877,2004,Granada
La Taha,Oceanía,0.0,2004,Granada
El Valle,Europa,5.473501303214596,2004,Granada
El Valle,Africa,0.0,2004,Granada
El Valle,América,0.4344048653344918,2004,Granada
El Valle,Asia,0.0,2004,Granada
El Valle,Oceanía,0.0,2004,Granada
Nevada,Europa,2.44299674267101,2004,Granada
Nevada,Africa,0.08143322475570033,2004,Granada
Nevada,América,1.710097719869707,2004,Granada
Nevada,Asia,0.16286644951140067,2004,Granada
Nevada,Oceanía,0.08143322475570033,2004,Granada
Alpujarra de la Sierra,Europa,12.595744680851064,2004,Granada
Alpujarra de la Sierra,Africa,0.0,2004,Granada
Alpujarra de la Sierra,América,0.0,2004,Granada
Alpujarra de la Sierra,Asia,0.0,2004,Granada
Alpujarra de la Sierra,Oceanía,0.0,2004,Granada
Las Gabias,Europa,2.1923076923076925,2004,Granada
Las Gabias,Africa,0.798076923076923,2004,Granada
Las Gabias,América,0.5865384615384616,2004,Granada
Las Gabias,Asia,0.009615384615384616,2004,Granada
Las Gabias,Oceanía,0.0,2004,Granada
Los Guajares,Europa,1.6625103906899419,2004,Granada
Los Guajares,Africa,0.24937655860349126,2004,Granada
Los Guajares,América,0.3325020781379884,2004,Granada
Los Guajares,Asia,0.0,2004,Granada
Los Guajares,Oceanía,0.1662510390689942,2004,Granada
Valle del Zalabí,Europa,1.870748299319728,2004,Granada
Valle del Zalabí,Africa,0.5952380952380952,2004,Granada
Valle del Zalabí,América,0.21258503401360546,2004,Granada
Valle del Zalabí,Asia,0.04251700680272109,2004,Granada
Valle del Zalabí,Oceanía,0.0,2004,Granada
Villamena,Europa,5.161943319838056,2004,Granada
Villamena,Africa,0.0,2004,Granada
Villamena,América,0.0,2004,Granada
Villamena,Asia,0.0,2004,Granada
Villamena,Oceanía,0.0,2004,Granada
Morelábor,Europa,0.35211267605633806,2004,Granada
Morelábor,Africa,0.0,2004,Granada
Morelábor,América,0.4694835680751174,2004,Granada
Morelábor,Asia,0.0,2004,Granada
Morelábor,Oceanía,0.0,2004,Granada
El Pinar,Europa,2.0554066130473636,2004,Granada
El Pinar,Africa,0.08936550491510277,2004,Granada
El Pinar,América,0.2680965147453083,2004,Granada
El Pinar,Asia,0.0,2004,Granada
El Pinar,Oceanía,0.0,2004,Granada
Vegas del Genil,Europa,2.072328321820398,2004,Granada
Vegas del Genil,Africa,0.34538805363673303,2004,Granada
Vegas del Genil,América,1.6659894351889477,2004,Granada
Vegas del Genil,Asia,0.04063388866314506,2004,Granada
Vegas del Genil,Oceanía,0.0,2004,Granada
Cuevas del Campo,Europa,0.68359375,2004,Granada
Cuevas del Campo,Africa,0.048828125,2004,Granada
Cuevas del Campo,América,1.708984375,2004,Granada
Cuevas del Campo,Asia,0.0,2004,Granada
Cuevas del Campo,Oceanía,0.0,2004,Granada
Zagra,Europa,1.0968921389396709,2004,Granada
Zagra,Africa,0.18281535648994515,2004,Granada
Zagra,América,0.3656307129798903,2004,Granada
Zagra,Asia,0.09140767824497258,2004,Granada
Zagra,Oceanía,0.0,2004,Granada
Alájar,Europa,4.3999999999999995,2004,Huelva
Alájar,Africa,0.13333333333333333,2004,Huelva
Alájar,América,0.26666666666666666,2004,Huelva
Alájar,Asia,0.13333333333333333,2004,Huelva
Alájar,Oceanía,0.0,2004,Huelva
Aljaraque,Europa,2.4324324324324325,2004,Huelva
Aljaraque,Africa,0.9815078236130867,2004,Huelva
Aljaraque,América,1.1024182076813656,2004,Huelva
Aljaraque,Asia,0.07823613086770982,2004,Huelva
Aljaraque,Oceanía,0.021337126600284497,2004,Huelva
El Almendro,Europa,4.436450839328537,2004,Huelva
El Almendro,Africa,0.0,2004,Huelva
El Almendro,América,0.5995203836930456,2004,Huelva
El Almendro,Asia,0.0,2004,Huelva
El Almendro,Oceanía,0.0,2004,Huelva
Almonaster la Real,Europa,1.3455328310010763,2004,Huelva
Almonaster la Real,Africa,0.2691065662002153,2004,Huelva
Almonaster la Real,América,0.1076426264800861,2004,Huelva
Almonaster la Real,Asia,0.0,2004,Huelva
Almonaster la Real,Oceanía,0.1076426264800861,2004,Huelva
Almonte,Europa,3.204627168985462,2004,Huelva
Almonte,Africa,1.057787504559429,2004,Huelva
Almonte,América,1.8967224219686312,2004,Huelva
Almonte,Asia,0.05731853472982127,2004,Huelva
Almonte,Oceanía,0.0,2004,Huelva
Alosno,Europa,2.081918986195972,2004,Huelva
Alosno,Africa,0.5431093007467752,2004,Huelva
Alosno,América,0.18103643358225843,2004,Huelva
Alosno,Asia,0.0,2004,Huelva
Alosno,Oceanía,0.0,2004,Huelva
Aracena,Europa,1.3325691359793665,2004,Huelva
Aracena,Africa,0.22925920618999857,2004,Huelva
Aracena,América,0.38687491044562256,2004,Huelva
Aracena,Asia,0.01432870038687491,2004,Huelva
Aracena,Oceanía,0.0,2004,Huelva
Aroche,Europa,0.4166666666666667,2004,Huelva
Aroche,Africa,0.05952380952380953,2004,Huelva
Aroche,América,0.0,2004,Huelva
Aroche,Asia,0.0,2004,Huelva
Aroche,Oceanía,0.0,2004,Huelva
Arroyomolinos de León,Europa,0.27149321266968324,2004,Huelva
Arroyomolinos de León,Africa,0.09049773755656108,2004,Huelva
Arroyomolinos de León,América,0.0,2004,Huelva
Arroyomolinos de León,Asia,0.0,2004,Huelva
Arroyomolinos de León,Oceanía,0.0,2004,Huelva
Ayamonte,Europa,4.885660784202463,2004,Huelva
Ayamonte,Africa,1.0440901095159736,2004,Huelva
Ayamonte,América,1.3618566645860524,2004,Huelva
Ayamonte,Asia,0.05674402769108551,2004,Huelva
Ayamonte,Oceanía,0.011348805538217103,2004,Huelva
Beas,Europa,0.7972940323749699,2004,Huelva
Beas,Africa,1.0147378593863252,2004,Huelva
Beas,América,0.8214544575984537,2004,Huelva
Beas,Asia,0.0,2004,Huelva
Beas,Oceanía,0.0,2004,Huelva
Berrocal,Europa,0.5390835579514826,2004,Huelva
Berrocal,Africa,0.0,2004,Huelva
Berrocal,América,0.0,2004,Huelva
Berrocal,Asia,0.0,2004,Huelva
Berrocal,Oceanía,0.0,2004,Huelva
Bollullos Par del Condado,Europa,0.9586852316822643,2004,Huelva
Bollullos Par del Condado,Africa,0.6771665525374724,2004,Huelva
Bollullos Par del Condado,América,0.3499961956935251,2004,Huelva
Bollullos Par del Condado,Asia,0.030434451799436962,2004,Huelva
Bollullos Par del Condado,Oceanía,0.0,2004,Huelva
Bonares,Europa,1.385988228593127,2004,Huelva
Bonares,Africa,3.284602240364534,2004,Huelva
Bonares,América,0.26580596164799697,2004,Huelva
Bonares,Asia,0.018986140117714066,2004,Huelva
Bonares,Oceanía,0.0,2004,Huelva
Cabezas Rubias,Europa,0.8898776418242491,2004,Huelva
Cabezas Rubias,Africa,0.0,2004,Huelva
Cabezas Rubias,América,0.44493882091212456,2004,Huelva
Cabezas Rubias,Asia,0.0,2004,Huelva
Cabezas Rubias,Oceanía,0.0,2004,Huelva
Cala,Europa,0.38022813688212925,2004,Huelva
Cala,Africa,0.0,2004,Huelva
Cala,América,0.1520912547528517,2004,Huelva
Cala,Asia,0.0,2004,Huelva
Cala,Oceanía,0.0,2004,Huelva
Calañas,Europa,0.6616674018526687,2004,Huelva
Calañas,Africa,0.17644464049404499,2004,Huelva
Calañas,América,0.11027790030877813,2004,Huelva
Calañas,Asia,0.0,2004,Huelva
Calañas,Oceanía,0.0,2004,Huelva
El Campillo,Europa,1.264718709114697,2004,Huelva
El Campillo,Africa,0.04361098996947231,2004,Huelva
El Campillo,América,0.04361098996947231,2004,Huelva
El Campillo,Asia,0.0,2004,Huelva
El Campillo,Oceanía,0.0,2004,Huelva
Campofrío,Europa,0.6009615384615385,2004,Huelva
Campofrío,Africa,0.0,2004,Huelva
Campofrío,América,0.0,2004,Huelva
Campofrío,Asia,0.0,2004,Huelva
Campofrío,Oceanía,0.0,2004,Huelva
Cañaveral de León,Europa,0.0,2004,Huelva
Cañaveral de León,Africa,0.0,2004,Huelva
Cañaveral de León,América,0.0,2004,Huelva
Cañaveral de León,Asia,0.0,2004,Huelva
Cañaveral de León,Oceanía,0.0,2004,Huelva
Cartaya,Europa,3.826098733662897,2004,Huelva
Cartaya,Africa,3.887045439154872,2004,Huelva
Cartaya,América,1.8961197264170109,2004,Huelva
Cartaya,Asia,0.07449041782352543,2004,Huelva
Cartaya,Oceanía,0.020315568497325118,2004,Huelva
Castaño del Robledo,Europa,4.477611940298507,2004,Huelva
Castaño del Robledo,Africa,0.0,2004,Huelva
Castaño del Robledo,América,0.4975124378109453,2004,Huelva
Castaño del Robledo,Asia,0.0,2004,Huelva
Castaño del Robledo,Oceanía,0.0,2004,Huelva
El Cerro de Andévalo,Europa,0.4122938530734633,2004,Huelva
El Cerro de Andévalo,Africa,0.22488755622188905,2004,Huelva
El Cerro de Andévalo,América,0.0,2004,Huelva
El Cerro de Andévalo,Asia,0.037481259370314844,2004,Huelva
El Cerro de Andévalo,Oceanía,0.0,2004,Huelva
Corteconcepción,Europa,1.579778830963665,2004,Huelva
Corteconcepción,Africa,0.0,2004,Huelva
Corteconcepción,América,0.315955766192733,2004,Huelva
Corteconcepción,Asia,0.1579778830963665,2004,Huelva
Corteconcepción,Oceanía,0.0,2004,Huelva
Cortegana,Europa,1.062550120288693,2004,Huelva
Cortegana,Africa,0.14033680834001605,2004,Huelva
Cortegana,América,0.2606255012028869,2004,Huelva
Cortegana,Asia,0.0,2004,Huelva
Cortegana,Oceanía,0.0,2004,Huelva
Cortelazor,Europa,0.0,2004,Huelva
Cortelazor,Africa,0.0,2004,Huelva
Cortelazor,América,0.0,2004,Huelva
Cortelazor,Asia,0.0,2004,Huelva
Cortelazor,Oceanía,0.0,2004,Huelva
Cumbres de Enmedio,Europa,0.0,2004,Huelva
Cumbres de Enmedio,Africa,0.0,2004,Huelva
Cumbres de Enmedio,América,0.0,2004,Huelva
Cumbres de Enmedio,Asia,0.0,2004,Huelva
Cumbres de Enmedio,Oceanía,0.0,2004,Huelva
Cumbres de San Bartolomé,Europa,0.0,2004,Huelva
Cumbres de San Bartolomé,Africa,0.0,2004,Huelva
Cumbres de San Bartolomé,América,0.0,2004,Huelva
Cumbres de San Bartolomé,Asia,0.0,2004,Huelva
Cumbres de San Bartolomé,Oceanía,0.0,2004,Huelva
Cumbres Mayores,Europa,0.3498250874562719,2004,Huelva
Cumbres Mayores,Africa,0.0,2004,Huelva
Cumbres Mayores,América,0.04997501249375312,2004,Huelva
Cumbres Mayores,Asia,0.0,2004,Huelva
Cumbres Mayores,Oceanía,0.0,2004,Huelva
Chucena,Europa,0.15030060120240482,2004,Huelva
Chucena,Africa,0.0,2004,Huelva
Chucena,América,0.0501002004008016,2004,Huelva
Chucena,Asia,0.0,2004,Huelva
Chucena,Oceanía,0.0,2004,Huelva
Encinasola,Europa,0.8368200836820083,2004,Huelva
Encinasola,Africa,0.0,2004,Huelva
Encinasola,América,0.059772863120143446,2004,Huelva
Encinasola,Asia,0.0,2004,Huelva
Encinasola,Oceanía,0.0,2004,Huelva
Escacena del Campo,Europa,0.04625346901017577,2004,Huelva
Escacena del Campo,Africa,0.0,2004,Huelva
Escacena del Campo,América,0.32377428307123035,2004,Huelva
Escacena del Campo,Asia,0.0,2004,Huelva
Escacena del Campo,Oceanía,0.0,2004,Huelva
Fuenteheridos,Europa,2.90519877675841,2004,Huelva
Fuenteheridos,Africa,0.1529051987767584,2004,Huelva
Fuenteheridos,América,0.6116207951070336,2004,Huelva
Fuenteheridos,Asia,0.0,2004,Huelva
Fuenteheridos,Oceanía,0.0,2004,Huelva
Galaroza,Europa,0.7874015748031495,2004,Huelva
Galaroza,Africa,0.18170805572380377,2004,Huelva
Galaroza,América,0.36341611144760755,2004,Huelva
Galaroza,Asia,0.0,2004,Huelva
Galaroza,Oceanía,0.0,2004,Huelva
Gibraleón,Europa,2.3734603973748087,2004,Huelva
Gibraleón,Africa,0.3146633102580239,2004,Huelva
Gibraleón,América,0.39557673289580153,2004,Huelva
Gibraleón,Asia,0.0,2004,Huelva
Gibraleón,Oceanía,0.0,2004,Huelva
La Granada de Río-Tinto,Europa,0.0,2004,Huelva
La Granada de Río-Tinto,Africa,0.0,2004,Huelva
La Granada de Río-Tinto,América,0.8658008658008658,2004,Huelva
La Granada de Río-Tinto,Asia,0.0,2004,Huelva
La Granada de Río-Tinto,Oceanía,0.0,2004,Huelva
El Granado,Europa,7.051282051282051,2004,Huelva
El Granado,Africa,0.0,2004,Huelva
El Granado,América,1.1217948717948718,2004,Huelva
El Granado,Asia,0.0,2004,Huelva
El Granado,Oceanía,0.0,2004,Huelva
Higuera de la Sierra,Europa,1.4136904761904763,2004,Huelva
Higuera de la Sierra,Africa,0.0,2004,Huelva
Higuera de la Sierra,América,0.0744047619047619,2004,Huelva
Higuera de la Sierra,Asia,0.0,2004,Huelva
Higuera de la Sierra,Oceanía,0.0,2004,Huelva
Hinojales,Europa,0.25510204081632654,2004,Huelva
Hinojales,Africa,0.25510204081632654,2004,Huelva
Hinojales,América,0.0,2004,Huelva
Hinojales,Asia,0.0,2004,Huelva
Hinojales,Oceanía,0.0,2004,Huelva
Hinojos,Europa,1.7105620418137388,2004,Huelva
Hinojos,Africa,0.8688569101276133,2004,Huelva
Hinojos,América,0.2986695628563671,2004,Huelva
Hinojos,Asia,0.027151778441487917,2004,Huelva
Hinojos,Oceanía,0.0,2004,Huelva
Huelva,Europa,0.000692669478904751,2004,Huelva
Huelva,Africa,0.000692669478904751,2004,Huelva
Huelva,América,0.000692669478904751,2004,Huelva
Huelva,Asia,0.1032077523568079,2004,Huelva
Huelva,Oceanía,0.002770677915619004,2004,Huelva
Isla Cristina,Europa,2.1948301867165965,2004,Huelva
Isla Cristina,Africa,2.418474020908098,2004,Huelva
Isla Cristina,América,0.4992978623810267,2004,Huelva
Isla Cristina,Asia,0.07281427159723305,2004,Huelva
Isla Cristina,Oceanía,0.0,2004,Huelva
Jabugo,Europa,1.0761259465922677,2004,Huelva
Jabugo,Africa,0.11956954962136308,2004,Huelva
Jabugo,América,0.6775607811877242,2004,Huelva
Jabugo,Asia,0.0,2004,Huelva
Jabugo,Oceanía,0.0,2004,Huelva
Lepe,Europa,3.3208819241982503,2004,Huelva
Lepe,Africa,2.63301749271137,2004,Huelva
Lepe,América,2.79701166180758,2004,Huelva
Lepe,Asia,0.1321064139941691,2004,Huelva
Lepe,Oceanía,0.0,2004,Huelva
Linares de la Sierra,Europa,0.6600660066006601,2004,Huelva
Linares de la Sierra,Africa,0.6600660066006601,2004,Huelva
Linares de la Sierra,América,0.0,2004,Huelva
Linares de la Sierra,Asia,0.0,2004,Huelva
Linares de la Sierra,Oceanía,0.0,2004,Huelva
Lucena del Puerto,Europa,2.2510822510822512,2004,Huelva
Lucena del Puerto,Africa,5.2813852813852815,2004,Huelva
Lucena del Puerto,América,0.6493506493506493,2004,Huelva
Lucena del Puerto,Asia,0.0,2004,Huelva
Lucena del Puerto,Oceanía,0.0,2004,Huelva
Manzanilla,Europa,0.2891367203634862,2004,Huelva
Manzanilla,Africa,0.04130524576621231,2004,Huelva
Manzanilla,América,0.12391573729863693,2004,Huelva
Manzanilla,Asia,0.0,2004,Huelva
Manzanilla,Oceanía,0.0,2004,Huelva
Los Marines,Europa,2.7522935779816518,2004,Huelva
Los Marines,Africa,0.0,2004,Huelva
Los Marines,América,0.0,2004,Huelva
Los Marines,Asia,0.0,2004,Huelva
Los Marines,Oceanía,0.0,2004,Huelva
Minas de Riotinto,Europa,0.665335994677312,2004,Huelva
Minas de Riotinto,Africa,0.0665335994677312,2004,Huelva
Minas de Riotinto,América,0.19960079840319359,2004,Huelva
Minas de Riotinto,Asia,0.022177866489243733,2004,Huelva
Minas de Riotinto,Oceanía,0.0,2004,Huelva
Moguer,Europa,2.8564438191938346,2004,Huelva
Moguer,Africa,4.0185944094440025,2004,Huelva
Moguer,América,0.7645727567435318,2004,Huelva
Moguer,Asia,0.03669949232368953,2004,Huelva
Moguer,Oceanía,0.006116582053948254,2004,Huelva
La Nava,Europa,1.0416666666666665,2004,Huelva
La Nava,Africa,0.0,2004,Huelva
La Nava,América,0.0,2004,Huelva
La Nava,Asia,0.0,2004,Huelva
La Nava,Oceanía,0.0,2004,Huelva
Nerva,Europa,0.842835894893406,2004,Huelva
Nerva,Africa,0.03305238803503553,2004,Huelva
Nerva,América,0.2478929102627665,2004,Huelva
Nerva,Asia,0.0,2004,Huelva
Nerva,Oceanía,0.0,2004,Huelva
Niebla,Europa,1.7228274638966306,2004,Huelva
Niebla,Africa,0.2786926779832784,2004,Huelva
Niebla,América,0.15201418799087915,2004,Huelva
Niebla,Asia,0.0,2004,Huelva
Niebla,Oceanía,0.02533569799847986,2004,Huelva
La Palma del Condado,Europa,0.45965270684371806,2004,Huelva
La Palma del Condado,Africa,0.3268641470888662,2004,Huelva
La Palma del Condado,América,0.3779366700715015,2004,Huelva
La Palma del Condado,Asia,0.020429009193054137,2004,Huelva
La Palma del Condado,Oceanía,0.0,2004,Huelva
Palos de la Frontera,Europa,4.0521717107762445,2004,Huelva
Palos de la Frontera,Africa,4.001519564391541,2004,Huelva
Palos de la Frontera,América,1.7728251234646066,2004,Huelva
Palos de la Frontera,Asia,0.0,2004,Huelva
Palos de la Frontera,Oceanía,0.0,2004,Huelva
Paterna del Campo,Europa,0.18944519621109607,2004,Huelva
Paterna del Campo,Africa,0.16238159675236805,2004,Huelva
Paterna del Campo,América,0.21650879566982412,2004,Huelva
Paterna del Campo,Asia,0.05412719891745603,2004,Huelva
Paterna del Campo,Oceanía,0.0,2004,Huelva
Paymogo,Europa,2.9389017788089715,2004,Huelva
Paymogo,Africa,0.0,2004,Huelva
Paymogo,América,0.46403712296983757,2004,Huelva
Paymogo,Asia,0.0,2004,Huelva
Paymogo,Oceanía,0.0,2004,Huelva
Puebla de Guzmán,Europa,3.6410092622165444,2004,Huelva
Puebla de Guzmán,Africa,0.06387735547748323,2004,Huelva
Puebla de Guzmán,América,0.031938677738741615,2004,Huelva
Puebla de Guzmán,Asia,0.0,2004,Huelva
Puebla de Guzmán,Oceanía,0.0,2004,Huelva
Puerto Moral,Europa,0.3875968992248062,2004,Huelva
Puerto Moral,Africa,0.0,2004,Huelva
Puerto Moral,América,0.0,2004,Huelva
