Municipios,Origen,Total,Año,Provincia
Soportújar,Europa,4.3999999999999995,2010,Granada
Soportújar,Africa,1.6,2010,Granada
Soportújar,América,3.5999999999999996,2010,Granada
Soportújar,Asia,0.0,2010,Granada
Soportújar,Oceanía,0.0,2010,Granada
Sorvilán,Europa,5.700325732899023,2010,Granada
Sorvilán,Africa,4.88599348534202,2010,Granada
Sorvilán,América,0.4885993485342019,2010,Granada
Sorvilán,Asia,0.0,2010,Granada
Sorvilán,Oceanía,0.0,2010,Granada
Torre-Cardela,Europa,4.502617801047121,2010,Granada
Torre-Cardela,Africa,0.0,2010,Granada
Torre-Cardela,América,0.6282722513089005,2010,Granada
Torre-Cardela,Asia,0.0,2010,Granada
Torre-Cardela,Oceanía,0.0,2010,Granada
Torvizcón,Europa,10.786802030456853,2010,Granada
Torvizcón,Africa,1.015228426395939,2010,Granada
Torvizcón,América,1.5228426395939088,2010,Granada
Torvizcón,Asia,0.0,2010,Granada
Torvizcón,Oceanía,0.0,2010,Granada
Trevélez,Europa,4.038004750593824,2010,Granada
Trevélez,Africa,0.23752969121140144,2010,Granada
Trevélez,América,0.831353919239905,2010,Granada
Trevélez,Asia,0.0,2010,Granada
Trevélez,Oceanía,0.11876484560570072,2010,Granada
Turón,Europa,10.1010101010101,2010,Granada
Turón,Africa,0.33670033670033667,2010,Granada
Turón,América,0.33670033670033667,2010,Granada
Turón,Asia,0.33670033670033667,2010,Granada
Turón,Oceanía,0.0,2010,Granada
Ugíjar,Europa,7.161506900410294,2010,Granada
Ugíjar,Africa,0.8205893323386795,2010,Granada
Ugíjar,América,0.8951883625512868,2010,Granada
Ugíjar,Asia,0.03729951510630362,2010,Granada
Ugíjar,Oceanía,0.0,2010,Granada
Válor,Europa,3.133903133903134,2010,Granada
Válor,Africa,1.1396011396011396,2010,Granada
Válor,América,0.5698005698005698,2010,Granada
Válor,Asia,0.0,2010,Granada
Válor,Oceanía,0.0,2010,Granada
Vélez de Benaudalla,Europa,9.084699453551913,2010,Granada
Vélez de Benaudalla,Africa,0.7855191256830601,2010,Granada
Vélez de Benaudalla,América,0.819672131147541,2010,Granada
Vélez de Benaudalla,Asia,0.06830601092896176,2010,Granada
Vélez de Benaudalla,Oceanía,0.0,2010,Granada
Ventas de Huelma,Europa,4.261363636363636,2010,Granada
Ventas de Huelma,Africa,0.8522727272727272,2010,Granada
Ventas de Huelma,América,1.7045454545454544,2010,Granada
Ventas de Huelma,Asia,0.0,2010,Granada
Ventas de Huelma,Oceanía,0.0,2010,Granada
Villanueva de las Torres,Europa,2.401129943502825,2010,Granada
Villanueva de las Torres,Africa,0.0,2010,Granada
Villanueva de las Torres,América,0.423728813559322,2010,Granada
Villanueva de las Torres,Asia,0.0,2010,Granada
Villanueva de las Torres,Oceanía,0.0,2010,Granada
Villanueva Mesía,Europa,2.0389249304911954,2010,Granada
Villanueva Mesía,Africa,0.5097312326227988,2010,Granada
Villanueva Mesía,América,2.2706209453197403,2010,Granada
Villanueva Mesía,Asia,0.0,2010,Granada
Villanueva Mesía,Oceanía,0.0,2010,Granada
Víznar,Europa,1.6568047337278107,2010,Granada
Víznar,Africa,0.8284023668639053,2010,Granada
Víznar,América,3.6686390532544375,2010,Granada
Víznar,Asia,0.0,2010,Granada
Víznar,Oceanía,0.0,2010,Granada
Zafarraya,Europa,2.6773132926256458,2010,Granada
Zafarraya,Africa,9.863785814936591,2010,Granada
Zafarraya,América,0.8454673555659934,2010,Granada
Zafarraya,Asia,0.0,2010,Granada
Zafarraya,Oceanía,0.0,2010,Granada
La Zubia,Europa,3.004385964912281,2010,Granada
La Zubia,Africa,1.0087719298245614,2010,Granada
La Zubia,América,2.1546052631578947,2010,Granada
La Zubia,Asia,0.20833333333333334,2010,Granada
La Zubia,Oceanía,0.010964912280701754,2010,Granada
Zújar,Europa,11.125827814569536,2010,Granada
Zújar,Africa,0.6291390728476821,2010,Granada
Zújar,América,0.3973509933774834,2010,Granada
Zújar,Asia,0.09933774834437085,2010,Granada
Zújar,Oceanía,0.0,2010,Granada
La Taha,Europa,15.592783505154639,2010,Granada
La Taha,Africa,0.12886597938144329,2010,Granada
La Taha,América,1.804123711340206,2010,Granada
La Taha,Asia,0.12886597938144329,2010,Granada
La Taha,Oceanía,0.25773195876288657,2010,Granada
El Valle,Europa,8.849557522123893,2010,Granada
El Valle,Africa,0.5309734513274336,2010,Granada
El Valle,América,0.5309734513274336,2010,Granada
El Valle,Asia,0.0,2010,Granada
El Valle,Oceanía,0.0,2010,Granada
Nevada,Europa,4.8346055979643765,2010,Granada
Nevada,Africa,0.08481764206955046,2010,Granada
Nevada,América,1.8659881255301103,2010,Granada
Nevada,Asia,0.08481764206955046,2010,Granada
Nevada,Oceanía,0.08481764206955046,2010,Granada
Alpujarra de la Sierra,Europa,18.766756032171582,2010,Granada
Alpujarra de la Sierra,Africa,0.44682752457551383,2010,Granada
Alpujarra de la Sierra,América,0.5361930294906166,2010,Granada
Alpujarra de la Sierra,Asia,0.0,2010,Granada
Alpujarra de la Sierra,Oceanía,0.0,2010,Granada
Las Gabias,Europa,3.3649153028997993,2010,Granada
Las Gabias,Africa,2.044214757393052,2010,Granada
Las Gabias,América,2.7792133218489807,2010,Granada
Las Gabias,Asia,0.13781223083548663,2010,Granada
Las Gabias,Oceanía,0.022968705139247775,2010,Granada
Los Guajares,Europa,10.579345088161208,2010,Granada
Los Guajares,Africa,0.16792611251049538,2010,Granada
Los Guajares,América,0.33585222502099077,2010,Granada
Los Guajares,Asia,0.08396305625524769,2010,Granada
Los Guajares,Oceanía,0.2518891687657431,2010,Granada
Valle del Zalabí,Europa,1.8229166666666667,2010,Granada
Valle del Zalabí,Africa,0.26041666666666663,2010,Granada
Valle del Zalabí,América,0.390625,2010,Granada
Valle del Zalabí,Asia,0.08680555555555555,2010,Granada
Valle del Zalabí,Oceanía,0.0,2010,Granada
Villamena,Europa,6.789524733268672,2010,Granada
Villamena,Africa,1.066925315227934,2010,Granada
Villamena,América,1.5518913676042678,2010,Granada
Villamena,Asia,0.09699321047526674,2010,Granada
Villamena,Oceanía,0.0,2010,Granada
Morelábor,Europa,1.8995929443690638,2010,Granada
Morelábor,Africa,0.0,2010,Granada
Morelábor,América,0.9497964721845319,2010,Granada
Morelábor,Asia,0.0,2010,Granada
Morelábor,Oceanía,0.0,2010,Granada
El Pinar,Europa,5.934718100890208,2010,Granada
El Pinar,Africa,0.2967359050445104,2010,Granada
El Pinar,América,0.6923837784371909,2010,Granada
El Pinar,Asia,0.0,2010,Granada
El Pinar,Oceanía,0.0,2010,Granada
Vegas del Genil,Europa,2.142386288727752,2010,Granada
Vegas del Genil,Africa,0.5822896066798506,2010,Granada
Vegas del Genil,América,3.2300593276203036,2010,Granada
Vegas del Genil,Asia,0.13183915622940012,2010,Granada
Vegas del Genil,Oceanía,0.0,2010,Granada
Cuevas del Campo,Europa,8.373904576436223,2010,Granada
Cuevas del Campo,Africa,0.4868549172346641,2010,Granada
Cuevas del Campo,América,1.4118792599805257,2010,Granada
Cuevas del Campo,Asia,0.0,2010,Granada
Cuevas del Campo,Oceanía,0.0,2010,Granada
Zagra,Europa,1.2486992715920915,2010,Granada
Zagra,Africa,0.5202913631633715,2010,Granada
Zagra,América,0.10405827263267431,2010,Granada
Zagra,Asia,0.0,2010,Granada
Zagra,Oceanía,0.0,2010,Granada
Alájar,Europa,6.079404466501241,2010,Huelva
Alájar,Africa,0.12406947890818859,2010,Huelva
Alájar,América,0.9925558312655087,2010,Huelva
Alájar,Asia,0.12406947890818859,2010,Huelva
Alájar,Oceanía,0.0,2010,Huelva
Aljaraque,Europa,3.193623597028683,2010,Huelva
Aljaraque,Africa,0.6289649189394351,2010,Huelva
Aljaraque,América,1.377216288022556,2010,Huelva
Aljaraque,Asia,0.15724122973485877,2010,Huelva
Aljaraque,Oceanía,0.0,2010,Huelva
El Almendro,Europa,7.622298065984073,2010,Huelva
El Almendro,Africa,0.11376564277588168,2010,Huelva
El Almendro,América,0.0,2010,Huelva
El Almendro,Asia,0.0,2010,Huelva
El Almendro,Oceanía,0.0,2010,Huelva
Almonaster la Real,Europa,2.5095471903982545,2010,Huelva
Almonaster la Real,Africa,0.3818876159301691,2010,Huelva
Almonaster la Real,América,0.872885979268958,2010,Huelva
Almonaster la Real,Asia,0.05455537370430987,2010,Huelva
Almonaster la Real,Oceanía,0.0,2010,Huelva
Almonte,Europa,0.009007386056566384,2010,Huelva
Almonte,Africa,1.499729778418303,2010,Huelva
Almonte,América,1.589803638983967,2010,Huelva
Almonte,Asia,0.06755539542424788,2010,Huelva
Almonte,Oceanía,0.004503693028283192,2010,Huelva
Alosno,Europa,3.009575923392613,2010,Huelva
Alosno,Africa,1.3451892384860922,2010,Huelva
Alosno,América,0.25079799361605104,2010,Huelva
Alosno,Asia,0.0,2010,Huelva
Alosno,Oceanía,0.0,2010,Huelva
Aracena,Europa,3.0624111642331053,2010,Huelva
Aracena,Africa,0.5556273420338544,2010,Huelva
Aracena,América,0.9045096265667398,2010,Huelva
Aracena,Asia,0.21966662359477968,2010,Huelva
Aracena,Oceanía,0.03876469828143171,2010,Huelva
Aroche,Europa,0.9357454772301934,2010,Huelva
Aroche,Africa,0.09357454772301933,2010,Huelva
Aroche,América,0.12476606363069245,2010,Huelva
Aroche,Asia,0.0,2010,Huelva
Aroche,Oceanía,0.0,2010,Huelva
Arroyomolinos de León,Europa,0.7582938388625593,2010,Huelva
Arroyomolinos de León,Africa,0.18957345971563982,2010,Huelva
Arroyomolinos de León,América,0.0,2010,Huelva
Arroyomolinos de León,Asia,0.09478672985781991,2010,Huelva
Arroyomolinos de León,Oceanía,0.0,2010,Huelva
Ayamonte,Europa,0.009710151963878234,2010,Huelva
Ayamonte,Africa,1.3448560469971356,2010,Huelva
Ayamonte,América,2.233334951691994,2010,Huelva
Ayamonte,Asia,0.26702917900665146,2010,Huelva
Ayamonte,Oceanía,0.004855075981939117,2010,Huelva
Beas,Europa,3.643911439114391,2010,Huelva
Beas,Africa,1.6143911439114391,2010,Huelva
Beas,América,0.5996309963099631,2010,Huelva
Beas,Asia,0.09225092250922509,2010,Huelva
Beas,Oceanía,0.046125461254612546,2010,Huelva
Berrocal,Europa,0.27932960893854747,2010,Huelva
Berrocal,Africa,0.0,2010,Huelva
Berrocal,América,0.27932960893854747,2010,Huelva
Berrocal,Asia,0.0,2010,Huelva
Berrocal,Oceanía,0.0,2010,Huelva
Bollullos Par del Condado,Europa,4.011748692599756,2010,Huelva
Bollullos Par del Condado,Africa,1.5115695966759797,2010,Huelva
Bollullos Par del Condado,América,0.6734006734006733,2010,Huelva
Bollullos Par del Condado,Asia,0.2005874346299878,2010,Huelva
Bollullos Par del Condado,Oceanía,0.0,2010,Huelva
Bonares,Europa,9.764035801464606,2010,Huelva
Bonares,Africa,5.777054515866558,2010,Huelva
Bonares,América,0.1790073230268511,2010,Huelva
Bonares,Asia,0.39056143205858423,2010,Huelva
Bonares,Oceanía,0.0,2010,Huelva
Cabezas Rubias,Europa,3.6823935558112773,2010,Huelva
Cabezas Rubias,Africa,0.46029919447640966,2010,Huelva
Cabezas Rubias,América,1.611047180667434,2010,Huelva
Cabezas Rubias,Asia,0.0,2010,Huelva
Cabezas Rubias,Oceanía,0.0,2010,Huelva
Cala,Europa,0.5279034690799397,2010,Huelva
Cala,Africa,0.0,2010,Huelva
Cala,América,0.1508295625942685,2010,Huelva
Cala,Asia,0.0,2010,Huelva
Cala,Oceanía,0.0,2010,Huelva
Calañas,Europa,1.7507002801120448,2010,Huelva
Calañas,Africa,0.18674136321195145,2010,Huelva
Calañas,América,0.30345471521942113,2010,Huelva
Calañas,Asia,0.09337068160597572,2010,Huelva
Calañas,Oceanía,0.0,2010,Huelva
El Campillo,Europa,3.2816773017319965,2010,Huelva
El Campillo,Africa,0.09115770282588878,2010,Huelva
El Campillo,América,0.18231540565177756,2010,Huelva
El Campillo,Asia,0.09115770282588878,2010,Huelva
El Campillo,Oceanía,0.0,2010,Huelva
Campofrío,Europa,2.58732212160414,2010,Huelva
Campofrío,Africa,0.0,2010,Huelva
Campofrío,América,0.258732212160414,2010,Huelva
Campofrío,Asia,0.0,2010,Huelva
Campofrío,Oceanía,0.0,2010,Huelva
Cañaveral de León,Europa,0.48543689320388345,2010,Huelva
Cañaveral de León,Africa,0.0,2010,Huelva
Cañaveral de León,América,0.7281553398058253,2010,Huelva
Cañaveral de León,Asia,0.0,2010,Huelva
Cañaveral de León,Oceanía,0.0,2010,Huelva
Cartaya,Europa,0.010860711376595167,2010,Huelva
Cartaya,Africa,0.005430355688297583,2010,Huelva
Cartaya,América,1.6128156394243822,2010,Huelva
Cartaya,Asia,0.13575889220743959,2010,Huelva
Cartaya,Oceanía,0.01629106706489275,2010,Huelva
Castaño del Robledo,Europa,6.976744186046512,2010,Huelva
Castaño del Robledo,Africa,0.46511627906976744,2010,Huelva
Castaño del Robledo,América,1.8604651162790697,2010,Huelva
Castaño del Robledo,Asia,0.0,2010,Huelva
Castaño del Robledo,Oceanía,0.0,2010,Huelva
El Cerro de Andévalo,Europa,0.684655658477648,2010,Huelva
El Cerro de Andévalo,Africa,0.08054772452678212,2010,Huelva
El Cerro de Andévalo,América,0.12082158679017317,2010,Huelva
El Cerro de Andévalo,Asia,0.08054772452678212,2010,Huelva
El Cerro de Andévalo,Oceanía,0.0,2010,Huelva
Corteconcepción,Europa,4.942339373970346,2010,Huelva
Corteconcepción,Africa,1.3179571663920924,2010,Huelva
Corteconcepción,América,0.3294892915980231,2010,Huelva
Corteconcepción,Asia,0.16474464579901155,2010,Huelva
Corteconcepción,Oceanía,0.0,2010,Huelva
Cortegana,Europa,2.571370722818384,2010,Huelva
Cortegana,Africa,0.26321117635148816,2010,Huelva
Cortegana,América,0.6276574205304718,2010,Huelva
Cortegana,Asia,0.020247013565499086,2010,Huelva
Cortegana,Oceanía,0.0,2010,Huelva
Cortelazor,Europa,1.3333333333333335,2010,Huelva
Cortelazor,Africa,0.0,2010,Huelva
Cortelazor,América,0.33333333333333337,2010,Huelva
Cortelazor,Asia,0.0,2010,Huelva
Cortelazor,Oceanía,0.0,2010,Huelva
Cumbres de Enmedio,Europa,2.0,2010,Huelva
Cumbres de Enmedio,Africa,0.0,2010,Huelva
Cumbres de Enmedio,América,0.0,2010,Huelva
Cumbres de Enmedio,Asia,0.0,2010,Huelva
Cumbres de Enmedio,Oceanía,0.0,2010,Huelva
Cumbres de San Bartolomé,Europa,0.6535947712418301,2010,Huelva
Cumbres de San Bartolomé,Africa,0.0,2010,Huelva
Cumbres de San Bartolomé,América,0.0,2010,Huelva
Cumbres de San Bartolomé,Asia,0.0,2010,Huelva
Cumbres de San Bartolomé,Oceanía,0.0,2010,Huelva
Cumbres Mayores,Europa,0.8188331627430911,2010,Huelva
Cumbres Mayores,Africa,0.0511770726714432,2010,Huelva
Cumbres Mayores,América,0.46059365404298874,2010,Huelva
Cumbres Mayores,Asia,0.0,2010,Huelva
Cumbres Mayores,Oceanía,0.0,2010,Huelva
Chucena,Europa,0.7511737089201878,2010,Huelva
Chucena,Africa,0.14084507042253522,2010,Huelva
Chucena,América,0.2347417840375587,2010,Huelva
Chucena,Asia,0.0,2010,Huelva
Chucena,Oceanía,0.0,2010,Huelva
Encinasola,Europa,3.792667509481669,2010,Huelva
Encinasola,Africa,0.0,2010,Huelva
Encinasola,América,0.18963337547408343,2010,Huelva
Encinasola,Asia,0.0,2010,Huelva
Encinasola,Oceanía,0.0,2010,Huelva
Escacena del Campo,Europa,1.3026052104208417,2010,Huelva
Escacena del Campo,Africa,0.1002004008016032,2010,Huelva
Escacena del Campo,América,0.0,2010,Huelva
Escacena del Campo,Asia,0.0,2010,Huelva
Escacena del Campo,Oceanía,0.0,2010,Huelva
Fuenteheridos,Europa,5.509181969949917,2010,Huelva
Fuenteheridos,Africa,0.1669449081803005,2010,Huelva
Fuenteheridos,América,0.333889816360601,2010,Huelva
Fuenteheridos,Asia,0.0,2010,Huelva
Fuenteheridos,Oceanía,0.0,2010,Huelva
Galaroza,Europa,3.9850560398505603,2010,Huelva
Galaroza,Africa,0.24906600249066002,2010,Huelva
Galaroza,América,1.0585305105853051,2010,Huelva
Galaroza,Asia,0.0,2010,Huelva
Galaroza,Oceanía,0.0,2010,Huelva
Gibraleón,Europa,4.696578437701743,2010,Huelva
Gibraleón,Africa,0.8069722401549387,2010,Huelva
Gibraleón,América,0.5326016785022595,2010,Huelva
Gibraleón,Asia,0.15332472562943836,2010,Huelva
Gibraleón,Oceanía,0.0,2010,Huelva
La Granada de Río-Tinto,Europa,0.4784688995215311,2010,Huelva
La Granada de Río-Tinto,Africa,0.0,2010,Huelva
La Granada de Río-Tinto,América,0.0,2010,Huelva
La Granada de Río-Tinto,Asia,0.0,2010,Huelva
La Granada de Río-Tinto,Oceanía,0.0,2010,Huelva
El Granado,Europa,8.216783216783217,2010,Huelva
El Granado,Africa,0.0,2010,Huelva
El Granado,América,0.8741258741258742,2010,Huelva
El Granado,Asia,0.0,2010,Huelva
El Granado,Oceanía,0.0,2010,Huelva
Higuera de la Sierra,Europa,2.41305890702626,2010,Huelva
Higuera de la Sierra,Africa,0.07097232079488999,2010,Huelva
Higuera de la Sierra,América,0.7097232079488999,2010,Huelva
Higuera de la Sierra,Asia,0.0,2010,Huelva
Higuera de la Sierra,Oceanía,0.0,2010,Huelva
Hinojales,Europa,0.0,2010,Huelva
Hinojales,Africa,0.0,2010,Huelva
Hinojales,América,0.0,2010,Huelva
Hinojales,Asia,0.0,2010,Huelva
Hinojales,Oceanía,0.0,2010,Huelva
Hinojos,Europa,4.45746306673459,2010,Huelva
Hinojos,Africa,1.5792154865002548,2010,Huelva
Hinojos,América,0.4330106979113602,2010,Huelva
Hinojos,Asia,0.025471217524197655,2010,Huelva
Hinojos,Oceanía,0.0,2010,Huelva
Huelva,Europa,0.0020092425155716293,2010,Huelva
Huelva,Africa,0.0013394950103810864,2010,Huelva
Huelva,América,0.0020092425155716293,2010,Huelva
Huelva,Asia,0.2678990020762173,2010,Huelva
Huelva,Oceanía,0.003348737525952716,2010,Huelva
Isla Cristina,Europa,0.00460426354804549,2010,Huelva
Isla Cristina,Africa,3.420967816197799,2010,Huelva
Isla Cristina,América,0.6445968967263687,2010,Huelva
Isla Cristina,Asia,0.18877480546986508,2010,Huelva
Isla Cristina,Oceanía,0.0,2010,Huelva
Jabugo,Europa,1.5912897822445562,2010,Huelva
Jabugo,Africa,0.16750418760469013,2010,Huelva
Jabugo,América,0.7118927973199329,2010,Huelva
Jabugo,Asia,0.0,2010,Huelva
Jabugo,Oceanía,0.0,2010,Huelva
Lepe,Europa,0.007473003773866905,2010,Huelva
Lepe,Africa,0.0037365018869334526,2010,Huelva
Lepe,América,2.6267608265142175,2010,Huelva
Lepe,Asia,0.24287262265067444,2010,Huelva
Lepe,Oceanía,0.0,2010,Huelva
Linares de la Sierra,Europa,0.6779661016949152,2010,Huelva
Linares de la Sierra,Africa,0.3389830508474576,2010,Huelva
Linares de la Sierra,América,0.3389830508474576,2010,Huelva
Linares de la Sierra,Asia,0.0,2010,Huelva
Linares de la Sierra,Oceanía,0.0,2010,Huelva
Lucena del Puerto,Europa,22.48965776607747,2010,Huelva
Lucena del Puerto,Africa,1.7675817976682964,2010,Huelva
Lucena del Puerto,América,0.037608123354644606,2010,Huelva
Lucena del Puerto,Asia,0.0,2010,Huelva
Lucena del Puerto,Oceanía,0.0,2010,Huelva
Manzanilla,Europa,2.1303792074989345,2010,Huelva
Manzanilla,Africa,0.5112910097997444,2010,Huelva
Manzanilla,América,0.3834682573498083,2010,Huelva
Manzanilla,Asia,0.04260758414997869,2010,Huelva
Manzanilla,Oceanía,0.0,2010,Huelva
Los Marines,Europa,2.2535211267605635,2010,Huelva
Los Marines,Africa,0.28169014084507044,2010,Huelva
Los Marines,América,0.5633802816901409,2010,Huelva
Los Marines,Asia,0.0,2010,Huelva
Los Marines,Oceanía,0.0,2010,Huelva
Minas de Riotinto,Europa,1.9482062247564742,2010,Huelva
Minas de Riotinto,Africa,0.23758612497030174,2010,Huelva
Minas de Riotinto,América,0.4751722499406035,2010,Huelva
Minas de Riotinto,Asia,0.047517224994060345,2010,Huelva
Minas de Riotinto,Oceanía,0.0,2010,Huelva
Moguer,Europa,0.00998003992015968,2010,Huelva
Moguer,Africa,0.00499001996007984,2010,Huelva
Moguer,América,0.6686626746506986,2010,Huelva
Moguer,Asia,0.1596806387225549,2010,Huelva
Moguer,Oceanía,0.0,2010,Huelva
La Nava,Europa,4.281345565749235,2010,Huelva
La Nava,Africa,0.0,2010,Huelva
La Nava,América,0.3058103975535168,2010,Huelva
La Nava,Asia,0.0,2010,Huelva
La Nava,Oceanía,0.0,2010,Huelva
Nerva,Europa,4.322960470984021,2010,Huelva
Nerva,Africa,0.43734230445752736,2010,Huelva
Nerva,América,0.43734230445752736,2010,Huelva
Nerva,Asia,0.0336417157275021,2010,Huelva
Nerva,Oceanía,0.0,2010,Huelva
Niebla,Europa,4.461319411485524,2010,Huelva
Niebla,Africa,0.7356430944470811,2010,Huelva
Niebla,América,0.33222591362126247,2010,Huelva
Niebla,Asia,0.14238253440911247,2010,Huelva
Niebla,Oceanía,0.04746084480303749,2010,Huelva
La Palma del Condado,Europa,2.195704057279236,2010,Huelva
La Palma del Condado,Africa,0.6682577565632458,2010,Huelva
La Palma del Condado,América,0.3627684964200477,2010,Huelva
La Palma del Condado,Asia,0.13365155131264916,2010,Huelva
La Palma del Condado,Oceanía,0.0,2010,Huelva
Palos de la Frontera,Europa,9.032398821861024,2010,Huelva
Palos de la Frontera,Africa,3.1089778553507146,2010,Huelva
Palos de la Frontera,América,1.2435911421402859,2010,Huelva
Palos de la Frontera,Asia,0.08726955383440603,2010,Huelva
Palos de la Frontera,Oceanía,0.0,2010,Huelva
Paterna del Campo,Europa,1.548731642189586,2010,Huelva
Paterna del Campo,Africa,0.4539385847797063,2010,Huelva
Paterna del Campo,América,0.32042723631508674,2010,Huelva
Paterna del Campo,Asia,0.0534045393858478,2010,Huelva
Paterna del Campo,Oceanía,0.0,2010,Huelva
Paymogo,Europa,4.900459418070445,2010,Huelva
Paymogo,Africa,0.0,2010,Huelva
Paymogo,América,0.1531393568147014,2010,Huelva
Paymogo,Asia,0.0,2010,Huelva
Paymogo,Oceanía,0.0,2010,Huelva
Puebla de Guzmán,Europa,5.362877328195247,2010,Huelva
Puebla de Guzmán,Africa,0.22479126525369297,2010,Huelva
Puebla de Guzmán,América,0.12845215157353884,2010,Huelva
Puebla de Guzmán,Asia,0.0,2010,Huelva
Puebla de Guzmán,Oceanía,0.0,2010,Huelva
Puerto Moral,Europa,1.4814814814814816,2010,Huelva
Puerto Moral,Africa,0.3703703703703704,2010,Huelva
Puerto Moral,América,2.5925925925925926,2010,Huelva
Puerto Moral,Asia,0.0,2010,Huelva
Puerto Moral,Oceanía,0.0,2010,Huelva
Punta Umbría,Europa,3.33695799918445,2010,Huelva
Punta Umbría,Africa,1.2097322278102487,2010,Huelva
Punta Umbría,América,1.080603506864211,2010,Huelva
Punta Umbría,Asia,0.3466086720130488,2010,Huelva
Punta Umbría,Oceanía,0.0,2010,Huelva
Rociana del Condado,Europa,11.600108666123337,2010,Huelva
Rociana del Condado,Africa,2.689486552567237,2010,Huelva
Rociana del Condado,América,0.36674816625916873,2010,Huelva
Rociana del Condado,Asia,0.24449877750611246,2010,Huelva
Rociana del Condado,Oceanía,0.0,2010,Huelva
Rosal de la Frontera,Europa,11.09366823652538,2010,Huelva
Rosal de la Frontera,Africa,0.15698587127158556,2010,Huelva
Rosal de la Frontera,América,0.052328623757195186,2010,Huelva
Rosal de la Frontera,Asia,0.0,2010,Huelva
Rosal de la Frontera,Oceanía,0.0,2010,Huelva
San Bartolomé de la Torre,Europa,12.039660056657224,2010,Huelva
San Bartolomé de la Torre,Africa,1.076487252124646,2010,Huelva
San Bartolomé de la Torre,América,0.6515580736543909,2010,Huelva
San Bartolomé de la Torre,Asia,0.0,2010,Huelva
San Bartolomé de la Torre,Oceanía,0.0,2010,Huelva
San Juan del Puerto,Europa,2.161172161172161,2010,Huelva
San Juan del Puerto,Africa,1.1477411477411479,2010,Huelva
San Juan del Puerto,América,0.9035409035409037,2010,Huelva
San Juan del Puerto,Asia,0.17094017094017094,2010,Huelva
San Juan del Puerto,Oceanía,0.0,2010,Huelva
Sanlúcar de Guadiana,Europa,20.098039215686274,2010,Huelva
Sanlúcar de Guadiana,Africa,0.49019607843137253,2010,Huelva
Sanlúcar de Guadiana,América,0.7352941176470588,2010,Huelva
Sanlúcar de Guadiana,Asia,0.0,2010,Huelva
Sanlúcar de Guadiana,Oceanía,0.0,2010,Huelva
San Silvestre de Guzmán,Europa,20.0,2010,Huelva
San Silvestre de Guzmán,Africa,0.7947019867549668,2010,Huelva
San Silvestre de Guzmán,América,1.0596026490066226,2010,Huelva
San Silvestre de Guzmán,Asia,1.9867549668874174,2010,Huelva
San Silvestre de Guzmán,Oceanía,0.0,2010,Huelva
Santa Ana la Real,Europa,3.4482758620689653,2010,Huelva
Santa Ana la Real,Africa,0.2028397565922921,2010,Huelva
Santa Ana la Real,América,0.6085192697768762,2010,Huelva
Santa Ana la Real,Asia,0.0,2010,Huelva
Santa Ana la Real,Oceanía,0.0,2010,Huelva
Santa Bárbara de Casa,Europa,6.110154905335628,2010,Huelva
Santa Bárbara de Casa,Africa,0.08605851979345956,2010,Huelva
Santa Bárbara de Casa,América,0.4302925989672977,2010,Huelva
Santa Bárbara de Casa,Asia,0.0,2010,Huelva
Santa Bárbara de Casa,Oceanía,0.0,2010,Huelva
Santa Olalla del Cala,Europa,3.07762976573266,2010,Huelva
Santa Olalla del Cala,Africa,0.2756086357372531,2010,Huelva
Santa Olalla del Cala,América,1.515847496554892,2010,Huelva
Santa Olalla del Cala,Asia,0.0,2010,Huelva
Santa Olalla del Cala,Oceanía,0.0,2010,Huelva
Trigueros,Europa,1.5655324104023804,2010,Huelva
Trigueros,Africa,0.46577823780566696,2010,Huelva
Trigueros,América,0.4399016690386855,2010,Huelva
Trigueros,Asia,0.03881485315047224,2010,Huelva
Trigueros,Oceanía,0.012938284383490747,2010,Huelva
Valdelarco,Europa,0.39370078740157477,2010,Huelva
Valdelarco,Africa,0.0,2010,Huelva
Valdelarco,América,2.3622047244094486,2010,Huelva
Valdelarco,Asia,0.0,2010,Huelva
Valdelarco,Oceanía,0.0,2010,Huelva
Valverde del Camino,Europa,2.4321355719441393,2010,Huelva
Valverde del Camino,Africa,0.20398556409854074,2010,Huelva
Valverde del Camino,América,0.7217950729640672,2010,Huelva
Valverde del Camino,Asia,0.16475757100266752,2010,Huelva
Valverde del Camino,Oceanía,0.15691197238349286,2010,Huelva
Villablanca,Europa,19.321428571428573,2010,Huelva
Villablanca,Africa,2.3214285714285716,2010,Huelva
Villablanca,América,0.75,2010,Huelva
Villablanca,Asia,0.14285714285714285,2010,Huelva
Villablanca,Oceanía,0.03571428571428571,2010,Huelva
Villalba del Alcor,Europa,0.9235209235209235,2010,Huelva
Villalba del Alcor,Africa,0.6637806637806638,2010,Huelva
Villalba del Alcor,América,0.2886002886002886,2010,Huelva
Villalba del Alcor,Asia,0.02886002886002886,2010,Huelva
Villalba del Alcor,Oceanía,0.0,2010,Huelva
Villanueva de las Cruces,Europa,1.4527845036319613,2010,Huelva
Villanueva de las Cruces,Africa,0.0,2010,Huelva
Villanueva de las Cruces,América,0.0,2010,Huelva
Villanueva de las Cruces,Asia,0.0,2010,Huelva
Villanueva de las Cruces,Oceanía,0.0,2010,Huelva
Villanueva de los Castillejos,Europa,9.46236559139785,2010,Huelva
Villanueva de los Castillejos,Africa,0.8960573476702508,2010,Huelva
