Municipios,Año,Resultado Izquierda,Resultado Derecha,Diferencia
Utrera,2015,73.34,26.54,46.8
Valencina de la Concepción,2015,60.25,39.67,20.58
Villamanrique de la Condesa,2015,76.8,23.2,53.6
Villanueva del Ariscal,2015,59.72,40.21,19.51
Villanueva del Río y Minas,2015,79.4,20.48,58.92
Villanueva de San Juan,2015,72.75,27.12,45.63
Villaverde del Río,2015,72.2,27.78,44.42
El Viso del Alcor,2015,76.16,23.62,52.54
Abla,2018,51.04,48.46,2.58
Abrucena,2018,54.73,44.65,10.08
Adra,2018,32.66,67.12,-34.46
Albánchez,2018,48.36,51.64,-3.28
Alboloduy,2018,44.01,55.99,-11.98
Albox,2018,33.93,65.69,-31.76
Alcolea,2018,46.98,52.8,-5.82
Alcóntar,2018,35.65,64.35,-28.7
Alcudia de Monteagud,2018,28.72,71.28,-42.56
Alhabia,2018,60.78,39.22,21.56
Alhama de Almería,2018,56.68,43.27,13.41
Alicún,2018,47.25,52.74,-5.49
Almería,2018,38.92,60.66,-21.74
Almócita,2018,84.46,14.57,69.89
Alsodux,2018,55.92,39.78,16.14
Antas,2018,33.8,65.84,-32.04
Arboleas,2018,42.53,56.92,-14.39
Armuña de Almanzora,2018,59.58,39.35,20.23
Bacares,2018,60.49,38.89,21.6
Bayárcal,2018,37.06,62.94,-25.88
Bayarque,2018,47.97,51.22,-3.25
Bédar,2018,51.96,47.07,4.89
Beires,2018,37.18,62.81,-25.63
Benahadux,2018,42.75,57.0,-14.25
Benitagla,2018,20.0,80.0,-60.0
Benizalón,2018,28.71,71.28,-42.57
Bentarique,2018,67.89,32.1,35.79
Berja,2018,43.06,56.71,-13.65
Canjáyar,2018,50.74,49.25,1.49
Cantoria,2018,63.57,35.97,27.6
Carboneras,2018,45.32,54.45,-9.13
Castro de Filabres,2018,61.72,38.27,23.45
Chercos,2018,42.59,56.77,-14.18
Chirivel,2018,57.84,41.46,16.38
Cóbdar,2018,21.25,78.75,-57.5
Cuevas del Almanzora,2018,48.98,50.86,-1.88
Dalías,2018,42.94,56.84,-13.9
El Ejido,2018,25.82,73.82,-48.0
Enix,2018,40.0,60.0,-20.0
Felix,2018,43.19,56.02,-12.83
Fines,2018,38.72,61.18,-22.46
Fiñana,2018,61.52,38.22,23.3
Fondón,2018,47.34,52.48,-5.14
Gádor,2018,42.98,56.46,-13.48
Los Gallardos,2018,40.86,58.92,-18.06
Garrucha,2018,48.27,51.42,-3.15
Gérgal,2018,58.81,40.95,17.86
Huécija,2018,46.6,52.72,-6.12
Huércal de Almería,2018,38.83,60.76,-21.93
Huércal-Overa,2018,32.91,66.81,-33.9
Illar,2018,48.77,50.83,-2.06
Instinción,2018,61.11,38.88,22.23
Laroya,2018,21.91,78.09,-56.18
Láujar de Andarax,2018,41.58,58.31,-16.73
Líjar,2018,62.27,37.73,24.54
Lubrín,2018,72.2,27.5,44.7
Lucainena de las Torres,2018,38.31,61.28,-22.97
Lúcar,2018,56.39,43.4,12.99
Macael,2018,47.79,52.14,-4.35
María,2018,35.18,64.68,-29.5
Mojácar,2018,38.6,61.09,-22.49
La Mojonera,2018,24.63,75.11,-50.48
Nacimiento,2018,63.44,36.55,26.89
Níjar,2018,34.61,65.15,-30.54
Ohanes,2018,63.31,36.1,27.21
Olula de Castro,2018,49.12,50.88,-1.76
Olula del Río,2018,45.23,54.42,-9.19
Oria,2018,41.66,57.86,-16.2
Padules,2018,67.96,32.05,35.91
Partaloa,2018,38.08,61.42,-23.34
Paterna del Río,2018,43.33,56.67,-13.34
Pechina,2018,48.19,51.67,-3.48
Pulpí,2018,40.1,59.58,-19.48
Purchena,2018,60.67,38.73,21.94
Rágol,2018,29.34,70.66,-41.32
Rioja,2018,60.07,39.62,20.45
Roquetas de Mar,2018,31.87,67.68,-35.81
Santa Cruz de Marchena,2018,42.74,57.25,-14.51
Santa Fe de Mondújar,2018,67.76,32.25,35.51
Senés,2018,38.89,61.1,-22.21
Serón,2018,57.98,41.92,16.06
Sierro,2018,47.54,52.02,-4.48
Somontín,2018,42.55,57.43,-14.88
Sorbas,2018,33.36,66.53,-33.17
Suflí,2018,48.51,47.52,0.99
Tabernas,2018,51.85,47.48,4.37
Taberno,2018,42.19,57.82,-15.63
Tahal,2018,54.01,45.99,8.02
Terque,2018,77.41,22.59,54.82
Tíjola,2018,43.71,55.97,-12.26
Las Tres Villas,2018,53.59,46.4,7.19
Turre,2018,44.92,54.86,-9.94
Turrillas,2018,15.33,83.94,-68.61
Uleila del Campo,2018,41.07,58.17,-17.1
Urrácal,2018,55.79,43.65,12.14
Velefique,2018,50.0,50.0,0.0
Vélez-Blanco,2018,48.66,51.09,-2.43
Vélez-Rubio,2018,38.46,61.31,-22.85
Vera,2018,35.91,63.55,-27.64
Viator,2018,47.44,52.51,-5.07
Vícar,2018,35.15,64.62,-29.47
Zurgena,2018,45.14,54.75,-9.61
Alcalá de los Gazules,2018,58.85,40.3,18.55
Alcalá del Valle,2018,90.2,9.68,80.52
Algar,2018,46.62,53.39,-6.77
Algeciras,2018,39.21,60.33,-21.12
Algodonales,2018,64.81,34.71,30.1
Arcos de la Frontera,2018,49.93,49.66,0.27
Barbate,2018,57.69,41.87,15.82
Los Barrios,2018,45.35,54.0,-8.65
Benalup-Casas Viejas,2018,59.21,40.6,18.61
Benaocaz,2018,46.48,53.22,-6.74
Bornos,2018,60.23,39.41,20.82
El Bosque,2018,51.95,47.73,4.22
Cádiz,2018,54.33,45.0,9.33
Castellar de la Frontera,2018,54.28,45.4,8.88
Chiclana de la Frontera,2018,45.09,54.26,-9.17
Chipiona,2018,45.46,54.17,-8.71
Conil de la Frontera,2018,50.25,49.33,0.92
Espera,2018,62.86,36.7,26.16
El Gastor,2018,48.53,51.47,-2.94
Grazalema,2018,50.68,48.78,1.9
Jerez de la Frontera,2018,45.02,54.49,-9.47
Jimena de la Frontera,2018,55.92,43.65,12.27
La Línea de la Concepción,2018,44.74,54.65,-9.91
Medina-Sidonia,2018,62.11,37.58,24.53
Olvera,2018,59.84,39.78,20.06
Paterna de Rivera,2018,64.52,35.1,29.42
Prado del Rey,2018,49.75,49.71,0.04
El Puerto de Santa María,2018,44.08,55.4,-11.32
Puerto Real,2018,70.71,28.74,41.97
Puerto Serrano,2018,61.84,38.07,23.77
Rota,2018,43.48,55.99,-12.51
San Fernando,2018,45.95,53.5,-7.55
San José del Valle,2018,46.91,52.73,-5.82
San Roque,2018,48.77,50.74,-1.97
Sanlúcar de Barrameda,2018,47.5,52.1,-4.6
Setenil de las Bodegas,2018,69.44,30.33,39.11
Tarifa,2018,48.56,51.1,-2.54
Torre Alháquime,2018,72.58,27.44,45.14
Trebujena,2018,84.52,15.41,69.11
Ubrique,2018,47.05,52.48,-5.43
Vejer de la Frontera,2018,40.39,59.11,-18.72
Villaluenga del Rosario,2018,67.68,32.32,35.36
Villamartín,2018,49.64,50.1,-0.46
Zahara,2018,50.65,49.34,1.31
Adamuz,2018,56.9,42.87,14.03
Aguilar de la Frontera,2018,67.53,32.03,35.5
Alcaracejos,2018,54.44,45.45,8.99
Almedinilla,2018,49.22,50.28,-1.06
Almodóvar del Río,2018,65.04,34.59,30.45
Añora,2018,44.06,55.73,-11.67
Baena,2018,51.85,47.7,4.15
Belalcázar,2018,56.61,43.2,13.41
Belmez,2018,53.5,46.27,7.23
Benamejí,2018,59.3,40.34,18.96
Los Blázquez,2018,49.38,50.63,-1.25
Bujalance,2018,63.36,36.3,27.06
Cabra,2018,45.32,54.32,-9.0
Cañete de las Torres,2018,63.43,36.12,27.31
Carcabuey,2018,52.73,46.73,6.0
Cardeña,2018,61.46,38.16,23.3
La Carlota,2018,56.22,43.17,13.05
El Carpio,2018,53.08,46.65,6.43
Castro del Río,2018,65.29,34.18,31.11
Conquista,2018,68.94,31.06,37.88
Córdoba,2018,42.23,57.17,-14.94
Doña Mencía,2018,76.22,23.71,52.51
Dos Torres,2018,41.52,58.3,-16.78
Encinas Reales,2018,62.36,37.0,25.36
Espejo,2018,77.88,21.74,56.14
Espiel,2018,55.89,44.02,11.87
Fernán-Núñez,2018,63.42,35.93,27.49
Fuente la Lancha,2018,57.28,42.72,14.56
Fuente Obejuna,2018,55.29,44.4,10.89
Fuente Palmera,2018,65.42,34.23,31.19
Fuente-Tójar,2018,52.8,46.94,5.86
La Granjuela,2018,50.87,49.13,1.74
Guadalcázar,2018,54.78,44.4,10.38
El Guijo,2018,38.9,61.11,-22.21
Hinojosa del Duque,2018,44.17,55.68,-11.51
Hornachuelos,2018,64.81,35.05,29.76
Iznájar,2018,56.59,43.13,13.46
Lucena,2018,39.94,59.75,-19.81
Luque,2018,59.79,39.74,20.05
Montalbán de Córdoba,2018,68.98,30.9,38.08
Montemayor,2018,71.7,27.09,44.61
Montilla,2018,58.54,40.78,17.76
Montoro,2018,62.32,37.39,24.93
Monturque,2018,65.17,34.55,30.62
Moriles,2018,62.69,36.98,25.71
Nueva Carteya,2018,77.09,22.65,54.44
Obejo,2018,48.79,50.79,-2.0
Palenciana,2018,65.69,34.32,31.37
Palma del Río,2018,57.08,42.67,14.41
Pedro Abad,2018,57.16,42.65,14.51
Pedroche,2018,57.61,42.3,15.31
Peñarroya-Pueblonuevo,2018,49.74,50.02,-0.28
Posadas,2018,60.13,39.49,20.64
Pozoblanco,2018,43.92,55.77,-11.85
Priego de Córdoba,2018,42.5,57.03,-14.53
Puente Genil,2018,54.55,45.14,9.41
La Rambla,2018,59.38,40.32,19.06
Rute,2018,50.85,48.83,2.02
San Sebastián de los Ballesteros,2018,44.33,55.24,-10.91
Santa Eufemia,2018,62.93,36.87,26.06
Santaella,2018,59.4,40.48,18.92
Torrecampo,2018,50.61,49.39,1.22
Valenzuela,2018,45.11,54.73,-9.62
Valsequillo,2018,52.58,47.43,5.15
La Victoria,2018,51.92,47.39,4.53
Villa del Río,2018,59.07,40.59,18.48
Villafranca de Córdoba,2018,49.28,50.6,-1.32
Villaharta,2018,66.09,33.62,32.47
Villanueva de Córdoba,2018,57.37,42.21,15.16
Villanueva del Duque,2018,42.88,56.89,-14.01
Villanueva del Rey,2018,52.77,47.01,5.76
Villaralto,2018,68.44,31.57,36.87
Villaviciosa de Córdoba,2018,62.18,37.44,24.74
El Viso,2018,60.12,39.64,20.48
Zuheros,2018,67.83,31.43,36.4
Agrón,2018,59.02,40.97,18.05
Alamedilla,2018,64.35,35.65,28.7
Albolote,2018,44.4,55.37,-10.97
Albondón,2018,45.07,54.68,-9.61
Albuñán,2018,60.17,39.36,20.81
Albuñol,2018,42.42,57.39,-14.97
Albuñuelas,2018,56.73,43.28,13.45
Aldeire,2018,62.16,36.71,25.45
Alfacar,2018,50.58,49.26,1.32
Algarinejo,2018,49.06,50.87,-1.81
Alhama de Granada,2018,44.9,54.93,-10.03
Alhendín,2018,38.46,61.16,-22.7
Alicún de Ortega,2018,61.37,38.27,23.1
Almegíjar,2018,54.49,45.51,8.98
Almuñécar,2018,43.9,55.89,-11.99
Alpujarra de la Sierra,2018,52.3,47.7,4.6
Alquife,2018,58.83,41.15,17.68
Arenas del Rey,2018,58.02,41.46,16.56
Armilla,2018,43.69,55.91,-12.22
Atarfe,2018,49.57,50.07,-0.5
Baza,2018,41.82,57.97,-16.15
Beas de Granada,2018,58.69,41.12,17.57
Beas de Guadix,2018,50.87,49.13,1.74
Benalúa,2018,72.75,27.26,45.49
Benalúa de las Villas,2018,45.85,54.14,-8.29
Benamaurel,2018,58.02,41.97,16.05
Bérchules,2018,45.88,53.54,-7.66
Bubión,2018,50.34,49.65,0.69
Busquístar,2018,46.6,53.41,-6.81
Cacín,2018,67.74,31.93,35.81
Cádiar,2018,47.53,52.39,-4.86
Cájar,2018,37.41,62.25,-24.84
La Calahorra,2018,59.16,40.85,18.31
Calicasas,2018,41.46,58.53,-17.07
Campotéjar,2018,59.71,40.29,19.42
Caniles,2018,48.8,51.03,-2.23
Cáñar,2018,67.51,31.62,35.89
Capileira,2018,48.05,51.94,-3.89
Carataunas,2018,35.0,65.0,-30.0
Cástaras,2018,45.98,54.02,-8.04
Castilléjar,2018,58.85,41.13,17.72
Castril,2018,47.65,52.35,-4.7
Cenes de la Vega,2018,48.29,51.48,-3.19
Chauchina,2018,59.22,40.79,18.43
Chimeneas,2018,53.52,46.49,7.03
Churriana de la Vega,2018,40.75,58.87,-18.12
Cijuela,2018,54.98,45.01,9.97
Cogollos de Guadix,2018,44.36,55.63,-11.27
Cogollos de la Vega,2018,48.01,51.36,-3.35
Colomera,2018,55.25,44.74,10.51
Cortes de Baza,2018,51.2,48.44,2.76
Cortes y Graena,2018,40.12,59.7,-19.58
Cuevas del Campo,2018,63.1,36.91,26.19
Cúllar,2018,56.59,43.32,13.27
Cúllar Vega,2018,43.18,56.25,-13.07
Darro,2018,44.41,55.41,-11.0
Dehesas de Guadix,2018,48.83,50.78,-1.95
Deifontes,2018,67.58,32.25,35.33
Diezma,2018,53.71,45.79,7.92
Dílar,2018,42.87,56.81,-13.94
Dólar,2018,48.28,51.37,-3.09
Dúdar,2018,53.89,46.11,7.78
Dúrcal,2018,50.16,49.49,0.67
Escúzar,2018,53.49,46.52,6.97
Ferreira,2018,47.69,52.29,-4.6
Fonelas,2018,69.87,30.14,39.73
Freila,2018,63.1,36.9,26.2
Fuente Vaqueros,2018,74.63,25.27,49.36
Las Gabias,2018,43.63,56.03,-12.4
Galera,2018,49.99,50.0,-0.01
Gobernador,2018,41.98,56.8,-14.82
Gójar,2018,41.98,57.78,-15.8
Gor,2018,53.4,46.6,6.8
Gorafe,2018,82.9,17.11,65.79
Granada,2018,38.06,61.54,-23.48
Guadahortuna,2018,75.12,24.88,50.24
Guadix,2018,44.94,54.9,-9.96
Los Guajares,2018,42.23,57.77,-15.54
Gualchos,2018,45.88,53.9,-8.02
Güejar Sierra,2018,40.06,59.75,-19.69
Güevéjar,2018,48.44,47.02,1.42
Huélago,2018,65.6,33.88,31.72
Huéneja,2018,47.46,52.55,-5.09
Huéscar,2018,49.03,50.86,-1.83
Huétor de Santillán,2018,52.21,47.59,4.62
Huétor Tájar,2018,57.27,42.54,14.73
Huétor Vega,2018,44.42,55.27,-10.85
Illora,2018,61.71,37.94,23.77
Itrabo,2018,48.92,50.65,-1.73
Iznalloz,2018,63.82,36.01,27.81
Jayena,2018,60.1,39.71,20.39
Jerez del Marquesado,2018,60.23,39.4,20.83
Jete,2018,40.65,59.34,-18.69
Jun,2018,51.72,47.96,3.76
Juviles,2018,35.72,64.29,-28.57
Láchar,2018,60.66,39.29,21.37
Lanjarón,2018,45.19,54.33,-9.14
Lanteira,2018,63.86,35.81,28.05
Lecrín,2018,45.91,53.9,-7.99
Lentegí,2018,74.01,25.99,48.02
Lobras,2018,62.03,36.71,25.32
Loja,2018,46.77,52.93,-6.16
Lugros,2018,53.37,46.63,6.74
Lújar,2018,30.85,69.16,-38.31
La Malahá,2018,70.6,28.94,41.66
Maracena,2018,52.38,47.19,5.19
Marchal,2018,47.89,52.11,-4.22
Moclín,2018,70.61,29.3,41.31
Molvízar,2018,38.95,60.97,-22.02
Monachil,2018,43.92,55.75,-11.83
Montefrío,2018,57.44,42.34,15.1
Montejícar,2018,67.33,32.59,34.74
Montillana,2018,41.01,58.98,-17.97
Moraleda de Zafayona,2018,67.26,32.58,34.68
Morelábor,2018,51.23,48.22,3.01
Motril,2018,46.88,52.89,-6.01
Murtas,2018,26.41,73.59,-47.18
Nevada,2018,46.09,53.51,-7.42
Nigüelas,2018,59.62,39.33,20.29
Nívar,2018,37.52,61.83,-24.31
Ogíjares,2018,38.92,60.66,-21.74
Orce,2018,51.53,48.12,3.41
Órgiva,2018,54.24,45.45,8.79
Otívar,2018,46.31,53.69,-7.38
Villa de Otura,2018,39.05,60.74,-21.69
Padul,2018,48.46,51.35,-2.89
Pampaneira,2018,65.74,34.26,31.48
Pedro Martínez,2018,78.91,21.09,57.82
Peligros,2018,46.79,52.99,-6.2
La Peza,2018,39.43,60.57,-21.14
El Pinar,2018,44.92,54.8,-9.88
Pinos Genil,2018,40.85,58.72,-17.87
Pinos Puente,2018,63.72,36.19,27.53
Píñar,2018,78.49,21.5,56.99
Polícar,2018,47.7,51.73,-4.03
Polopos,2018,45.87,53.96,-8.09
Pórtugos,2018,44.69,55.31,-10.62
Puebla de Don Fadrique,2018,38.88,60.89,-22.01
Pulianas,2018,52.83,46.67,6.16
Purullena,2018,59.84,39.88,19.96
Quéntar,2018,42.04,57.08,-15.04
Rubite,2018,60.11,39.33,20.78
Salar,2018,69.57,30.36,39.21
Salobreña,2018,55.56,44.25,11.31
Santa Cruz del Comercio,2018,61.94,38.07,23.87
Santa Fe,2018,46.51,53.2,-6.69
Soportújar,2018,89.58,10.41,79.17
Sorvilán,2018,47.57,52.43,-4.86
La Taha,2018,48.47,51.52,-3.05
Torre-Cardela,2018,51.5,48.51,2.99
Torvizcón,2018,57.68,42.31,15.37
Trevélez,2018,58.17,41.18,16.99
Turón,2018,18.11,81.9,-63.79
Ugíjar,2018,53.45,46.26,7.19
El Valle,2018,60.8,39.01,21.79
Valle del Zalabí,2018,51.08,48.68,2.4
Válor,2018,49.86,50.14,-0.28
Vegas del Genil,2018,41.24,58.31,-17.07
Vélez de Benaudalla,2018,59.42,40.44,18.98
Ventas de Huelma,2018,48.88,50.84,-1.96
Villamena,2018,46.35,53.2,-6.85
Villanueva de las Torres,2018,68.83,31.17,37.66
Villanueva Mesía,2018,62.27,37.65,24.62
Víznar,2018,52.82,46.56,6.26
Zafarraya,2018,62.33,37.45,24.88
Zagra,2018,29.87,70.13,-40.26
La Zubia,2018,43.84,55.8,-11.96
Zújar,2018,55.72,44.09,11.63
Alájar,2018,70.52,28.69,41.83
Aljaraque,2018,41.88,57.11,-15.23
El Almendro,2018,85.2,14.57,70.63
Almonaster la Real,2018,64.12,33.72,30.4
Almonte,2018,51.09,48.05,3.04
Alosno,2018,70.62,29.0,41.62
Aracena,2018,56.68,36.43,20.25
Aroche,2018,66.14,33.45,32.69
Arroyomolinos de León,2018,62.26,37.24,25.02
Ayamonte,2018,49.12,49.76,-0.64
Beas,2018,58.94,39.86,19.08
Berrocal,2018,59.99,38.98,21.01
Bollullos Par del Condado,2018,50.09,39.53,10.56
Bonares,2018,58.34,40.63,17.71
Cabezas Rubias,2018,61.83,36.63,25.2
Cala,2018,67.64,31.56,36.08
Calañas,2018,63.34,36.33,27.01
El Campillo,2018,69.39,30.26,39.13
Campofrío,2018,71.34,28.05,43.29
Cañaveral de León,2018,38.64,27.05,11.59
Cartaya,2018,39.24,53.39,-14.15
Castaño del Robledo,2018,63.15,32.45,30.7
El Cerro de Andévalo,2018,68.64,31.08,37.56
Chucena,2018,57.46,42.17,15.29
Corteconcepción,2018,70.98,27.45,43.53
Cortegana,2018,50.74,48.82,1.92
Cortelazor,2018,60.15,34.27,25.88
Cumbres de Enmedio,2018,60.0,34.29,25.71
Cumbres de San Bartolomé,2018,50.21,49.8,0.41
Cumbres Mayores,2018,52.39,45.69,6.7
Encinasola,2018,57.61,41.72,15.89
Escacena del Campo,2018,62.2,36.94,25.26
Fuenteheridos,2018,71.68,25.6,46.08
Galaroza,2018,59.4,39.67,19.73
Gibraleón,2018,55.77,43.74,12.03
La Granada de Río-Tinto,2018,57.26,41.87,15.39
El Granado,2018,65.21,34.13,31.08
Higuera de la Sierra,2018,49.91,47.16,2.75
Hinojales,2018,54.19,37.98,16.21
Hinojos,2018,55.24,44.28,10.96
Huelva,2018,46.55,51.35,-4.8
Isla Cristina,2018,43.42,53.79,-10.37
Jabugo,2018,65.21,33.57,31.64
Lepe,2018,31.9,67.39,-35.49
Linares de la Sierra,2018,71.0,23.19,47.81
Lucena del Puerto,2018,22.16,36.77,-14.61
Manzanilla,2018,60.61,39.16,21.45
Los Marines,2018,61.58,31.64,29.94
Minas de Riotinto,2018,67.9,31.59,36.31
Moguer,2018,45.56,53.69,-8.13
La Nava,2018,56.84,42.44,14.4
Nerva,2018,71.88,27.74,44.14
Niebla,2018,51.11,48.3,2.81
La Palma del Condado,2018,32.41,67.03,-34.62
Palos de la Frontera,2018,34.03,65.58,-31.55
Paterna del Campo,2018,63.3,35.98,27.32
Paymogo,2018,68.88,30.29,38.59
Puebla de Guzmán,2018,77.2,22.15,55.05
Puerto Moral,2018,85.07,14.94,70.13
Punta Umbría,2018,46.03,53.08,-7.05
Rociana del Condado,2018,47.82,49.57,-1.75
Rosal de la Frontera,2018,41.43,53.14,-11.71
San Bartolomé de la Torre,2018,70.66,28.5,42.16
San Juan del Puerto,2018,55.97,42.67,13.3
San Silvestre de Guzmán,2018,75.21,24.23,50.98
Sanlúcar de Guadiana,2018,36.81,63.19,-26.38
Santa Ana la Real,2018,78.22,18.95,59.27
Santa Bárbara de Casa,2018,49.16,32.35,16.81
Santa Olalla del Cala,2018,60.95,38.58,22.37
Trigueros,2018,62.32,37.06,25.26
Valdelarco,2018,54.69,43.59,11.1
Valverde del Camino,2018,54.57,45.08,9.49
Villablanca,2018,48.72,50.83,-2.11
Villalba del Alcor,2018,57.45,41.4,16.05
Villanueva de las Cruces,2018,59.53,40.47,19.06
Villanueva de los Castillejos,2018,70.5,29.4,41.1
Villarrasa,2018,51.08,46.91,4.17
Zalamea la Real,2018,73.34,25.9,47.44
Zufre,2018,61.68,38.05,23.63
Albanchez de Mágina,2018,55.1,44.91,10.19
Alcalá la Real,2018,49.11,50.83,-1.72
Alcaudete,2018,52.67,47.19,5.48
Aldeaquemada,2018,37.8,62.2,-24.4
Andújar,2018,44.74,55.09,-10.35
Arjona,2018,67.08,32.88,34.2
Arjonilla,2018,55.9,43.98,11.92
Arquillos,2018,65.91,33.97,31.94
Arroyo del Ojanco,2018,47.87,52.14,-4.27
Baeza,2018,43.32,56.65,-13.33
Bailén,2018,45.06,54.87,-9.81
Baños de la Encina,2018,67.85,32.13,35.72
Beas de Segura,2018,49.89,49.89,0.0
Bedmar y Garcíez,2018,75.76,24.23,51.53
Begíjar,2018,55.12,44.87,10.25
Bélmez de la Moraleda,2018,59.07,40.94,18.13
Benatae,2018,67.16,32.83,34.33
Cabra del Santo Cristo,2018,65.75,34.25,31.5
Cambil,2018,72.82,27.17,45.65
Campillo de Arenas,2018,62.61,37.41,25.2
Canena,2018,65.18,34.81,30.37
Carboneros,2018,65.93,34.06,31.87
Cárcheles,2018,54.95,45.04,9.91
La Carolina,2018,52.94,46.85,6.09
Castellar,2018,50.56,49.45,1.11
Castillo de Locubín,2018,51.89,48.08,3.81
Cazalilla,2018,61.07,38.74,22.33
Cazorla,2018,54.16,45.59,8.57
Chiclana de Segura,2018,52.85,47.15,5.7
Chilluévar,2018,69.35,30.67,38.68
Escañuela,2018,77.56,22.44,55.12
Espelúy,2018,77.4,22.6,54.8
Frailes,2018,45.66,54.32,-8.66
Fuensanta de Martos,2018,59.88,39.98,19.9
Fuerte del Rey,2018,52.83,47.16,5.67
Génave,2018,68.63,31.37,37.26
La Guardia de Jaén,2018,40.85,59.01,-18.16
Guarromán,2018,51.12,48.88,2.24
Higuera de Calatrava,2018,44.93,54.78,-9.85
Hinojares,2018,44.79,55.21,-10.42
Hornos,2018,47.09,52.62,-5.53
Huelma,2018,57.67,42.22,15.45
Huesa,2018,69.29,30.65,38.64
Ibros,2018,66.53,33.32,33.21
La Iruela,2018,59.16,40.76,18.4
Iznatoraf,2018,36.45,63.34,-26.89
Jabalquinto,2018,71.17,28.84,42.33
Jaén,2018,41.01,58.81,-17.8
Jamilena,2018,56.22,43.72,12.5
Jimena,2018,63.76,36.12,27.64
Jódar,2018,77.83,22.14,55.69
Lahiguera,2018,68.23,31.57,36.66
Larva,2018,64.7,35.3,29.4
Linares,2018,45.13,54.72,-9.59
Lopera,2018,59.29,40.59,18.7
Lupión,2018,72.92,27.08,45.84
Mancha Real,2018,53.54,46.25,7.29
Marmolejo,2018,63.29,36.61,26.68
Martos,2018,48.13,51.75,-3.62
Mengíbar,2018,50.89,49.06,1.83
Montizón,2018,56.55,43.46,13.09
Navas de San Juan,2018,58.53,41.45,17.08
Noalejo,2018,54.07,45.93,8.14
Orcera,2018,55.43,44.25,11.18
Peal de Becerro,2018,52.94,46.97,5.97
Pegalajar,2018,61.78,38.13,23.65
Porcuna,2018,47.35,52.5,-5.15
Pozo Alcón,2018,42.12,57.87,-15.75
Puente de Génave,2018,45.52,54.47,-8.95
La Puerta de Segura,2018,49.54,50.45,-0.91
Quesada,2018,55.04,44.79,10.25
Rus,2018,56.48,43.51,12.97
Sabiote,2018,58.35,41.63,16.72
Santa Elena,2018,57.9,42.11,15.79
Santiago de Calatrava,2018,60.13,39.88,20.25
Santiago-Pontones,2018,56.66,43.18,13.48
Santisteban del Puerto,2018,52.31,47.63,4.68
Santo Tomé,2018,62.79,37.11,25.68
Segura de la Sierra,2018,62.68,37.32,25.36
Siles,2018,52.71,47.32,5.39
Sorihuela del Guadalimar,2018,57.23,42.79,14.44
Torreblascopedro,2018,68.76,31.23,37.53
Torredonjimeno,2018,53.06,46.92,6.14
Torreperogil,2018,66.05,33.86,32.19
Torres,2018,48.08,51.9,-3.82
Torres de Albánchez,2018,53.11,46.9,6.21
Úbeda,2018,46.84,53.04,-6.2
Valdepeñas de Jaén,2018,72.68,27.16,45.52
Vilches,2018,68.7,31.32,37.38
Villacarrillo,2018,45.68,54.26,-8.58
Villanueva de la Reina,2018,70.26,29.63,40.63
Villanueva del Arzobispo,2018,42.35,57.64,-15.29
Villardompardo,2018,55.44,44.25,11.19
Los Villares,2018,47.21,52.66,-5.45
Villarrodrigo,2018,70.89,29.11,41.78
Villatorres,2018,53.28,46.61,6.67
Alameda,2018,72.93,26.94,45.99
Alcaucín,2018,55.1,44.89,10.21
Alfarnate,2018,61.34,38.51,22.83
Alfarnatejo,2018,57.06,42.93,14.13
Algarrobo,2018,38.28,61.55,-23.27
Algatocín,2018,43.15,56.84,-13.69
Alhaurín de la Torre,2018,39.03,60.71,-21.68
Alhaurín el Grande,2018,34.73,65.1,-30.37
Almáchar,2018,75.99,23.79,52.2
Almargen,2018,63.08,36.92,26.16
Almogía,2018,59.41,40.37,19.04
Álora,2018,54.69,45.23,9.46
Alozaina,2018,63.99,35.93,28.06
Alpandeire,2018,51.35,48.65,2.7
Antequera,2018,44.36,55.44,-11.08
Árchez,2018,46.43,53.57,-7.14
Archidona,2018,61.02,38.84,22.18
Ardales,2018,60.59,39.0,21.59
Arenas,2018,58.67,41.33,17.34
Arriate,2018,68.21,31.75,36.46
Atajate,2018,52.38,47.61,4.77
Benadalid,2018,73.16,26.86,46.3
Benahavís,2018,25.91,74.02,-48.11
Benalauría,2018,44.5,55.5,-11.0
Benalmádena,2018,41.87,57.96,-16.09
Benamargosa,2018,62.31,37.67,24.64
Benamocarra,2018,48.64,51.33,-2.69
Benaoján,2018,61.61,38.24,23.37
Benarrabá,2018,51.68,48.34,3.34
El Borge,2018,91.98,8.04,83.94
El Burgo,2018,70.3,29.31,40.99
Campillos,2018,63.13,36.79,26.34
Canillas de Aceituno,2018,52.94,47.06,5.88
Canillas de Albaida,2018,28.96,71.05,-42.09
Cañete la Real,2018,74.59,25.4,49.19
Carratraca,2018,63.51,36.47,27.04
Cartajima,2018,39.59,60.42,-20.83
Cártama,2018,48.33,51.49,-3.16
Casabermeja,2018,65.15,34.71,30.44
Casarabonela,2018,48.4,51.43,-3.03
Casares,2018,57.3,42.19,15.11
Coín,2018,38.65,61.19,-22.54
Colmenar,2018,54.22,45.54,8.68
Comares,2018,39.32,60.67,-21.35
Cómpeta,2018,40.57,59.13,-18.56
Cortes de la Frontera,2018,50.02,49.84,0.18
Cuevas Bajas,2018,80.66,19.32,61.34
Cuevas de San Marcos,2018,70.13,29.88,40.25
Cuevas del Becerro,2018,84.8,15.18,69.62
