,Municipio,variable,value
4068,Benaoján,noviembre_2008,2.95
4069,Bélmez de la Moraleda,noviembre_2008,2.57
4070,Cala,noviembre_2008,2.67
4071,Campotéjar,noviembre_2008,2.4
4072,Canjáyar,noviembre_2008,1.83
4073,Cardeña,noviembre_2008,2.61
4074,Castilléjar,noviembre_2008,2.4
4075,Chiclana de Segura,noviembre_2008,11.14
4076,Chilluévar,noviembre_2008,2.43
4077,Chimeneas,noviembre_2008,5.4
4078,Chirivel,noviembre_2008,1.69
4079,Colomera,noviembre_2008,3.58
4080,Comares,noviembre_2008,1.4
4081,Coripe,noviembre_2008,6.32
4082,Cortes y Graena,noviembre_2008,0.66
4083,Cuevas Bajas,noviembre_2008,3.55
4084,Cuevas del Becerro,noviembre_2008,2.97
4085,Cádiar,noviembre_2008,0.85
4086,Cárcheles,noviembre_2008,1.07
4087,Darro,noviembre_2008,3.32
4088,Dílar,noviembre_2008,0.71
4089,El Castillo de las Guardas,noviembre_2008,2.24
4090,El Gastor,noviembre_2008,4.31
4091,El Pinar,noviembre_2008,2.66
4092,El Real de la Jara,noviembre_2008,1.53
4093,El Ronquillo,noviembre_2008,2.25
4094,El Valle,noviembre_2008,5.67
4095,Encinasola,noviembre_2008,3.66
4096,Fonelas,noviembre_2008,6.95
4097,Frailes,noviembre_2008,4.79
4098,Freila,noviembre_2008,2.4
4099,Fuerte del Rey,noviembre_2008,6.54
4100,Galaroza,noviembre_2008,2.29
4101,Galera,noviembre_2008,3.7
4102,Gaucín,noviembre_2008,2.27
4103,Guadalcázar,noviembre_2008,24.89
4104,Gérgal,noviembre_2008,4.71
4105,Higuera de la Sierra,noviembre_2008,2.74
4106,Huéneja,noviembre_2008,2.11
4107,Huétor de Santillán,noviembre_2008,0.99
4108,Istán,noviembre_2008,0.58
4109,Iznatoraf,noviembre_2008,3.64
4110,Jayena,noviembre_2008,3.13
4111,Jerez del Marquesado,noviembre_2008,1.47
4112,Jimena,noviembre_2008,7.7
4113,La Iruela,noviembre_2008,3.93
4114,La Malahá,noviembre_2008,1.53
4115,La Peza,noviembre_2008,0.87
4116,La Victoria,noviembre_2008,3.99
4117,Lahiguera,noviembre_2008,5.34
4118,Las Navas de la Concepción,noviembre_2008,8.83
4119,Los Guajares,noviembre_2008,2.12
4120,Lubrín,noviembre_2008,1.12
4121,Lupión,noviembre_2008,1.23
4122,Láujar de Andarax,noviembre_2008,1.74
4123,María,noviembre_2008,2.63
4124,Moclinejo,noviembre_2008,1.5
4125,Montejaque,noviembre_2008,0.7
4126,Montillana,noviembre_2008,4.07
4127,Montizón,noviembre_2008,5.22
4128,Nevada,noviembre_2008,1.24
4129,Obejo,noviembre_2008,4.5
4130,Orce,noviembre_2008,3.46
4131,Otívar,noviembre_2008,2.1
4132,Palenciana,noviembre_2008,3.68
4133,Paymogo,noviembre_2008,2.68
4134,Pedro Martínez,noviembre_2008,5.07
4135,Pedroche,noviembre_2008,1.54
4136,Pinos Genil,noviembre_2008,0.48
4137,Polopos,noviembre_2008,2.96
4138,Purchena,noviembre_2008,1.55
4139,Píñar,noviembre_2008,2.68
4140,Quéntar,noviembre_2008,0.93
4141,Rioja,noviembre_2008,1.06
4142,Rosal de la Frontera,noviembre_2008,2.28
4143,Santa Bárbara de Casa,noviembre_2008,3.37
4144,Santa Elena,noviembre_2008,3.69
4145,Santa Eufemia,noviembre_2008,1.54
4146,Sayalonga,noviembre_2008,2.02
4147,Segura de la Sierra,noviembre_2008,7.15
4148,Sorihuela del Guadalimar,noviembre_2008,4.72
4149,Taberno,noviembre_2008,1.32
4150,Torre-Cardela,noviembre_2008,2.8
4151,Torrecampo,noviembre_2008,1.75
4152,Torres,noviembre_2008,4.56
4153,Valenzuela,noviembre_2008,1.72
4154,Villamena,noviembre_2008,1.74
4155,Villanueva de San Juan,noviembre_2008,2.05
4156,Villanueva de Tapia,noviembre_2008,4.55
4157,Villanueva del Duque,noviembre_2008,0.73
4158,Villanueva del Rey,noviembre_2008,0.17
4159,Villaralto,noviembre_2008,4.91
4160,Villardompardo,noviembre_2008,5.26
4161,Viñuela,noviembre_2008,3.19
4162,Zagra,noviembre_2008,3.91
4163,Zahara,noviembre_2008,8.34
4164,Ítrabo,noviembre_2008,1.69
4165,Abla,diciembre_2008,1.46
4166,Abrucena,diciembre_2008,0.95
4167,Aguadulce,diciembre_2008,9.75
4168,Alanís,diciembre_2008,4.02
4169,Albanchez de Mágina,diciembre_2008,13.05
4170,Albuñuelas,diciembre_2008,3.47
4171,Alcaracejos,diciembre_2008,4.07
4172,Alcaucín,diciembre_2008,1.01
4173,Alfarnate,diciembre_2008,2.86
4174,Algar,diciembre_2008,2.56
4175,Algámitas,diciembre_2008,5.44
4176,Almadén de la Plata,diciembre_2008,2.69
4177,Almonaster la Real,diciembre_2008,8.22
4178,Almáchar,diciembre_2008,2.64
4179,Alpujarra de la Sierra,diciembre_2008,3.44
4180,Arenas,diciembre_2008,2.81
4181,Arquillos,diciembre_2008,30.1
4182,Arroyomolinos de León,diciembre_2008,1.89
4183,Añora,diciembre_2008,2.28
4184,Beas de Granada,diciembre_2008,0.09
4185,Benalúa de las Villas,diciembre_2008,9.45
4186,Benamargosa,diciembre_2008,2.98
4187,Benaoján,diciembre_2008,2.7
4188,Bélmez de la Moraleda,diciembre_2008,10.71
4189,Cala,diciembre_2008,4.35
4190,Campotéjar,diciembre_2008,8.32
4191,Canjáyar,diciembre_2008,1.44
4192,Cardeña,diciembre_2008,1.74
4193,Castilléjar,diciembre_2008,2.22
4194,Chiclana de Segura,diciembre_2008,43.97
4195,Chilluévar,diciembre_2008,33.98
4196,Chimeneas,diciembre_2008,11.41
4197,Chirivel,diciembre_2008,1.36
4198,Colomera,diciembre_2008,9.54
4199,Comares,diciembre_2008,1.53
4200,Coripe,diciembre_2008,2.34
4201,Cortes y Graena,diciembre_2008,0.94
4202,Cuevas Bajas,diciembre_2008,2.8
4203,Cuevas del Becerro,diciembre_2008,2.53
4204,Cádiar,diciembre_2008,1.89
4205,Cárcheles,diciembre_2008,14.15
4206,Darro,diciembre_2008,0.81
4207,Dílar,diciembre_2008,0.89
4208,El Castillo de las Guardas,diciembre_2008,1.74
4209,El Gastor,diciembre_2008,3.89
4210,El Pinar,diciembre_2008,1.33
4211,El Real de la Jara,diciembre_2008,0.92
4212,El Ronquillo,diciembre_2008,1.89
4213,El Valle,diciembre_2008,5.5
4214,Encinasola,diciembre_2008,3.72
4215,Fonelas,diciembre_2008,2.82
4216,Frailes,diciembre_2008,8.53
4217,Freila,diciembre_2008,2.66
4218,Fuerte del Rey,diciembre_2008,27.53
4219,Galaroza,diciembre_2008,2.16
4220,Galera,diciembre_2008,3.0
4221,Gaucín,diciembre_2008,1.92
4222,Guadalcázar,diciembre_2008,21.45
4223,Gérgal,diciembre_2008,1.87
4224,Higuera de la Sierra,diciembre_2008,2.6
4225,Huéneja,diciembre_2008,1.22
4226,Huétor de Santillán,diciembre_2008,0.61
4227,Istán,diciembre_2008,1.08
4228,Iznatoraf,diciembre_2008,52.04
4229,Jayena,diciembre_2008,3.13
4230,Jerez del Marquesado,diciembre_2008,1.28
4231,Jimena,diciembre_2008,23.44
4232,La Iruela,diciembre_2008,7.91
4233,La Malahá,diciembre_2008,0.96
4234,La Peza,diciembre_2008,0.14
4235,La Victoria,diciembre_2008,5.3
4236,Lahiguera,diciembre_2008,31.98
4237,Las Navas de la Concepción,diciembre_2008,5.46
4238,Los Guajares,diciembre_2008,1.75
4239,Lubrín,diciembre_2008,0.78
4240,Lupión,diciembre_2008,23.49
4241,Láujar de Andarax,diciembre_2008,1.12
4242,María,diciembre_2008,0.88
4243,Moclinejo,diciembre_2008,3.72
4244,Montejaque,diciembre_2008,0.7
4245,Montillana,diciembre_2008,16.57
4246,Montizón,diciembre_2008,20.87
4247,Nevada,diciembre_2008,3.97
4248,Obejo,diciembre_2008,3.29
4249,Orce,diciembre_2008,1.84
4250,Otívar,diciembre_2008,2.97
4251,Palenciana,diciembre_2008,8.74
4252,Paymogo,diciembre_2008,2.91
4253,Pedro Martínez,diciembre_2008,4.02
4254,Pedroche,diciembre_2008,1.72
4255,Pinos Genil,diciembre_2008,1.2
4256,Polopos,diciembre_2008,2.9
4257,Purchena,diciembre_2008,2.27
4258,Píñar,diciembre_2008,7.32
4259,Quéntar,diciembre_2008,0.65
4260,Rioja,diciembre_2008,0.14
4261,Rosal de la Frontera,diciembre_2008,2.28
4262,Santa Bárbara de Casa,diciembre_2008,3.45
4263,Santa Elena,diciembre_2008,7.48
4264,Santa Eufemia,diciembre_2008,1.33
4265,Sayalonga,diciembre_2008,3.33
4266,Segura de la Sierra,diciembre_2008,16.41
4267,Sorihuela del Guadalimar,diciembre_2008,25.67
4268,Taberno,diciembre_2008,0.62
4269,Torre-Cardela,diciembre_2008,2.5
4270,Torrecampo,diciembre_2008,0.91
4271,Torres,diciembre_2008,13.62
4272,Valenzuela,diciembre_2008,17.48
4273,Villamena,diciembre_2008,1.35
4274,Villanueva de San Juan,diciembre_2008,2.05
4275,Villanueva de Tapia,diciembre_2008,4.19
4276,Villanueva del Duque,diciembre_2008,1.33
4277,Villanueva del Rey,diciembre_2008,2.4
4278,Villaralto,diciembre_2008,3.13
4279,Villardompardo,diciembre_2008,31.93
4280,Viñuela,diciembre_2008,2.28
4281,Zagra,diciembre_2008,5.81
4282,Zahara,diciembre_2008,8.21
4283,Ítrabo,diciembre_2008,2.05
4284,Abla,enero_2009,1.06
4285,Abrucena,enero_2009,2.01
4286,Aguadulce,enero_2009,9.51
4287,Alanís,enero_2009,3.17
4288,Albanchez de Mágina,enero_2009,11.32
4289,Albuñuelas,enero_2009,3.94
4290,Alcaracejos,enero_2009,6.28
4291,Alcaucín,enero_2009,1.4
4292,Alfarnate,enero_2009,3.78
4293,Algar,enero_2009,4.15
4294,Algámitas,enero_2009,6.68
4295,Almadén de la Plata,enero_2009,2.61
4296,Almonaster la Real,enero_2009,9.2
4297,Almáchar,enero_2009,2.6
4298,Alpujarra de la Sierra,enero_2009,2.69
4299,Arenas,enero_2009,5.25
4300,Arquillos,enero_2009,18.08
4301,Arroyomolinos de León,enero_2009,3.17
4302,Añora,enero_2009,3.59
4303,Beas de Granada,enero_2009,0.67
4304,Benalúa de las Villas,enero_2009,17.02
4305,Benamargosa,enero_2009,1.1
4306,Benaoján,enero_2009,3.18
4307,Bélmez de la Moraleda,enero_2009,8.67
4308,Cala,enero_2009,2.41
4309,Campotéjar,enero_2009,11.69
4310,Canjáyar,enero_2009,1.26
4311,Cardeña,enero_2009,2.06
4312,Castilléjar,enero_2009,3.03
4313,Chiclana de Segura,enero_2009,44.96
4314,Chilluévar,enero_2009,22.27
4315,Chimeneas,enero_2009,11.02
4316,Chirivel,enero_2009,2.1
4317,Colomera,enero_2009,12.88
4318,Comares,enero_2009,1.76
4319,Coripe,enero_2009,2.67
4320,Cortes y Graena,enero_2009,2.89
4321,Cuevas Bajas,enero_2009,3.23
4322,Cuevas del Becerro,enero_2009,3.89
4323,Cádiar,enero_2009,2.2
4324,Cárcheles,enero_2009,9.04
4325,Darro,enero_2009,3.34
4326,Dílar,enero_2009,2.43
4327,El Castillo de las Guardas,enero_2009,2.6
4328,El Gastor,enero_2009,4.41
4329,El Pinar,enero_2009,1.83
4330,El Real de la Jara,enero_2009,1.17
4331,El Ronquillo,enero_2009,3.02
4332,El Valle,enero_2009,6.47
4333,Encinasola,enero_2009,3.13
4334,Fonelas,enero_2009,3.31
4335,Frailes,enero_2009,11.8
4336,Freila,enero_2009,2.61
4337,Fuerte del Rey,enero_2009,10.86
4338,Galaroza,enero_2009,4.2
4339,Galera,enero_2009,2.71
4340,Gaucín,enero_2009,2.75
4341,Guadalcázar,enero_2009,13.82
4342,Gérgal,enero_2009,1.63
4343,Higuera de la Sierra,enero_2009,5.71
4344,Huéneja,enero_2009,3.16
4345,Huétor de Santillán,enero_2009,1.26
4346,Istán,enero_2009,0.4
4347,Iznatoraf,enero_2009,40.83
4348,Jayena,enero_2009,5.71
4349,Jerez del Marquesado,enero_2009,1.17
4350,Jimena,enero_2009,12.7
4351,La Iruela,enero_2009,6.35
4352,La Malahá,enero_2009,2.59
4353,La Peza,enero_2009,0.37
4354,La Victoria,enero_2009,5.23
4355,Lahiguera,enero_2009,42.95
4356,Las Navas de la Concepción,enero_2009,2.29
4357,Los Guajares,enero_2009,3.78
4358,Lubrín,enero_2009,1.48
4359,Lupión,enero_2009,8.56
4360,Láujar de Andarax,enero_2009,1.17
4361,María,enero_2009,0.96
4362,Moclinejo,enero_2009,2.23
4363,Montejaque,enero_2009,0.89
4364,Montillana,enero_2009,17.79
4365,Montizón,enero_2009,41.75
4366,Nevada,enero_2009,2.73
4367,Obejo,enero_2009,1.66
4368,Orce,enero_2009,2.7
4369,Otívar,enero_2009,1.74
4370,Palenciana,enero_2009,5.66
4371,Paymogo,enero_2009,0.68
4372,Pedro Martínez,enero_2009,3.2
4373,Pedroche,enero_2009,2.4
4374,Pinos Genil,enero_2009,1.19
4375,Polopos,enero_2009,3.35
4376,Purchena,enero_2009,1.79
4377,Píñar,enero_2009,9.26
4378,Quéntar,enero_2009,2.25
4379,Rioja,enero_2009,0.58
4380,Rosal de la Frontera,enero_2009,7.72
4381,Santa Bárbara de Casa,enero_2009,1.81
4382,Santa Elena,enero_2009,3.97
4383,Santa Eufemia,enero_2009,0.83
4384,Sayalonga,enero_2009,0.7
4385,Segura de la Sierra,enero_2009,6.91
4386,Sorihuela del Guadalimar,enero_2009,22.13
4387,Taberno,enero_2009,1.06
4388,Torre-Cardela,enero_2009,4.95
4389,Torrecampo,enero_2009,2.69
4390,Torres,enero_2009,3.91
4391,Valenzuela,enero_2009,28.79
4392,Villamena,enero_2009,0.97
4393,Villanueva de San Juan,enero_2009,2.76
4394,Villanueva de Tapia,enero_2009,7.74
4395,Villanueva del Duque,enero_2009,1.1
4396,Villanueva del Rey,enero_2009,3.07
4397,Villaralto,enero_2009,2.03
4398,Villardompardo,enero_2009,12.28
4399,Viñuela,enero_2009,1.81
4400,Zagra,enero_2009,9.81
4401,Zahara,enero_2009,4.82
4402,Ítrabo,enero_2009,1.93
4403,Abla,febrero_2009,1.99
4404,Abrucena,febrero_2009,0.75
4405,Aguadulce,febrero_2009,5.51
4406,Alanís,febrero_2009,2.53
4407,Albanchez de Mágina,febrero_2009,9.93
4408,Albuñuelas,febrero_2009,3.25
4409,Alcaracejos,febrero_2009,3.66
4410,Alcaucín,febrero_2009,1.01
4411,Alfarnate,febrero_2009,7.34
4412,Algar,febrero_2009,2.14
4413,Algámitas,febrero_2009,8.36
4414,Almadén de la Plata,febrero_2009,4.17
4415,Almonaster la Real,febrero_2009,6.93
4416,Almáchar,febrero_2009,3.07
4417,Alpujarra de la Sierra,febrero_2009,2.95
4418,Arenas,febrero_2009,3.81
4419,Arquillos,febrero_2009,9.48
4420,Arroyomolinos de León,febrero_2009,2.4
4421,Añora,febrero_2009,1.43
4422,Beas de Granada,febrero_2009,1.05
4423,Benalúa de las Villas,febrero_2009,8.09
4424,Benamargosa,febrero_2009,2.21
4425,Benaoján,febrero_2009,3.68
4426,Bélmez de la Moraleda,febrero_2009,4.96
4427,Cala,febrero_2009,2.26
4428,Campotéjar,febrero_2009,11.2
4429,Canjáyar,febrero_2009,1.26
4430,Cardeña,febrero_2009,1.24
4431,Castilléjar,febrero_2009,3.03
4432,Chiclana de Segura,febrero_2009,38.13
4433,Chilluévar,febrero_2009,19.82
4434,Chimeneas,febrero_2009,10.29
4435,Chirivel,febrero_2009,0.97
4436,Colomera,febrero_2009,12.05
4437,Comares,febrero_2009,0.57
4438,Coripe,febrero_2009,3.08
4439,Cortes y Graena,febrero_2009,1.35
4440,Cuevas Bajas,febrero_2009,4.06
4441,Cuevas del Becerro,febrero_2009,4.05
4442,Cádiar,febrero_2009,1.1
4443,Cárcheles,febrero_2009,5.98
4444,Darro,febrero_2009,3.27
4445,Dílar,febrero_2009,1.1
4446,El Castillo de las Guardas,febrero_2009,1.92
4447,El Gastor,febrero_2009,4.73
4448,El Pinar,febrero_2009,2.31
4449,El Real de la Jara,febrero_2009,0.92
4450,El Ronquillo,febrero_2009,1.62
4451,El Valle,febrero_2009,7.0
4452,Encinasola,febrero_2009,2.76
4453,Fonelas,febrero_2009,2.42
4454,Frailes,febrero_2009,12.53
4455,Freila,febrero_2009,3.25
4456,Fuerte del Rey,febrero_2009,9.31
4457,Galaroza,febrero_2009,1.98
4458,Galera,febrero_2009,4.07
4459,Gaucín,febrero_2009,2.75
4460,Guadalcázar,febrero_2009,15.54
4461,Gérgal,febrero_2009,3.43
4462,Higuera de la Sierra,febrero_2009,1.53
4463,Huéneja,febrero_2009,2.41
4464,Huétor de Santillán,febrero_2009,0.77
4465,Istán,febrero_2009,1.07
4466,Iznatoraf,febrero_2009,22.67
4467,Jayena,febrero_2009,5.63
4468,Jerez del Marquesado,febrero_2009,1.26
4469,Jimena,febrero_2009,5.46
4470,La Iruela,febrero_2009,6.5
4471,La Malahá,febrero_2009,1.1
4472,La Peza,febrero_2009,0.66
4473,La Victoria,febrero_2009,2.82
4474,Lahiguera,febrero_2009,26.3
4475,Las Navas de la Concepción,febrero_2009,2.23
4476,Los Guajares,febrero_2009,2.65
4477,Lubrín,febrero_2009,0.74
4478,Lupión,febrero_2009,4.38
4479,Láujar de Andarax,febrero_2009,2.78
4480,María,febrero_2009,1.64
4481,Moclinejo,febrero_2009,2.95
4482,Montejaque,febrero_2009,3.37
4483,Montillana,febrero_2009,12.81
4484,Montizón,febrero_2009,31.09
4485,Nevada,febrero_2009,3.32
4486,Obejo,febrero_2009,2.19
4487,Orce,febrero_2009,2.18
4488,Otívar,febrero_2009,1.04
4489,Palenciana,febrero_2009,4.97
4490,Paymogo,febrero_2009,1.29
4491,Pedro Martínez,febrero_2009,3.28
4492,Pedroche,febrero_2009,2.69
4493,Pinos Genil,febrero_2009,0.95
4494,Polopos,febrero_2009,2.53
4495,Purchena,febrero_2009,0.86
4496,Píñar,febrero_2009,12.02
4497,Quéntar,febrero_2009,3.57
4498,Rioja,febrero_2009,1.15
4499,Rosal de la Frontera,febrero_2009,1.7
4500,Santa Bárbara de Casa,febrero_2009,0.69
4501,Santa Elena,febrero_2009,1.65
4502,Santa Eufemia,febrero_2009,1.25
4503,Sayalonga,febrero_2009,3.2
4504,Segura de la Sierra,febrero_2009,7.01
4505,Sorihuela del Guadalimar,febrero_2009,10.58
4506,Taberno,febrero_2009,0.18
4507,Torre-Cardela,febrero_2009,3.3
4508,Torrecampo,febrero_2009,2.23
4509,Torres,febrero_2009,5.17
4510,Valenzuela,febrero_2009,15.46
4511,Villamena,febrero_2009,1.75
4512,Villanueva de San Juan,febrero_2009,1.81
4513,Villanueva de Tapia,febrero_2009,12.6
4514,Villanueva del Duque,febrero_2009,1.77
4515,Villanueva del Rey,febrero_2009,0.83
4516,Villaralto,febrero_2009,2.4
4517,Villardompardo,febrero_2009,3.45
4518,Viñuela,febrero_2009,1.35
4519,Zagra,febrero_2009,15.29
4520,Zahara,febrero_2009,7.2
4521,Ítrabo,febrero_2009,1.32
4522,Abla,marzo_2009,1.26
4523,Abrucena,marzo_2009,2.01
4524,Aguadulce,marzo_2009,5.46
4525,Alanís,marzo_2009,3.43
4526,Albanchez de Mágina,marzo_2009,7.57
4527,Albuñuelas,marzo_2009,4.24
4528,Alcaracejos,marzo_2009,2.16
4529,Alcaucín,marzo_2009,1.01
4530,Alfarnate,marzo_2009,4.38
4531,Algar,marzo_2009,3.24
4532,Algámitas,marzo_2009,5.58
4533,Almadén de la Plata,marzo_2009,5.54
4534,Almonaster la Real,marzo_2009,5.95
4535,Almáchar,marzo_2009,2.22
4536,Alpujarra de la Sierra,marzo_2009,3.82
4537,Arenas,marzo_2009,3.45
4538,Arquillos,marzo_2009,5.17
4539,Arroyomolinos de León,marzo_2009,2.21
4540,Añora,marzo_2009,2.48
4541,Beas de Granada,marzo_2009,0.48
4542,Benalúa de las Villas,marzo_2009,14.78
4543,Benamargosa,marzo_2009,1.53
4544,Benaoján,marzo_2009,2.43
4545,Bélmez de la Moraleda,marzo_2009,6.38
4546,Cala,marzo_2009,6.86
4547,Campotéjar,marzo_2009,6.62
4548,Canjáyar,marzo_2009,2.59
4549,Cardeña,marzo_2009,2.89
4550,Castilléjar,marzo_2009,3.66
4551,Chiclana de Segura,marzo_2009,11.79
4552,Chilluévar,marzo_2009,16.69
4553,Chimeneas,marzo_2009,13.34
4554,Chirivel,marzo_2009,2.1
4555,Colomera,marzo_2009,13.2
4556,Comares,marzo_2009,1.51
4557,Coripe,marzo_2009,2.53
4558,Cortes y Graena,marzo_2009,1.64
4559,Cuevas Bajas,marzo_2009,5.23
4560,Cuevas del Becerro,marzo_2009,4.11
4561,Cádiar,marzo_2009,1.29
4562,Cárcheles,marzo_2009,3.79
4563,Darro,marzo_2009,3.34
4564,Dílar,marzo_2009,1.1
4565,El Castillo de las Guardas,marzo_2009,1.92
4566,El Gastor,marzo_2009,5.27
4567,El Pinar,marzo_2009,2.5
4568,El Real de la Jara,marzo_2009,0.92
4569,El Ronquillo,marzo_2009,2.39
4570,El Valle,marzo_2009,8.75
4571,Encinasola,marzo_2009,3.57
4572,Fonelas,marzo_2009,6.35
4573,Frailes,marzo_2009,8.84
4574,Freila,marzo_2009,3.34
4575,Fuerte del Rey,marzo_2009,10.12
4576,Galaroza,marzo_2009,2.04
4577,Galera,marzo_2009,3.25
4578,Gaucín,marzo_2009,2.75
4579,Guadalcázar,marzo_2009,14.94
4580,Gérgal,marzo_2009,3.79
4581,Higuera de la Sierra,marzo_2009,3.27
4582,Huéneja,marzo_2009,2.0
4583,Huétor de Santillán,marzo_2009,1.48
4584,Istán,marzo_2009,0.4
4585,Iznatoraf,marzo_2009,17.16
4586,Jayena,marzo_2009,6.69
4587,Jerez del Marquesado,marzo_2009,2.25
4588,Jimena,marzo_2009,2.73
4589,La Iruela,marzo_2009,5.99
4590,La Malahá,marzo_2009,1.77
4591,La Peza,marzo_2009,0.81
4592,La Victoria,marzo_2009,2.46
4593,Lahiguera,marzo_2009,10.66
4594,Las Navas de la Concepción,marzo_2009,2.0
4595,Los Guajares,marzo_2009,1.93
4596,Lubrín,marzo_2009,1.09
4597,Lupión,marzo_2009,1.63
4598,Láujar de Andarax,marzo_2009,0.78
4599,María,marzo_2009,3.69
4600,Moclinejo,marzo_2009,1.91
4601,Montejaque,marzo_2009,1.19
4602,Montillana,marzo_2009,11.73
4603,Montizón,marzo_2009,18.17
4604,Nevada,marzo_2009,3.83
4605,Obejo,marzo_2009,1.44
4606,Orce,marzo_2009,2.7
4607,Otívar,marzo_2009,2.17
4608,Palenciana,marzo_2009,3.52
4609,Paymogo,marzo_2009,0.83
4610,Pedro Martínez,marzo_2009,4.32
4611,Pedroche,marzo_2009,1.68
4612,Pinos Genil,marzo_2009,0.71
4613,Polopos,marzo_2009,2.69
4614,Purchena,marzo_2009,3.86
4615,Píñar,marzo_2009,13.09
4616,Quéntar,marzo_2009,1.13
4617,Rioja,marzo_2009,1.87
4618,Rosal de la Frontera,marzo_2009,2.55
4619,Santa Bárbara de Casa,marzo_2009,1.29
4620,Santa Elena,marzo_2009,2.13
4621,Santa Eufemia,marzo_2009,2.29
4622,Sayalonga,marzo_2009,1.79
4623,Segura de la Sierra,marzo_2009,10.08
4624,Sorihuela del Guadalimar,marzo_2009,11.63
4625,Taberno,marzo_2009,1.5
4626,Torre-Cardela,marzo_2009,3.81
4627,Torrecampo,marzo_2009,3.23
4628,Torres,marzo_2009,2.95
4629,Valenzuela,marzo_2009,8.68
4630,Villamena,marzo_2009,3.7
4631,Villanueva de San Juan,marzo_2009,3.12
4632,Villanueva de Tapia,marzo_2009,15.12
4633,Villanueva del Duque,marzo_2009,2.63
4634,Villanueva del Rey,marzo_2009,0.83
4635,Villaralto,marzo_2009,3.6
4636,Villardompardo,marzo_2009,4.06
4637,Viñuela,marzo_2009,3.36
4638,Zagra,marzo_2009,17.98
4639,Zahara,marzo_2009,9.39
4640,Ítrabo,marzo_2009,1.93
4641,Abla,abril_2009,1.0
4642,Abrucena,abril_2009,3.43
4643,Aguadulce,abril_2009,4.24
4644,Alanís,abril_2009,3.91
4645,Albanchez de Mágina,abril_2009,2.93
4646,Albuñuelas,abril_2009,3.45
4647,Alcaracejos,abril_2009,1.31
4648,Alcaucín,abril_2009,1.24
4649,Alfarnate,abril_2009,4.45
4650,Algar,abril_2009,3.5
4651,Algámitas,abril_2009,8.14
4652,Almadén de la Plata,abril_2009,3.07
4653,Almonaster la Real,abril_2009,3.73
4654,Almáchar,abril_2009,2.65
4655,Alpujarra de la Sierra,abril_2009,4.08
4656,Arenas,abril_2009,3.74
4657,Arquillos,abril_2009,3.12
4658,Arroyomolinos de León,abril_2009,2.12
4659,Añora,abril_2009,1.89
4660,Beas de Granada,abril_2009,0.38
4661,Benalúa de las Villas,abril_2009,7.53
4662,Benamargosa,abril_2009,2.45
4663,Benaoján,abril_2009,2.31
4664,Bélmez de la Moraleda,abril_2009,3.55
4665,Cala,abril_2009,3.39
4666,Campotéjar,abril_2009,3.03
4667,Canjáyar,abril_2009,1.06
4668,Cardeña,abril_2009,0.59
4669,Castilléjar,abril_2009,2.78
4670,Chiclana de Segura,abril_2009,7.64
4671,Chilluévar,abril_2009,9.03
4672,Chimeneas,abril_2009,6.64
4673,Chirivel,abril_2009,2.16
4674,Colomera,abril_2009,5.74
4675,Comares,abril_2009,1.07
4676,Coripe,abril_2009,3.08
4677,Cortes y Graena,abril_2009,2.12
4678,Cuevas Bajas,abril_2009,3.44
4679,Cuevas del Becerro,abril_2009,2.28
4680,Cádiar,abril_2009,1.9
4681,Cárcheles,abril_2009,4.12
4682,Darro,abril_2009,2.52
4683,Dílar,abril_2009,0.52
4684,El Castillo de las Guardas,abril_2009,3.1
4685,El Gastor,abril_2009,4.57
4686,El Pinar,abril_2009,1.44
4687,El Real de la Jara,abril_2009,0.92
4688,El Ronquillo,abril_2009,1.62
4689,El Valle,abril_2009,5.86
4690,Encinasola,abril_2009,1.75
4691,Fonelas,abril_2009,2.24
4692,Frailes,abril_2009,3.91
4693,Freila,abril_2009,1.89
4694,Fuerte del Rey,abril_2009,2.88
4695,Galaroza,abril_2009,2.53
4696,Galera,abril_2009,4.16
4697,Gaucín,abril_2009,1.97
4698,Guadalcázar,abril_2009,9.22
4699,Gérgal,abril_2009,3.61
4700,Higuera de la Sierra,abril_2009,2.3
4701,Huéneja,abril_2009,1.25
4702,Huétor de Santillán,abril_2009,0.82
4703,Istán,abril_2009,0.53
4704,Iznatoraf,abril_2009,5.24
4705,Jayena,abril_2009,6.53
4706,Jerez del Marquesado,abril_2009,2.61
4707,Jimena,abril_2009,1.3
4708,La Iruela,abril_2009,5.99
4709,La Malahá,abril_2009,0.83
4710,La Peza,abril_2009,0.81
4711,La Victoria,abril_2009,1.78
4712,Lahiguera,abril_2009,5.57
4713,Las Navas de la Concepción,abril_2009,2.06
4714,Los Guajares,abril_2009,2.01
4715,Lubrín,abril_2009,0.97
4716,Lupión,abril_2009,1.63
4717,Láujar de Andarax,abril_2009,2.84
4718,María,abril_2009,2.05
4719,Moclinejo,abril_2009,0.64
4720,Montejaque,abril_2009,1.09
4721,Montillana,abril_2009,4.06
4722,Montizón,abril_2009,7.35
4723,Nevada,abril_2009,2.64
4724,Obejo,abril_2009,0.85
4725,Orce,abril_2009,3.68
4726,Otívar,abril_2009,1.3
4727,Palenciana,abril_2009,2.58
4728,Paymogo,abril_2009,0.68
4729,Pedro Martínez,abril_2009,2.85
4730,Pedroche,abril_2009,2.34
4731,Pinos Genil,abril_2009,0.63
4732,Polopos,abril_2009,3.08
4733,Purchena,abril_2009,1.04
