,Municipio,variable,value
11462,Cuevas del Becerro,enero_2014,11.62
11463,Cádiar,enero_2014,8.35
11464,Cárcheles,enero_2014,4.39
11465,Darro,enero_2014,7.99
11466,Dílar,enero_2014,9.21
11467,El Castillo de las Guardas,enero_2014,15.27
11468,El Gastor,enero_2014,12.48
11469,El Pinar,enero_2014,10.29
11470,El Real de la Jara,enero_2014,13.44
11471,El Ronquillo,enero_2014,12.47
11472,El Valle,enero_2014,5.43
11473,Encinasola,enero_2014,11.27
11474,Fonelas,enero_2014,6.76
11475,Frailes,enero_2014,3.03
11476,Freila,enero_2014,6.9
11477,Fuerte del Rey,enero_2014,5.56
11478,Galaroza,enero_2014,14.04
11479,Galera,enero_2014,11.16
11480,Gaucín,enero_2014,9.63
11481,Guadalcázar,enero_2014,11.53
11482,Gérgal,enero_2014,9.96
11483,Higuera de la Sierra,enero_2014,18.86
11484,Huéneja,enero_2014,8.47
11485,Huétor de Santillán,enero_2014,14.41
11486,Istán,enero_2014,10.19
11487,Iznatoraf,enero_2014,1.83
11488,Jayena,enero_2014,10.15
11489,Jerez del Marquesado,enero_2014,11.0
11490,Jimena,enero_2014,2.5
11491,La Iruela,enero_2014,5.57
11492,La Malahá,enero_2014,14.3
11493,La Peza,enero_2014,9.82
11494,La Victoria,enero_2014,9.69
11495,Lahiguera,enero_2014,2.16
11496,Las Navas de la Concepción,enero_2014,6.29
11497,Los Guajares,enero_2014,8.78
11498,Lubrín,enero_2014,6.29
11499,Lupión,enero_2014,3.57
11500,Láujar de Andarax,enero_2014,12.0
11501,María,enero_2014,5.78
11502,Moclinejo,enero_2014,10.83
11503,Montejaque,enero_2014,11.68
11504,Montillana,enero_2014,4.15
11505,Montizón,enero_2014,1.17
11506,Nevada,enero_2014,8.44
11507,Obejo,enero_2014,12.77
11508,Orce,enero_2014,5.85
11509,Otívar,enero_2014,10.74
11510,Palenciana,enero_2014,4.65
11511,Paymogo,enero_2014,14.78
11512,Pedro Martínez,enero_2014,6.43
11513,Pedroche,enero_2014,12.1
11514,Pinos Genil,enero_2014,9.59
11515,Polopos,enero_2014,5.09
11516,Purchena,enero_2014,12.82
11517,Píñar,enero_2014,6.56
11518,Quéntar,enero_2014,13.31
11519,Rioja,enero_2014,20.41
11520,Rosal de la Frontera,enero_2014,9.18
11521,Santa Bárbara de Casa,enero_2014,7.96
11522,Santa Elena,enero_2014,14.29
11523,Santa Eufemia,enero_2014,14.11
11524,Sayalonga,enero_2014,10.45
11525,Segura de la Sierra,enero_2014,5.3
11526,Sorihuela del Guadalimar,enero_2014,2.85
11527,Taberno,enero_2014,5.15
11528,Torre-Cardela,enero_2014,4.65
11529,Torrecampo,enero_2014,10.15
11530,Torres,enero_2014,3.02
11531,Valenzuela,enero_2014,1.27
11532,Villamena,enero_2014,9.88
11533,Villanueva de San Juan,enero_2014,8.99
11534,Villanueva de Tapia,enero_2014,4.92
11535,Villanueva del Duque,enero_2014,11.77
11536,Villanueva del Rey,enero_2014,15.06
11537,Villaralto,enero_2014,7.67
11538,Villardompardo,enero_2014,2.85
11539,Viñuela,enero_2014,8.85
11540,Zagra,enero_2014,3.67
11541,Zahara,enero_2014,12.05
11542,Ítrabo,enero_2014,8.48
11543,Abla,febrero_2014,8.42
11544,Abrucena,febrero_2014,6.5
11545,Aguadulce,febrero_2014,8.47
11546,Alanís,febrero_2014,8.52
11547,Albanchez de Mágina,febrero_2014,4.3
11548,Albuñuelas,febrero_2014,5.06
11549,Alcaracejos,febrero_2014,13.49
11550,Alcaucín,febrero_2014,7.91
11551,Alfarnate,febrero_2014,6.18
11552,Algar,febrero_2014,15.79
11553,Algámitas,febrero_2014,10.56
11554,Almadén de la Plata,febrero_2014,15.24
11555,Almonaster la Real,febrero_2014,10.74
11556,Almáchar,febrero_2014,10.0
11557,Alpujarra de la Sierra,febrero_2014,7.04
11558,Arenas,febrero_2014,8.27
11559,Arquillos,febrero_2014,5.47
11560,Arroyomolinos de León,febrero_2014,19.04
11561,Añora,febrero_2014,14.28
11562,Beas de Granada,febrero_2014,10.65
11563,Benalúa de las Villas,febrero_2014,4.73
11564,Benamargosa,febrero_2014,6.04
11565,Benaoján,febrero_2014,18.84
11566,Bélmez de la Moraleda,febrero_2014,7.08
11567,Cala,febrero_2014,19.21
11568,Campotéjar,febrero_2014,5.32
11569,Canjáyar,febrero_2014,11.14
11570,Cardeña,febrero_2014,8.09
11571,Castilléjar,febrero_2014,6.39
11572,Chiclana de Segura,febrero_2014,2.38
11573,Chilluévar,febrero_2014,2.28
11574,Chimeneas,febrero_2014,7.14
11575,Chirivel,febrero_2014,6.1
11576,Colomera,febrero_2014,5.45
11577,Comares,febrero_2014,5.92
11578,Coripe,febrero_2014,7.64
11579,Cortes y Graena,febrero_2014,11.53
11580,Cuevas Bajas,febrero_2014,6.71
11581,Cuevas del Becerro,febrero_2014,11.86
11582,Cádiar,febrero_2014,8.74
11583,Cárcheles,febrero_2014,4.8
11584,Darro,febrero_2014,9.06
11585,Dílar,febrero_2014,10.36
11586,El Castillo de las Guardas,febrero_2014,15.01
11587,El Gastor,febrero_2014,12.53
11588,El Pinar,febrero_2014,10.39
11589,El Real de la Jara,febrero_2014,13.68
11590,El Ronquillo,febrero_2014,11.56
11591,El Valle,febrero_2014,5.15
11592,Encinasola,febrero_2014,11.04
11593,Fonelas,febrero_2014,7.52
11594,Frailes,febrero_2014,3.46
11595,Freila,febrero_2014,7.11
11596,Fuerte del Rey,febrero_2014,5.49
11597,Galaroza,febrero_2014,13.24
11598,Galera,febrero_2014,10.48
11599,Gaucín,febrero_2014,10.29
11600,Guadalcázar,febrero_2014,11.35
11601,Gérgal,febrero_2014,10.25
11602,Higuera de la Sierra,febrero_2014,18.42
11603,Huéneja,febrero_2014,8.97
11604,Huétor de Santillán,febrero_2014,13.99
11605,Istán,febrero_2014,10.19
11606,Iznatoraf,febrero_2014,1.93
11607,Jayena,febrero_2014,10.97
11608,Jerez del Marquesado,febrero_2014,12.27
11609,Jimena,febrero_2014,4.2
11610,La Iruela,febrero_2014,4.99
11611,La Malahá,febrero_2014,14.68
11612,La Peza,febrero_2014,9.82
11613,La Victoria,febrero_2014,10.57
11614,Lahiguera,febrero_2014,2.05
11615,Las Navas de la Concepción,febrero_2014,6.77
11616,Los Guajares,febrero_2014,9.4
11617,Lubrín,febrero_2014,6.85
11618,Lupión,febrero_2014,4.11
11619,Láujar de Andarax,febrero_2014,12.31
11620,María,febrero_2014,5.93
11621,Moclinejo,febrero_2014,10.27
11622,Montejaque,febrero_2014,10.86
11623,Montillana,febrero_2014,4.23
11624,Montizón,febrero_2014,1.34
11625,Nevada,febrero_2014,7.83
11626,Obejo,febrero_2014,13.02
11627,Orce,febrero_2014,6.25
11628,Otívar,febrero_2014,10.56
11629,Palenciana,febrero_2014,5.92
11630,Paymogo,febrero_2014,13.96
11631,Pedro Martínez,febrero_2014,7.02
11632,Pedroche,febrero_2014,11.49
11633,Pinos Genil,febrero_2014,10.16
11634,Polopos,febrero_2014,5.25
11635,Purchena,febrero_2014,13.6
11636,Píñar,febrero_2014,7.37
11637,Quéntar,febrero_2014,13.0
11638,Rioja,febrero_2014,19.91
11639,Rosal de la Frontera,febrero_2014,9.18
11640,Santa Bárbara de Casa,febrero_2014,7.96
11641,Santa Elena,febrero_2014,16.48
11642,Santa Eufemia,febrero_2014,14.0
11643,Sayalonga,febrero_2014,10.38
11644,Segura de la Sierra,febrero_2014,6.29
11645,Sorihuela del Guadalimar,febrero_2014,3.16
11646,Taberno,febrero_2014,5.54
11647,Torre-Cardela,febrero_2014,4.53
11648,Torrecampo,febrero_2014,11.23
11649,Torres,febrero_2014,3.85
11650,Valenzuela,febrero_2014,1.27
11651,Villamena,febrero_2014,9.6
11652,Villanueva de San Juan,febrero_2014,9.31
11653,Villanueva de Tapia,febrero_2014,4.35
11654,Villanueva del Duque,febrero_2014,10.13
11655,Villanueva del Rey,febrero_2014,13.73
11656,Villaralto,febrero_2014,8.15
11657,Villardompardo,febrero_2014,3.32
11658,Viñuela,febrero_2014,8.43
11659,Zagra,febrero_2014,3.67
11660,Zahara,febrero_2014,12.88
11661,Ítrabo,febrero_2014,9.17
11662,Abla,marzo_2014,8.98
11663,Abrucena,marzo_2014,5.94
11664,Aguadulce,marzo_2014,9.26
11665,Alanís,marzo_2014,9.17
11666,Albanchez de Mágina,marzo_2014,5.18
11667,Albuñuelas,marzo_2014,5.4
11668,Alcaracejos,marzo_2014,13.82
11669,Alcaucín,marzo_2014,7.82
11670,Alfarnate,marzo_2014,5.09
11671,Algar,marzo_2014,15.45
11672,Algámitas,marzo_2014,10.03
11673,Almadén de la Plata,marzo_2014,15.1
11674,Almonaster la Real,marzo_2014,11.65
11675,Almáchar,marzo_2014,9.42
11676,Alpujarra de la Sierra,marzo_2014,7.42
11677,Arenas,marzo_2014,7.64
11678,Arquillos,marzo_2014,10.11
11679,Arroyomolinos de León,marzo_2014,18.14
11680,Añora,marzo_2014,14.08
11681,Beas de Granada,marzo_2014,10.95
11682,Benalúa de las Villas,marzo_2014,5.07
11683,Benamargosa,marzo_2014,6.85
11684,Benaoján,marzo_2014,19.24
11685,Bélmez de la Moraleda,marzo_2014,8.31
11686,Cala,marzo_2014,19.61
11687,Campotéjar,marzo_2014,6.15
11688,Canjáyar,marzo_2014,10.26
11689,Cardeña,marzo_2014,8.16
11690,Castilléjar,marzo_2014,6.66
11691,Chiclana de Segura,marzo_2014,2.38
11692,Chilluévar,marzo_2014,3.72
11693,Chimeneas,marzo_2014,9.3
11694,Chirivel,marzo_2014,6.16
11695,Colomera,marzo_2014,7.97
11696,Comares,marzo_2014,5.92
11697,Coripe,marzo_2014,7.49
11698,Cortes y Graena,marzo_2014,10.65
11699,Cuevas Bajas,marzo_2014,8.11
11700,Cuevas del Becerro,marzo_2014,11.68
11701,Cádiar,marzo_2014,8.74
11702,Cárcheles,marzo_2014,7.0
11703,Darro,marzo_2014,10.53
11704,Dílar,marzo_2014,10.14
11705,El Castillo de las Guardas,marzo_2014,14.04
11706,El Gastor,marzo_2014,11.98
11707,El Pinar,marzo_2014,9.99
11708,El Real de la Jara,marzo_2014,12.94
11709,El Ronquillo,marzo_2014,11.7
11710,El Valle,marzo_2014,5.91
11711,Encinasola,marzo_2014,10.43
11712,Fonelas,marzo_2014,7.71
11713,Frailes,marzo_2014,3.82
11714,Freila,marzo_2014,7.41
11715,Fuerte del Rey,marzo_2014,6.7
11716,Galaroza,marzo_2014,14.64
11717,Galera,marzo_2014,10.14
11718,Gaucín,marzo_2014,9.58
11719,Guadalcázar,marzo_2014,11.35
11720,Gérgal,marzo_2014,10.44
11721,Higuera de la Sierra,marzo_2014,17.9
11722,Huéneja,marzo_2014,9.39
11723,Huétor de Santillán,marzo_2014,14.41
11724,Istán,marzo_2014,10.11
11725,Iznatoraf,marzo_2014,2.5
11726,Jayena,marzo_2014,11.39
11727,Jerez del Marquesado,marzo_2014,11.78
11728,Jimena,marzo_2014,5.6
11729,La Iruela,marzo_2014,6.26
11730,La Malahá,marzo_2014,15.11
11731,La Peza,marzo_2014,10.77
11732,La Victoria,marzo_2014,10.27
11733,Lahiguera,marzo_2014,4.49
11734,Las Navas de la Concepción,marzo_2014,6.83
11735,Los Guajares,marzo_2014,9.22
11736,Lubrín,marzo_2014,7.41
11737,Lupión,marzo_2014,5.63
11738,Láujar de Andarax,marzo_2014,12.06
11739,María,marzo_2014,5.7
11740,Moclinejo,marzo_2014,10.27
11741,Montejaque,marzo_2014,9.44
11742,Montillana,marzo_2014,5.14
11743,Montizón,marzo_2014,2.5
11744,Nevada,marzo_2014,9.05
11745,Obejo,marzo_2014,12.23
11746,Orce,marzo_2014,6.33
11747,Otívar,marzo_2014,10.74
11748,Palenciana,marzo_2014,6.49
11749,Paymogo,marzo_2014,13.22
11750,Pedro Martínez,marzo_2014,7.36
11751,Pedroche,marzo_2014,11.31
11752,Pinos Genil,marzo_2014,10.45
11753,Polopos,marzo_2014,5.2
11754,Purchena,marzo_2014,12.64
11755,Píñar,marzo_2014,8.18
11756,Quéntar,marzo_2014,14.82
11757,Rioja,marzo_2014,19.13
11758,Rosal de la Frontera,marzo_2014,9.01
11759,Santa Bárbara de Casa,marzo_2014,7.04
11760,Santa Elena,marzo_2014,16.88
11761,Santa Eufemia,marzo_2014,14.0
11762,Sayalonga,marzo_2014,10.91
11763,Segura de la Sierra,marzo_2014,8.11
11764,Sorihuela del Guadalimar,marzo_2014,5.47
11765,Taberno,marzo_2014,5.54
11766,Torre-Cardela,marzo_2014,5.23
11767,Torrecampo,marzo_2014,11.15
11768,Torres,marzo_2014,5.71
11769,Valenzuela,marzo_2014,2.62
11770,Villamena,marzo_2014,9.6
11771,Villanueva de San Juan,marzo_2014,8.35
11772,Villanueva de Tapia,marzo_2014,4.67
11773,Villanueva del Duque,marzo_2014,11.01
11774,Villanueva del Rey,marzo_2014,13.01
11775,Villaralto,marzo_2014,7.83
11776,Villardompardo,marzo_2014,4.36
11777,Viñuela,marzo_2014,7.86
11778,Zagra,marzo_2014,3.45
11779,Zahara,marzo_2014,11.92
11780,Ítrabo,marzo_2014,8.48
11781,Abla,abril_2014,8.77
11782,Abrucena,abril_2014,5.86
11783,Aguadulce,abril_2014,9.35
11784,Alanís,abril_2014,8.95
11785,Albanchez de Mágina,abril_2014,5.44
11786,Albuñuelas,abril_2014,5.62
11787,Alcaracejos,abril_2014,12.64
11788,Alcaucín,abril_2014,8.11
11789,Alfarnate,abril_2014,6.59
11790,Algar,abril_2014,15.38
11791,Algámitas,abril_2014,9.65
11792,Almadén de la Plata,abril_2014,13.77
11793,Almonaster la Real,abril_2014,11.54
11794,Almáchar,abril_2014,8.73
11795,Alpujarra de la Sierra,abril_2014,7.23
11796,Arenas,abril_2014,7.8
11797,Arquillos,abril_2014,12.21
11798,Arroyomolinos de León,abril_2014,17.43
11799,Añora,abril_2014,14.15
11800,Beas de Granada,abril_2014,10.05
11801,Benalúa de las Villas,abril_2014,6.53
11802,Benamargosa,abril_2014,6.31
11803,Benaoján,abril_2014,17.99
11804,Bélmez de la Moraleda,abril_2014,8.95
11805,Cala,abril_2014,18.41
11806,Campotéjar,abril_2014,7.67
11807,Canjáyar,abril_2014,11.06
11808,Cardeña,abril_2014,7.29
11809,Castilléjar,abril_2014,6.32
11810,Chiclana de Segura,abril_2014,2.76
11811,Chilluévar,abril_2014,5.09
11812,Chimeneas,abril_2014,8.65
11813,Chirivel,abril_2014,6.1
11814,Colomera,abril_2014,8.87
11815,Comares,abril_2014,5.99
11816,Coripe,abril_2014,6.69
11817,Cortes y Graena,abril_2014,10.95
11818,Cuevas Bajas,abril_2014,8.94
11819,Cuevas del Becerro,abril_2014,12.93
11820,Cádiar,abril_2014,9.0
11821,Cárcheles,abril_2014,6.86
11822,Darro,abril_2014,10.46
11823,Dílar,abril_2014,9.42
11824,El Castillo de las Guardas,abril_2014,13.52
11825,El Gastor,abril_2014,13.64
11826,El Pinar,abril_2014,9.79
11827,El Real de la Jara,abril_2014,12.76
11828,El Ronquillo,abril_2014,11.56
11829,El Valle,abril_2014,5.72
11830,Encinasola,abril_2014,11.04
11831,Fonelas,abril_2014,8.19
11832,Frailes,abril_2014,4.31
11833,Freila,abril_2014,6.8
11834,Fuerte del Rey,abril_2014,7.28
11835,Galaroza,abril_2014,15.1
11836,Galera,abril_2014,10.06
11837,Gaucín,abril_2014,9.34
11838,Guadalcázar,abril_2014,11.1
11839,Gérgal,abril_2014,9.38
11840,Higuera de la Sierra,abril_2014,18.12
11841,Huéneja,abril_2014,8.47
11842,Huétor de Santillán,abril_2014,13.47
11843,Istán,abril_2014,9.9
11844,Iznatoraf,abril_2014,2.99
11845,Jayena,abril_2014,11.63
11846,Jerez del Marquesado,abril_2014,11.98
11847,Jimena,abril_2014,6.19
11848,La Iruela,abril_2014,7.82
11849,La Malahá,abril_2014,14.84
11850,La Peza,abril_2014,10.45
11851,La Victoria,abril_2014,10.02
11852,Lahiguera,abril_2014,4.55
11853,Las Navas de la Concepción,abril_2014,7.48
11854,Los Guajares,abril_2014,8.51
11855,Lubrín,abril_2014,7.03
11856,Lupión,abril_2014,8.55
11857,Láujar de Andarax,abril_2014,11.82
11858,María,abril_2014,5.7
11859,Moclinejo,abril_2014,10.27
11860,Montejaque,abril_2014,9.44
11861,Montillana,abril_2014,5.36
11862,Montizón,abril_2014,3.39
11863,Nevada,abril_2014,8.44
11864,Obejo,abril_2014,12.28
11865,Orce,abril_2014,5.14
11866,Otívar,abril_2014,9.84
11867,Palenciana,abril_2014,7.07
11868,Paymogo,abril_2014,11.66
11869,Pedro Martínez,abril_2014,7.7
11870,Pedroche,abril_2014,10.88
11871,Pinos Genil,abril_2014,10.66
11872,Polopos,abril_2014,5.47
11873,Purchena,abril_2014,13.0
11874,Píñar,abril_2014,8.43
11875,Quéntar,abril_2014,14.31
11876,Rioja,abril_2014,20.91
11877,Rosal de la Frontera,abril_2014,8.56
11878,Santa Bárbara de Casa,abril_2014,6.5
11879,Santa Elena,abril_2014,15.88
11880,Santa Eufemia,abril_2014,14.67
11881,Sayalonga,abril_2014,10.12
11882,Segura de la Sierra,abril_2014,7.64
11883,Sorihuela del Guadalimar,abril_2014,6.7
11884,Taberno,abril_2014,5.54
11885,Torre-Cardela,abril_2014,4.77
11886,Torrecampo,abril_2014,10.48
11887,Torres,abril_2014,5.01
11888,Valenzuela,abril_2014,2.78
11889,Villamena,abril_2014,9.13
11890,Villanueva de San Juan,abril_2014,7.88
11891,Villanueva de Tapia,abril_2014,5.69
11892,Villanueva del Duque,abril_2014,10.82
11893,Villanueva del Rey,abril_2014,13.28
11894,Villaralto,abril_2014,7.52
11895,Villardompardo,abril_2014,4.55
11896,Viñuela,abril_2014,7.6
11897,Zagra,abril_2014,4.57
11898,Zahara,abril_2014,12.19
11899,Ítrabo,abril_2014,7.5
11900,Abla,mayo_2014,8.56
11901,Abrucena,mayo_2014,6.02
11902,Aguadulce,mayo_2014,9.07
11903,Alanís,mayo_2014,10.43
11904,Albanchez de Mágina,mayo_2014,5.88
11905,Albuñuelas,mayo_2014,7.09
11906,Alcaracejos,mayo_2014,13.23
11907,Alcaucín,mayo_2014,8.35
11908,Alfarnate,mayo_2014,5.93
11909,Algar,mayo_2014,16.06
11910,Algámitas,mayo_2014,8.21
11911,Almadén de la Plata,mayo_2014,13.71
11912,Almonaster la Real,mayo_2014,10.63
11913,Almáchar,mayo_2014,10.53
11914,Alpujarra de la Sierra,mayo_2014,7.14
11915,Arenas,mayo_2014,8.27
11916,Arquillos,mayo_2014,11.32
11917,Arroyomolinos de León,mayo_2014,16.83
11918,Añora,mayo_2014,13.31
11919,Beas de Granada,mayo_2014,9.55
11920,Benalúa de las Villas,mayo_2014,7.14
11921,Benamargosa,mayo_2014,6.65
11922,Benaoján,mayo_2014,17.73
11923,Bélmez de la Moraleda,mayo_2014,9.07
11924,Cala,mayo_2014,16.64
11925,Campotéjar,mayo_2014,7.59
11926,Canjáyar,mayo_2014,11.94
11927,Cardeña,mayo_2014,7.53
11928,Castilléjar,mayo_2014,6.79
11929,Chiclana de Segura,mayo_2014,2.95
11930,Chilluévar,mayo_2014,4.89
11931,Chimeneas,mayo_2014,8.8
11932,Chirivel,mayo_2014,6.04
11933,Colomera,mayo_2014,9.78
11934,Comares,mayo_2014,6.13
11935,Coripe,mayo_2014,6.25
11936,Cortes y Graena,mayo_2014,10.17
11937,Cuevas Bajas,mayo_2014,9.43
11938,Cuevas del Becerro,mayo_2014,12.22
11939,Cádiar,mayo_2014,8.93
11940,Cárcheles,mayo_2014,7.2
11941,Darro,mayo_2014,9.99
11942,Dílar,mayo_2014,8.49
11943,El Castillo de las Guardas,mayo_2014,13.71
11944,El Gastor,mayo_2014,12.65
11945,El Pinar,mayo_2014,9.59
11946,El Real de la Jara,mayo_2014,12.76
11947,El Ronquillo,mayo_2014,11.28
11948,El Valle,mayo_2014,5.24
11949,Encinasola,mayo_2014,11.2
11950,Fonelas,mayo_2014,7.52
11951,Frailes,mayo_2014,3.88
11952,Freila,mayo_2014,7.11
11953,Fuerte del Rey,mayo_2014,7.92
11954,Galaroza,mayo_2014,14.9
11955,Galera,mayo_2014,10.23
11956,Gaucín,mayo_2014,8.26
11957,Guadalcázar,mayo_2014,11.16
11958,Gérgal,mayo_2014,9.57
11959,Higuera de la Sierra,mayo_2014,18.27
11960,Huéneja,mayo_2014,7.63
11961,Huétor de Santillán,mayo_2014,13.57
11962,Istán,mayo_2014,8.83
11963,Iznatoraf,mayo_2014,2.5
11964,Jayena,mayo_2014,10.73
11965,Jerez del Marquesado,mayo_2014,11.78
11966,Jimena,mayo_2014,7.95
11967,La Iruela,mayo_2014,7.58
11968,La Malahá,mayo_2014,14.84
11969,La Peza,mayo_2014,9.82
11970,La Victoria,mayo_2014,9.98
11971,Lahiguera,mayo_2014,4.55
11972,Las Navas de la Concepción,mayo_2014,8.31
11973,Los Guajares,mayo_2014,7.45
11974,Lubrín,mayo_2014,7.47
11975,Lupión,mayo_2014,7.03
11976,Láujar de Andarax,mayo_2014,12.37
11977,María,mayo_2014,5.86
11978,Moclinejo,mayo_2014,9.79
11979,Montejaque,mayo_2014,10.15
11980,Montillana,mayo_2014,5.21
11981,Montizón,mayo_2014,3.12
11982,Nevada,mayo_2014,7.31
11983,Obejo,mayo_2014,11.78
11984,Orce,mayo_2014,6.17
11985,Otívar,mayo_2014,10.29
11986,Palenciana,mayo_2014,6.94
11987,Paymogo,mayo_2014,13.14
11988,Pedro Martínez,mayo_2014,6.94
11989,Pedroche,mayo_2014,11.25
11990,Pinos Genil,mayo_2014,10.31
11991,Polopos,mayo_2014,5.47
11992,Purchena,mayo_2014,12.7
11993,Píñar,mayo_2014,8.02
11994,Quéntar,mayo_2014,14.11
11995,Rioja,mayo_2014,20.2
11996,Rosal de la Frontera,mayo_2014,8.62
11997,Santa Bárbara de Casa,mayo_2014,7.5
11998,Santa Elena,mayo_2014,15.58
11999,Santa Eufemia,mayo_2014,13.66
12000,Sayalonga,mayo_2014,10.05
12001,Segura de la Sierra,mayo_2014,6.86
12002,Sorihuela del Guadalimar,mayo_2014,6.16
12003,Taberno,mayo_2014,6.41
12004,Torre-Cardela,mayo_2014,5.35
12005,Torrecampo,mayo_2014,10.07
12006,Torres,mayo_2014,5.13
12007,Valenzuela,mayo_2014,3.33
12008,Villamena,mayo_2014,9.13
12009,Villanueva de San Juan,mayo_2014,7.32
12010,Villanueva de Tapia,mayo_2014,7.03
12011,Villanueva del Duque,mayo_2014,10.0
12012,Villanueva del Rey,mayo_2014,14.44
12013,Villaralto,mayo_2014,6.72
12014,Villardompardo,mayo_2014,4.65
12015,Viñuela,mayo_2014,8.07
12016,Zagra,mayo_2014,5.46
12017,Zahara,mayo_2014,11.71
12018,Ítrabo,mayo_2014,7.3
12019,Abla,junio_2014,9.26
12020,Abrucena,junio_2014,6.18
12021,Aguadulce,junio_2014,9.21
12022,Alanís,junio_2014,10.04
12023,Albanchez de Mágina,junio_2014,5.35
12024,Albuñuelas,junio_2014,7.54
12025,Alcaracejos,junio_2014,12.97
12026,Alcaucín,junio_2014,8.03
12027,Alfarnate,junio_2014,5.51
12028,Algar,junio_2014,15.79
12029,Algámitas,junio_2014,9.04
12030,Almadén de la Plata,junio_2014,11.38
12031,Almonaster la Real,junio_2014,12.08
12032,Almáchar,junio_2014,9.95
12033,Alpujarra de la Sierra,junio_2014,8.08
12034,Arenas,junio_2014,8.03
12035,Arquillos,junio_2014,10.79
12036,Arroyomolinos de León,junio_2014,14.63
12037,Añora,junio_2014,13.5
12038,Beas de Granada,junio_2014,9.95
12039,Benalúa de las Villas,junio_2014,7.05
12040,Benamargosa,junio_2014,5.71
12041,Benaoján,junio_2014,17.99
12042,Bélmez de la Moraleda,junio_2014,9.89
12043,Cala,junio_2014,16.48
12044,Campotéjar,junio_2014,7.74
12045,Canjáyar,junio_2014,11.5
12046,Cardeña,junio_2014,7.6
12047,Castilléjar,junio_2014,6.59
12048,Chiclana de Segura,junio_2014,3.52
12049,Chilluévar,junio_2014,5.61
12050,Chimeneas,junio_2014,7.79
12051,Chirivel,junio_2014,6.34
12052,Colomera,junio_2014,9.57
12053,Comares,junio_2014,5.78
12054,Coripe,junio_2014,6.69
12055,Cortes y Graena,junio_2014,10.17
12056,Cuevas Bajas,junio_2014,9.22
12057,Cuevas del Becerro,junio_2014,11.5
12058,Cádiar,junio_2014,9.39
12059,Cárcheles,junio_2014,7.75
12060,Darro,junio_2014,10.46
12061,Dílar,junio_2014,8.66
12062,El Castillo de las Guardas,junio_2014,13.97
12063,El Gastor,junio_2014,12.92
12064,El Pinar,junio_2014,10.09
12065,El Real de la Jara,junio_2014,11.95
12066,El Ronquillo,junio_2014,11.63
12067,El Valle,junio_2014,5.72
12068,Encinasola,junio_2014,10.2
12069,Fonelas,junio_2014,8.19
12070,Frailes,junio_2014,4.25
12071,Freila,junio_2014,6.6
12072,Fuerte del Rey,junio_2014,7.7
12073,Galaroza,junio_2014,14.9
12074,Galera,junio_2014,9.3
12075,Gaucín,junio_2014,9.46
12076,Guadalcázar,junio_2014,11.16
12077,Gérgal,junio_2014,9.28
12078,Higuera de la Sierra,junio_2014,17.23
12079,Huéneja,junio_2014,7.21
12080,Huétor de Santillán,junio_2014,13.31
12081,Istán,junio_2014,10.4
12082,Iznatoraf,junio_2014,2.41
12083,Jayena,junio_2014,11.47
12084,Jerez del Marquesado,junio_2014,12.27
12085,Jimena,junio_2014,7.58
12086,La Iruela,junio_2014,7.73
12087,La Malahá,junio_2014,13.92
12088,La Peza,junio_2014,10.29
12089,La Victoria,junio_2014,9.39
12090,Lahiguera,junio_2014,4.93
12091,Las Navas de la Concepción,junio_2014,7.48
12092,Los Guajares,junio_2014,8.87
12093,Lubrín,junio_2014,7.09
12094,Lupión,junio_2014,6.93
12095,Láujar de Andarax,junio_2014,13.47
12096,María,junio_2014,5.1
12097,Moclinejo,junio_2014,9.79
12098,Montejaque,junio_2014,8.43
12099,Montillana,junio_2014,5.74
12100,Montizón,junio_2014,3.34
12101,Nevada,junio_2014,6.96
12102,Obejo,junio_2014,12.08
12103,Orce,junio_2014,6.17
12104,Otívar,junio_2014,9.93
12105,Palenciana,junio_2014,7.32
12106,Paymogo,junio_2014,13.46
12107,Pedro Martínez,junio_2014,7.19
12108,Pedroche,junio_2014,11.43
12109,Pinos Genil,junio_2014,10.16
12110,Polopos,junio_2014,5.85
12111,Purchena,junio_2014,12.58
12112,Píñar,junio_2014,7.94
12113,Quéntar,junio_2014,13.51
12114,Rioja,junio_2014,19.27
12115,Rosal de la Frontera,junio_2014,9.52
12116,Santa Bárbara de Casa,junio_2014,7.78
12117,Santa Elena,junio_2014,15.98
12118,Santa Eufemia,junio_2014,13.33
12119,Sayalonga,junio_2014,9.92
12120,Segura de la Sierra,junio_2014,6.81
12121,Sorihuela del Guadalimar,junio_2014,8.32
12122,Taberno,junio_2014,6.12
12123,Torre-Cardela,junio_2014,5.93
12124,Torrecampo,junio_2014,9.73
12125,Torres,junio_2014,4.94
12126,Valenzuela,junio_2014,4.52
12127,Villamena,junio_2014,9.5
12128,Villanueva de San Juan,junio_2014,7.32
12129,Villanueva de Tapia,junio_2014,6.84
12130,Villanueva del Duque,junio_2014,11.2
12131,Villanueva del Rey,junio_2014,13.99
12132,Villaralto,junio_2014,6.88
12133,Villardompardo,junio_2014,4.46
12134,Viñuela,junio_2014,7.86
12135,Zagra,junio_2014,5.57
12136,Zahara,junio_2014,10.0
12137,Ítrabo,junio_2014,7.3
12138,Abla,julio_2014,9.05
12139,Abrucena,julio_2014,6.34
12140,Aguadulce,julio_2014,9.96
12141,Alanís,julio_2014,9.44
12142,Albanchez de Mágina,julio_2014,5.61
