Municipios,Puesto Nacional,Puesto Autonómico,Renta Bruta,Renta Disponible,Provincia,Año
Cabra del Santo Cristo,2892,535,12603.0,11510,Jaén,2014
Bedmar y Garcíez,2894,536,12597.000000000002,11514,Jaén,2014
Lahiguera,2895,537,12569.0,11482,Jaén,2014
Santo Tomé,2905,540,12467.0,11384,Jaén,2014
Torreblascopedro,2906,541,12425.0,11329,Jaén,2014
Jimena,2909,543,12373.0,11311,Jaén,2014
Jódar,2910,544,12362.0,11175,Jaén,2014
Arquillos,2922,552,12190.999999999998,11101,Jaén,2014
Noalejo,2926,555,12102.0,11219,Jaén,2014
Chiclana de Segura,2927,556,12101.0,11103,Jaén,2014
Bélmez de la Moraleda,2931,559,12012.0,11032,Jaén,2014
Iznatoraf,2933,561,11976.0,11045,Jaén,2014
Albanchez de Mágina,2934,562,11897.0,10922,Jaén,2014
Montizón,2938,563,11773.0,10865,Jaén,2014
Chilluévar,2943,564,11679.0,10699,Jaén,2014
Huesa,2944,565,11663.0,10774,Jaén,2014
Cambil,2946,567,11490.0,10675,Jaén,2014
Agrupación municipios pequeños,0,0,13058.0,11854,Jaén,2014
Rincón de la Victoria,253,15,26228.0,21362,Málaga,2014
Benahavís,300,17,25801.0,20810,Málaga,2014
Málaga,566,28,23761.0,19639,Málaga,2014
Alhaurín de la Torre,609,30,23544.0,19502,Málaga,2014
Marbella,644,34,23265.0,19143,Málaga,2014
Benalmádena,654,36,23198.0,19030,Málaga,2014
Torremolinos,674,37,23095.0,19102,Málaga,2014
Fuengirola,969,55,21258.000000000004,17794,Málaga,2014
Antequera,975,57,21238.000000000004,17765,Málaga,2014
Ronda,1113,69,20473.0,17190,Málaga,2014
Estepona,1189,74,20069.000000000004,16845,Málaga,2014
Mijas,1193,75,20021.0,16810,Málaga,2014
Manilva,1198,77,20002.0,16914,Málaga,2014
Casares,1317,93,19476.0,16396,Málaga,2014
Vélez-Málaga,1385,104,19084.0,16186,Málaga,2014
Ojén,1437,110,18858.0,15970,Málaga,2014
Campillos,1607,131,18014.0,15536,Málaga,2014
Istán,1660,138,17811.0,15228,Málaga,2014
Cártama,1666,139,17796.0,15314,Málaga,2014
Nerja,1802,164,17246.0,14856,Málaga,2014
Coín,1809,165,17207.0,14739,Málaga,2014
Almargen,1881,173,16945.999999999996,14690,Málaga,2014
Casabermeja,1890,174,16910.0,14718,Málaga,2014
Fuente de Piedra,1964,192,16686.0,14478,Málaga,2014
Pizarra,2022,206,16468.0,14350,Málaga,2014
Archidona,2048,209,16387.999999999996,14210,Málaga,2014
Alhaurín el Grande,2054,210,16375.999999999998,14216,Málaga,2014
Torrox,2122,225,16139.0,13982,Málaga,2014
Algarrobo,2158,239,15967.0,13970,Málaga,2014
Arriate,2173,243,15899.0,13924,Málaga,2014
Frigiliana,2225,256,15687.999999999998,13755,Málaga,2014
Gaucín,2281,274,15436.0,13659,Málaga,2014
Monda,2308,278,15337.0,13377,Málaga,2014
Casarabonela,2310,279,15329.0,13544,Málaga,2014
Álora,2338,290,15197.000000000002,13372,Málaga,2014
Mollina,2339,291,15195.0,13419,Málaga,2014
Alameda,2354,297,15145.999999999998,13261,Málaga,2014
Guaro,2370,301,15062.999999999998,13384,Málaga,2014
Humilladero,2429,326,14844.000000000002,13137,Málaga,2014
Ardales,2484,341,14673.0,13020,Málaga,2014
Colmenar,2526,354,14532.0,12876,Málaga,2014
Viñuela,2531,356,14510.0,12949,Málaga,2014
Sierra de Yeguas,2539,360,14463.0,12952,Málaga,2014
Cortes de la Frontera,2543,362,14455.0,12783,Málaga,2014
Benaoján,2548,365,14436.0,12675,Málaga,2014
Teba,2553,369,14419.0,12998,Málaga,2014
Cómpeta,2562,373,14394.0,12793,Málaga,2014
Villanueva del Rosario,2579,379,14338.0,12760,Málaga,2014
Alcaucín,2595,385,14262.0,12760,Málaga,2014
Cañete la Real,2651,409,14044.0,12564,Málaga,2014
Almogía,2679,421,13905.0,12430,Málaga,2014
Cuevas de San Marcos,2706,430,13806.0,12317,Málaga,2014
Cuevas Bajas,2710,433,13790.999999999998,12302,Málaga,2014
Tolox,2713,435,13780.0,12424,Málaga,2014
Villanueva del Trabuco,2727,442,13690.0,12187,Málaga,2014
Cuevas del Becerro,2737,448,13661.0,12367,Málaga,2014
Riogordo,2742,450,13636.0,12248,Málaga,2014
Alozaina,2752,454,13574.000000000002,12155,Málaga,2014
Periana,2767,464,13509.0,12172,Málaga,2014
Moclinejo,2779,471,13434.000000000002,11904,Málaga,2014
Yunquera,2781,472,13425.999999999998,12196,Málaga,2014
Benamocarra,2819,487,13164.000000000002,11709,Málaga,2014
Alfarnate,2821,488,13152.000000000002,11889,Málaga,2014
Sayalonga,2826,491,13102.0,11748,Málaga,2014
Villanueva de Algaidas,2828,493,13093.0,11749,Málaga,2014
Valle de Abdalajís,2833,497,13060.0,11805,Málaga,2014
El Burgo,2835,498,13052.999999999998,11837,Málaga,2014
Villanueva de Tapia,2859,512,12900.0,11705,Málaga,2014
Canillas de Aceituno,2873,521,12703.0,11445,Málaga,2014
Comares,2914,546,12321.0,11283,Málaga,2014
Benamargosa,2918,548,12245.0,11185,Málaga,2014
Arenas,2947,568,11457.0,10590,Málaga,2014
Almáchar,2951,571,10995.0,10212,Málaga,2014
Agrupación municipios pequeños,0,0,13424.000000000002,12118,Málaga,2014
Tomares,63,1,31811.0,24956,Sevilla,2014
Espartinas,69,2,31086.0,24511,Sevilla,2014
Valencina de la Concepción,102,3,29704.0,23763,Sevilla,2014
Castilleja de Guzmán,135,4,28475.0,22574,Sevilla,2014
Gines,169,5,27695.999999999996,22191,Sevilla,2014
Mairena del Aljarafe,174,6,27570.0,22090,Sevilla,2014
Gelves,175,7,27541.0,22034,Sevilla,2014
Bormujos,220,11,26726.999999999996,21578,Sevilla,2014
Sevilla,225,13,26627.0,21500,Sevilla,2014
Palomares del Río,232,14,26530.0,21589,Sevilla,2014
Salteras,616,32,23499.000000000004,19285,Sevilla,2014
Bollullos de la Mitación,697,40,22900.0,18939,Sevilla,2014
Dos Hermanas,707,41,22824.0,18892,Sevilla,2014
Castilleja de la Cuesta,747,43,22628.0,18750,Sevilla,2014
Alcalá de Guadaíra,857,48,21851.999999999996,18076,Sevilla,2014
Almensilla,886,51,21709.0,17991,Sevilla,2014
San Juan de Aznalfarache,935,53,21480.0,17983,Sevilla,2014
Camas,966,54,21294.0,17826,Sevilla,2014
Sanlúcar la Mayor,999,59,21108.0,17611,Sevilla,2014
Guillena,1053,63,20805.999999999996,17360,Sevilla,2014
Villanueva del Ariscal,1196,76,20010.0,16904,Sevilla,2014
Santiponce,1206,79,19957.0,16883,Sevilla,2014
Umbrete,1230,83,19851.0,16764,Sevilla,2014
Mairena del Alcor,1236,85,19840.999999999996,16705,Sevilla,2014
Gerena,1276,87,19660.0,16585,Sevilla,2014
La Algaba,1280,88,19648.0,16730,Sevilla,2014
La Rinconada,1322,94,19456.0,16479,Sevilla,2014
Coria del Río,1377,102,19125.999999999996,16184,Sevilla,2014
Utrera,1382,103,19102.999999999996,16218,Sevilla,2014
Carmona,1391,105,19050.0,16109,Sevilla,2014
Alcalá del Río,1413,108,18956.0,16142,Sevilla,2014
Benacazón,1443,111,18814.0,16079,Sevilla,2014
Huévar del Aljarafe,1456,112,18772.000000000004,16027,Sevilla,2014
Aznalcázar,1495,114,18599.0,15776,Sevilla,2014
La Puebla del Río,1507,116,18550.0,15842,Sevilla,2014
Aznalcóllar,1553,122,18315.0,15573,Sevilla,2014
Osuna,1567,123,18255.0,15552,Sevilla,2014
Burguillos,1591,129,18137.999999999996,15580,Sevilla,2014
Écija,1610,132,17985.0,15322,Sevilla,2014
Olivares,1611,133,17977.999999999996,15360,Sevilla,2014
Morón de la Frontera,1618,135,17958.0,15284,Sevilla,2014
Carrión de los Céspedes,1680,141,17722.0,15242,Sevilla,2014
Villanueva del Río y Minas,1763,158,17387.0,15088,Sevilla,2014
Marchena,1774,160,17350.0,14876,Sevilla,2014
Cazalla de la Sierra,1859,171,16998.0,14605,Sevilla,2014
Brenes,1896,176,16890.0,14635,Sevilla,2014
La Roda de Andalucía,1914,181,16846.0,14513,Sevilla,2014
Albaida del Aljarafe,1952,187,16717.0,14542,Sevilla,2014
El Viso del Alcor,1953,188,16711.0,14421,Sevilla,2014
Constantina,1956,189,16703.0,14472,Sevilla,2014
Cantillana,1959,191,16694.000000000004,14497,Sevilla,2014
Pilas,1975,195,16660.999999999996,14437,Sevilla,2014
Lebrija,1983,198,16618.0,14342,Sevilla,2014
El Castillo de las Guardas,1984,199,16617.0,14523,Sevilla,2014
Los Molares,1992,201,16573.0,14402,Sevilla,2014
El Ronquillo,2012,203,16500.0,14269,Sevilla,2014
Isla Mayor,2047,208,16389.0,14159,Sevilla,2014
Estepa,2062,212,16355.999999999998,14107,Sevilla,2014
El Real de la Jara,2135,230,16094.999999999998,13830,Sevilla,2014
Arahal,2139,231,16049.0,14055,Sevilla,2014
Gilena,2152,237,15985.0,13852,Sevilla,2014
Los Palacios y Villafranca,2168,240,15919.0,13889,Sevilla,2014
Tocina,2177,244,15887.0,13953,Sevilla,2014
Lora del Río,2182,245,15875.0,13821,Sevilla,2014
El Pedroso,2193,248,15827.0,13809,Sevilla,2014
La Luisiana,2284,276,15425.0,13540,Sevilla,2014
El Coronil,2318,282,15296.0,13392,Sevilla,2014
Herrera,2337,289,15205.0,13305,Sevilla,2014
Paradas,2344,294,15174.000000000002,13338,Sevilla,2014
Guadalcanal,2346,295,15173.0,13431,Sevilla,2014
Castilblanco de los Arroyos,2350,296,15154.000000000002,13248,Sevilla,2014
Aguadulce,2372,303,15061.0,13205,Sevilla,2014
Villaverde del Río,2386,307,15019.0,13179,Sevilla,2014
Cañada Rosal,2398,311,14975.0,13058,Sevilla,2014
La Puebla de Cazalla,2399,312,14975.0,13260,Sevilla,2014
Villamanrique de la Condesa,2418,320,14892.000000000002,13106,Sevilla,2014
Peñaflor,2425,324,14856.0,12985,Sevilla,2014
Las Cabezas de San Juan,2487,342,14669.0,12965,Sevilla,2014
Fuentes de Andalucía,2496,346,14639.000000000002,12837,Sevilla,2014
El Saucejo,2498,347,14637.0,12999,Sevilla,2014
El Rubio,2589,382,14290.999999999998,12584,Sevilla,2014
Almadén de la Plata,2605,388,14226.0,12584,Sevilla,2014
Coripe,2637,402,14107.999999999998,12619,Sevilla,2014
Pedrera,2655,410,14015.0,12465,Sevilla,2014
Alcolea del Río,2657,412,13997.0,12458,Sevilla,2014
La Campana,2691,425,13856.0,12298,Sevilla,2014
Casariche,2698,428,13825.999999999998,12265,Sevilla,2014
Montellano,2711,434,13785.0,12165,Sevilla,2014
Alanís,2716,436,13755.999999999998,12151,Sevilla,2014
Pruna,2736,447,13663.0,12332,Sevilla,2014
Las Navas de la Concepción,2746,452,13613.0,12134,Sevilla,2014
El Cuervo de Sevilla,2749,453,13595.0,12133,Sevilla,2014
Martín de la Jara,2765,462,13520.999999999998,12125,Sevilla,2014
La Puebla de los Infantes,2794,478,13357.999999999998,11917,Sevilla,2014
Badolatosa,2840,501,12999.0,11718,Sevilla,2014
Lantejuela,2847,504,12975.0,11642,Sevilla,2014
Algámitas,2851,507,12958.0,11750,Sevilla,2014
Villanueva de San Juan,2865,516,12797.0,11770,Sevilla,2014
Los Corrales,2870,519,12720.999999999998,11439,Sevilla,2014
Marinaleda,2885,529,12648.0,11510,Sevilla,2014
Agrupación municipios pequeños,0,0,15864.0,13870,Sevilla,2014
Almería,718,40,23234.0,19298,Almería,2015
Carboneras,895,52,22118.000000000004,18521,Almería,2015
Huércal de Almería,1130,72,20828.000000000004,17697,Almería,2015
Mojácar,1151,76,20732.0,17461,Almería,2015
Roquetas de Mar,1165,77,20636.0,17294,Almería,2015
Vera,1188,81,20526.999999999996,17277,Almería,2015
Macael,1394,107,19493.0,16545,Almería,2015
Tíjola,1480,114,19022.000000000004,16302,Almería,2015
Olula del Río,1582,126,18507.0,15859,Almería,2015
Huércal-Overa,1586,128,18502.0,15879,Almería,2015
Benahadux,1713,151,18024.0,15675,Almería,2015
Gádor,1768,162,17803.0,15409,Almería,2015
Fines,1770,163,17798.0,15352,Almería,2015
Garrucha,1772,164,17768.0,15284,Almería,2015
Albox,1773,165,17760.0,15294,Almería,2015
Pechina,1774,166,17760.0,15332,Almería,2015
Viator,1828,173,17545.0,15319,Almería,2015
El Ejido,1852,177,17448.0,14989,Almería,2015
Vélez-Rubio,1901,191,17248.0,15052,Almería,2015
Serón,1938,199,17130.0,14878,Almería,2015
Pulpí,1955,204,17051.0,14743,Almería,2015
Purchena,1999,209,16887.999999999996,14633,Almería,2015
Cuevas del Almanzora,2076,228,16632.0,14470,Almería,2015
Los Gallardos,2088,233,16573.0,14363,Almería,2015
Dalías,2137,247,16360.0,14232,Almería,2015
Adra,2144,251,16346.0,14290,Almería,2015
Berja,2164,257,16285.0,14214,Almería,2015
Alhama de Almería,2166,258,16273.0,14383,Almería,2015
Cantoria,2207,268,16079.999999999998,14190,Almería,2015
Antas,2245,280,15918.0,13914,Almería,2015
Vícar,2297,296,15682.0,13774,Almería,2015
Zurgena,2321,301,15560.0,13932,Almería,2015
Chirivel,2323,302,15559.000000000002,13838,Almería,2015
Rioja,2367,321,15384.0,13539,Almería,2015
Turre,2404,333,15234.000000000002,13462,Almería,2015
Fondón,2411,338,15209.000000000002,13366,Almería,2015
Níjar,2550,389,14690.999999999998,12927,Almería,2015
Sorbas,2577,399,14568.0,13110,Almería,2015
Arboleas,2610,413,14410.0,13102,Almería,2015
La Mojonera,2627,420,14357.000000000002,12727,Almería,2015
Tabernas,2667,433,14169.0,12695,Almería,2015
Abla,2681,438,14115.0,12610,Almería,2015
Vélez-Blanco,2727,462,13934.000000000002,12655,Almería,2015
Gérgal,2743,471,13857.999999999998,12449,Almería,2015
Fiñana,2768,482,13738.0,12443,Almería,2015
Láujar de Andarax,2773,485,13712.0,12155,Almería,2015
Oria,2797,498,13537.0,12217,Almería,2015
Canjáyar,2816,508,13382.0,12069,Almería,2015
Abrucena,2857,534,13089.0,11925,Almería,2015
Lubrín,2888,547,12745.0,11808,Almería,2015
María,2897,551,12659.0,11585,Almería,2015
Agrupación municipios pequeños,0,0,14023.0,12627,Almería,2015
Algeciras,229,14,27311.0,22329,Cádiz,2015
Cádiz,261,17,26891.0,22314,Cádiz,2015
Los Barrios,339,19,26046.0,21483,Cádiz,2015
El Puerto de Santa María,351,20,25938.000000000004,21525,Cádiz,2015
San Roque,479,24,24959.0,20842,Cádiz,2015
San Fernando,572,30,24244.0,20504,Cádiz,2015
La Línea de la Concepción,627,35,23862.0,20288,Cádiz,2015
Puerto Real,665,38,23564.0,19843,Cádiz,2015
Rota,790,45,22785.0,19413,Cádiz,2015
Jerez de la Frontera,817,47,22610.0,19067,Cádiz,2015
Chiclana de la Frontera,1033,64,21342.0,18134,Cádiz,2015
Tarifa,1226,88,20338.0,17339,Cádiz,2015
Castellar de la Frontera,1421,108,19347.0,16668,Cádiz,2015
Conil de la Frontera,1433,109,19287.0,16427,Cádiz,2015
El Bosque,1742,156,17899.0,15440,Cádiz,2015
Sanlúcar de Barrameda,1786,168,17720.0,15302,Cádiz,2015
Barbate,1883,181,17320.0,15161,Cádiz,2015
Ubrique,1937,198,17133.0,14880,Cádiz,2015
Villamartín,2046,219,16736.0,14574,Cádiz,2015
Jimena de la Frontera,2058,222,16692.0,14591,Cádiz,2015
Arcos de la Frontera,2096,236,16531.0,14548,Cádiz,2015
Medina-Sidonia,2128,242,16392.0,14404,Cádiz,2015
Algar,2160,256,16302.0,14366,Cádiz,2015
Chipiona,2178,260,16215.999999999998,14243,Cádiz,2015
Alcalá de los Gazules,2185,262,16184.999999999998,14165,Cádiz,2015
Trebujena,2225,273,16020.0,14163,Cádiz,2015
Olvera,2229,274,15994.000000000002,14170,Cádiz,2015
San José del Valle,2279,290,15770.999999999998,14094,Cádiz,2015
Vejer de la Frontera,2294,294,15697.000000000002,13945,Cádiz,2015
Zahara,2331,304,15524.0,13944,Cádiz,2015
Setenil de las Bodegas,2372,324,15365.0,13812,Cádiz,2015
Algodonales,2469,359,15002.0,13455,Cádiz,2015
Benalup-Casas Viejas,2503,370,14895.999999999998,13186,Cádiz,2015
Paterna de Rivera,2522,375,14805.0,13265,Cádiz,2015
Espera,2556,391,14675.0,13065,Cádiz,2015
Grazalema,2602,410,14455.0,12892,Cádiz,2015
Prado del Rey,2666,432,14170.0,12622,Cádiz,2015
Bornos,2710,451,14015.0,12536,Cádiz,2015
Alcalá del Valle,2830,514,13296.0,12158,Cádiz,2015
El Gastor,2844,523,13172.0,11981,Cádiz,2015
Puerto Serrano,2930,570,11490.0,10571,Cádiz,2015
Agrupación municipios pequeños,0,0,14749.0,13075,Cádiz,2015
Córdoba,579,31,24233.0,20064,Córdoba,2015
Peñarroya-Pueblonuevo,983,58,21683.000000000004,18191,Córdoba,2015
Pozoblanco,1321,96,19885.0,16875,Córdoba,2015
Belmez,1368,103,19641.0,16667,Córdoba,2015
Espiel,1608,133,18402.0,15920,Córdoba,2015
Montilla,1633,136,18316.0,15777,Córdoba,2015
Puente Genil,1653,141,18226.0,15762,Córdoba,2015
Cabra,1690,147,18095.0,15637,Córdoba,2015
Añora,1894,185,17285.0,15003,Córdoba,2015
Lucena,1896,186,17278.0,15008,Córdoba,2015
Fernán-Núñez,1897,187,17275.0,14936,Córdoba,2015
Obejo,1898,188,17275.0,15052,Córdoba,2015
La Victoria,1927,195,17169.0,15087,Córdoba,2015
Villafranca de Córdoba,1930,196,17152.0,14835,Córdoba,2015
Posadas,2004,211,16872.0,14705,Córdoba,2015
Palma del Río,2068,225,16669.0,14522,Córdoba,2015
Baena,2093,235,16548.0,14411,Córdoba,2015
Guadalcázar,2104,237,16474.0,14534,Córdoba,2015
El Carpio,2140,249,16351.0,14319,Córdoba,2015
Rute,2190,263,16171.0,14155,Córdoba,2015
La Carlota,2244,279,15919.0,14012,Córdoba,2015
Dos Torres,2258,284,15855.0,14015,Córdoba,2015
Fuente Obejuna,2304,297,15652.000000000002,13841,Córdoba,2015
Villa del Río,2310,298,15637.0,13772,Córdoba,2015
La Rambla,2319,300,15593.0,13680,Córdoba,2015
Almodóvar del Río,2324,303,15555.0,13775,Córdoba,2015
Palenciana,2336,306,15505.0,13774,Córdoba,2015
Montemayor,2340,308,15493.0,13699,Córdoba,2015
Priego de Córdoba,2344,310,15477.0,13722,Córdoba,2015
Hinojosa del Duque,2380,328,15324.000000000002,13532,Córdoba,2015
Castro del Río,2405,334,15229.000000000002,13470,Córdoba,2015
Alcaracejos,2410,337,15209.000000000002,13543,Córdoba,2015
Villanueva del Rey,2430,346,15138.0,13638,Córdoba,2015
Montalbán de Córdoba,2434,347,15114.0,13382,Córdoba,2015
Doña Mencía,2442,350,15091.0,13540,Córdoba,2015
Montoro,2444,351,15085.999999999998,13411,Córdoba,2015
Pedro Abad,2451,353,15062.999999999998,13383,Córdoba,2015
Aguilar de la Frontera,2453,355,15054.0,13265,Córdoba,2015
Torrecampo,2482,364,14957.0,13319,Córdoba,2015
Hornachuelos,2535,380,14755.999999999998,13082,Córdoba,2015
Benamejí,2538,382,14743.0,13208,Córdoba,2015
Carcabuey,2541,384,14725.0,13133,Córdoba,2015
Bujalance,2588,404,14520.0,12921,Córdoba,2015
Villanueva de Córdoba,2591,406,14508.0,12860,Córdoba,2015
Villanueva del Duque,2596,409,14490.0,13090,Córdoba,2015
Cañete de las Torres,2608,412,14418.0,12867,Córdoba,2015
El Viso,2623,417,14366.0,12955,Córdoba,2015
Belalcázar,2640,423,14298.0,12737,Córdoba,2015
Villaviciosa de Córdoba,2676,435,14145.0,12795,Córdoba,2015
Luque,2677,436,14133.0,12823,Córdoba,2015
Santaella,2697,444,14062.999999999998,12645,Córdoba,2015
Fuente Palmera,2700,446,14039.000000000002,12588,Córdoba,2015
Encinas Reales,2704,449,14022.0,12713,Córdoba,2015
Espejo,2714,454,13997.0,12610,Córdoba,2015
Pedroche,2719,458,13970.0,12573,Córdoba,2015
Almedinilla,2746,472,13849.0,12505,Córdoba,2015
Monturque,2784,491,13628.0,12192,Córdoba,2015
Villaralto,2790,493,13589.0,12457,Córdoba,2015
Moriles,2793,494,13554.0,12240,Córdoba,2015
Cardeña,2850,527,13129.000000000002,11866,Córdoba,2015
Iznájar,2858,535,13074.000000000002,11923,Córdoba,2015
Valenzuela,2902,555,12512.0,11546,Córdoba,2015
Adamuz,2904,557,12488.0,11343,Córdoba,2015
Nueva Carteya,2920,568,12272.0,11140,Córdoba,2015
Agrupación municipios pequeños,0,0,14242.0,12885,Córdoba,2015
Cájar,218,11,27502.0,22429,Granada,2015
Granada,221,12,27456.999999999996,22534,Granada,2015
Villa de Otura,357,21,25865.0,21315,Granada,2015
Gójar,371,22,25720.0,21264,Granada,2015
Ogíjares,493,25,24860.0,20557,Granada,2015
Huétor Vega,535,27,24523.000000000004,20238,Granada,2015
Jun,559,29,24316.999999999996,20387,Granada,2015
Albolote,762,43,22986.0,19183,Granada,2015
Monachil,769,44,22945.999999999996,19200,Granada,2015
Armilla,797,46,22747.0,19045,Granada,2015
La Zubia,837,48,22421.0,18813,Granada,2015
Dílar,882,51,22191.0,18769,Granada,2015
Peligros,956,56,21814.0,18375,Granada,2015
Cúllar Vega,1006,60,21508.000000000004,18226,Granada,2015
Huétor de Santillán,1026,62,21383.000000000004,18180,Granada,2015
Pinos Genil,1075,67,21096.0,17734,Granada,2015
Cenes de la Vega,1098,69,21020.0,17767,Granada,2015
Vegas del Genil,1131,73,20823.0,17789,Granada,2015
Alhendín,1143,74,20767.0,17655,Granada,2015
Alfacar,1201,82,20456.0,17549,Granada,2015
Churriana de la Vega,1205,83,20442.999999999996,17433,Granada,2015
Las Gabias,1218,85,20387.999999999996,17381,Granada,2015
Maracena,1319,94,19894.000000000004,17065,Granada,2015
Motril,1361,102,19689.0,16917,Granada,2015
Santa Fe,1380,104,19587.0,16830,Granada,2015
Atarfe,1392,106,19500.0,16795,Granada,2015
Guadix,1468,113,19090.999999999996,16417,Granada,2015
Salobreña,1490,117,18945.999999999996,16410,Granada,2015
Pulianas,1555,122,18646.0,16147,Granada,2015
Baza,1572,125,18553.0,15988,Granada,2015
Almuñécar,1590,129,18487.000000000004,15977,Granada,2015
Cijuela,1708,150,18041.0,15799,Granada,2015
Padul,1719,153,17999.000000000004,15753,Granada,2015
Dúrcal,1759,161,17840.0,15714,Granada,2015
Órgiva,1872,179,17383.0,15109,Granada,2015
Beas de Granada,1900,190,17262.999999999996,15184,Granada,2015
Güevéjar,1982,207,16945.999999999996,15025,Granada,2015
Gualchos,2026,215,16794.0,14787,Granada,2015
Benalúa,2056,221,16695.999999999996,14597,Granada,2015
Lecrín,2063,223,16674.0,14925,Granada,2015
Lanjarón,2075,227,16634.0,14607,Granada,2015
Loja,2087,232,16573.0,14526,Granada,2015
Cogollos de la Vega,2092,234,16552.0,14748,Granada,2015
Huéscar,2114,239,16444.000000000004,14341,Granada,2015
Vélez de Benaudalla,2122,240,16409.000000000004,14390,Granada,2015
Láchar,2151,253,16322.0,14390,Granada,2015
Güejar Sierra,2191,264,16170.000000000002,14215,Granada,2015
Chauchina,2200,267,16125.999999999998,14323,Granada,2015
Polopos,2208,269,16070.0,14324,Granada,2015
Pinos Puente,2233,276,15985.999999999998,14217,Granada,2015
Nigüelas,2291,293,15722.000000000002,13947,Granada,2015
Fuente Vaqueros,2345,311,15475.0,13779,Granada,2015
Campotéjar,2349,313,15463.0,14017,Granada,2015
Jerez del Marquesado,2360,316,15420.0,13856,Granada,2015
Moraleda de Zafayona,2369,322,15375.0,13761,Granada,2015
Albuñol,2370,323,15375.0,13727,Granada,2015
Iznalloz,2390,330,15279.000000000002,13812,Granada,2015
Purullena,2391,331,15272.0,13562,Granada,2015
Darro,2407,335,15222.000000000002,13651,Granada,2015
Huétor Tájar,2500,369,14905.0,13292,Granada,2015
Illora,2513,372,14847.000000000002,13356,Granada,2015
La Peza,2532,379,14758.0,13377,Granada,2015
Deifontes,2548,387,14703.0,13321,Granada,2015
Valle del Zalabí,2579,401,14565.999999999998,13005,Granada,2015
Cádiar,2585,402,14533.0,13061,Granada,2015
La Malahá,2592,407,14505.999999999998,13190,Granada,2015
Alhama de Granada,2614,414,14399.0,12838,Granada,2015
Huéneja,2617,415,14389.000000000002,12924,Granada,2015
Caniles,2624,418,14365.0,13052,Granada,2015
Cortes y Graena,2625,419,14362.0,12823,Granada,2015
Chimeneas,2657,430,14210.999999999998,12904,Granada,2015
Moclín,2659,431,14197.000000000002,12900,Granada,2015
Colomera,2696,443,14064.0,12657,Granada,2015
Cúllar,2711,452,14012.0,12677,Granada,2015
Puebla de Don Fadrique,2716,456,13985.0,12762,Granada,2015
Guadahortuna,2724,459,13950.999999999998,12815,Granada,2015
Benamaurel,2725,460,13949.000000000002,12670,Granada,2015
Píñar,2728,463,13932.0,12662,Granada,2015
Ugíjar,2732,466,13914.000000000002,12402,Granada,2015
Montefrío,2767,481,13738.0,12555,Granada,2015
Molvízar,2769,483,13735.999999999998,12456,Granada,2015
Pedro Martínez,2770,484,13732.999999999998,12610,Granada,2015
Orce,2774,486,13712.0,12425,Granada,2015
Villanueva Mesía,2796,497,13549.000000000002,12329,Granada,2015
Los Guajares,2800,500,13484.000000000002,12498,Granada,2015
Salar,2802,502,13477.0,12308,Granada,2015
Zújar,2805,503,13460.0,12283,Granada,2015
Fonelas,2818,509,13370.0,12140,Granada,2015
Otívar,2822,510,13334.000000000002,12273,Granada,2015
Castilléjar,2827,513,13312.000000000002,12061,Granada,2015
Arenas del Rey,2837,518,13229.000000000002,12162,Granada,2015
Cortes de Baza,2840,520,13210.0,12231,Granada,2015
Alpujarra de la Sierra,2841,521,13196.0,12070,Granada,2015
Galera,2842,522,13183.0,12080,Granada,2015
Montillana,2855,532,13102.0,12177,Granada,2015
Castril,2856,533,13097.000000000002,12005,Granada,2015
Nevada,2859,536,13027.000000000002,11859,Granada,2015
Cuevas del Campo,2866,538,12990.0,11972,Granada,2015
Jayena,2883,545,12835.999999999998,11880,Granada,2015
Benalúa de las Villas,2895,549,12682.0,11820,Granada,2015
Montejícar,2901,554,12517.999999999998,11515,Granada,2015
Zafarraya,2908,561,12446.0,11359,Granada,2015
Itrabo,2910,563,12423.0,11514,Granada,2015
Algarinejo,2914,565,12342.0,11505,Granada,2015
Agrupación municipios pequeños,0,0,14812.000000000002,13324,Granada,2015
Aljaraque,196,9,27945.0,22715,Huelva,2015
Huelva,610,34,24055.999999999996,20003,Huelva,2015
Valverde del Camino,1027,63,21379.0,17983,Huelva,2015
Minas de Riotinto,1036,65,21328.000000000004,18162,Huelva,2015
Aracena,1166,78,20630.0,17463,Huelva,2015
Punta Umbría,1185,80,20531.999999999996,17320,Huelva,2015
Calañas,1446,111,19201.0,16291,Huelva,2015
La Palma del Condado,1482,115,19008.0,16271,Huelva,2015
Nerva,1506,118,18869.0,16409,Huelva,2015
Zalamea la Real,1625,134,18326.0,15829,Huelva,2015
Ayamonte,1670,142,18167.0,15599,Huelva,2015
Lucena del Puerto,1671,143,18167.0,14937,Huelva,2015
El Campillo,1689,146,18096.0,15793,Huelva,2015
San Juan del Puerto,1701,149,18065.0,15683,Huelva,2015
Beas,1752,157,17866.0,15523,Huelva,2015
Trigueros,1755,158,17855.0,15437,Huelva,2015
Cartaya,1758,160,17846.0,15213,Huelva,2015
Almonaster la Real,1810,170,17619.0,15139,Huelva,2015
Hinojos,1886,182,17308.0,14981,Huelva,2015
Cortegana,1888,184,17294.0,14959,Huelva,2015
Niebla,1899,189,17275.0,15085,Huelva,2015
Gibraleón,1906,193,17222.0,14965,Huelva,2015
Moguer,1942,201,17102.999999999996,14592,Huelva,2015
