Municipios;Sexo;Periodo;Total
23014 Begíjar;Total;2009;3165
23014 Begíjar;Total;2008;3148
23014 Begíjar;Total;2007;3161
23014 Begíjar;Total;2006;3101
23014 Begíjar;Total;2005;3109
23014 Begíjar;Total;2004;3109
23014 Begíjar;Total;2003;3118
23014 Begíjar;Total;2002;3117
23014 Begíjar;Total;2001;3161
23014 Begíjar;Total;2000;3136
23014 Begíjar;Total;1999;3171
23014 Begíjar;Total;1998;3176
23015 Bélmez de la Moraleda;Total;2019;1567
23015 Bélmez de la Moraleda;Total;2018;1567
23015 Bélmez de la Moraleda;Total;2017;1600
23015 Bélmez de la Moraleda;Total;2016;1646
23015 Bélmez de la Moraleda;Total;2015;1693
23015 Bélmez de la Moraleda;Total;2014;1709
23015 Bélmez de la Moraleda;Total;2013;1726
23015 Bélmez de la Moraleda;Total;2012;1752
23015 Bélmez de la Moraleda;Total;2011;1763
23015 Bélmez de la Moraleda;Total;2010;1795
23015 Bélmez de la Moraleda;Total;2009;1833
23015 Bélmez de la Moraleda;Total;2008;1868
23015 Bélmez de la Moraleda;Total;2007;1894
23015 Bélmez de la Moraleda;Total;2006;1922
23015 Bélmez de la Moraleda;Total;2005;1937
23015 Bélmez de la Moraleda;Total;2004;1897
23015 Bélmez de la Moraleda;Total;2003;1954
23015 Bélmez de la Moraleda;Total;2002;1968
23015 Bélmez de la Moraleda;Total;2001;1964
23015 Bélmez de la Moraleda;Total;2000;1959
23015 Bélmez de la Moraleda;Total;1999;2055
23015 Bélmez de la Moraleda;Total;1998;2067
23016 Benatae;Total;2019;448
23016 Benatae;Total;2018;457
23016 Benatae;Total;2017;467
23016 Benatae;Total;2016;463
23016 Benatae;Total;2015;487
23016 Benatae;Total;2014;498
23016 Benatae;Total;2013;531
23016 Benatae;Total;2012;551
23016 Benatae;Total;2011;546
23016 Benatae;Total;2010;548
23016 Benatae;Total;2009;545
23016 Benatae;Total;2008;563
23016 Benatae;Total;2007;582
23016 Benatae;Total;2006;586
23016 Benatae;Total;2005;596
23016 Benatae;Total;2004;600
23016 Benatae;Total;2003;622
23016 Benatae;Total;2002;547
23016 Benatae;Total;2001;565
23016 Benatae;Total;2000;574
23016 Benatae;Total;1999;581
23016 Benatae;Total;1998;581
23017 Cabra del Santo Cristo;Total;2019;1779
23017 Cabra del Santo Cristo;Total;2018;1840
23017 Cabra del Santo Cristo;Total;2017;1877
23017 Cabra del Santo Cristo;Total;2016;1908
23017 Cabra del Santo Cristo;Total;2015;1937
23017 Cabra del Santo Cristo;Total;2014;1968
23017 Cabra del Santo Cristo;Total;2013;1996
23017 Cabra del Santo Cristo;Total;2012;2034
23017 Cabra del Santo Cristo;Total;2011;2055
23017 Cabra del Santo Cristo;Total;2010;2070
23017 Cabra del Santo Cristo;Total;2009;2101
23017 Cabra del Santo Cristo;Total;2008;2110
23017 Cabra del Santo Cristo;Total;2007;2157
23017 Cabra del Santo Cristo;Total;2006;2212
23017 Cabra del Santo Cristo;Total;2005;2246
23017 Cabra del Santo Cristo;Total;2004;2240
23017 Cabra del Santo Cristo;Total;2003;2238
23017 Cabra del Santo Cristo;Total;2002;2247
23017 Cabra del Santo Cristo;Total;2001;2229
23017 Cabra del Santo Cristo;Total;2000;2250
23017 Cabra del Santo Cristo;Total;1999;2275
23017 Cabra del Santo Cristo;Total;1998;2249
23018 Cambil;Total;2019;2703
23018 Cambil;Total;2018;2739
23018 Cambil;Total;2017;2772
23018 Cambil;Total;2016;2802
23018 Cambil;Total;2015;2857
23018 Cambil;Total;2014;2861
23018 Cambil;Total;2013;2861
23018 Cambil;Total;2012;2912
23018 Cambil;Total;2011;2921
23018 Cambil;Total;2010;2940
23018 Cambil;Total;2009;2968
23018 Cambil;Total;2008;2967
23018 Cambil;Total;2007;2943
23018 Cambil;Total;2006;2996
23018 Cambil;Total;2005;3024
23018 Cambil;Total;2004;3034
23018 Cambil;Total;2003;2995
23018 Cambil;Total;2002;3071
23018 Cambil;Total;2001;3063
23018 Cambil;Total;2000;3108
23018 Cambil;Total;1999;3183
23018 Cambil;Total;1998;3221
23019 Campillo de Arenas;Total;2019;1760
23019 Campillo de Arenas;Total;2018;1784
23019 Campillo de Arenas;Total;2017;1854
23019 Campillo de Arenas;Total;2016;1897
23019 Campillo de Arenas;Total;2015;1941
23019 Campillo de Arenas;Total;2014;1977
23019 Campillo de Arenas;Total;2013;2014
23019 Campillo de Arenas;Total;2012;2073
23019 Campillo de Arenas;Total;2011;2055
23019 Campillo de Arenas;Total;2010;2084
23019 Campillo de Arenas;Total;2009;2094
23019 Campillo de Arenas;Total;2008;1977
23019 Campillo de Arenas;Total;2007;1985
23019 Campillo de Arenas;Total;2006;2020
23019 Campillo de Arenas;Total;2005;2026
23019 Campillo de Arenas;Total;2004;2098
23019 Campillo de Arenas;Total;2003;2118
23019 Campillo de Arenas;Total;2002;2054
23019 Campillo de Arenas;Total;2001;2119
23019 Campillo de Arenas;Total;2000;2179
23019 Campillo de Arenas;Total;1999;2221
23019 Campillo de Arenas;Total;1998;2250
23020 Canena;Total;2019;1831
23020 Canena;Total;2018;1882
23020 Canena;Total;2017;1927
23020 Canena;Total;2016;1943
23020 Canena;Total;2015;1959
23020 Canena;Total;2014;1981
23020 Canena;Total;2013;2018
23020 Canena;Total;2012;2105
23020 Canena;Total;2011;2114
23020 Canena;Total;2010;2092
23020 Canena;Total;2009;2083
23020 Canena;Total;2008;2096
23020 Canena;Total;2007;2089
23020 Canena;Total;2006;2082
23020 Canena;Total;2005;2092
23020 Canena;Total;2004;2103
23020 Canena;Total;2003;2118
23020 Canena;Total;2002;2132
23020 Canena;Total;2001;2117
23020 Canena;Total;2000;2122
23020 Canena;Total;1999;2139
23020 Canena;Total;1998;2142
23021 Carboneros;Total;2019;615
23021 Carboneros;Total;2018;606
23021 Carboneros;Total;2017;625
23021 Carboneros;Total;2016;630
23021 Carboneros;Total;2015;641
23021 Carboneros;Total;2014;641
23021 Carboneros;Total;2013;647
23021 Carboneros;Total;2012;663
23021 Carboneros;Total;2011;661
23021 Carboneros;Total;2010;670
23021 Carboneros;Total;2009;663
23021 Carboneros;Total;2008;670
23021 Carboneros;Total;2007;674
23021 Carboneros;Total;2006;671
23021 Carboneros;Total;2005;680
23021 Carboneros;Total;2004;691
23021 Carboneros;Total;2003;673
23021 Carboneros;Total;2002;676
23021 Carboneros;Total;2001;683
23021 Carboneros;Total;2000;679
23021 Carboneros;Total;1999;681
23021 Carboneros;Total;1998;696
23901 Cárcheles;Total;2019;1363
23901 Cárcheles;Total;2018;1373
23901 Cárcheles;Total;2017;1375
23901 Cárcheles;Total;2016;1387
23901 Cárcheles;Total;2015;1425
23901 Cárcheles;Total;2014;1458
23901 Cárcheles;Total;2013;1466
23901 Cárcheles;Total;2012;1497
23901 Cárcheles;Total;2011;1488
23901 Cárcheles;Total;2010;1504
23901 Cárcheles;Total;2009;1505
23901 Cárcheles;Total;2008;1491
23901 Cárcheles;Total;2007;1507
23901 Cárcheles;Total;2006;1441
23901 Cárcheles;Total;2005;1479
23901 Cárcheles;Total;2004;1436
23901 Cárcheles;Total;2003;1463
23901 Cárcheles;Total;2002;1500
23901 Cárcheles;Total;2001;1528
23901 Cárcheles;Total;2000;1537
23901 Cárcheles;Total;1999;1570
23901 Cárcheles;Total;1998;1550
23024 La Carolina;Total;2019;15261
23024 La Carolina;Total;2018;15306
23024 La Carolina;Total;2017;15508
23024 La Carolina;Total;2016;15579
23024 La Carolina;Total;2015;15673
23024 La Carolina;Total;2014;15808
23024 La Carolina;Total;2013;15899
23024 La Carolina;Total;2012;15945
23024 La Carolina;Total;2011;15978
23024 La Carolina;Total;2010;15901
23024 La Carolina;Total;2009;15880
23024 La Carolina;Total;2008;15649
23024 La Carolina;Total;2007;15676
23024 La Carolina;Total;2006;15576
23024 La Carolina;Total;2005;15545
23024 La Carolina;Total;2004;15573
23024 La Carolina;Total;2003;15198
23024 La Carolina;Total;2002;14981
23024 La Carolina;Total;2001;15029
23024 La Carolina;Total;2000;14938
23024 La Carolina;Total;1999;15121
23024 La Carolina;Total;1998;14674
23025 Castellar;Total;2019;3314
23025 Castellar;Total;2018;3364
23025 Castellar;Total;2017;3389
23025 Castellar;Total;2016;3411
23025 Castellar;Total;2015;3440
23025 Castellar;Total;2014;3470
23025 Castellar;Total;2013;3504
23025 Castellar;Total;2012;3543
23025 Castellar;Total;2011;3573
23025 Castellar;Total;2010;3593
23025 Castellar;Total;2009;3601
23025 Castellar;Total;2008;3614
23025 Castellar;Total;2007;3654
23025 Castellar;Total;2006;3748
23025 Castellar;Total;2005;3773
23025 Castellar;Total;2004;3737
23025 Castellar;Total;2003;3701
23025 Castellar;Total;2002;3659
23025 Castellar;Total;2001;3684
23025 Castellar;Total;2000;3676
23025 Castellar;Total;1999;3696
23025 Castellar;Total;1998;3654
23026 Castillo de Locubín;Total;2019;4058
23026 Castillo de Locubín;Total;2018;4120
23026 Castillo de Locubín;Total;2017;4165
23026 Castillo de Locubín;Total;2016;4212
23026 Castillo de Locubín;Total;2015;4293
23026 Castillo de Locubín;Total;2014;4381
23026 Castillo de Locubín;Total;2013;4526
23026 Castillo de Locubín;Total;2012;4659
23026 Castillo de Locubín;Total;2011;4697
23026 Castillo de Locubín;Total;2010;4692
23026 Castillo de Locubín;Total;2009;4732
23026 Castillo de Locubín;Total;2008;4832
23026 Castillo de Locubín;Total;2007;4887
23026 Castillo de Locubín;Total;2006;5009
23026 Castillo de Locubín;Total;2005;5004
23026 Castillo de Locubín;Total;2004;5002
23026 Castillo de Locubín;Total;2003;4916
23026 Castillo de Locubín;Total;2002;4971
23026 Castillo de Locubín;Total;2001;5036
23026 Castillo de Locubín;Total;2000;5166
23026 Castillo de Locubín;Total;1999;5277
23026 Castillo de Locubín;Total;1998;5366
23027 Cazalilla;Total;2019;824
23027 Cazalilla;Total;2018;829
23027 Cazalilla;Total;2017;844
23027 Cazalilla;Total;2016;846
23027 Cazalilla;Total;2015;872
23027 Cazalilla;Total;2014;870
23027 Cazalilla;Total;2013;902
23027 Cazalilla;Total;2012;928
23027 Cazalilla;Total;2011;918
23027 Cazalilla;Total;2010;878
23027 Cazalilla;Total;2009;889
23027 Cazalilla;Total;2008;840
23027 Cazalilla;Total;2007;840
23027 Cazalilla;Total;2006;839
23027 Cazalilla;Total;2005;833
23027 Cazalilla;Total;2004;819
23027 Cazalilla;Total;2003;823
23027 Cazalilla;Total;2002;809
23027 Cazalilla;Total;2001;826
23027 Cazalilla;Total;2000;829
23027 Cazalilla;Total;1999;840
23027 Cazalilla;Total;1998;821
23028 Cazorla;Total;2019;7441
23028 Cazorla;Total;2018;7574
23028 Cazorla;Total;2017;7613
23028 Cazorla;Total;2016;7673
23028 Cazorla;Total;2015;7692
23028 Cazorla;Total;2014;7812
23028 Cazorla;Total;2013;7929
23028 Cazorla;Total;2012;7984
23028 Cazorla;Total;2011;8030
23028 Cazorla;Total;2010;8104
23028 Cazorla;Total;2009;8133
23028 Cazorla;Total;2008;8170
23028 Cazorla;Total;2007;8132
23028 Cazorla;Total;2006;8173
23028 Cazorla;Total;2005;8190
23028 Cazorla;Total;2004;8096
23028 Cazorla;Total;2003;8167
23028 Cazorla;Total;2002;8254
23028 Cazorla;Total;2001;8394
23028 Cazorla;Total;2000;8397
23028 Cazorla;Total;1999;8643
23028 Cazorla;Total;1998;8527
23029 Chiclana de Segura;Total;2019;965
23029 Chiclana de Segura;Total;2018;962
23029 Chiclana de Segura;Total;2017;988
23029 Chiclana de Segura;Total;2016;1002
23029 Chiclana de Segura;Total;2015;1023
23029 Chiclana de Segura;Total;2014;1051
23029 Chiclana de Segura;Total;2013;1084
23029 Chiclana de Segura;Total;2012;1147
23029 Chiclana de Segura;Total;2011;1176
23029 Chiclana de Segura;Total;2010;1195
23029 Chiclana de Segura;Total;2009;1230
23029 Chiclana de Segura;Total;2008;1194
23029 Chiclana de Segura;Total;2007;1154
23029 Chiclana de Segura;Total;2006;1191
23029 Chiclana de Segura;Total;2005;1194
23029 Chiclana de Segura;Total;2004;1249
23029 Chiclana de Segura;Total;2003;1267
23029 Chiclana de Segura;Total;2002;1295
23029 Chiclana de Segura;Total;2001;1317
23029 Chiclana de Segura;Total;2000;1346
23029 Chiclana de Segura;Total;1999;1390
23029 Chiclana de Segura;Total;1998;1488
23030 Chilluévar;Total;2019;1434
23030 Chilluévar;Total;2018;1459
23030 Chilluévar;Total;2017;1483
23030 Chilluévar;Total;2016;1499
23030 Chilluévar;Total;2015;1509
23030 Chilluévar;Total;2014;1533
23030 Chilluévar;Total;2013;1578
23030 Chilluévar;Total;2012;1635
23030 Chilluévar;Total;2011;1589
23030 Chilluévar;Total;2010;1603
23030 Chilluévar;Total;2009;1594
23030 Chilluévar;Total;2008;1604
23030 Chilluévar;Total;2007;1615
