Municipios;Sexo;Periodo;Total
18037 Calicasas;Total;2003;563
18037 Calicasas;Total;2002;567
18037 Calicasas;Total;2001;572
18037 Calicasas;Total;2000;586
18037 Calicasas;Total;1999;599
18037 Calicasas;Total;1998;602
18038 Campotéjar;Total;2019;1237
18038 Campotéjar;Total;2018;1253
18038 Campotéjar;Total;2017;1271
18038 Campotéjar;Total;2016;1286
18038 Campotéjar;Total;2015;1301
18038 Campotéjar;Total;2014;1317
18038 Campotéjar;Total;2013;1334
18038 Campotéjar;Total;2012;1362
18038 Campotéjar;Total;2011;1380
18038 Campotéjar;Total;2010;1418
18038 Campotéjar;Total;2009;1420
18038 Campotéjar;Total;2008;1418
