Municipios;Sexo;Periodo;Total
11025 Paterna de Rivera;Total;2015;5585
11025 Paterna de Rivera;Total;2014;5609
11025 Paterna de Rivera;Total;2013;5667
11025 Paterna de Rivera;Total;2012;5662
11025 Paterna de Rivera;Total;2011;5653
11025 Paterna de Rivera;Total;2010;5680
11025 Paterna de Rivera;Total;2009;5610
11025 Paterna de Rivera;Total;2008;5578
11025 Paterna de Rivera;Total;2007;5520
11025 Paterna de Rivera;Total;2006;5443
11025 Paterna de Rivera;Total;2005;5354
11025 Paterna de Rivera;Total;2004;5313
11025 Paterna de Rivera;Total;2003;5325
11025 Paterna de Rivera;Total;2002;5246
11025 Paterna de Rivera;Total;2001;5198
11025 Paterna de Rivera;Total;2000;5179
11025 Paterna de Rivera;Total;1999;5180
11025 Paterna de Rivera;Total;1998;5121
11026 Prado del Rey;Total;2019;5605
11026 Prado del Rey;Total;2018;5636
11026 Prado del Rey;Total;2017;5710
11026 Prado del Rey;Total;2016;5767
11026 Prado del Rey;Total;2015;5819
11026 Prado del Rey;Total;2014;5885
11026 Prado del Rey;Total;2013;5668
11026 Prado del Rey;Total;2012;5918
11026 Prado del Rey;Total;2011;5941
11026 Prado del Rey;Total;2010;5948
11026 Prado del Rey;Total;2009;5956
11026 Prado del Rey;Total;2008;5995
11026 Prado del Rey;Total;2007;6002
11026 Prado del Rey;Total;2006;5994
11026 Prado del Rey;Total;2005;5968
11026 Prado del Rey;Total;2004;5858
11026 Prado del Rey;Total;2003;5873
11026 Prado del Rey;Total;2002;5848
11026 Prado del Rey;Total;2001;5829
11026 Prado del Rey;Total;2000;5856
11026 Prado del Rey;Total;1999;5814
11026 Prado del Rey;Total;1998;5785
11027 El Puerto de Santa María;Total;2019;88405
11027 El Puerto de Santa María;Total;2018;88364
11027 El Puerto de Santa María;Total;2017;88430
11027 El Puerto de Santa María;Total;2016;88184
11027 El Puerto de Santa María;Total;2015;88335
11027 El Puerto de Santa María;Total;2014;88700
11027 El Puerto de Santa María;Total;2013;89142
11027 El Puerto de Santa María;Total;2012;89068
11027 El Puerto de Santa María;Total;2011;88917
11027 El Puerto de Santa María;Total;2010;88503
11027 El Puerto de Santa María;Total;2009;87696
11027 El Puerto de Santa María;Total;2008;86288
11027 El Puerto de Santa María;Total;2007;85117
11027 El Puerto de Santa María;Total;2006;83101
11027 El Puerto de Santa María;Total;2005;82306
11027 El Puerto de Santa María;Total;2004;80658
11027 El Puerto de Santa María;Total;2003;79889
11027 El Puerto de Santa María;Total;2002;77747
11027 El Puerto de Santa María;Total;2001;76538
11027 El Puerto de Santa María;Total;2000;75478
11027 El Puerto de Santa María;Total;1999;75097
11027 El Puerto de Santa María;Total;1998;73728
11028 Puerto Real;Total;2019;41627
11028 Puerto Real;Total;2018;41650
11028 Puerto Real;Total;2017;41472
11028 Puerto Real;Total;2016;41467
11028 Puerto Real;Total;2015;41509
11028 Puerto Real;Total;2014;41486
11028 Puerto Real;Total;2013;41537
11028 Puerto Real;Total;2012;41364
11028 Puerto Real;Total;2011;41101
11028 Puerto Real;Total;2010;40667
11028 Puerto Real;Total;2009;40183
11028 Puerto Real;Total;2008;39648
11028 Puerto Real;Total;2007;38974
11028 Puerto Real;Total;2006;38354
11028 Puerto Real;Total;2005;37886
11028 Puerto Real;Total;2004;37481
11028 Puerto Real;Total;2003;37033
11028 Puerto Real;Total;2002;36221
11028 Puerto Real;Total;2001;35723
11028 Puerto Real;Total;2000;35182
11028 Puerto Real;Total;1999;34447
11028 Puerto Real;Total;1998;33415
11029 Puerto Serrano;Total;2019;6941
11029 Puerto Serrano;Total;2018;6996
11029 Puerto Serrano;Total;2017;7066
11029 Puerto Serrano;Total;2016;7111
11029 Puerto Serrano;Total;2015;7145
11029 Puerto Serrano;Total;2014;7127
11029 Puerto Serrano;Total;2013;7174
11029 Puerto Serrano;Total;2012;7196
11029 Puerto Serrano;Total;2011;7156
11029 Puerto Serrano;Total;2010;7116
11029 Puerto Serrano;Total;2009;7116
11029 Puerto Serrano;Total;2008;7092
11029 Puerto Serrano;Total;2007;7005
11029 Puerto Serrano;Total;2006;6960
11029 Puerto Serrano;Total;2005;6852
11029 Puerto Serrano;Total;2004;6828
11029 Puerto Serrano;Total;2003;6859
11029 Puerto Serrano;Total;2002;6781
11029 Puerto Serrano;Total;2001;6789
11029 Puerto Serrano;Total;2000;6758
11029 Puerto Serrano;Total;1999;6743
11029 Puerto Serrano;Total;1998;6677
11030 Rota;Total;2019;29109
11030 Rota;Total;2018;28848
11030 Rota;Total;2017;28996
11030 Rota;Total;2016;29030
11030 Rota;Total;2015;29123
11030 Rota;Total;2014;29179
11030 Rota;Total;2013;29136
11030 Rota;Total;2012;29094
11030 Rota;Total;2011;29125
11030 Rota;Total;2010;28904
11030 Rota;Total;2009;28516
11030 Rota;Total;2008;27918
11030 Rota;Total;2007;27571
11030 Rota;Total;2006;27270
11030 Rota;Total;2005;26792
11030 Rota;Total;2004;26691
11030 Rota;Total;2003;26431
11030 Rota;Total;2002;26257
11030 Rota;Total;2001;25919
11030 Rota;Total;2000;25560
11030 Rota;Total;1999;25198
11030 Rota;Total;1998;24704
11031 San Fernando;Total;2019;94979
11031 San Fernando;Total;2018;95174
11031 San Fernando;Total;2017;95643
11031 San Fernando;Total;2016;95949
11031 San Fernando;Total;2015;96131
11031 San Fernando;Total;2014;96335
11031 San Fernando;Total;2013;96361
11031 San Fernando;Total;2012;96772
11031 San Fernando;Total;2011;96894
11031 San Fernando;Total;2010;96689
11031 San Fernando;Total;2009;96366
11031 San Fernando;Total;2008;96155
