Municipios;Sexo;Periodo;Total
04016 Antas;Total;2005;3223
04016 Antas;Total;2004;3101
04016 Antas;Total;2003;3026
04016 Antas;Total;2002;2925
04016 Antas;Total;2001;2844
04016 Antas;Total;2000;2729
04016 Antas;Total;1999;2677
04016 Antas;Total;1998;2666
04017 Arboleas;Total;2019;4596
04017 Arboleas;Total;2018;4586
04017 Arboleas;Total;2017;4463
04017 Arboleas;Total;2016;4538
04017 Arboleas;Total;2015;4670
04017 Arboleas;Total;2014;4698
04017 Arboleas;Total;2013;5126
04017 Arboleas;Total;2012;4990
04017 Arboleas;Total;2011;4863
04017 Arboleas;Total;2010;4731
04017 Arboleas;Total;2009;4527
04017 Arboleas;Total;2008;4301
04017 Arboleas;Total;2007;3904
04017 Arboleas;Total;2006;3402
04017 Arboleas;Total;2005;2819
04017 Arboleas;Total;2004;2310
04017 Arboleas;Total;2003;2000
04017 Arboleas;Total;2002;1782
04017 Arboleas;Total;2001;1615
04017 Arboleas;Total;2000;1540
04017 Arboleas;Total;1999;1540
04017 Arboleas;Total;1998;1540
04018 Armuña de Almanzora;Total;2019;302
04018 Armuña de Almanzora;Total;2018;321
04018 Armuña de Almanzora;Total;2017;327
04018 Armuña de Almanzora;Total;2016;326
04018 Armuña de Almanzora;Total;2015;332
04018 Armuña de Almanzora;Total;2014;332
04018 Armuña de Almanzora;Total;2013;338
04018 Armuña de Almanzora;Total;2012;340
04018 Armuña de Almanzora;Total;2011;342
04018 Armuña de Almanzora;Total;2010;339
04018 Armuña de Almanzora;Total;2009;335
04018 Armuña de Almanzora;Total;2008;330
04018 Armuña de Almanzora;Total;2007;333
04018 Armuña de Almanzora;Total;2006;321
04018 Armuña de Almanzora;Total;2005;322
04018 Armuña de Almanzora;Total;2004;310
04018 Armuña de Almanzora;Total;2003;303
04018 Armuña de Almanzora;Total;2002;327
04018 Armuña de Almanzora;Total;2001;327
04018 Armuña de Almanzora;Total;2000;322
04018 Armuña de Almanzora;Total;1999;324
04018 Armuña de Almanzora;Total;1998;330
04019 Bacares;Total;2019;246
04019 Bacares;Total;2018;232
04019 Bacares;Total;2017;244
04019 Bacares;Total;2016;272
04019 Bacares;Total;2015;278
04019 Bacares;Total;2014;267
04019 Bacares;Total;2013;273
04019 Bacares;Total;2012;292
04019 Bacares;Total;2011;305
04019 Bacares;Total;2010;274
04019 Bacares;Total;2009;280
04019 Bacares;Total;2008;283
04019 Bacares;Total;2007;308
04019 Bacares;Total;2006;290
04019 Bacares;Total;2005;291
04019 Bacares;Total;2004;296
04019 Bacares;Total;2003;287
04019 Bacares;Total;2002;295
04019 Bacares;Total;2001;295
04019 Bacares;Total;2000;291
04019 Bacares;Total;1999;284
04019 Bacares;Total;1998;278
04904 Balanegra;Total;2019;3.009
04904 Balanegra;Total;2018;2.933
04904 Balanegra;Total;2017;2.939
04904 Balanegra;Total;2016;2.678
04904 Balanegra;Total;2015;""
