Municipios;Sexo;Periodo;Total
21012 Berrocal;Total;2000;409
21012 Berrocal;Total;1999;412
21012 Berrocal;Total;1998;416
21013 Bollullos Par del Condado;Total;2019;14272
21013 Bollullos Par del Condado;Total;2018;14414
21013 Bollullos Par del Condado;Total;2017;14095
21013 Bollullos Par del Condado;Total;2016;14177
21013 Bollullos Par del Condado;Total;2015;14324
21013 Bollullos Par del Condado;Total;2014;14393
21013 Bollullos Par del Condado;Total;2013;14394
21013 Bollullos Par del Condado;Total;2012;14210
21013 Bollullos Par del Condado;Total;2011;14055
21013 Bollullos Par del Condado;Total;2010;13959
21013 Bollullos Par del Condado;Total;2009;13891
21013 Bollullos Par del Condado;Total;2008;13906
21013 Bollullos Par del Condado;Total;2007;13737
21013 Bollullos Par del Condado;Total;2006;13500
21013 Bollullos Par del Condado;Total;2005;13335
21013 Bollullos Par del Condado;Total;2004;13143
21013 Bollullos Par del Condado;Total;2003;13041
21013 Bollullos Par del Condado;Total;2002;12965
21013 Bollullos Par del Condado;Total;2001;12872
21013 Bollullos Par del Condado;Total;2000;12822
21013 Bollullos Par del Condado;Total;1999;12727
21013 Bollullos Par del Condado;Total;1998;12634
21014 Bonares;Total;2019;6058
21014 Bonares;Total;2018;6060
21014 Bonares;Total;2017;6025
21014 Bonares;Total;2016;6021
21014 Bonares;Total;2015;6090
21014 Bonares;Total;2014;6244
21014 Bonares;Total;2013;6282
21014 Bonares;Total;2012;6194
21014 Bonares;Total;2011;6189
21014 Bonares;Total;2010;6145
21014 Bonares;Total;2009;6015
21014 Bonares;Total;2008;5762
21014 Bonares;Total;2007;5602
21014 Bonares;Total;2006;5493
21014 Bonares;Total;2005;5310
21014 Bonares;Total;2004;5267
21014 Bonares;Total;2003;5295
21014 Bonares;Total;2002;5271
21014 Bonares;Total;2001;5233
21014 Bonares;Total;2000;5122
21014 Bonares;Total;1999;5063
21014 Bonares;Total;1998;5056
21015 Cabezas Rubias;Total;2019;730
21015 Cabezas Rubias;Total;2018;741
21015 Cabezas Rubias;Total;2017;734
21015 Cabezas Rubias;Total;2016;731
21015 Cabezas Rubias;Total;2015;744
21015 Cabezas Rubias;Total;2014;760
21015 Cabezas Rubias;Total;2013;781
21015 Cabezas Rubias;Total;2012;811
21015 Cabezas Rubias;Total;2011;847
21015 Cabezas Rubias;Total;2010;869
21015 Cabezas Rubias;Total;2009;865
21015 Cabezas Rubias;Total;2008;851
21015 Cabezas Rubias;Total;2007;859
21015 Cabezas Rubias;Total;2006;858
21015 Cabezas Rubias;Total;2005;873
21015 Cabezas Rubias;Total;2004;899
21015 Cabezas Rubias;Total;2003;935
21015 Cabezas Rubias;Total;2002;929
21015 Cabezas Rubias;Total;2001;956
21015 Cabezas Rubias;Total;2000;962
21015 Cabezas Rubias;Total;1999;969
21015 Cabezas Rubias;Total;1998;973
21016 Cala;Total;2019;1167
21016 Cala;Total;2018;1184
21016 Cala;Total;2017;1202
21016 Cala;Total;2016;1236
21016 Cala;Total;2015;1252
21016 Cala;Total;2014;1244
21016 Cala;Total;2013;1264
21016 Cala;Total;2012;1289
21016 Cala;Total;2011;1302
21016 Cala;Total;2010;1326
21016 Cala;Total;2009;1327
21016 Cala;Total;2008;1310
21016 Cala;Total;2007;1287
21016 Cala;Total;2006;1308
21016 Cala;Total;2005;1324
21016 Cala;Total;2004;1315
21016 Cala;Total;2003;1344
21016 Cala;Total;2002;1356
21016 Cala;Total;2001;1404
21016 Cala;Total;2000;1414
21016 Cala;Total;1999;1457
21016 Cala;Total;1998;1450
21017 Calañas;Total;2019;2791
21017 Calañas;Total;2018;4077
21017 Calañas;Total;2017;4099
21017 Calañas;Total;2016;4225
21017 Calañas;Total;2015;4238
21017 Calañas;Total;2014;4167
21017 Calañas;Total;2013;4165
21017 Calañas;Total;2012;4159
21017 Calañas;Total;2011;4187
21017 Calañas;Total;2010;4284
21017 Calañas;Total;2009;4285
21017 Calañas;Total;2008;4337
21017 Calañas;Total;2007;4355
21017 Calañas;Total;2006;4400
21017 Calañas;Total;2005;4478
21017 Calañas;Total;2004;4534
21017 Calañas;Total;2003;4553
