;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;HUELVA;;;;;;;;NOVIEMBRE 2017;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
21001;ALAJAR;109;5;11;31;8;22;32;6;5;2;86;10
21002;ALJARAQUE;1,786;83;269;300;74;555;505;158;73;142;1,261;152
21003;ALMENDRO, EL;78;6;7;20;11;15;19;17;4;1;56; 
21004;ALMONASTER LA REAL;199;14;30;50;12;45;48;16;16;91;63;13
21005;ALMONTE;2,717;137;460;464;143;895;618;1,389;67;140;985;136
21006;ALOSNO;439;21;59;109;30;106;114;77;21;12;300;29
21007;ARACENA;851;40;161;156;26;226;242;57;52;146;520;76
21008;AROCHE;212;22;52;49;14;44;31;38;13;15;140;6
21009;ARROYOMOLINOS DE LEON;136;6;19;22;4;37;48;17;9;5;88;17
21010;AYAMONTE;2,367;110;469;515;132;638;503;300;76;183;1,644;164
21011;BEAS;339;17;74;69;24;95;60;81;15;35;180;28
21012;BERROCAL;36;2;14;10; ;3;7;4;1;6;25; 
21013;BOLLULLOS PAR DEL CONDADO;958;52;205;261;41;230;169;214;35;113;534;62
21014;BONARES;301;24;65;84;21;61;46;84;19;28;153;17
21015;CABEZAS RUBIAS;59;5;7;16;7;8;16;5; ;1;49;4
21016;CALA;206;15;27;33;12;64;55;10;8;17;153;18
21017;CALAÑAS;440;9;63;109;21;120;118;60;14;30;296;40
21018;CAMPILLO, EL;268;12;47;57;14;68;70;26;12;7;183;40
21019;CAMPOFRIO;88;2;10;17;6;21;32;11;4;5;66;2
21020;CAÑAVERAL DE LEON;42;1;15;9;2;9;6;1;1;12;25;3
21021;CARTAYA;1,424;74;262;292;63;425;308;390;35;111;831;57
21022;CASTAÑO DEL ROBLEDO;39;5;3;16;2;7;6;4;2;3;28;2
21023;CERRO DE ANDEVALO, EL;229;14;33;45;23;61;53;15;8;8;184;14
21030;CHUCENA;107;9;11;28;21;18;20;24;6;10;57;10
21024;CORTECONCEPCION;65;4;14;14;6;11;16;3;6;3;52;1
21025;CORTEGANA;523;24;96;115;31;144;113;45;34;164;232;48
21026;CORTELAZOR;29; ;4;6;1;7;11;1; ;13;15; 
21027;CUMBRES DE ENMEDIO;4;1; ;1; ; ;2; ; ;4; ; 
21028;CUMBRES DE SAN BARTOLOME;48;4;10;6;3;11;14;3;1;4;35;5
21029;CUMBRES MAYORES;228;15;20;54;15;57;67;8;47;25;122;26
21031;ENCINASOLA;123;12;19;22;9;30;31;14;2;21;75;11
21032;ESCACENA DEL CAMPO;136;12;22;32;15;44;11;31;2;13;80;10
