;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;CORDOBA;;;;;;;;NOVIEMBRE 2019;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
14001;ADAMUZ;197;7;28;50;13;68;31;46;7;27;101;16
14002;AGUILAR DE LA FRONTERA;783;56;146;182;69;230;100;132;44;89;451;67
14003;ALCARACEJOS;154;10;21;34;4;38;47;7;7;27;108;5
14004;ALMEDINILLA;123;9;12;33;9;39;21;18;13;7;74;11
14005;ALMODOVAR DEL RIO;873;47;130;203;49;251;193;143;34;80;560;56
14006;AÑORA;157;8;13;19;7;55;55;7;6;32;102;10
14007;BAENA;1,251;51;167;244;100;405;284;220;90;95;741;105
14008;BELALCAZAR;326;22;43;59;18;77;107;14;18;36;233;25
14009;BELMEZ;391;15;64;75;23;103;111;18;23;98;221;31
14010;BENAMEJI;237;18;34;44;27;82;32;42;23;19;131;22
14011;BLAZQUEZ, LOS;84;5;7;15;5;19;33;6;2;11;60;5
14012;BUJALANCE;490;39;69;114;44;133;91;167;22;62;188;51
14013;CABRA;1,501;71;252;294;94;404;386;199;146;88;918;150
14014;CAÑETE DE LAS TORRES;121;9;29;17;5;33;28;28;3;15;61;14
14015;CARCABUEY;131;3;11;28;4;49;36;20;10;3;90;8
14016;CARDEÑA;115;11;16;29;7;20;32;23;3;10;72;7
14017;CARLOTA, LA;999;41;186;195;58;293;226;162;55;97;629;56
14018;CARPIO, EL;414;17;65;92;17;115;108;53;44;39;254;24
14019;CASTRO DEL RIO;408;29;53;78;38;132;78;88;21;41;209;49
14020;CONQUISTA;24; ;2;1;1;11;9;1; ;1;21;1
14021;CORDOBA;33,963;1,308;5,334;7,079;1,315;8,341;10,586;1,548;2,650;2,443;23,395;3,927
14022;DOÑA MENCIA;248;15;39;52;25;81;36;48;28;22;122;28
14023;DOS TORRES;227;7;19;40;11;64;86;15;16;30;159;7
14024;ENCINAS REALES;163;15;26;32;13;44;33;22;19;21;87;14
14025;ESPEJO;114;9;10;29;13;37;16;17;2;12;69;14
14026;ESPIEL;222;8;28;41;8;52;85;20;26;46;118;12
14027;FERNAN-NUÑEZ;745;35;133;169;36;255;117;77;42;84;470;72
14028;FUENTE LA LANCHA;59;4;9;8;3;13;22;1;1;28;29; 
14029;FUENTE OBEJUNA;663;38;79;132;25;166;223;52;43;59;457;52
14030;FUENTE PALMERA;619;35;88;141;50;202;103;143;59;75;297;45
14031;FUENTE-TOJAR;33;5;3;5;3;9;8;3;6; ;20;4
14032;GRANJUELA, LA;74;3;8;10;4;16;33; ; ;36;37;1
