;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;MALAGA;;;;;;;;OCTUBRE 2013;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
29001;ALAMEDA;375;29;92;107;32;82;33;120;31;70;112;42
29002;ALCAUCIN;199;14;63;45;11;37;29;5;10;35;121;28
29003;ALFARNATE;86;7;28;27;7;8;9;21;6;8;40;11
29004;ALFARNATEJO;35;5;12;9;2;4;3;1;3;8;21;2
29005;ALGARROBO;664;61;194;142;46;156;65;44;21;168;371;60
29006;ALGATOCIN;121;6;27;26;7;26;29;5;3;19;82;12
29007;ALHAURIN DE LA TORRE;4,639;227;1,029;816;218;1,326;1,023;61;305;629;3,067;577
29008;ALHAURIN EL GRANDE;3,118;171;780;633;166;802;566;71;293;960;1,317;477
29009;ALMACHAR;203;17;76;50;18;32;10;10;7;72;92;22
29010;ALMARGEN;175;14;43;45;10;51;12;49;16;11;90;9
29011;ALMOGIA;558;31;122;120;31;138;116;33;56;180;223;66
29012;ALORA;2,141;124;477;470;126;571;373;92;106;505;1,157;281
29013;ALOZAINA;296;25;65;67;16;58;65;52;29;51;134;30
29014;ALPANDEIRE;25;2;9;7; ;3;4;2;1;12;10; 
29015;ANTEQUERA;4,559;351;999;917;326;1,149;817;369;520;734;2,450;486
29016;ARCHEZ;39;3;11;14;5;5;1;2; ;20;13;4
29017;ARCHIDONA;844;63;200;178;59;229;115;139;80;114;438;73
29018;ARDALES;262;23;63;71;25;56;24;21;17;85;119;20
29019;ARENAS;106;14;36;31;5;17;3;9;3;32;52;10
29020;ARRIATE;579;27;130;162;36;140;84;32;25;109;360;53
29021;ATAJATE;22;1;7;5;1;4;4; ;1;13;7;1
29022;BENADALID;15;1;3;2; ;6;3;1;1;3;10; 
29023;BENAHAVIS;227;4;48;47;5;83;40;3;6;42;168;8
29024;BENALAURIA;57;8;11;10;6;16;6;1;4;11;34;7
29025;BENALMADENA;7,541;317;1,512;1,388;338;2,212;1,774;75;248;796;5,991;431
29026;BENAMARGOSA;98;10;26;30;5;21;6;10;6;15;55;12
29027;BENAMOCARRA;271;22;91;73;15;54;16;29;21;69;124;28
29028;BENAOJAN;263;18;56;70;19;46;54;7;41;36;150;29
29029;BENARRABA;60;6;14;14;4;9;13;10;2;6;30;12
29030;BORGE, EL;123;10;47;36;11;17;2;4; ;27;83;9
29031;BURGO, EL;249;27;36;65;21;63;37;18;19;39;146;27
29032;CAMPILLOS;1,028;68;226;197;101;261;175;149;58;85;633;103
29033;CANILLAS DE ACEITUNO;189;16;63;73;9;21;7;7;18;74;77;13
