;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;MALAGA;;;;;;;;ABRIL 2015;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
29001;ALAMEDA;467;50;98;126;54;93;46;144;26;63;176;58
29002;ALCAUCIN;176;10;40;46;9;40;31;11;6;24;106;29
29003;ALFARNATE;62;1;13;24;8;6;10;15;1;4;38;4
29004;ALFARNATEJO;28;3;6;11;3;3;2;6;1;1;16;4
29005;ALGARROBO;624;68;162;126;38;155;75;92;14;92;367;59
29006;ALGATOCIN;109;8;20;20;5;28;28;7;2;13;72;15
29007;ALHAURIN DE LA TORRE;4,246;231;753;753;212;1,166;1,131;63;278;434;2,866;605
29008;ALHAURIN EL GRANDE;2,839;161;539;563;166;780;630;90;258;647;1,322;522
29009;ALMACHAR;167;18;54;45;12;32;6;13;2;42;96;14
29010;ALMARGEN;187;24;33;46;20;44;20;41;8;7;102;29
29011;ALMOGIA;528;26;97;119;33;134;119;24;40;131;272;61
29012;ALORA;1,927;111;344;423;130;530;389;111;100;316;1,139;261
29013;ALOZAINA;299;24;47;73;20;60;75;29;20;32;190;28
29014;ALPANDEIRE;29; ;6;11;1;7;4;2;1;15;11; 
29015;ANTEQUERA;4,804;366;899;950;368;1,233;988;467;509;649;2,584;595
29016;ARCHEZ;38;5;11;13;4;4;1;2; ;18;12;6
29017;ARCHIDONA;846;83;146;210;68;219;120;186;49;82;436;93
29018;ARDALES;254;27;53;63;25;53;33;19;13;78;114;30
29019;ARENAS;95;15;23;24;7;22;4;6;4;16;54;15
29020;ARRIATE;552;39;108;146;31;140;88;30;26;57;391;48
29021;ATAJATE;21;2;5;6;2;4;2; ; ;5;13;3
29022;BENADALID;25;3;5;8;1;4;4;1; ;5;17;2
29023;BENAHAVIS;203;9;40;44;7;63;40;1;5;33;148;16
29024;BENALAURIA;54;5;8;14;3;18;6;3;4;13;28;6
29025;BENALMADENA;6,800;287;1,241;1,282;281;1,901;1,808;67;232;531;5,350;620
29026;BENAMARGOSA;89;10;21;28;5;16;9;10;3;10;56;10
29027;BENAMOCARRA;242;27;59;69;16;52;19;25;11;38;135;33
29028;BENAOJAN;244;10;45;69;10;52;58;5;34;22;157;26
29029;BENARRABA;70;6;19;18;6;11;10;6;4;9;46;5
29030;BORGE, EL;106;15;29;34;7;16;5;5; ;18;78;5
29031;BURGO, EL;256;19;37;70;19;60;51;27;6;37;170;16
29032;CAMPILLOS;1,014;86;173;192;113;262;188;107;50;50;712;95
29033;CANILLAS DE ACEITUNO;152;5;38;76;9;17;7;12;11;45;71;13
