;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;ALMERIA;;;;;;;;SEPTIEMBRE 2013;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
4001;ABLA;129;12;35;37;6;27;12;8;7;15;88;11
4002;ABRUCENA;73;5;16;24;5;17;6;9;4;18;35;7
4003;ADRA;3,227;114;754;596;203;947;613;432;189;610;1,767;229
4004;ALBANCHEZ;28;1;8;2;3;9;5; ;5;2;17;4
4005;ALBOLODUY;57;4;19;13;4;10;7;5;5;13;30;4
4006;ALBOX;1,058;55;262;239;67;297;138;67;108;215;563;105
4007;ALCOLEA;70;2;12;26;9;17;4;7;2;14;43;4
4008;ALCONTAR;28; ;7;10; ;4;7; ;3;11;12;2
4009;ALCUDIA DE MONTEAGUD;5; ;2;2; ; ;1; ; ; ;4;1
4010;ALHABIA;112;7;31;26;7;27;14;4;16;24;58;10
4011;ALHAMA DE ALMERIA;511;41;123;106;37;128;76;42;53;88;265;63
4012;ALICUN;23; ;4;5;2;6;6; ;3;2;17;1
4013;ALMERIA;26,859;1,334;6,455;5,275;1,352;7,235;5,208;1,490;1,282;4,470;16,215;3,402
4014;ALMOCITA;17;2;5;2;2;3;3;1; ;6;9;1
4015;ALSODUX;5; ;1;1; ;3; ; ; ;2; ;3
4016;ANTAS;216;12;41;49;9;61;44;22;3;32;143;16
4017;ARBOLEAS;182;12;59;36;10;44;21;14;15;31;104;18
4018;ARMUÑA DE ALMANZORA;22; ;7;4;1;6;4; ;3;4;13;2
4019;BACARES;16;1;3;3;2;4;3;1;1;5;7;2
4020;BAYARCAL;28;4;11;7;1;4;1; ;1;9;15;3
4021;BAYARQUE;14; ;6;3;1;1;3;2;1;3;6;2
4022;BEDAR;48;3;7;10;1;9;18;1;3;9;28;7
4023;BEIRES;6; ;2;2; ; ;2; ;1;1;3;1
4024;BENAHADUX;593;33;120;128;27;162;123;20;54;95;365;59
4026;BENITAGLA;1; ;1; ; ; ; ; ; ; ;1; 
4027;BENIZALON;20;1;7;6;1;4;1; ;1;6;10;3
4028;BENTARIQUE;38;5;11;8; ;11;3;3; ;7;27;1
4029;BERJA;1,936;94;438;435;132;502;335;317;80;440;972;127
4030;CANJAYAR;155;16;43;39;12;35;10;16;13;33;75;18
4031;CANTORIA;362;19;96;118;10;83;36;21;71;81;160;29
4032;CARBONERAS;751;40;186;164;33;200;128;62;95;132;401;61
4033;CASTRO DE FILABRES;7; ;4;1; ; ;2;2; ;2;3; 
4036;CHERCOS;23; ;10;6; ;7; ; ;7;3;13; 
4037;CHIRIVEL;99;8;30;21;5;25;10;8;8;12;64;7
