;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;CORDOBA;;;;;;;;OCTUBRE 2019;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
14001;ADAMUZ;240;11;36;67;16;84;26;64;7;33;120;16
14002;AGUILAR DE LA FRONTERA;779;56;133;170;71;241;108;136;38;66;471;68
14003;ALCARACEJOS;160;11;21;35;10;38;45;7;6;29;112;6
14004;ALMEDINILLA;129;7;17;32;12;39;22;19;14;7;78;11
14005;ALMODOVAR DEL RIO;880;49;136;206;50;245;194;167;34;75;552;52
14006;AÑORA;145;8;12;19;5;48;53;8;5;36;87;9
14007;BAENA;1,435;72;240;275;118;444;286;333;89;109;783;121
14008;BELALCAZAR;344;27;46;60;20;80;111;19;18;36;243;28
14009;BELMEZ;408;18;70;78;23;106;113;19;21;104;227;37
14010;BENAMEJI;231;16;36;47;24;76;32;51;23;19;119;19
14011;BLAZQUEZ, LOS;92;6;10;14;7;20;35;6;1;11;68;6
14012;BUJALANCE;536;46;89;127;46;144;84;200;19;64;200;53
14013;CABRA;1,577;80;260;313;100;441;383;215;156;96;958;152
14014;CAÑETE DE LAS TORRES;158;11;43;28;6;43;27;43;6;16;78;15
14015;CARCABUEY;147;6;19;31;4;51;36;25;13;3;99;7
14016;CARDEÑA;115;10;14;24;8;26;33;17;3;11;74;10
14017;CARLOTA, LA;997;38;170;201;61;301;226;162;55;103;619;58
14018;CARPIO, EL;427;20;62;89;21;123;112;60;44;38;258;27
14019;CASTRO DEL RIO;425;34;65;73;38;145;70;93;26;41;210;55
14020;CONQUISTA;28; ;4;1; ;12;11;2; ;1;24;1
14021;CORDOBA;34,059;1,341;5,304;7,064;1,304;8,448;10,598;1,587;2,659;2,396;23,446;3,971
14022;DOÑA MENCIA;247;18;41;51;22;78;37;61;24;22;112;28
14023;DOS TORRES;224;5;24;43;10;62;80;16;16;35;151;6
14024;ENCINAS REALES;170;15;22;37;13;49;34;22;16;23;95;14
14025;ESPEJO;117;8;11;29;15;40;14;18;4;12;68;15
14026;ESPIEL;246;10;41;46;7;56;86;23;33;51;127;12
14027;FERNAN-NUÑEZ;763;39;137;174;36;262;115;85;47;80;479;72
14028;FUENTE LA LANCHA;55;3;9;9;3;11;20;2;1;25;27; 
14029;FUENTE OBEJUNA;651;36;85;128;23;164;215;53;45;60;444;49
14030;FUENTE PALMERA;617;38;94;144;47;194;100;157;59;71;288;42
14031;FUENTE-TOJAR;31;4;4;6;3;8;6;3;2; ;22;4
14032;GRANJUELA, LA;72;4;9;12;4;12;31;3; ;36;32;1
