;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;SEVILLA;;;;;;;;FEBRERO 2018;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
41001;AGUADULCE;164;10;28;37;16;47;26;42;23;16;69;14
41002;ALANIS;145;5;20;24;8;54;34;29;2;11;98;5
41003;ALBAIDA DEL ALJARAFE;333;7;59;57;15;114;81;26;14;35;234;24
41004;ALCALA DE GUADAIRA;9,281;336;1,457;1,683;333;2,630;2,842;231;1,019;820;6,324;887
41005;ALCALA DEL RIO;1,127;54;222;215;60;349;227;143;56;136;676;116
41006;ALCOLEA DEL RIO;217;15;40;51;26;48;37;80;12;13;96;16
41007;ALGABA, LA;2,067;75;352;394;70;613;563;135;99;223;1,314;296
41008;ALGAMITAS;107;6;17;34;9;23;18;22;4;17;60;4
41009;ALMADEN DE LA PLATA;164;9;30;28;11;52;34;13;6;29;113;3
41010;ALMENSILLA;623;26;103;123;29;172;170;20;20;113;431;39
41011;ARAHAL;1,500;98;247;319;110;447;279;266;140;141;836;117
41012;AZNALCAZAR;424;34;79;66;33;134;78;52;16;27;304;25
41013;AZNALCOLLAR;823;31;146;128;64;245;209;123;48;76;509;67
41014;BADOLATOSA;140;6;21;51;9;38;15;40;12;35;50;3
41015;BENACAZON;709;35;123;143;24;240;144;83;38;82;454;52
41016;BOLLULLOS DE LA MITACION;1,096;49;205;202;41;339;260;56;64;100;780;96
41017;BORMUJOS;2,100;90;330;409;55;571;645;33;101;207;1,566;193
41018;BRENES;979;63;180;194;63;289;190;162;57;89;600;71
41019;BURGUILLOS;690;26;111;125;43;234;151;84;39;42;493;32
41020;CABEZAS DE SAN JUAN, LAS;2,054;147;394;455;162;596;300;287;115;467;1,018;167
41021;CAMAS;3,968;158;716;824;135;1,100;1,035;93;221;359;2,923;372
41022;CAMPANA, LA;278;33;67;41;24;80;33;67;11;30;145;25
41023;CANTILLANA;952;53;167;207;70;278;177;211;30;139;472;100
41901;CAÑADA ROSAL;180;10;37;31;14;59;29;13;37;29;94;7
41024;CARMONA;3,062;152;500;662;149;851;748;379;262;368;1,744;309
41025;CARRION DE LOS CESPEDES;216;15;36;52;6;61;46;12;8;27;162;7
41026;CASARICHE;360;17;66;80;24;114;59;82;67;39;156;16
41027;CASTILBLANCO DE LOS ARROYOS;606;26;84;135;34;160;167;47;24;45;432;58
41028;CASTILLEJA DE GUZMAN;231;12;28;46;11;52;82;2;11;23;174;21
41029;CASTILLEJA DE LA CUESTA;1,900;63;345;364;54;499;575;26;109;163;1,408;194
41030;CASTILLEJA DEL CAMPO;64;3;13;15;3;17;13;6;1;8;45;4
