;;;;;;;;;;;;;
;PARO REGISTRADO SEGÚN SEXO, EDAD Y SECTOR DE ACTIVIDAD ECONÓMICA;;;;;;;;;;;;
;;;;;;;;;;;;;
;CORDOBA;;;;;;;;NOVIEMBRE 2013;;;;
;MUNICIPIOS;TOTAL;SEXO Y EDAD;;;;;;SECTORES;;;;
;;;HOMBRES;;;MUJERES;;;AGRI- CULTURA;INDUS- TRIA;CONS- TRUCCIÓN;SERVICIOS;SIN EMPLEO ANTERIOR
;;;<25;25 - 44;>=45;<25;25 - 44;>=45;;;;;
;;;;;;;;;;;;;
14001;ADAMUZ;270;17;53;47;44;82;27;50;11;32;145;32
14002;AGUILAR DE LA FRONTERA;1,143;111;308;259;127;277;61;255;81;181;489;137
14003;ALCARACEJOS;201;15;35;46;18;38;49;12;10;28;143;8
14004;ALMEDINILLA;155;5;23;32;17;62;16;15;30;23;69;18
14005;ALMODOVAR DEL RIO;1,117;86;247;253;80;283;168;175;69;181;602;90
14006;AÑORA;203;10;38;33;18;52;52;8;16;42;115;22
14007;BAENA;1,579;105;284;307;163;501;219;279;162;196;773;169
14008;BELALCAZAR;478;37;78;77;45;124;117;25;42;65;244;102
14009;BELMEZ;505;45;107;96;43;117;97;18;46;85;248;108
14010;BENAMEJI;370;37;89;88;49;78;29;101;29;61;133;46
14011;BLAZQUEZ, LOS;115;12;18;10;3;38;34;6;8;15;81;5
14012;BUJALANCE;640;61;131;139;90;151;68;187;38;85;244;86
14013;CABRA;2,036;147;464;371;147;557;350;258;270;186;1,070;252
14014;CAÑETE DE LAS TORRES;194;14;42;37;25;45;31;42;22;26;83;21
14015;CARCABUEY;167;11;29;33;13;49;32;24;15;10;100;18
14016;CARDEÑA;123;7;13;21;18;34;30;12;7;9;82;13
14017;CARLOTA, LA;1,471;94;371;287;97;450;172;177;155;232;770;137
14018;CARPIO, EL;605;43;138;127;44;162;91;49;103;67;337;49
14019;CASTRO DEL RIO;452;19;61;89;62;170;51;72;18;71;223;68
14020;CONQUISTA;27;7;5;3;3;5;4;3; ;2;18;4
14021;CORDOBA;46,606;2,520;10,092;9,001;2,404;11,933;10,656;1,410;4,607;5,346;28,907;6,336
14022;DOÑA MENCIA;359;27;75;84;36;101;36;57;69;49;147;37
14023;DOS TORRES;314;25;46;57;21;73;92;12;37;51;188;26
14024;ENCINAS REALES;220;12;52;56;27;51;22;27;37;37;93;26
14025;ESPEJO;146;10;25;37;23;40;11;20;9;26;72;19
14026;ESPIEL;328;19;68;41;24;100;76;13;56;63;158;38
14027;FERNAN-NUÑEZ;1,149;115;266;243;101;310;114;133;93;170;550;203
14028;FUENTE LA LANCHA;52;6;13;6;2;14;11; ;1;24;26;1
14029;FUENTE OBEJUNA;903;68;156;151;65;202;261;44;71;139;525;124
14030;FUENTE PALMERA;832;54;196;199;94;213;76;181;103;153;320;75
14031;FUENTE-TOJAR;54;3;9;7;13;14;8;1;4;5;37;7
14032;GRANJUELA, LA;80;12;9;10;7;19;23;2;1;26;46;5
